year,mes_DET airs_NOUN,mes_DET verres_NOUN
1800,9.432493452976587e-09,3.144164484325529e-09
1801,3.333655596016172e-08,1.666827853519237e-08
1802,2.2378401354217203e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,5.19088700912107e-08,6.179627298763535e-08
1805,1.7057266488151868e-08,2.842877711017877e-09
1806,8.068673551520078e-08,1.729001475325731e-08
1807,0.0,5.693910232196231e-09
1808,6.798222074166915e-08,4.5321479902327155e-09
1809,1.1295152813062259e-08,0.0
1810,6.552354792077608e-08,0.0
1811,5.515568801683912e-08,1.2535384286138651e-08
1812,1.0668832928217853e-08,1.3336041604361526e-08
1813,4.313612333994854e-08,2.8757416448144113e-09
1814,2.5173417128598885e-08,2.8320094713762956e-08
1815,1.0788894222457657e-08,2.697223555614414e-09
1816,1.8540831092650478e-08,2.3176038865813098e-08
1817,1.5568733857662664e-08,2.335310045342709e-08
1818,0.0,7.152706427149269e-09
1819,4.140420006848444e-09,1.035105001712111e-09
1820,3.678609061807947e-08,7.119888678630559e-09
1821,2.465372084259343e-08,5.9168927535324656e-09
1822,1.0025615893027862e-08,6.015369535816717e-09
1823,2.9648061450338048e-08,9.882687224127551e-09
1824,2.6105450245950124e-08,1.6842225392110777e-09
1825,1.496925317034936e-08,2.641632912414593e-09
1826,1.76159691278599e-08,0.0
1827,1.3825909916942436e-08,1.8434546111834038e-09
1828,2.2013523448549677e-08,0.0
1829,2.0575622983187714e-08,2.571952872898464e-09
1830,2.2961039292113128e-08,2.0873671680021744e-09
1831,9.354723218280014e-09,1.2472964883158966e-08
1832,2.5706942574643676e-08,1.6235963684607668e-08
1833,2.548398292390175e-08,1.50587169400751e-08
1834,5.600718555598405e-09,0.0
1835,1.663879345414898e-08,1.8907719834260206e-08
1836,2.419469957715137e-08,7.392825240870593e-09
1837,7.653680356156656e-09,9.74104752415883e-09
1838,1.7042836475411605e-08,6.943378316748294e-09
1839,6.9914749545318955e-09,6.9914749545318955e-09
1840,3.184844388215424e-08,4.458782232319436e-09
1841,1.733548060656176e-08,1.2841097074556274e-09
1842,7.379091560011375e-09,8.720745015011744e-09
1843,2.4218335781256428e-08,1.0041748765843295e-08
1844,4.390849017710252e-09,2.195424508855126e-09
1845,1.0602432709561072e-08,5.022205318283568e-09
1846,9.367202125076801e-09,1.3465353276842507e-08
1847,6.47186837454683e-09,2.3730184040005042e-08
1848,1.528592186161859e-08,1.287235473768078e-08
1849,6.703531951757213e-09,6.703532173801818e-09
1850,2.1045888587423178e-08,4.752297222410107e-09
1851,5.804494884742439e-09,3.2247193804124663e-09
1852,1.3021090872200602e-08,9.765818598239662e-09
1853,2.20961471342207e-08,2.388772735173461e-09
1854,3.013485283531736e-08,1.6626126253527218e-08
1855,2.812676669350367e-08,8.491099379170919e-09
1856,2.8992259260007813e-08,5.177189343896771e-09
1857,1.6597130780837688e-08,3.905207268672939e-09
1858,7.829881809584549e-08,5.3830437884982985e-09
1859,3.360834455179429e-08,4.073738679721828e-09
1860,1.876645361331697e-08,7.323494338740133e-09
1861,1.7920661843362495e-08,9.903524222920623e-09
1862,2.5300723294208183e-08,2.4848925583853543e-08
1863,1.9479021062807078e-08,3.995696662428827e-09
1864,8.151037178549814e-09,9.589456118064277e-09
1865,1.3179164537469035e-08,2.8241066152290273e-09
1866,3.503241252644784e-08,7.784980660119345e-09
1867,1.5043715606566366e-08,1.1161466417775046e-08
1868,1.2349684830326169e-08,2.9639244392143382e-09
1869,1.6115613732381462e-08,1.3673853160867111e-08
1870,1.490852596930381e-08,5.160643912205387e-09
1871,1.5931766128574054e-08,1.0621176826930423e-08
1872,1.8746751706544273e-08,1.0280476692159368e-08
1873,3.112722185560912e-08,5.986004469882289e-10
1874,2.3898437007119355e-08,8.961914044203212e-09
1875,2.7463329999033448e-08,2.9179789251543298e-08
1876,4.353130833578689e-08,6.04601479992084e-09
1877,8.040260901509555e-09,8.658742167710898e-09
1878,2.355244521634603e-08,9.058632899350272e-09
1879,2.077170613290491e-08,4.276527687530063e-09
1880,2.6954953824542827e-08,1.2835692508872398e-09
1881,2.9284532132578533e-08,2.7890030285249168e-09
1882,2.6621540527571597e-08,7.320923423037584e-09
1883,1.895801765572358e-08,1.2638677937548692e-08
1884,2.3105939384038265e-08,3.300848483434038e-09
1885,2.6427105892512515e-08,3.86738152613475e-09
1886,1.677900662855336e-08,1.936039106809062e-09
1887,2.154545164501087e-08,1.3057849246322917e-09
1888,1.9021844543942734e-08,6.34061492199578e-09
1889,1.3156787381785051e-08,8.14467782106476e-09
1890,1.2453334363726754e-08,1.5075088732885433e-08
1891,2.6771723837804018e-08,6.374220151705856e-09
1892,1.6298132621272998e-08,0.0
1893,1.23168328869383e-08,1.847525021858587e-09
1894,1.827446460822557e-08,1.0082463086646953e-08
1895,2.7083764564395096e-08,6.6204757231957956e-09
1896,9.435246361988447e-09,2.358811590497112e-09
1897,9.322741689743452e-09,3.496028022631492e-09
1898,1.5277558773618694e-08,6.790025985914383e-09
1899,1.9346524382513053e-08,9.39688327150634e-09
1900,1.9206896184620348e-08,4.671947717582725e-09
1901,6.147612641171918e-09,6.147612696683069e-09
1902,7.365425880312415e-09,3.437198747846537e-09
1903,1.0800440541913758e-08,0.0
1904,1.2361637935498493e-08,6.449550227216605e-09
1905,9.28936660926638e-09,3.6125312741219773e-09
1906,9.259531807970234e-09,0.0
1907,1.7485666858885196e-08,6.1714118260169926e-09
1908,1.7680999775393502e-08,1.964555629285769e-09
1909,1.9803540807217246e-08,3.85068837926994e-09
1910,1.6566866878342523e-08,1.2825962070195374e-08
1911,2.2877608141236294e-08,1.1172785363555704e-08
1912,1.2502610502451716e-08,6.772247651554153e-09
1913,3.712092677687906e-08,1.6439267724877027e-08
1914,1.1384464038144415e-08,2.0090231700464756e-09
1915,2.1205371680821372e-08,3.534228465440492e-09
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,1.864292187292449e-08,3.289927441585405e-09
1918,1.8378202071289707e-08,8.040463406189247e-09
1919,1.2890987832747669e-08,6.4454939163738345e-09
1920,1.2872794385998532e-08,5.300562211374427e-09
1921,3.634918854800162e-08,6.815472630705699e-09
1922,2.87739485571592e-08,7.377935595798135e-09
1923,2.7601466001669905e-08,2.1231896241147297e-09
1924,1.675911143195208e-08,5.156649773851996e-09
1925,2.859526304632709e-08,1.7597084678300234e-08
1926,3.343841470382358e-08,1.0031524610987219e-08
1927,3.4562596340492746e-08,1.0034302388994831e-08
1928,2.5137291359556002e-08,7.998228745975666e-09
1929,2.4508894691521732e-08,1.893869105984436e-08
1930,2.6259009189288918e-08,1.1553964007759987e-08
1931,1.8248570654577634e-08,1.3686427990933225e-08
1932,2.082311922890767e-08,7.6716757391182e-09
1933,1.261772819560747e-08,1.261772819560747e-08
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,1.196828414151696e-08,5.98414207075848e-09
1936,1.8187071404440758e-08,2.424942913137329e-09
1937,1.510934133364117e-08,1.2591118370153254e-08
1938,1.5558256905023882e-08,9.075650231338273e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,6.37184480734021e-08,2.1239483061208375e-08
1943,1.1612940831184915e-08,1.4516175816936538e-08
1944,1.927911696952833e-08,1.927911696952833e-08
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,9.744772988540262e-09,9.744772988540262e-09
1947,2.3841741692010032e-08,8.344609891963728e-09
1948,2.2830963786191205e-08,1.6307831529616124e-08
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,2.3397795700930146e-08,3.190608444114673e-09
1951,1.2793681780642885e-08,1.2793682557799002e-08
1952,1.7926166329118587e-08,4.2179215675730575e-09
1953,2.693456835345387e-08,6.464296320451979e-09
1954,2.14995790059902e-08,9.772535891627854e-09
1955,1.595553333899602e-08,1.595553378308523e-08
1956,2.0058624983221307e-08,8.72114114258693e-09
1957,1.9437083054185678e-08,1.6786571077620493e-08
1958,2.7298403371123214e-08,6.617794756635931e-09
1959,2.1702094343822864e-08,1.0851046838844525e-08
1960,3.114374991231017e-08,5.536666736194462e-09
1961,1.9454845512356655e-08,1.528595072741723e-08
1962,3.044139235131027e-08,2.0928456134772233e-08
1963,2.0044765847160306e-08,6.4660533594107505e-09
1964,2.068549243006146e-08,2.4335873316516654e-09
1965,2.2435377389218303e-08,4.924839203113152e-09
1966,1.2185964348709888e-08,1.2739872046196865e-08
1967,1.5284040699725665e-08,8.874604162656397e-09
1968,2.290622133638287e-08,1.8863946293912193e-08
1969,1.7712854627482955e-08,1.3171097434927503e-08
1970,2.299362514279757e-08,1.609553779147177e-08
1971,2.9288864888954436e-08,1.0276794637498199e-08
1972,2.3598675014113724e-08,1.641647029426707e-08
1973,1.5436970424165253e-08,8.821125663249774e-09
