year,mes_DET airs_NOUN,mes_DET verres_NOUN
1974,1.1813700295792984e-08,1.0688586238316589e-08
1975,1.4278700888326057e-08,7.996072248772634e-09
1976,1.8854638628162945e-08,1.9425991482080462e-08
1977,1.410427652448476e-08,7.639816446136649e-09
1978,2.1386128423728223e-08,1.0099005298691566e-08
1979,2.6919078188747392e-08,1.872631405497316e-08
1980,1.762396628635088e-08,1.1370301145063877e-08
1981,1.771153890217647e-08,1.4548763582755697e-08
1982,1.7381006189864934e-08,1.2415004135846175e-08
1983,1.3893695083311286e-08,1.5156758848000607e-08
1984,9.278413259927731e-09,1.9136727757995686e-08
1985,2.045289804186723e-08,7.218669662023558e-09
1986,1.8582905048081244e-08,1.6784559520033326e-08
1987,1.8332450224534114e-08,9.166225112267057e-09
1988,1.2592763276586538e-08,8.994830658082265e-09
1989,1.481792966107065e-08,1.372030544732894e-08
1990,1.7435683119515488e-08,1.6345953535168434e-08
1991,1.4653663449326615e-08,8.792197470075536e-09
1992,2.4794748032519465e-08,1.7080826808513194e-08
1993,1.2186256725943423e-08,2.0495068142611927e-08
1994,1.4242301560329906e-08,9.494867780901473e-09
1995,1.3013881861034804e-08,1.2471637056421514e-08
1996,1.4946657245218375e-08,1.3879039917341629e-08
1997,1.2466725429760572e-08,1.965906726297817e-08
1998,1.5734826774860267e-08,1.7642078020685403e-08
1999,1.919484465817689e-08,1.5538683950655496e-08
2000,2.2973763780242962e-08,1.3695897527199463e-08
2001,1.3581756164171566e-08,1.3581756164171566e-08
2002,1.6648641576466616e-08,1.3143664823189738e-08
2003,2.333476845084448e-08,1.666769106067889e-08
2004,1.805964444656638e-08,1.982156150326375e-08
2005,1.7114248795913056e-08,1.4411998816576954e-08
2006,1.4824404093172205e-08,2.5119128443940042e-08
2007,2.5964116190380082e-08,1.358123019601365e-08
2008,2.256442965808958e-08,2.1712942721574535e-08
2009,2.8132335794239793e-08,1.907276958590387e-08
2010,3.5900827866086615e-08,3.023227623799585e-08
2011,3.862211614413802e-08,6.04187579411608e-08
2012,3.7106354211502435e-08,4.5616987132124365e-08
2013,3.988448804559397e-08,8.478940261014145e-08
2014,5.954974247046607e-08,5.478576436956928e-08
2015,4.832134492538387e-08,8.267826134833456e-08
2016,5.054069562859809e-08,4.494807895327746e-08
2017,4.578412787781261e-08,5.2576275777482806e-08
2018,4.904786887749424e-08,6.143890818322006e-08
2019,4.336679171323965e-08,5.22952476877947e-08
