year,rares_ADJ villes_NOUN
1925,3.299453510408057e-08
1926,1.89484357093761e-08
1927,2.6758140592164636e-08
1928,1.3711249025050165e-08
1929,1.2254447234738564e-08
1930,2.520864939015155e-08
1931,3.649714130915527e-08
1932,2.520693342944469e-08
1933,2.7529589274877253e-08
1934,2.7557634396657704e-08
1935,2.8723881939640705e-08
1936,2.424942913137329e-08
1937,2.7700460591972842e-08
1938,1.0372171566075394e-08
1939,1.5294050470515685e-08
1940,4.3108308034334186e-08
1941,1.1806010391524069e-08
1942,1.8205270180260413e-08
1943,4.935499831049128e-08
1944,1.927911696952833e-08
1945,1.742803235060819e-08
1946,2.645009899993056e-08
1947,2.8610090296865565e-08
1948,2.391815279167986e-08
1949,3.8286334103077024e-08
1950,3.19060831088791e-08
1951,2.8785784422780125e-08
1952,2.9525450528922192e-08
1953,4.955960619668076e-08
1954,4.9839933069506515e-08
1955,3.848099083825218e-08
1956,2.3547082506070183e-08
1957,3.799066305987253e-08
1958,3.557064687242928e-08
1959,2.712761748568937e-08
1960,2.7683332959327345e-08
1961,2.014966149488373e-08
1962,2.473363025501385e-08
1963,2.392439668597035e-08
1964,3.346182708696688e-08
1965,2.8454625322638094e-08
1966,3.4342264143560897e-08
1967,2.8102911997507363e-08
1968,2.8295920273535557e-08
1969,3.315483354526805e-08
1970,3.1731204330753826e-08
1971,4.007949883089168e-08
1972,3.1293897251316594e-08
1973,4.410562937096074e-08
1974,2.7565301152776556e-08
1975,3.084199207137317e-08
1976,3.199575004941835e-08
1977,3.526069036752233e-08
1978,4.099008066305032e-08
1979,4.388979846225993e-08
1980,3.865902442612423e-08
1981,4.8706731092806876e-08
1982,3.786576385778062e-08
1983,4.483874249672226e-08
1984,4.233276129639307e-08
1985,4.2108904807491854e-08
1986,2.7574632355253925e-08
1987,3.5442738521851425e-08
1988,3.418035632307692e-08
1989,4.335616665684938e-08
1990,4.413407239667322e-08
1991,4.0444110283033297e-08
1992,3.1406681699763794e-08
1993,4.874502579355067e-08
1994,4.0616935592652226e-08
1995,3.741491028108612e-08
1996,4.750901894112758e-08
1997,4.4592518122499314e-08
1998,3.909865853302108e-08
1999,5.347135356714716e-08
2000,4.1971297548570874e-08
2001,4.205963222148057e-08
2002,3.724038322161505e-08
2003,4.4169382817926817e-08
2004,4.448839163728735e-08
2005,4.098412276221097e-08
2006,4.4884998828820244e-08
2007,3.9545348329284025e-08
2008,5.2792252347444446e-08
2009,5.5787850783417525e-08
2010,5.5268380094730674e-08
2011,6.615471193072153e-08
2012,5.4808467098155234e-08
2013,4.6020563360116284e-08
2014,4.547434784285542e-08
2015,5.962587579233514e-08
2016,3.87340577390205e-08
2017,4.5532566161909926e-08
2018,4.5175667651164986e-08
2019,5.7142123921494203e-08
