year,diverses_ADJ îles_NOUN,diverses_ADJ iles_NOUN,diverses_ADJ villes_NOUN
1834,1.213489047025007e-07,7.467624740797874e-09,3.295089345822788e-07
1835,6.958040899007756e-08,7.563087933704082e-09,3.917679691767262e-07
1836,1.0215540413582858e-07,6.048675060821296e-09,4.0055669403571414e-07
1837,1.0158520780123581e-07,9.741046969047318e-09,5.065344339527655e-07
1838,5.617824272441396e-08,4.418513555037862e-09,4.614190283191988e-07
1839,6.711816524784808e-08,4.894032734625853e-09,3.817345392009841e-07
1840,8.72647376581881e-08,8.917564020549662e-09,3.7326376939317285e-07
1841,6.613164904578639e-08,8.346713098461578e-09,4.4173374913469843e-07
1842,7.312009131510422e-08,3.3541325272778977e-09,3.3474242400188814e-07
1843,6.261325968814901e-08,6.497602123012314e-09,3.6800055847052704e-07
1844,6.91558713072915e-08,6.037417454862748e-09,4.0286040747794516e-07
1845,3.961961780873935e-08,2.2320911785556063e-09,3.800135369158575e-07
1846,8.02066679739255e-08,8.196302303531411e-09,4.0922963351341934e-07
1847,8.467360768094068e-08,1.240441438454809e-08,3.4139107008002156e-07
1848,1.4883660015563294e-07,1.6090443422100975e-08,3.66057577139145e-07
1849,2.262441967104678e-08,2.513824481908955e-09,2.8154834952331953e-07
1850,4.6844072620899624e-08,6.1100964288129944e-09,3.822204908132676e-07
1851,4.837079004005318e-08,2.579775504329973e-09,4.6564947098204357e-07
1852,3.711010876372711e-08,5.859490892490271e-09,3.8412217939765014e-07
1853,6.987159983928848e-08,7.763511389313749e-09,4.729770148870216e-07
1854,5.0397943596180994e-08,2.597832227113628e-09,4.3279884831548543e-07
1855,7.80119790988465e-08,1.9104973603134567e-08,3.7042420686361766e-07
1856,3.158085348786699e-08,1.0872097000458325e-08,3.649918460801871e-07
1857,7.468708768110233e-08,1.0739320099872884e-08,3.661131942056528e-07
1858,5.334107011645273e-08,8.31924928945682e-09,4.888782609846487e-07
1859,6.212451353349024e-08,5.092173349652285e-09,3.702009931938477e-07
1860,6.224970405810382e-08,7.323494033428801e-09,3.982150003078999e-07
1861,4.7159639082750004e-08,6.130753016364565e-09,4.541472979902039e-07
1862,4.789065499721801e-08,9.035972858839614e-09,4.0707056614408543e-07
1863,5.4441368746438457e-08,5.494082966350788e-09,2.7670199242990634e-07
1864,4.794727814783073e-08,5.2742007428108195e-09,3.7255037454997364e-07
1865,5.17752880568878e-08,3.2947911621228343e-09,4.2973488834086027e-07
1866,5.303517980337347e-08,1.9462451650298362e-09,4.2914705122854e-07
1867,3.979305418511103e-08,1.94112459439566e-09,4.5519371560942545e-07
1868,2.5193358510477992e-08,7.409810987013543e-09,4.184073381097164e-07
1869,5.078860088048032e-08,3.906815315701806e-09,2.710353164125934e-07
1870,5.9060702994884196e-08,2.2936195165357276e-09,3.721397536793347e-07
1871,3.9298356568906456e-08,6.372706140567175e-09,2.74026376700931e-07
1872,5.986865925233786e-08,6.0473394070115205e-09,3.8037765204279594e-07
1873,8.200826417947837e-08,1.7958012854535355e-09,4.0046368843249525e-07
1874,5.018671700440791e-08,4.182226287507973e-09,3.6146384196911185e-07
1875,7.666846357778923e-08,8.582290766945277e-09,3.8620307429848566e-07
1876,4.957732002708326e-08,6.650616279912924e-09,3.863403321702208e-07
1877,6.555904974447913e-08,1.2369632429454214e-08,4.558209428795479e-07
1878,6.34104324603868e-08,7.2469064082980594e-09,4.23340122512883e-07
1879,6.231511662235789e-08,6.720257683667796e-09,3.824437553312521e-07
1880,7.25216651176197e-08,7.059630657835214e-09,4.4539851717928514e-07
1881,5.438555916725818e-08,8.36700908557475e-09,4.3368997126869147e-07
1882,8.652000360598322e-08,3.9932310791357395e-09,3.733671163352881e-07
1883,6.382532546922448e-08,5.0554711528150165e-09,4.1138895268133524e-07
1884,9.04432511106279e-08,3.9610181801208455e-09,4.3901283408587233e-07
1885,8.959433728250588e-08,7.090199316550638e-09,4.176771821740033e-07
1886,4.711028722681476e-08,1.097088864199236e-08,4.278646516531204e-07
1887,7.051238526400994e-08,9.140494194870286e-09,3.8716523281800974e-07
1888,5.57974075832135e-08,5.07249175996094e-09,3.7473032121759786e-07
1889,1.0838686281822163e-07,6.891650250473447e-09,4.4482471661666523e-07
1890,8.455158817533004e-08,5.243509182406569e-09,3.683565061862737e-07
1891,3.82453192449006e-08,6.3742202627281586e-09,3.225355285074727e-07
1892,4.576013878931917e-08,5.641661138255927e-09,4.2124404164844975e-07
1893,5.6041589147071136e-08,1.1700991342511458e-08,3.885960784266729e-07
1894,7.309785843290229e-08,6.301539068331863e-09,3.2957051310233965e-07
1895,8.305688092846708e-08,1.1435367319734269e-08,4.032471796477921e-07
1896,6.781583511417111e-08,6.486731929378209e-09,4.1809935469316883e-07
1897,4.952706689209663e-08,1.5732126601442076e-08,4.0728727201955195e-07
1898,4.1305989850748404e-08,4.52668391659472e-09,3.9665067186334113e-07
1899,4.0351324059884064e-08,8.844125432005967e-09,4.676331233355313e-07
1900,4.879590065343109e-08,5.191053031872173e-09,3.5299160305868327e-07
1901,3.12969384297368e-08,6.147612641171918e-09,4.0238921550361795e-07
1902,5.3031064428665786e-08,1.3748795213430753e-08,3.491211821859963e-07
1903,5.130209146386733e-08,1.1880484818149739e-08,4.001563338462688e-07
1904,3.439760121182189e-08,1.1824175416563776e-08,4.2352045070970235e-07
1905,6.347733716438597e-08,1.6514428768932277e-08,3.333850315812015e-07
1906,5.24706820215215e-08,6.68743965759333e-09,3.600929248115392e-07
1907,4.268560027664847e-08,1.5428529565042481e-09,4.191417377619189e-07
1908,3.143289117879533e-08,4.911388851169818e-09,3.496909073419374e-07
1909,4.950885212906542e-08,1.1001967115120692e-09,4.1807474326915894e-07
1910,3.366815093386322e-08,3.2064905175488434e-09,3.91191821158543e-07
1911,5.4267815130515373e-08,5.852411444351446e-09,3.804067377766174e-07
1912,2.917275843117295e-08,9.376958487461451e-09,4.0268825030054245e-07
1913,4.719660751106858e-08,3.71209285532359e-09,3.5423970168313446e-07
1914,4.553785615257766e-08,1.3393487430235496e-09,4.071620278711663e-07
1915,4.7123048574349014e-08,9.424609537234119e-09,3.8405283930842415e-07
1916,2.3073669419559906e-08,4.394984820521586e-09,3.4830254236339897e-07
1917,9.869782324756216e-09,0.0,3.0267332817857096e-07
1918,3.790504266021344e-08,1.1486376294556067e-09,3.9857725564473867e-07
1919,2.1178051312631396e-08,0.0,3.351656800987257e-07
1920,2.7260034229925623e-08,3.786115865267448e-09,3.407504323149624e-07
1921,2.2718241510233383e-08,6.058197943303867e-09,3.7712281919510815e-07
1922,3.467629738906908e-08,3.688967686876765e-09,2.9880637847368163e-07
1923,2.5478275489376756e-08,6.369568872344189e-09,3.5988064350789273e-07
1924,4.769901096324247e-08,3.867487219366694e-09,3.1584480408852755e-07
1925,5.499088961968823e-08,4.399271169575059e-09,2.7935372481913134e-07
1926,5.0157623499025306e-08,4.458455493683289e-09,3.165503411617365e-07
1927,2.3413372574054847e-08,0.0,2.954544569000461e-07
1928,4.5704165563265065e-08,1.1426041224282812e-09,3.2449956455238294e-07
1929,3.676334259239411e-08,2.2280812750352652e-09,4.96862128329667e-07
1930,4.8316575629314684e-08,2.100720708497761e-09,4.1279163109919637e-07
1931,6.615106862284392e-08,3.4216069977333063e-09,3.159283927800516e-07
1932,7.342889318806556e-08,1.0959536611565568e-09,3.3536181831550493e-07
1933,1.261772819560747e-08,5.735331320977366e-09,3.452669212755666e-07
1934,4.553000465534751e-08,2.3963160344919743e-09,3.235026735382007e-07
1935,5.744776565563825e-08,2.393656828303392e-09,3.650326796389436e-07
1936,5.698615979099486e-08,2.424942913137329e-09,3.0796775263297604e-07
1937,5.414180748175568e-08,1.1332006222275481e-08,3.2610995670534493e-07
1938,3.5006078036303734e-08,6.482607339819424e-09,3.098686249813909e-07
1939,4.8940961505650193e-08,1.5294050470515685e-09,3.272926809572141e-07
1940,4.0572528225979454e-08,0.0,3.829032075852723e-07
1941,3.836953510472085e-08,2.9515025978810172e-09,3.128592709344957e-07
1942,6.371844563091145e-08,6.068423541449874e-09,2.4880537807803194e-07
1943,3.774205836748479e-08,5.806470415592457e-09,3.164526276577817e-07
1944,6.426372145540427e-08,0.0,2.3456259157228487e-07
1945,3.0499055725385915e-08,2.178504043826024e-09,2.418139501969563e-07
1946,5.8468636154884734e-08,5.568441707737293e-09,2.756378743029586e-07
1947,5.602809483029603e-08,3.5762612871081956e-09,2.789483826148853e-07
1948,3.805160786463091e-08,5.435943917220243e-09,2.48966244953408e-07
1949,6.773736060949886e-08,5.890204768377316e-09,2.444435014403723e-07
1950,3.828730044119766e-08,3.190608444114673e-09,2.414227127101043e-07
1951,5.330700858507953e-08,5.330700991734716e-09,2.4201382364807955e-07
1952,4.323369751091377e-08,6.326882129314981e-09,1.7504374305588044e-07
1953,5.2791754967529414e-08,4.3095309543161875e-09,2.564170844543412e-07
1954,4.29991580119804e-08,6.840775279570721e-09,2.511541796756944e-07
1955,4.3173796537843145e-08,1.8771215692936494e-09,2.5716565410505154e-07
1956,5.319896345667985e-08,7.849027428008526e-09,2.3372659541109897e-07
1957,6.272876618140799e-08,6.184526224473075e-09,2.685851421269092e-07
1958,5.873292963087806e-08,4.136121778408608e-09,2.556123237518193e-07
1959,5.1930008737599564e-08,5.425523585955716e-09,2.3407257998542264e-07
1960,3.114374941270981e-08,4.8445834566201995e-09,2.6852834222879096e-07
1961,4.7247482370949e-08,4.1688955620955426e-09,1.8134695733973416e-07
1962,2.980719671086263e-08,3.1709782577493684e-09,2.536782453543829e-07
1963,5.4961452056190296e-08,3.233026624194224e-09,2.521760905649373e-07
1964,3.1636636366183524e-08,3.0419841645645818e-09,2.774289686313658e-07
1965,3.6662690661160013e-08,3.283225968875314e-09,2.4514753604876205e-07
1966,2.880318916709257e-08,4.431259803538978e-09,2.669834138213645e-07
1967,2.021437595089992e-08,2.9582012395223956e-09,2.332048787412333e-07
1968,2.8745061442236874e-08,4.042274182047834e-09,3.1709397185775146e-07
1969,2.9067249940339934e-08,2.2708788183223305e-09,2.611510645511572e-07
1970,2.345349692234322e-08,3.6789800095249348e-09,2.7408401526152204e-07
1971,2.2608949379332444e-08,5.138397485282553e-10,2.82098032156064e-07
1972,3.385897073826527e-08,3.078088173236182e-09,2.970355126308277e-07
1973,3.3630541906859435e-08,2.756601946707349e-09,2.7290357312859115e-07
1974,2.81278591529599e-08,4.500457451150908e-09,2.790283543108174e-07
1975,4.0551507929365016e-08,2.2845920710778955e-09,2.4102446305462877e-07
1976,1.9425991482080462e-08,1.7140580066410394e-09,2.456816632356862e-07
1977,3.0559267116814226e-08,3.526069214387917e-09,2.5152625759972125e-07
1978,4.217819971064074e-08,3.5643548113029055e-09,2.5306920248269194e-07
1979,3.86230226689932e-08,1.1703946700691858e-09,2.3817530925285268e-07
1980,2.2740602290127754e-08,2.2740603289328476e-09,2.4218741789816534e-07
1981,2.5302197670384885e-08,1.2651099057237047e-09,2.1443612752136687e-07
1982,2.6071509395819703e-08,6.207502289967692e-10,2.7188860940441373e-07
1983,3.410270710269003e-08,4.4207211225000265e-09,2.41245064813711e-07
1984,4.29126627565779e-08,2.3196033982486597e-09,2.035451924786713e-07
1985,3.368712597762169e-08,2.4062232206745193e-09,2.406223260642548e-07
1986,4.1961399688261736e-08,2.9972427872948515e-09,2.0261360589302058e-07
1987,4.827545296848257e-08,4.27757174126242e-09,2.004347976480858e-07
1988,3.7778288941581195e-08,1.7989661427186832e-09,2.1227800983680822e-07
1989,2.140367671987775e-08,2.1952488715726304e-09,2.2062250593091193e-07
1990,2.7243254763220648e-08,0.0,2.359265829365853e-07
1991,3.341035237358625e-08,4.10302547493302e-09,1.916699119419718e-07
1992,4.0773585396891576e-08,0.0,2.0827589453098483e-07
1993,3.268132431344384e-08,5.539207426075166e-10,2.2156829881936346e-07
1994,2.7429617688312646e-08,1.0549853213248639e-09,1.9939223205867052e-07
1995,3.253470381991974e-08,1.0844901643380922e-09,1.8761679443368706e-07
1996,4.163711864180186e-08,3.736664533349199e-09,1.7348799019600847e-07
1997,3.260528202986279e-08,2.876936688878118e-09,2.1960616536365052e-07
1998,2.527108478034279e-08,0.0,1.8118891564888884e-07
1999,2.376504681933511e-08,9.140402323914998e-10,1.9651864668901453e-07
2000,2.6949992459890382e-08,4.4180314962005696e-10,1.9483518653995446e-07
2001,2.015357480900093e-08,4.3812117822561447e-10,1.8269652457547636e-07
2002,2.891606243338174e-08,0.0,2.0547928381020597e-07
2003,2.9585152105937595e-08,1.6667691671301554e-09,1.8042776162019436e-07
2004,2.6428747412765574e-08,2.2023955992267474e-09,2.2684674627626578e-07
2005,2.477062288619436e-08,1.3511248786457486e-09,2.1347773271340742e-07
2006,2.5530917824312382e-08,0.0,1.9601155648585333e-07
2007,1.7176262190332636e-08,3.994479469415779e-10,1.6337421443468614e-07
2008,2.2990173487169585e-08,0.0,1.4901039269155092e-07
2009,2.62250594573743e-08,9.53638501499654e-10,1.5782716666912222e-07
2010,1.6533276081531767e-08,4.723793023408973e-10,1.1242627739882494e-07
2011,2.6003008607444755e-08,0.0,1.1663114379834028e-07
2012,3.574465523570325e-08,0.0,1.0757438811959119e-07
2013,3.1796025590224986e-08,5.578250084070646e-10,9.817720325600021e-08
2014,2.14379074492399e-08,0.0,9.484649671209766e-08
2015,2.349569960813369e-08,0.0,9.730766004079072e-08
2016,2.3199008936103382e-08,4.1426800878596737e-10,9.362457176198546e-08
2017,1.5596789637584152e-08,0.0,9.156824987144319e-08
2018,2.4265787601507327e-08,2.5814667070633845e-10,7.950917546573066e-08
2019,1.989770481714004e-08,0.0,7.984591748888548e-08
