year,diverses_ADJ oies_NOUN,diverses_ADJ voies_NOUN
1947,0.0,1.657001009736092e-07
1948,0.0,1.7068864455183075e-07
1949,0.0,2.3658990011554693e-07
1950,0.0,1.701657836861159e-07
1951,0.0,2.2602172178309843e-07
1952,0.0,2.1195055610601088e-07
1953,0.0,2.036253354820161e-07
1954,0.0,2.68744751341643e-07
1955,0.0,2.0272913170416018e-07
1956,0.0,1.857603120214435e-07
1957,0.0,2.19992434491445e-07
1958,0.0,2.589212315662337e-07
1959,0.0,1.8756809794240326e-07
1960,0.0,1.9655167227128345e-07
1961,0.0,2.0149661716928335e-07
1962,0.0,2.3084721600952207e-07
1963,0.0,3.297687278802641e-07
1964,0.0,2.1050530296662373e-07
1965,0.0,2.210705538630009e-07
1966,5.539074754423723e-10,2.703068364695582e-07
1967,0.0,2.1693476393025435e-07
1968,0.0,1.9807144457928416e-07
1969,0.0,2.3753393785241883e-07
1970,0.0,2.1935917837723196e-07
1971,5.138397485282553e-10,1.9885597613011896e-07
1972,0.0,1.8212021180019633e-07
1973,0.0,1.8579497051973703e-07
1974,0.0,2.0927126609393554e-07
1975,0.0,2.0675558243254955e-07
1976,0.0,2.331118915677166e-07
1977,0.0,1.9040773802103672e-07
1978,0.0,1.6811873315702996e-07
1979,1.7555920051037788e-09,1.878483431028144e-07
1980,0.0,2.1148760964706526e-07
1981,6.325549528618524e-10,1.6699450977597508e-07
1982,0.0,2.1788332649208542e-07
1983,0.0,1.623036283149304e-07
1984,0.0,1.6585164230864535e-07
1985,0.0,1.7505273675055832e-07
1986,0.0,1.642488989261892e-07
1987,0.0,1.9921262728317402e-07
1988,0.0,1.5231246619507033e-07
1989,0.0,1.333613686149704e-07
1990,5.44865097484859e-10,2.0160009039926763e-07
1991,0.0,1.7877469105087584e-07
1992,0.0,1.878890909523534e-07
1993,0.0,1.7836247900859803e-07
1994,5.274926606624319e-10,1.556103366162631e-07
1995,0.0,1.491173966527981e-07
1996,0.0,1.4572991791084178e-07
1997,0.0,1.5823151278127057e-07
1998,4.768129224785866e-10,1.6783814693610566e-07
1999,4.570201161957499e-10,1.690974467116746e-07
2000,0.0,1.6435077121457198e-07
2001,0.0,1.770009623314195e-07
2002,0.0,1.6035271066527912e-07
2003,0.0,1.441755355102714e-07
2004,0.0,1.6562014559795557e-07
2005,0.0,1.5267711495070557e-07
2006,0.0,1.5524445062808923e-07
2007,0.0,1.3980678215119724e-07
2008,0.0,1.622084448982264e-07
2009,0.0,1.2683391781287412e-07
2010,4.723793023408973e-10,1.2281861705432107e-07
2011,0.0,1.1548395373317533e-07
2012,0.0,9.123396971233433e-08
2013,0.0,1.1017043677341576e-07
2014,0.0,9.138178658218976e-08
2015,0.0,1.1858678305998183e-07
2016,0.0,8.90676246090294e-08
2017,0.0,8.07511224554247e-08
2018,0.0,8.234878778878851e-08
2019,0.0,7.219295139471171e-08
