year,diverses_ADJ oies_NOUN,diverses_ADJ voies_NOUN
1800,0.0,5.345079756580162e-08
1801,0.0,1.1905912922216544e-08
1802,0.0,1.1636768704192946e-07
1803,0.0,7.216254971353919e-08
1804,0.0,3.213406074564773e-08
1805,0.0,2.55858996212055e-08
1806,0.0,8.645007198992971e-08
1807,0.0,4.839823830593559e-08
1808,0.0,5.211970233176544e-08
1809,0.0,3.840352036377226e-08
1810,0.0,7.488405628919281e-08
1811,0.0,5.766276700569506e-08
1812,0.0,3.467370746079723e-08
1813,0.0,4.026038169513413e-08
1814,0.0,9.440030979135372e-09
1815,0.0,4.045835311217161e-08
1816,0.0,9.038654980031424e-08
1817,0.0,1.401186100480345e-08
1818,1.3113295338484932e-08,4.887682791832049e-08
1819,0.0,5.072014541696035e-08
1820,0.0,8.306536614099969e-08
1821,0.0,9.072569184809254e-08
1822,0.0,6.917674966189225e-08
1823,0.0,1.8085316355609393e-07
1824,0.0,8.000057150070461e-08
1825,0.0,1.259178361578961e-07
1826,0.0,7.398706713956926e-08
1827,0.0,1.0784209791836474e-07
1828,0.0,1.0548146178734896e-07
1829,0.0,1.3202691206970485e-07
1830,0.0,1.2419835115906608e-07
1831,0.0,9.822459645647541e-08
1832,0.0,1.0012177398266431e-07
1833,0.0,9.614411577985038e-08
1834,0.0,1.1108092046185902e-07
1835,0.0,1.0588323107185715e-07
1836,0.0,1.2836632823365335e-07
1837,0.0,1.7255570128327236e-07
1838,0.0,1.6411621261980258e-07
1839,0.0,1.0627042190680669e-07
1840,0.0,1.3631134354596952e-07
1841,0.0,1.7720714362567946e-07
1842,0.0,1.5160678845660414e-07
1843,0.0,1.4944484894030552e-07
1844,0.0,1.569728560468775e-07
1845,0.0,1.5680440929033423e-07
1846,0.0,1.639260318597735e-07
1847,0.0,1.218868481700497e-07
1848,0.0,1.7699488297218124e-07
1849,0.0,1.6758829524121666e-07
1850,0.0,1.547891104181076e-07
1851,0.0,1.360831589636291e-07
1852,0.0,1.3607039295315815e-07
1853,0.0,1.9169901754878538e-07
1854,0.0,1.262546436286982e-07
1855,0.0,1.517783978499665e-07
1856,0.0,2.107116078842175e-07
1857,0.0,1.562082952433208e-07
1858,0.0,1.2185253694951825e-07
1859,0.0,2.092883293336456e-07
1860,0.0,1.7805244761914807e-07
1861,0.0,1.254446342358051e-07
1862,4.517986262886353e-10,1.5044894130511466e-07
1863,4.994620828036034e-10,1.7780849531634502e-07
1864,0.0,2.2343432259930296e-07
1865,0.0,2.5134548908845034e-07
1866,0.0,1.9900356562629895e-07
1867,2.426405742994575e-09,2.0333280481565907e-07
1868,0.0,2.756449620777701e-07
1869,0.0,2.2122341647445865e-07
1870,0.0,1.9037042608971433e-07
1871,6.37270636261178e-09,1.6037978256555618e-07
1872,0.0,1.505787423639049e-07
1873,0.0,2.6577860640086826e-07
1874,5.974609140757536e-10,2.4555644806412147e-07
1875,0.0,2.5003072323670494e-07
1876,6.04601479992084e-10,2.998823349642521e-07
1877,0.0,2.5728834884830576e-07
1878,0.0,2.1438764447045955e-07
1879,0.0,2.0405146017310472e-07
1880,0.0,1.8483397834501147e-07
1881,6.972507571312292e-10,2.5379928025870413e-07
1882,0.0,1.8302309623408064e-07
1883,0.0,2.2686427314511093e-07
1884,0.0,2.2577804248413713e-07
1885,0.0,2.017483962113431e-07
1886,0.0,2.1683638351532863e-07
1887,0.0,1.945619598764381e-07
1888,0.0,2.301643113877816e-07
1889,1.8795409673089125e-09,1.7417080577786237e-07
1890,0.0,2.582428288988581e-07
1891,0.0,2.0397504130187372e-07
1892,0.0,2.0184609184070723e-07
1893,0.0,2.0815447504540785e-07
1894,6.301539290376468e-10,1.991286373570489e-07
1895,0.0,2.0463288885608222e-07
1896,0.0,2.2526650844678642e-07
1897,0.0,2.7676887981442633e-07
1898,0.0,2.755618746519417e-07
1899,0.0,3.3994607484544304e-07
1900,0.0,2.938136036689798e-07
1901,0.0,2.514932586628049e-07
1902,0.0,1.8511770116802495e-07
1903,0.0,2.9917220034647585e-07
1904,0.0,2.9614183549853124e-07
1905,0.0,2.5700580952303653e-07
1906,0.0,2.345748111309831e-07
1907,0.0,2.766849855895259e-07
1908,4.911389073214423e-10,3.177668661535904e-07
1909,0.0,2.893517487834174e-07
1910,5.344150677544235e-10,3.6660873448113307e-07
1911,0.0,2.8996040057904793e-07
1912,0.0,2.5369880063408345e-07
1913,0.0,2.6621007576110856e-07
1914,0.0,2.551459346022966e-07
1915,0.0,1.62574508077995e-07
1916,0.0,1.2525706538646375e-07
1917,0.0,2.1274863115650078e-07
1918,0.0,2.0560613300801833e-07
1919,0.0,1.9796873651500846e-07
1920,0.0,1.499301873764125e-07
1921,0.0,1.7190136247791088e-07
1922,0.0,2.2060026488857076e-07
1923,0.0,2.091341793075685e-07
1924,0.0,1.521211743238382e-07
1925,0.0,1.6607248753963688e-07
1926,0.0,1.6719208384419204e-07
1927,0.0,1.6054883644756046e-07
1928,1.1426041224282812e-09,1.9538530604545912e-07
1929,0.0,1.849307500467745e-07
1930,0.0,2.0376991161086266e-07
1931,0.0,2.520583848308888e-07
1932,0.0,2.1590287824224674e-07
1933,0.0,1.9500125514326783e-07
1934,0.0,1.7852554634600892e-07
1935,0.0,1.7234328897330897e-07
1936,0.0,1.9763284742069231e-07
1937,0.0,2.2538101074331962e-07
1938,1.2965214457594243e-09,2.55414737804216e-07
1939,0.0,1.8352860209347455e-07
1940,0.0,1.9525528216490784e-07
1941,0.0,2.0365367880970098e-07
1942,0.0,1.6688164805600536e-07
1943,0.0,2.2064587312797812e-07
1944,0.0,2.0564391078892186e-07
1945,0.0,1.35067256046284e-07
1946,0.0,2.0881656315197006e-07
