year,avions_VERB ôté_VERB,avions_VERB voté_VERB
1920,7.572231730534895e-10,2.2716694303426266e-08
1921,7.572747429129834e-10,6.815472630705699e-09
1922,7.377935484775833e-10,1.9920426197472807e-08
1923,0.0,2.441668023323018e-08
1924,0.0,4.1253198190815965e-08
1925,1.0998177923937646e-09,2.1996356736053713e-08
1926,1.1146138456652466e-09,2.229227646921572e-08
1927,0.0,8.919379901328739e-09
1928,0.0,1.4853853258500749e-08
1929,0.0,3.230717737778832e-08
1930,4.201441416995522e-09,6.302162347537887e-09
1931,0.0,2.2810713318222042e-08
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,0.0,1.3764794637438627e-08
1934,0.0,2.2765002327673756e-08
1935,1.196828414151696e-09,8.377798899061872e-09
1936,0.0,2.0612015205756506e-08
1937,0.0,2.0145789036973838e-08
1938,0.0,5.186085783037697e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.1136883415474585e-08
1947,5.960435700558264e-09,2.9802176726434482e-08
1948,0.0,5.218506160531433e-08
1949,0.0,2.5524220959027843e-08
1950,0.0,3.616023036556726e-08
1951,2.1322803522849654e-09,3.0918066329377325e-08
1952,0.0,1.7926167217297007e-08
1953,0.0,1.939288907237824e-08
1954,9.772536113672459e-10,1.07497895029951e-08
1955,0.0,1.9709776921672528e-08
1956,0.0,1.5698054411927842e-08
1957,4.417518795207798e-09,1.0602045463770082e-08
1958,2.4816730892496253e-09,9.099467845885556e-09
1959,2.325224457422337e-09,2.2477168570844697e-08
1960,1.3841666701708277e-09,1.868625076895114e-08
1961,2.08444772553662e-09,9.03260666262895e-09
1962,6.341956404476434e-10,1.2683912808952869e-09
1963,6.466053248388448e-10,1.0992290633282664e-08
1964,6.083968329129164e-10,1.6426714211092985e-08
1965,3.2832261354087677e-09,1.2585699593614663e-08
1966,5.539074754423723e-10,1.1078149952936656e-08
1967,4.930335584241163e-10,1.429797347185513e-08
1968,4.4914158503495116e-10,9.431973424511852e-09
1969,2.7250546263957176e-09,1.3171097990039016e-08
1970,4.5987250119061684e-10,1.3796174869185052e-08
1971,2.569198631618974e-09,1.849823050292798e-08
1972,5.130146862875051e-10,1.1799337507056862e-08
1973,0.0,1.1026407342740185e-08
1974,5.625571675160757e-10,1.0688586016271984e-08
1975,1.7134440533084216e-09,1.4849848462006321e-08
1976,5.713526873840635e-10,1.7711933253394818e-08
1977,5.876781838942691e-10,4.11374712072643e-09
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,1.1703946700691858e-09,4.096381456264453e-09
1980,2.2740602734216964e-09,6.253665585376211e-09
1981,1.2651099057237047e-09,8.223214109648325e-09
1982,1.8622506869903077e-09,9.311253101884631e-09
1983,1.89459470334441e-09,4.4207211225000265e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,1.2031116103372597e-09,3.0077789148208467e-09
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,0.0,4.277571630240118e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,0.0,2.7440609784434855e-09
1990,2.179460389939436e-09,8.717841559757744e-09
1991,2.9307325455363298e-09,5.2753188484189195e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,1.1078414852150331e-09,5.539207315052863e-09
1994,5.274926606624319e-10,8.439882570598911e-09
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,0.0,5.3380921904988554e-09
1997,1.438468344439059e-09,5.753873377756236e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,0.0,2.7421207526856506e-09
2000,1.3254094488601709e-09,3.97622823555821e-09
2001,4.3812117822561447e-10,5.257454027685071e-09
2002,8.76244299341522e-10,3.066854992184176e-09
2003,3.333538334260311e-09,8.333845613606172e-09
2004,0.0,8.369103632333008e-09
2005,0.0,8.557123898356167e-09
2006,4.117890028965121e-09,7.823991232669414e-09
2007,2.7961355453243186e-09,8.787854888225866e-09
2008,0.0,7.2376473703172906e-09
2009,1.907277002999308e-09,2.384096253749135e-09
2010,3.7790344187271785e-09,3.7790344187271785e-09
2011,5.7359579308524644e-09,9.55992973672437e-09
2012,4.085103366691101e-09,3.744677901096338e-09
2013,5.020424964641279e-09,5.020424964641279e-09
2014,3.031623174720721e-09,3.897801192920269e-09
2015,4.654808538617772e-09,4.876465897751814e-09
2016,2.0713399884186856e-09,4.142679976837371e-09
2017,5.0312225496895735e-09,3.2702947017071438e-09
2018,3.614053500911041e-09,3.614053500911041e-09
2019,3.826481798085979e-09,5.612172948588068e-09
