year,ces_DET airs_NOUN,ces_DET verres_NOUN
1865,4.2079188133925527e-07,2.748797136575831e-07
1866,3.649209681100274e-07,1.7613519176506998e-07
1867,3.3532926302370925e-07,3.440643325802739e-07
1868,3.665386465456777e-07,5.083130290017834e-07
1869,4.2193605054308136e-07,2.578498055072487e-07
1870,2.712205091626174e-07,2.459906980334381e-07
1871,2.655294260023311e-07,2.3685225514213926e-07
1872,3.319989190231354e-07,2.3221782896598597e-07
1873,3.3162464418978743e-07,3.4658965830658417e-07
1874,3.0231522352153206e-07,2.1090371049581336e-07
1875,2.4888642258247273e-07,3.0610169687861344e-07
1876,2.6844305978102057e-07,2.3095776668924373e-07
1877,3.117147393538744e-07,4.5149155880608305e-07
1878,3.907290277993525e-07,2.578690860843835e-07
1879,3.097427843101741e-07,2.4315114366402213e-07
1880,2.5350492194320395e-07,1.7777434280219495e-07
1881,3.249188438303463e-07,1.952302177699039e-07
1882,2.622221639825284e-07,1.796953954524838e-07
1883,2.4076681448548243e-07,2.755231776063738e-07
1884,3.129204415586173e-07,2.574661834842118e-07
1885,2.391330813367176e-07,2.0174839931996758e-07
1886,3.175104374975035e-07,2.652373609635106e-07
1887,2.872726856395502e-07,2.3112393776614226e-07
1888,2.460158547989977e-07,1.7817126618524526e-07
1889,3.0887123614320444e-07,3.7841424926909895e-07
1890,2.5758738786407775e-07,2.851158171779389e-07
1891,2.2373512464923806e-07,2.2054801718240924e-07
1892,2.3506920854288182e-07,2.588895604560548e-07
1893,1.9460596156761767e-07,1.4410695037270216e-07
1894,2.350474090917487e-07,1.896763333064655e-07
1895,2.4194829784107696e-07,2.1125337035243774e-07
1896,2.1642096648122333e-07,2.523928408493248e-07
1897,2.1966709518039806e-07,3.169732138985637e-07
1898,2.2633420115880654e-07,1.6522395540619073e-07
1899,2.5150482407809704e-07,1.4758634314659957e-07
1900,2.3515470104484848e-07,2.8343149693910163e-07
1901,2.1851968501351848e-07,1.2351113021225046e-07
1902,1.9935752160193942e-07,1.8609975427352765e-07
1903,2.694710055095584e-07,2.3544960825461203e-07
1904,1.9348650681649815e-07,1.682257657620312e-07
1905,1.9610884827159225e-07,1.584353066519384e-07
1906,1.8879157437368121e-07,1.8879157082096754e-07
1907,2.000566077242638e-07,1.9388519234553314e-07
1908,2.681618447297751e-07,1.6895178589493298e-07
1909,2.2884090888908304e-07,1.9198433243161617e-07
1910,2.933938674232195e-07,2.0147447443719102e-07
1911,2.0270625533669318e-07,1.7876456936960494e-07
1912,2.9745795515623286e-07,1.302355290278001e-07
1913,2.6196769375985696e-07,1.744683579829598e-07
1914,2.270196119980028e-07,2.10947426637631e-07
1915,1.684648918143239e-07,3.2161479879277977e-07
1916,1.4173825491070602e-07,1.834906200315345e-07
1917,2.5771097966753587e-07,1.2830716400458186e-07
1918,2.63038021586226e-07,1.2864741538720637e-07
1919,2.2282992784283806e-07,1.9428559738798867e-07
1920,2.559414298275442e-07,1.4084351107612747e-07
1921,3.612200565328294e-07,1.5221222682271218e-07
1922,3.1430005975607855e-07,1.955152892918477e-07
1923,2.6964508137439225e-07,1.443768979925153e-07
1924,3.0166401998599213e-07,1.3020540556851756e-07
1925,3.1894715490921044e-07,1.1768050178773137e-07
1926,3.35498771875109e-07,1.259513666695966e-07
1927,3.7015426102016136e-07,1.427100730921893e-07
1928,2.685119735446051e-07,1.7367583104999085e-07
1929,3.130454260258375e-07,1.570797252270495e-07
1930,3.445182059635954e-07,1.9536702922096083e-07
1931,2.919771411313832e-07,2.3837196039266928e-07
1932,2.1590287069273018e-07,1.8192831419128197e-07
1933,2.2253084708268034e-07,1.9958951735787878e-07
1934,2.1447027975796118e-07,2.00092387103723e-07
1935,2.5492445665520336e-07,2.2380691433454558e-07
1936,3.0918022098092024e-07,1.212471438805096e-07
1937,1.586480848914107e-07,1.334658534801747e-07
1938,1.970712553145404e-07,1.555825726029525e-07
1939,1.529405118105842e-07,2.24822542804759e-07
1940,1.3946805843545462e-07,1.420038397981216e-07
1941,3.5418031529843574e-07,1.0625409352371662e-07
1942,1.8205270713167465e-07,3.064553766307654e-07
1943,1.9451676003257035e-07,1.6548441195141095e-07
1944,2.7954719428180397e-07,1.542329339798698e-07
1945,2.091363882072983e-07,1.416027561873534e-07
1946,2.0324812055605435e-07,9.605561857028988e-08
1947,1.8954184177744082e-07,1.3589793113055748e-07
1948,2.58750922910167e-07,8.806229345736938e-08
1949,2.130290823743053e-07,1.2173090091494032e-07
1950,1.7441992206101986e-07,1.2124311865591153e-07
1951,2.1855874088316796e-07,1.4925962688039363e-07
1952,1.6660790080891275e-07,1.1810180389204561e-07
1953,1.853098279269716e-07,1.6699432237032852e-07
1954,2.277000969996834e-07,2.1401854155556066e-07
1955,2.017905682549781e-07,1.5955533960720913e-07
1956,2.2936601773437815e-07,1.2035175345204152e-07
1957,1.899533081939353e-07,1.5903068373290807e-07
1958,1.7537156615787808e-07,1.3235589335636178e-07
1959,1.8524288059040828e-07,1.240119615886215e-07
1960,2.159299992143815e-07,2.0624083063580656e-07
1961,1.9732772749136984e-07,1.5355431770558425e-07
1962,1.953322588121864e-07,2.1816330431079223e-07
1963,2.3342452060148844e-07,1.8880875884974557e-07
1964,1.898198114247407e-07,1.9347019630799878e-07
1965,1.931631334883832e-07,2.544500254941795e-07
1966,1.9275980278621319e-07,1.4069249232306902e-07
1967,2.760987953820404e-07,2.1299049279832616e-07
1968,3.265259405083043e-07,1.769617838931481e-07
1969,1.7349514536135757e-07,1.4942383685934146e-07
1970,1.9590568989258372e-07,1.1082926931749171e-07
1971,2.3585244868229438e-07,1.8035775362079676e-07
1972,3.539801411989174e-07,1.4877425869030958e-07
1973,1.6429347304836028e-07,2.089504178570678e-07
1974,1.4176440465973883e-07,1.6764203536467903e-07
1975,1.2565256346519504e-07,2.073267246771593e-07
1976,1.142705370327235e-07,1.2798299842131655e-07
1977,1.3575366342166717e-07,1.8805701706980926e-07
1978,1.841583285866477e-07,1.3663359510474038e-07
1979,1.4805492387637287e-07,1.1820986500765684e-07
1980,1.4553986193988067e-07,1.324640077626782e-07
1981,1.3030631418331495e-07,1.0500412628289268e-07
1982,1.502215489779246e-07,1.3408204857512374e-07
1983,1.591459621863578e-07,1.2693785045314598e-07
1984,2.1456332177649529e-07,9.742334139417608e-08
1985,1.3715471602893103e-07,1.1128782517744185e-07
1986,1.492626822141574e-07,1.2048915998263965e-07
1987,1.796580146873339e-07,1.0938362038359628e-07
1988,1.3192418135687944e-07,1.3192418535368233e-07
1989,1.388494963450171e-07,1.245803744609475e-07
1990,1.422097835046543e-07,1.4057519237553606e-07
1991,1.9460065026066786e-07,9.202500717009343e-08
1992,1.3885059324536542e-07,8.981209198566376e-08
1993,1.5066644287742292e-07,7.865674245266518e-08
1994,1.329281484885314e-07,8.070637758095245e-08
1995,1.5887781223966613e-07,1.0194207789027132e-07
1996,1.564061022918395e-07,7.099662457932254e-08
1997,1.3138010679369927e-07,7.192341833217597e-08
1998,1.320771794155462e-07,1.0442202835747594e-07
1999,1.5584385515410304e-07,8.22636216923911e-08
2000,1.586073281600875e-07,6.53868648115008e-08
2001,1.349413158990842e-07,9.5948538003654e-08
2002,1.5991459179076628e-07,8.149072261431911e-08
2003,1.6084323029019743e-07,9.167230796691683e-08
2004,1.6870350627584685e-07,6.739330782323805e-08
2005,1.4186810837202302e-07,9.097573894223387e-08
2006,1.8365789244967345e-07,9.471147066619778e-08
2007,1.633742110485059e-07,9.38702680031156e-08
2008,1.8775308419094472e-07,7.4930935234363e-08
2009,1.7165492316451036e-07,1.1205252548052158e-07
2010,1.620261036450188e-07,9.022444835693477e-08
2011,1.5181169388256421e-07,1.1089518636708817e-07
2012,1.9846793719580091e-07,1.3685096078575043e-07
2013,1.676264123062765e-07,1.2132694049427073e-07
2014,2.7154682591401524e-07,1.2278074557059426e-07
2015,2.4138505594351045e-07,1.272314262834584e-07
2016,2.479394041188243e-07,1.487222140994504e-07
2017,1.5395541641538557e-07,9.38323019283871e-08
2018,2.1632690661022025e-07,1.2881518784979562e-07
2019,2.522926862980057e-07,1.1734543736707792e-07
