year,vastes_ADJ allées_NOUN,vastes_ADJ vallées_NOUN
1800,6.288328968651058e-09,9.432493897065797e-09
1801,1.904946067554647e-08,7.143547975374531e-09
1802,1.1189200677108602e-08,2.2378401354217203e-09
1803,4.290746247193056e-08,2.7304748684287006e-08
1804,4.943701892301533e-09,1.9774807569206132e-08
1805,8.528632911009026e-09,1.9900143755080535e-08
1806,0.0,0.0
1807,2.8469551160981155e-09,1.7081731584767113e-08
1808,4.5321479902327155e-09,1.8128591960930862e-08
1809,4.518061036407062e-09,1.581321384946932e-08
1810,9.360507036149102e-09,0.0
1811,1.504245972228091e-08,2.0056614147279106e-08
1812,8.00162425207418e-09,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,5.034683425719777e-08
1815,0.0,0.0
1816,2.3176038865813098e-09,9.270415546325239e-09
1817,1.556873407970727e-09,4.670620334934483e-09
1818,3.5763532135746345e-09,3.5763532135746345e-09
1819,1.7596784473994376e-08,1.035105001712111e-09
1820,0.0,1.1866481131050932e-09
1821,2.9584463767662328e-09,0.0
1822,3.0076847679083585e-09,1.7043547018147365e-08
1823,6.917880934764753e-09,9.882686891060644e-10
1824,9.263223965660927e-09,6.736890156844311e-09
1825,1.584979791857677e-08,9.68598712347557e-09
1826,1.7615968683770689e-09,0.0
1827,4.608636583469661e-09,6.452091305675367e-09
1828,0.0,4.586150570418113e-09
1829,1.800366966620004e-08,8.57317605795771e-10
1830,1.0436835840010872e-09,4.174734336004349e-09
1831,4.677361609140007e-09,3.1182413096075834e-08
1832,3.3824925083081325e-08,5.411987746839486e-09
1833,2.6642345218874652e-08,1.1583628500844156e-09
1834,1.3068342852307069e-08,9.334530925997342e-10
1835,1.5126175867408165e-08,7.563087933704082e-09
1836,6.72075017860152e-09,6.720750067579218e-10
1837,1.3219993100221927e-08,1.7394727436226276e-08
1838,6.943378316748294e-09,1.0730675015224733e-08
1839,1.2584655095793096e-08,7.690622361167243e-09
1840,2.5478754661634184e-09,7.0066574764382494e-09
1841,9.630822361827995e-09,1.926164561183441e-09
1842,1.542900918138912e-08,2.0124795163667386e-09
1843,2.0674189471492355e-08,3.5441467538532834e-09
1844,1.6465683927435748e-08,5.488561272137815e-10
1845,1.2276501593078137e-08,7.254296274794569e-09
1846,1.3465353276842507e-08,1.7563503984519002e-09
1847,1.240441438454809e-08,1.0786447290911383e-09
1848,7.24069959545659e-09,0.0
1849,5.865590679832167e-09,1.6758828991214614e-08
1850,1.968808760466345e-08,2.7155984128057753e-09
1851,1.6123596680017727e-08,1.9348316282474798e-09
1852,1.6276363368206148e-08,1.9531636308300904e-09
1853,7.166318205520383e-09,1.3138249599364826e-08
1854,9.871762074453727e-09,5.195664454227256e-10
1855,1.5920811335945473e-08,1.0613874223963649e-09
1856,7.765783571755946e-09,8.801221973442352e-09
1857,4.881508974818871e-09,9.274867096564776e-09
1858,1.0276719919488642e-08,4.893676130990343e-09
1859,1.323965115318515e-08,3.055304009791371e-09
1860,8.238931314963338e-09,1.5562426014525954e-08
1861,1.8863854478468056e-08,6.6023493339173456e-09
1862,7.680577063240435e-09,4.517986429419807e-09
1863,8.490855130105501e-09,5.494082966350788e-09
1864,6.712618905169165e-09,4.794728170054441e-09
1865,8.943004559114343e-09,7.530950973944073e-09
1866,1.4596839292835284e-09,8.75810357570117e-09
1867,1.358787216076962e-08,6.79393608038481e-09
1868,4.44588676984381e-09,1.7289560005906424e-08
1869,8.790334682373668e-09,4.395167341186834e-09
1870,6.307453670473251e-09,5.734048791339319e-09
1871,1.3807530230280918e-08,1.805600113868877e-08
1872,1.0280476914203973e-08,5.442605477412599e-09
1873,2.9930022904522957e-09,7.183205141814142e-09
1874,1.0754296120296658e-08,4.779687312606029e-09
1875,2.8607636259891933e-09,1.5448122780981066e-08
1876,1.209202959984168e-08,7.255217759905008e-09
1877,4.329371083855449e-09,4.9478527941460015e-09
1878,4.22736201599605e-09,4.22736201599605e-09
1879,9.163987790827832e-09,1.649517855639715e-08
1880,7.059631101924424e-09,4.492492600149944e-09
1881,6.2752567586699115e-09,9.761510710859511e-09
1882,1.7304001787010748e-08,1.9966155395678697e-09
1883,1.3270612164717477e-08,1.8958017378167824e-09
1884,9.242375753615306e-09,1.3203393933736152e-09
1885,5.80107206715752e-09,3.2228177904158883e-09
1886,1.2261581083805595e-08,3.2267319927115068e-09
1887,9.140494583448344e-09,5.876032105334161e-09
1888,5.706553452000662e-09,8.242799331981132e-09
1889,4.385595886446936e-09,1.2530273485467092e-09
1890,5.243509182406569e-09,5.898947996740844e-09
1891,3.1871101313640793e-09,0.0
1892,3.761107425503951e-09,2.5074049503359674e-09
1893,1.4164357686752282e-08,5.542574843531156e-09
1894,6.9316934414587195e-09,6.301539290376468e-10
1895,2.046328972937772e-08,1.023164486468886e-08
1896,1.1794058174530164e-08,2.948514543632541e-09
1897,1.7480140668268973e-09,6.992056267307589e-09
1898,4.52668391659472e-09,5.6583548957434e-10
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,1.1939421895590385e-08,8.824790675987515e-09
1901,6.706486921359556e-09,3.353243460679778e-09
1902,4.910283735171106e-09,3.437198747846537e-09
1903,7.020286574288548e-09,3.7801539676252105e-09
1904,4.299700151477737e-09,3.2247751136083025e-09
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,1.3374879870298173e-08,4.115347618238729e-09
1907,6.685696440911215e-09,4.6285588695127444e-09
1908,7.367083831866239e-09,2.4556945366072114e-09
1909,6.60118004702781e-09,3.300590023513905e-09
1910,1.2291546447329438e-08,1.068830135508847e-09
1911,4.25629931299909e-09,3.1922244847493175e-09
1912,1.1981668990301841e-08,3.646594803896619e-09
1913,1.2196876397752021e-08,0.0
1914,1.0045115850232378e-08,1.3393487430235496e-09
1915,1.5314990164938536e-08,0.0
1916,3.2962386153911893e-09,3.2962386153911893e-09
1917,5.483212106582869e-09,1.5352993543160665e-08
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,4.603924352863942e-09,3.6831393490643904e-09
1920,5.300562211374427e-09,0.0
1921,6.058197943303867e-09,2.2718242842501013e-09
1922,1.475587119159627e-08,6.640141769764796e-09
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,1.2097995494286806e-08,1.0998178368026856e-08
