year,vastes_ADJ allées_NOUN,vastes_ADJ vallées_NOUN
1926,2.229227691330493e-09,1.114613823460786e-08
1927,5.574612327308159e-09,1.3379070296082318e-08
1928,0.0,7.998228745975666e-09
1929,4.4561625500705304e-09,1.3368487650211591e-08
1930,5.2518016602221e-09,2.100720708497761e-09
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,6.575722188983946e-09,7.6716757391182e-09
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,2.5930428915188486e-09,1.2965214679638848e-08
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,0.0,1.089252066321933e-08
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,7.610321262063735e-09,5.435944139264848e-09
1949,1.0798709482173763e-08,4.908504269707237e-09
1950,3.190608444114673e-09,5.317680518146517e-09
1951,5.330700769690111e-09,4.264560704569931e-09
1952,5.272402070488624e-09,5.272402070488624e-09
1953,1.0773827385790469e-09,9.69644453618912e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,6.569925492527773e-09
1956,3.488456634670456e-09,2.616342476002842e-09
1957,7.951533653738352e-09,6.184526224473075e-09
1958,5.790570245522986e-09,4.1361216673863055e-09
1959,3.8753737996444215e-09,4.650448914844674e-09
1960,3.460416619915918e-09,6.2287499602575735e-09
1961,7.64297514166401e-09,1.042223907177231e-08
1962,9.512934440181198e-09,7.610347907416326e-09
1963,1.939815863494232e-09,6.466053470433053e-09
1964,4.867174663303331e-09,5.475571551727398e-09
1965,2.188817349590977e-09,3.2832261354087677e-09
1966,2.769537488234164e-09,3.3234448526542337e-09
1967,2.9582012395223956e-09,5.916402479044791e-09
1968,5.3896989093971115e-09,4.491415683816058e-09
1969,4.087581828571274e-09,5.450109252791435e-09
1970,2.7592350626548523e-09,4.1388523719376735e-09
1971,3.083038491169532e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,5.130146862875051e-10
1973,2.7566018356850464e-09,2.205281512956958e-09
1974,5.06301445213353e-09,2.2502286700643026e-09
1975,3.4268881066168433e-09,6.282628195464213e-09
1976,3.9994687561772935e-09,2.856763492431469e-09
1977,7.052138428775834e-09,2.938390863960194e-09
1978,1.0099005187669263e-08,3.5643548113029055e-09
1979,1.7555920051037788e-09,4.681578680276743e-09
1980,1.7055452605774235e-09,3.97960553399912e-09
1981,6.958104314946922e-09,7.590659656386833e-09
1982,4.345251713999687e-09,3.1037510339615437e-09
1983,3.78918940668882e-09,1.89459470334441e-09
1984,1.1598016991243298e-09,3.479405208395292e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,5.994485352545098e-09,2.3977941854269602e-09
1987,3.0554083707556856e-09,4.888653482026939e-09
1988,4.197587610832443e-09,2.99827696004229e-09
1989,4.939309850016116e-09,1.6464366536794728e-09
1990,1.089730194969718e-09,4.90378582185258e-09
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,4.958949695321735e-09,4.4079553340736766e-09
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,2.637463358823311e-09,6.329911705904578e-09
1995,4.880205572987961e-09,3.253470381991974e-09
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,3.835915585170824e-09,1.438468344439059e-09
1998,5.72175506974304e-09,4.291316191284977e-09
1999,3.656160929565999e-09,2.7421207526856506e-09
2000,6.185244316725402e-09,2.6508188977203417e-09
2001,6.571817756650944e-09,2.6287270138425356e-09
2002,2.1906108038649563e-09,1.752488598683044e-09
2003,3.333538334260311e-09,5.000307723435071e-09
2004,6.166707589017051e-09,6.166707589017051e-09
2005,2.702249757291497e-09,4.053374524914943e-09
2006,3.294311934354255e-09,4.941467679486777e-09
2007,7.190063211481856e-09,3.1955835755326234e-09
2008,5.960415716543821e-09,6.811903485726134e-09
2009,9.059565542202108e-09,4.76819250749827e-09
2010,7.558068837454357e-09,4.2514138876015295e-09
2011,1.3383901986685487e-08,1.0324724186716594e-08
2012,1.1234034147378225e-08,9.872333173177594e-09
2013,8.646287241731443e-09,6.136075203500013e-09
2014,6.496335469563519e-09,7.795602385840539e-09
2015,1.1969507163200888e-08,1.1526192444932803e-08
2016,1.2220906064897008e-08,1.1392370602436586e-08
2017,9.810884549210641e-09,8.049956257139002e-09
2018,8.776987137082415e-09,9.809573597863164e-09
2019,6.377469219387422e-09,8.673358031785483e-09
