year,quels_DET yeux_NOUN,quels_DET vieux_NOUN
1919,1.906024635900394e-07,9.207848372660976e-10
1920,1.0146790430098918e-07,0.0
1921,1.249503327471757e-07,6.058198165348472e-09
1922,1.1878476158244666e-07,0.0
1923,1.2314499819865432e-07,0.0
1924,1.5727781743635205e-07,0.0
1925,1.198801378166081e-07,0.0
1926,1.3040981983181155e-07,1.1146138456652466e-09
1927,2.08490497755065e-07,0.0
1928,1.23401246554522e-07,0.0
1929,1.3925508213219473e-07,0.0
1930,1.113382008810504e-07,0.0
1931,1.0835088559701944e-07,0.0
1932,1.2713062602642822e-07,2.1919073223131136e-09
1933,9.864769623391112e-08,0.0
1934,9.705080294963864e-08,0.0
1935,8.138433216231533e-08,0.0
1936,9.578524284847845e-08,1.2124714565686645e-09
1937,8.561960385122802e-08,0.0
1938,9.07565009811151e-08,0.0
1939,1.0094073132904668e-07,0.0
1940,3.296517814277422e-08,0.0
1941,5.607854891565012e-08,0.0
1942,7.585529537834645e-08,0.0
1943,1.1322617510245436e-07,0.0
1944,1.8315160588144863e-07,0.0
1945,1.6774481714776357e-07,4.357008087652048e-09
1946,1.0858461507723405e-07,0.0
1947,1.0371157976862833e-07,5.960435478513659e-09
1948,1.0980607001442877e-07,1.0871887834440486e-09
1949,7.657266554161879e-08,0.0
1950,1.0741714895345922e-07,0.0
1951,1.2900295942586126e-07,1.0661401761424827e-09
1952,8.224947123380844e-08,0.0
1953,7.864894158160496e-08,1.0773827385790469e-09
1954,9.381635024396928e-08,1.9545072227344917e-09
1955,8.165479137289822e-08,0.0
1956,8.110661831040034e-08,1.744228317335228e-09
1957,7.42143146936769e-08,8.835037701437898e-10
1958,1.0588471344163963e-07,0.0
1959,8.913360005635695e-08,0.0
1960,1.1073333539002306e-07,0.0
1961,9.935867950616739e-08,2.08444772553662e-09
1962,1.0020290908130391e-07,0.0
1963,9.634419129156413e-08,0.0
1964,1.1255341192395463e-07,6.083968329129164e-10
1965,9.630796604653824e-08,0.0
1966,9.30564585388538e-08,0.0
1967,1.0649524995187676e-07,0.0
1968,1.0824311935664355e-07,0.0
1969,8.901844950059967e-08,0.0
1970,8.185730493437404e-08,0.0
1971,7.810364266447323e-08,5.138397485282553e-10
1972,6.925698414761428e-08,0.0
1973,6.560712684233749e-08,5.513203782392395e-10
1974,4.2754343176909515e-08,0.0
1975,5.425906213218923e-08,0.0
1976,5.1993093830304815e-08,1.142705374768127e-09
1977,4.2312827908119743e-08,0.0
1978,6.831680110508387e-08,0.0
1979,7.139407465217573e-08,5.851973350345929e-10
1980,6.708477684469472e-08,0.0
1981,4.997184355204354e-08,6.325549528618524e-10
1982,5.276376846552466e-08,6.207502289967692e-10
1983,7.325766482324525e-08,1.2630632095778083e-09
1984,5.3930780730127026e-08,0.0
1985,3.789801494846756e-08,2.4062232206745193e-09
1986,6.533989171941812e-08,5.994485463567401e-10
1987,7.638521104524898e-08,0.0
1988,4.677311959966346e-08,2.99827696004229e-09
1989,5.927171820019339e-08,5.488122178931576e-10
1990,5.121732105095589e-08,5.44865097484859e-10
1991,3.751337729340776e-08,0.0
1992,4.573253598039173e-08,0.0
1993,5.428423133224669e-08,0.0
1994,4.589186186620964e-08,0.0
1995,4.66330787318725e-08,0.0
1996,5.871901453957662e-08,0.0
1997,4.171558209975501e-08,0.0
1998,4.4343602567664675e-08,4.768129224785866e-10
1999,4.570201017628506e-08,4.570201161957499e-10
2000,5.434178618202168e-08,1.3254094488601709e-09
2001,5.2136421402337874e-08,8.762423564512289e-10
2002,5.914648859572935e-08,4.38122149670761e-10
2003,5.5420076527923356e-08,1.2500769308587678e-09
2004,4.8893181947562425e-08,0.0
2005,3.783149615799175e-08,4.5037495954858286e-10
2006,5.3532566823832894e-08,8.235779835885637e-10
2007,5.1129337208521974e-08,3.994479469415779e-10
2008,4.9386299494358354e-08,4.257439678578834e-10
2009,5.8171947259211265e-08,4.76819250749827e-10
2010,4.534841391290456e-08,1.8895172093635892e-09
2011,5.6594783970354e-08,7.64794394481072e-10
2012,8.442546750586644e-08,3.404252713057332e-10
2013,1.1184391723872977e-07,1.952387473913575e-09
2014,1.208318387568852e-07,1.5158116151159362e-09
2015,1.4030922557140002e-07,2.2165753954528356e-10
2016,1.4292246675040587e-07,6.21402013178951e-10
2017,8.704015463933956e-08,1.2578056929335446e-09
2018,1.228778145900833e-07,5.162933414126769e-10
2019,1.1785563458488468e-07,0.0
