year,autres_ADJ oies_NOUN,autres_ADJ voies_NOUN
1848,2.413566457803995e-09,7.120021336959326e-07
1849,8.379414939696517e-10,1.023126515065087e-06
1850,6.788996032014438e-10,8.309731356348493e-07
1851,6.449438760824933e-09,8.668045552440162e-07
1852,6.510545436100301e-10,8.034012921598332e-07
1853,1.1943863675867306e-09,9.160943363895058e-07
1854,3.63696517347023e-09,9.695110065877088e-07
1855,2.653468555990912e-09,8.050623705457838e-07
1856,5.177189232874468e-10,1.0545934401307022e-06
1857,9.763018171682347e-10,8.947806122705515e-07
1858,4.893676019968041e-10,1.0276719422108727e-06
1859,0.0,8.865473546393332e-07
1860,1.3731551729012637e-09,9.277951562580711e-07
1861,3.7727710400226044e-09,8.663225230520766e-07
1862,1.355395878865906e-09,9.252835866391251e-07
1863,6.992469381295052e-09,9.844397936831228e-07
1864,4.794727948009836e-10,9.201082775689429e-07
1865,0.0,9.686685871201917e-07
1866,2.919367692033603e-09,9.059771173269837e-07
1867,0.0,9.933704632203444e-07
1868,9.87974813071446e-10,8.550921961614222e-07
1869,9.278686263769487e-09,7.769679086777614e-07
1870,3.4404292748035914e-09,8.251296321759582e-07
1871,1.0621177271019633e-09,6.914386290191032e-07
1872,5.442605477412599e-09,7.214475772343576e-07
1873,1.1972008939764578e-09,8.242728313234693e-07
1874,1.0156835372754358e-08,8.041823775783996e-07
1875,5.149374260327022e-09,8.301935849885922e-07
1876,1.209202959984168e-09,8.295132261082472e-07
1877,5.566334504436554e-09,6.40128462237044e-07
1878,3.0195443923020093e-09,7.500548235839233e-07
1879,7.331190321480108e-09,7.435048701154301e-07
1880,2.5671385017744797e-09,9.350802088192722e-07
1881,2.7890030285249168e-09,8.869029670677264e-07
1882,6.655385131892899e-10,7.753523618703184e-07
1883,2.5277355764075082e-09,7.520013127759739e-07
1884,1.9805090900604227e-09,7.565544706267247e-07
1885,1.2891271383708158e-09,6.709906870128179e-07
1886,5.808117542471791e-09,6.840671744612337e-07
1887,3.9173548849191775e-09,6.65297420709976e-07
1888,3.804368819970705e-09,7.564353268207924e-07
1889,1.2530273485467092e-09,6.772612550776103e-07
1890,2.6217545912032847e-09,7.786611035953683e-07
1891,2.549687905251119e-09,7.827542276572785e-07
1892,9.402768341715273e-09,7.522214673372218e-07
1893,1.539604183031784e-08,8.437030487584707e-07
1894,1.8904617871129403e-09,7.316087362596591e-07
1895,4.213030146971164e-09,7.878366545810422e-07
1896,1.5332275227208925e-08,7.896121587691596e-07
1897,1.1653427112179315e-09,7.306698535103351e-07
1898,5.6583546736987955e-09,7.989597179403063e-07
1899,5.527578395003729e-10,8.059209335442574e-07
1900,1.1939421895590385e-08,9.489245371696597e-07
1901,1.676621730339889e-09,7.695693398090953e-07
1902,9.820567692386817e-10,7.306502425308281e-07
1903,1.6200660812870638e-09,7.846520020393655e-07
1904,4.837162670412454e-09,7.820079872544738e-07
1905,5.160759042333041e-10,7.668887747058761e-07
1906,0.0,8.138100042742735e-07
1907,1.028568674676933e-09,8.501120305481891e-07
1908,1.4734167219643268e-09,8.432854770035192e-07
1909,2.7504918342913243e-09,7.118272833395167e-07
1910,2.137660271017694e-09,8.219303708756343e-07
1911,4.788336838146279e-09,8.427472835137451e-07
1912,5.2094213387476884e-09,7.751618795737159e-07
1913,6.3635876568213234e-09,9.259019861929119e-07
1914,7.366418253162976e-09,8.143240393110318e-07
1915,1.1780761921542648e-09,6.090654096624348e-07
1916,3.2962386153911893e-09,7.35061234991008e-07
1917,0.0,7.57779901050526e-07
1918,0.0,9.407341963196814e-07
1919,1.8415696745321952e-09,1.001813870971091e-06
1920,0.0,7.231481049529975e-07
1921,0.0,9.170597081720189e-07
1922,0.0,8.824010819807881e-07
1923,1.0615948120573648e-09,9.69236111814098e-07
1924,0.0,8.972570526566415e-07
1925,2.1996355847875293e-09,8.28162797006371e-07
1926,3.343841648018042e-09,1.0365909020038089e-06
1927,5.574612549352764e-09,8.718693607079331e-07
1928,4.5704163786908225e-09,9.643579232943011e-07
1929,1.1140406375176326e-09,1.0160050578633673e-06
1930,3.1510811737689437e-09,8.644465765428322e-07
1931,3.4216069977333063e-09,9.705958063932485e-07
1932,1.0959536611565568e-09,9.940299605659675e-07
1933,5.735331098932761e-09,8.786527132542687e-07
1934,0.0,9.405540595253115e-07
1935,3.590485242455088e-09,9.658405133450287e-07
1936,3.6374143697059935e-09,8.232681238951045e-07
1937,0.0,8.360502192772401e-07
1938,1.2965214457594243e-09,8.116224421428342e-07
1939,3.058810094103137e-09,7.876436143305909e-07
1940,0.0,6.922687134647276e-07
1941,3.836953510472085e-08,6.198155233505531e-07
1942,0.0,7.464161058123864e-07
1943,0.0,8.47744672682893e-07
1944,0.0,8.097229056147626e-07
1945,0.0,7.210848593786068e-07
1946,4.1763312808029696e-09,8.157767297234386e-07
1947,1.1920870957027319e-09,8.785681870904227e-07
1948,2.174377566888097e-09,7.936478141346015e-07
1949,0.0,8.668418445267889e-07
1950,2.1270722960764488e-09,8.912433031582623e-07
1951,6.396841056854896e-09,8.955577754932165e-07
1952,0.0,8.362029575437191e-07
1953,2.1547654771580937e-09,8.586740705140983e-07
1954,5.86352189024808e-09,9.13732151275326e-07
1955,1.8771215692936494e-09,9.470078339290922e-07
1956,8.72114158667614e-10,9.104871878662379e-07
1957,3.5340151360863103e-09,9.08241872821236e-07
1958,4.963346011965797e-09,9.496535540165496e-07
1959,5.425523585955716e-09,9.92095692708972e-07
1960,3.460416619915918e-09,1.0408933803773834e-06
1961,2.08444772553662e-09,9.734370678415871e-07
1962,6.341956404476434e-10,9.906135574055952e-07
1963,3.879631726988464e-09,1.0378015531387064e-06
1964,6.083968218106861e-09,9.953372455129283e-07
1965,0.0,1.0052143579741823e-06
1966,5.539074754423723e-10,1.0042342637461843e-06
1967,4.930335584241163e-10,9.934626632457366e-07
1968,1.796566312384229e-09,1.0640163736752584e-06
1969,9.99186730576973e-09,1.2121951158405864e-06
1970,6.898087545614828e-09,1.1657767799988505e-06
1971,1.0276794970565106e-09,1.1386688356651575e-06
1972,8.721249833421041e-09,1.2076366147084627e-06
1973,3.859242647674677e-09,1.0640483196766581e-06
1974,3.375343005096454e-09,1.0643581163094495e-06
1975,2.2845920710778955e-09,1.068046799446165e-06
1976,4.570821499072508e-09,1.0461467354616616e-06
1977,6.464460078348111e-09,1.1042473033739952e-06
1978,3.5643548113029055e-09,1.0799994925037026e-06
1979,4.0963813452421505e-09,1.083785491573508e-06
1980,5.116635559687666e-09,1.2103686231057509e-06
1981,6.325549528618524e-10,1.056366727425484e-06
1982,8.069752865935698e-09,1.252673996532394e-06
1983,5.683784221055532e-09,1.116547878154961e-06
1984,2.319603453759811e-09,1.1244277402511216e-06
1985,1.8046674155058895e-09,1.1610027286224067e-06
1986,4.795588481876223e-09,1.1599329354794463e-06
1987,5.499735000746853e-09,1.2038309478157316e-06
1988,1.7989661427186832e-09,1.1129603763038176e-06
1989,2.7440609784434855e-09,1.0619515933285584e-06
1990,8.717841448735442e-09,1.153479388449341e-06
1991,7.033758298025106e-09,1.0867156561289448e-06
1992,3.305966445044106e-09,1.1714141692209523e-06
1993,3.3235245111562506e-09,1.1859442565764766e-06
1994,6.8574046441227665e-09,1.231167857440596e-06
1995,7.591431261388948e-09,1.1766718444050639e-06
1996,2.135236876199542e-09,1.2240245723660337e-06
1997,5.753873377756236e-09,1.2811957503799931e-06
1998,5.244942036242151e-09,1.3160037042325712e-06
1999,9.140402212892695e-09,1.233040279657871e-06
2000,4.4180314962005696e-09,1.211424205393996e-06
2001,1.7524847129024579e-09,1.3397745988186216e-06
2002,4.81934359086722e-09,1.2569724958666484e-06
2003,3.333538334260311e-09,1.2821622021874646e-06
2004,5.726228602398464e-09,1.295449123972503e-06
2005,6.3052495447024626e-09,1.2916754030811717e-06
2006,5.353256948836815e-09,1.2592507800945896e-06
2007,2.7961355453243186e-09,1.2606577683982323e-06
2008,5.108927725316903e-09,1.084369841919397e-06
2009,2.860915504498962e-09,1.1601011919992743e-06
2010,6.140930985942816e-09,1.0911961680903914e-06
2011,1.7207874236646603e-08,9.231068247572694e-07
2012,1.0553183549255607e-08,8.493610721416189e-07
2013,1.0319762933086452e-08,8.657444254822622e-07
2014,7.57905826986871e-09,8.516695970683941e-07
2015,7.314698624583116e-09,7.935340136100422e-07
2016,1.2428039930512114e-08,7.597675448778318e-07
2017,5.7859059765519305e-09,7.868832199164899e-07
2018,4.904786798931582e-09,7.370087473645981e-07
2019,6.377469219387422e-09,6.816239306317584e-07
