year,dix_DET oies_NOUN,dix_DET voix_NOUN
1861,0.0,1.2214346067906945e-07
1862,0.0,1.5270793385369075e-07
1863,2.9967726078439227e-09,2.2525740561718521e-07
1864,4.794727948009836e-10,2.507642657967324e-07
1865,1.4120533631256649e-09,1.506190256961304e-07
1866,0.0,1.4742807508127953e-07
1867,9.7056229719783e-10,1.3199646531347753e-07
1868,3.951899252285784e-09,8.94117220262558e-08
1869,3.906815315701806e-09,1.2452973185972382e-07
1870,0.0,1.9782468374529572e-07
1871,4.248470908407853e-09,1.6993883455995729e-07
1872,6.047339295989218e-10,1.2941306337665992e-07
1873,4.788803575905831e-09,1.3887530236900147e-07
1874,0.0,1.595220604500014e-07
1875,0.0,1.52764769723035e-07
1876,1.209202959984168e-09,1.36035327891193e-07
1877,1.2369631985365004e-09,9.339072448710795e-08
1878,4.831270938865373e-09,1.1293096124909141e-07
1879,0.0,1.001929357258291e-07
1880,6.417846254436199e-10,1.514611676078914e-07
1881,6.972507571312292e-10,9.412885448867314e-08
1882,0.0,1.0382400894570765e-07
1883,3.791603475633565e-09,7.64639978001469e-08
1884,1.3203393933736152e-09,9.110341547824419e-08
1885,6.445635691854079e-10,1.1086493723055924e-07
1886,2.5813855497602844e-09,8.32496829250573e-08
1887,0.0,9.532230255127061e-08
1888,0.0,9.510922094335683e-08
1889,0.0,7.956723502289265e-08
1890,1.3108772956016423e-09,1.1011369149827033e-07
1891,0.0,7.266610557721265e-08
1892,0.0,7.772955168405815e-08
1893,2.463366621796581e-09,8.375446469699455e-08
1894,0.0,8.6331088056113e-08
1895,1.2037228991346183e-09,8.305687759779801e-08
1896,0.0,1.10864142088829e-07
1897,0.0,7.807796453818128e-08
1898,0.0,1.4032720319079317e-07
1899,2.2110313580014918e-09,1.4150600513573863e-07
1900,2.595526460424935e-09,1.100503278506082e-07
1901,0.0,9.333194139760081e-08
1902,2.455141867585553e-09,1.212840139430682e-07
1903,0.0,1.0260418559226991e-07
1904,2.6873125946735854e-09,8.169430198989858e-08
1905,5.160759042333041e-10,1.1198846872062518e-07
1906,2.0576738091193647e-09,7.561950976509024e-08
1907,4.114274698707732e-09,1.1005684985576636e-07
1908,1.4734167219643268e-09,9.577208670563664e-08
1909,4.400786735025974e-09,1.0671908401427288e-07
1910,0.0,8.817848806685902e-08
1911,5.320374141248863e-10,8.991432187688275e-08
1912,1.0418842455450772e-09,9.845806259178858e-08
1913,1.060597942803554e-09,1.0871128985900924e-07
1914,6.696743715117748e-10,8.370929771572833e-08
1915,0.0,7.657494904833584e-08
1916,0.0,7.031976068105905e-08
1917,0.0,9.650453236531575e-08
1918,0.0,6.776961924970237e-08
1919,1.8415696745321952e-09,1.1786045839290438e-07
1920,0.0,8.480899804652609e-08
1921,1.5145494858259667e-09,9.23875155267595e-08
1922,0.0,5.312113565691945e-08
1923,0.0,8.917396598917549e-08
1924,1.289162443462999e-09,7.86389122708897e-08
1925,0.0,1.3527758246922872e-07
1926,0.0,1.8502589593794028e-07
1927,0.0,1.0703255926003408e-07
1928,0.0,8.569530995927721e-08
1929,1.1140406375176326e-09,1.2143043282009103e-07
1930,0.0,8.82302675364599e-08
1931,1.1405356659111021e-09,8.782124449879802e-08
1932,0.0,1.0849941434187826e-07
1933,0.0,1.1814781841756883e-07
1934,0.0,1.1622132412014707e-07
1935,1.196828414151696e-09,5.6250934576951295e-08
1936,0.0,1.0912243331162585e-07
1937,0.0,6.925115192402131e-08
1938,5.186085783037697e-09,6.352955050914488e-08
1939,0.0,5.6587985852729616e-08
1940,0.0,9.382396881640886e-08
1941,0.0,3.246652768851277e-08
1942,0.0,4.8547388331598995e-08
1943,0.0,4.935499853253589e-08
1944,0.0,6.105053884652989e-08
1945,0.0,1.1546071609913611e-07
1946,0.0,1.1554516721190566e-07
1947,0.0,7.748566366316822e-08
1948,0.0,9.132385825338929e-08
1949,0.0,1.2369430812952942e-07
1950,1.0635361480382244e-09,1.031630034731279e-07
1951,1.0661401761424827e-09,7.143139257870246e-08
1952,1.0544803918932644e-09,1.4762726152639516e-07
1953,0.0,7.326202422497374e-08
1954,0.0,7.622578035437755e-08
1955,0.0,4.786660090516648e-08
1956,1.744228317335228e-09,6.889701720247388e-08
1957,0.0,7.863183260070628e-08
1958,8.272243445794913e-10,8.768578307893904e-08
1959,0.0,9.688435120835948e-08
1960,6.920833350854139e-10,6.367166399678936e-08
1961,0.0,6.461788365497156e-08
1962,2.5367825617905737e-09,6.976151878390624e-08
1963,6.466053248388448e-10,5.5608056603873024e-08
1964,6.083968329129164e-10,6.874884461716135e-08
1965,0.0,7.551419517470848e-08
1966,0.0,7.145406710762359e-08
1967,9.860671168482327e-10,7.198289764254184e-08
1968,2.245707841908029e-09,7.096436901998793e-08
1969,2.2708788183223305e-09,7.175977234652464e-08
1970,0.0,8.461653711044903e-08
1971,5.138397485282553e-10,7.553444492103267e-08
1972,5.130146862875051e-10,7.490014297673042e-08
1973,5.513203782392395e-10,6.340184444120212e-08
1974,5.625571675160757e-10,6.356896165016224e-08
1975,1.1422960355389478e-09,5.6543655091445544e-08
1976,3.9994687561772935e-09,7.141908386909535e-08
1977,3.526069214387917e-09,5.8767818722493814e-08
1978,1.1881182704343018e-09,6.83168023263292e-08
1979,0.0,5.2082563040123375e-08
1980,1.7055452605774235e-09,4.4912691399279225e-08
1981,5.060439622894819e-09,6.70508227829103e-08
1982,6.207502289967692e-10,9.435403658386576e-08
1983,6.315316047889041e-10,5.4311718455934965e-08
1984,0.0,8.002631501913271e-08
1985,6.015558051686298e-10,6.256180151709145e-08
1986,0.0,7.193382889347788e-08
1987,0.0,8.432927389723233e-08
1988,0.0,6.116484718710069e-08
1989,5.488122178931576e-10,1.185434417294573e-07
1990,0.0,6.865300111735806e-08
1991,0.0,1.242630669473499e-07
1992,3.856960972825618e-09,8.044518606808992e-08
1993,6.093128224193833e-09,1.3460274073118228e-07
1994,1.5824779264761446e-09,9.916862309111707e-08
1995,2.1689803286761844e-09,9.597737760103087e-08
1996,0.0,1.2224230450108564e-07
1997,9.58978896292706e-10,7.000545665380997e-08
1998,5.2449422582867555e-09,1.058524716768261e-07
1999,0.0,6.124069590329739e-08
2000,4.4180314962005696e-10,6.273604435946822e-08
2001,0.0,4.4688359679412315e-08
2002,8.76244299341522e-10,4.3374091596160014e-08
2003,4.1669229178253886e-10,5.375330469625794e-08
2004,1.7619165015858584e-09,6.078611997084593e-08
2005,4.5037495954858286e-10,8.512086624445914e-08
2006,4.1178899179428186e-10,4.364963279712697e-08
2007,3.994479469415779e-10,5.6721608410192914e-08
2008,1.7029758714315335e-09,3.874270015913339e-08
2009,9.53638501499654e-10,4.1483276369547184e-08
2010,0.0,2.645324181926867e-08
2011,2.6767803529281764e-09,3.5180541813062405e-08
2012,1.0212758416727752e-09,3.7446781453454037e-08
2013,5.578250084070646e-10,4.5741649135067064e-08
2014,4.330890368553497e-10,4.547434917512305e-08
2015,8.866301581811342e-10,5.652267276445855e-08
2016,4.1426800878596737e-10,4.619088267432403e-08
2017,2.515611330355938e-10,3.2451386688947537e-08
2018,5.162933414126769e-10,3.6140532122530544e-08
2019,1.275493877184175e-09,3.954031080333209e-08
