year,vos_DET oies_NOUN,vos_DET voies_NOUN
1868,1.4819622196071691e-09,1.9314907628853462e-07
1869,9.767038289254515e-10,1.37226894958431e-07
1870,0.0,2.0871938177791094e-07
1871,2.1242354542039266e-09,1.6887672416032729e-07
1872,1.8142017887967654e-09,1.0885210932620737e-07
1873,5.986004469882289e-10,1.0236067371494073e-07
1874,2.9873046258899194e-09,9.260644073805224e-08
1875,1.1443054281912168e-09,1.1671915700617319e-07
1876,6.04601479992084e-10,9.431783420943418e-08
1877,1.1132669008873108e-08,1.4472469123116838e-07
1878,6.039088673581716e-10,7.73003366871805e-08
1879,4.887460214320072e-09,1.2340836341717676e-07
1880,1.2835692508872398e-09,9.562590719269792e-08
1881,1.3945015142624584e-09,8.436734311167982e-08
1882,7.986462158271479e-09,1.2245908620478474e-07
1883,3.159669414998234e-09,4.6131175601704655e-08
1884,0.0,6.007544062214265e-08
1885,3.86738152613475e-09,7.219111908263187e-08
1886,6.4534639854230136e-09,6.001721430948237e-08
1887,1.3057849246322917e-09,4.8966934618199787e-08
1888,0.0,6.911270133969083e-08
1889,1.2530273485467092e-09,7.455513073573172e-08
1890,3.2771931834929546e-09,7.930807388589756e-08
1891,4.461953917456185e-09,4.015758636732869e-08
1892,1.2537024751679837e-09,6.644623251617077e-08
1893,1.847525021858587e-09,5.604158936911574e-08
1894,3.780923574225881e-09,2.7726772433567248e-08
1895,0.0,4.5741469278937075e-08
1896,0.0,5.838058786400424e-08
1897,3.4960281336537946e-09,2.9133568113515196e-08
1898,5.6583548957434e-10,4.0174320758978865e-08
1899,9.39688327150634e-09,4.090407834667076e-08
1900,1.5573159428683425e-09,5.606337305508191e-08
1901,2.794369402536745e-09,4.359216321248027e-08
1902,4.910283735171106e-09,3.8791243661684405e-08
1903,5.400220270956879e-10,4.860198310474573e-08
1904,0.0,2.6335664315979557e-08
1905,1.0321518084666081e-09,4.79950579279631e-08
1906,5.144184633820714e-09,4.012463961089452e-08
1907,1.5428529565042481e-09,3.394276565371612e-08
1908,9.822778146428846e-10,3.192402897589375e-08
1909,0.0,4.620826032919467e-08
1910,0.0,2.7255168677520203e-08
1911,3.7242617878519013e-09,3.937076797910777e-08
1912,1.0418842455450772e-09,4.428007949197621e-08
1913,6.363587878865928e-09,4.401481490390324e-08
1914,4.68772043404897e-09,3.750176347239176e-08
1915,3.534228465440492e-09,1.4136913861761968e-08
1916,0.0,3.186363883855847e-08
1917,1.0966424435210342e-09,3.0705988196544354e-08
1918,0.0,3.2161853624756986e-08
1919,5.524709134618888e-09,5.064316610514652e-08
1920,3.786115865267448e-09,3.9375606775138294e-08
1921,2.2718242842501013e-09,3.4077363153528495e-08
1922,0.0,1.9182632371439468e-08
1923,0.0,2.3355085421172816e-08
1924,3.867487219366694e-09,3.996403541428606e-08
1925,0.0,4.069325698630166e-08
1926,1.1146138456652466e-09,3.120918601329237e-08
1927,6.689535148041159e-09,2.4528295394787847e-08
1928,0.0,2.170947865920425e-08
1929,1.1140406375176326e-09,1.3368487650211591e-08
1930,1.0503603542488804e-09,3.151081229280095e-08
1931,1.1405356659111021e-09,1.3686427990933225e-08
1932,1.4247397928102146e-08,2.520693354046699e-08
1933,0.0,1.261772819560747e-08
1934,0.0,2.6359476379411717e-08
1935,1.196828414151696e-09,3.11175387679441e-08
1936,1.2124714565686645e-09,3.273672888326473e-08
1937,1.2591118148108649e-09,4.029157973928221e-08
1938,1.2965214457594243e-09,3.630260181353151e-08
1939,3.058810094103137e-09,2.9058695893979802e-08
1940,0.0,2.028626333583361e-08
1941,2.9515025978810172e-09,3.246652724442356e-08
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,1.4516175816936538e-08,1.7419411024732767e-08
1944,1.2852744646352221e-08,3.534504600111177e-08
1945,0.0,2.3963544037997053e-08
1946,0.0,4.315542412314244e-08
1947,2.3841741914054637e-09,3.2186350917839945e-08
1948,4.348755133776194e-09,1.9569398546082084e-08
1949,0.0,3.5341230386620737e-08
1950,0.0,4.2541447031752e-08
1951,1.0661401761424827e-09,1.7058243040324328e-08
1952,0.0,3.057993092081546e-08
1953,1.0773827385790469e-09,3.878577770066727e-08
1954,0.0,4.0067397844012476e-08
1955,2.815682353940474e-09,2.0648337706319353e-08
1956,3.488456634670456e-09,1.657016923672927e-08
1957,0.0,1.4136059989233729e-08
1958,2.4816730892496253e-09,5.459680640917952e-08
1959,0.0,2.7902691712711203e-08
1960,6.2287499602575735e-09,3.0451666077624395e-08
1961,6.948159270159238e-10,4.4468220383730994e-08
1962,2.5367825617905737e-09,2.663621723186793e-08
1963,0.0,1.6811737557631545e-08
1964,3.041984220075733e-09,4.380457041541774e-08
1965,2.188817349590977e-09,3.283225891159702e-08
1966,5.539074754423723e-10,1.9940669560014612e-08
1967,2.465167847631733e-09,3.106111279294055e-08
1968,2.245707841908029e-09,4.1770168185406575e-08
1969,3.6334062425424918e-09,2.3617140659792923e-08
1970,2.2993624781975086e-09,1.563566542905903e-08
1971,5.138397485282553e-10,3.648262136835001e-08
1972,0.0,8.721249500354133e-09
1973,2.205281512956958e-09,1.1577728109557484e-08
1974,2.812785782069227e-09,1.5751600468405513e-08
1975,1.7134440533084216e-09,8.567220266542108e-09
1976,1.7140580066410394e-09,2.1140049488721502e-08
1977,1.1753563677885381e-09,1.4104276691018214e-08
1978,1.7821774056514528e-09,1.7227714366185864e-08
1979,2.3407893401383717e-09,2.3407892957294507e-08
1980,1.7055452605774235e-09,1.4212877097463661e-08
1981,1.2018544381930951e-08,1.7711538680131866e-08
1982,3.1037510339615437e-09,1.9243256987877544e-08
1983,4.4207211225000265e-09,1.1999100157922271e-08
1984,1.739702604197646e-09,2.0296530234276133e-08
1985,1.8046674155058895e-09,1.5038894574104233e-08
1986,1.7983456945813714e-09,1.3787316177626963e-08
1987,6.110816852533674e-10,2.13878585952898e-08
1988,0.0,1.019414141989472e-08
1989,1.0976244357863152e-09,2.30501122633342e-08
1990,5.44865097484859e-10,1.2531897408685211e-08
1991,1.1722930404189924e-09,2.6962740484748338e-08
1992,5.509944167592096e-10,1.2121876835635703e-08
1993,1.1078414852150331e-09,3.046564184261413e-08
1994,1.0549853213248639e-09,1.0549853213248639e-08
1995,1.0844901643380922e-09,2.22320488130201e-08
1996,1.6014276571496566e-09,2.348760630432878e-08
1997,9.58978896292706e-10,1.3425704326053278e-08
1998,1.43043876743576e-09,1.668845261981744e-08
1999,1.8280804647829996e-09,1.736676483177213e-08
2000,1.7672125984802278e-09,1.767212520764616e-08
2001,8.762423564512289e-10,1.883921035839009e-08
2002,2.1906108038649563e-09,3.023042882688287e-08
2003,2.083461403401543e-09,1.9167844866885275e-08
2004,8.809582507929292e-10,2.2464434590308002e-08
2005,1.3511248786457486e-09,1.80149977158095e-08
2006,1.2353669198716943e-09,2.5942706816106664e-08
2007,3.994479469415779e-10,2.915970043204652e-08
2008,3.405951742863067e-09,2.852484581872261e-08
2009,4.76819250749827e-10,2.6701878708124127e-08
2010,2.8342759250676863e-09,2.739800031292816e-08
2011,1.1471915639660324e-09,2.6003010189512565e-08
2012,2.382976926895708e-09,6.87659067466484e-08
2013,4.741512515948898e-09,4.295252509223246e-08
2014,3.4647122948427977e-09,3.854492558463818e-08
2015,4.211493376260478e-09,4.189327396098008e-08
2016,5.799752234025846e-09,5.758325472005055e-08
2017,2.264050280587071e-09,2.523158298406436e-07
2018,4.904786798931582e-09,5.240377487503167e-08
2019,1.2499840273960672e-08,4.030560690759799e-08
