year,ses_DET ans_NOUN,ses_DET vents_NOUN
1800,3.0812812790159683e-07,6.288328791015374e-08
1801,1.9049460320275102e-07,1.904946067554647e-08
1802,1.991677720525331e-07,2.6854081625060644e-08
1803,2.86699872731333e-07,3.315576790896557e-08
1804,3.534746895184071e-07,6.673997243744623e-08
1805,2.3595885068061762e-07,4.264316522117895e-08
1806,2.651135684317296e-07,4.8988374246050626e-08
1807,1.6512339584551228e-07,7.971474502710407e-08
1808,2.3793776904312836e-07,1.3596443526608937e-08
1809,1.4683698168482806e-07,4.743964154840796e-08
1810,1.9189039335287816e-07,4.212228077449254e-08
1811,1.1281845502253418e-07,4.262030373070047e-08
1812,1.3869482984318893e-07,3.200649700829672e-08
1813,3.0770434955584847e-07,3.4508900625951355e-08
1814,3.1152103474596515e-07,4.090680150170556e-08
1815,1.9959454156115441e-07,9.440282155992463e-08
1816,1.7382029149359823e-07,2.0858434979231788e-08
1817,2.0550728674351149e-07,2.023935474770866e-08
1818,1.5855166157763279e-07,7.033494853203592e-08
1819,2.5463583597229444e-07,6.210629899250364e-09
1820,2.2190319004522507e-07,4.2719332071783356e-08
1821,2.0610510154117634e-07,2.465372084259343e-08
1822,2.0452256421776838e-07,2.3058916553964082e-08
1823,3.508353771941586e-07,1.680056804787e-08
1824,3.309497262904415e-07,4.126345132249298e-08
1825,2.985045226555627e-07,4.3146670236637874e-08
1826,1.7704049115607745e-07,1.3211976401805714e-08
1827,1.6683263970307394e-07,1.7512819638909605e-08
1828,1.72439257539736e-07,4.769596628761974e-08
1829,1.5431717381719778e-07,2.4862210068476998e-08
1830,1.711641122170704e-07,1.2524203008013046e-08
1831,1.1225668572478753e-07,4.2096257146795324e-08
1832,1.6371262312464552e-07,4.058990921151917e-09
1833,1.4942881421120546e-07,3.8225973497674204e-08
1834,1.3255033382009174e-07,4.2005389389032644e-08
1835,1.1495893659230205e-07,2.4201881387853064e-08
1836,1.52561029753695e-07,6.048675116332447e-08
1837,1.342872963938646e-07,4.174734513640033e-08
1838,1.5338553316368575e-07,3.976662044102852e-08
1839,1.2864314835603352e-07,2.23727205650448e-08
1840,9.363442332599448e-08,3.248541347034006e-08
1841,1.438202890113871e-07,4.237562123421412e-08
1842,1.0531976091243678e-07,2.4820580701856443e-08
1843,1.0455232551942473e-07,3.7804230856863796e-08
1844,9.056126382134266e-08,3.622450606144412e-08
1845,6.417262066182872e-08,9.151573721055684e-08
1846,8.781751636988133e-08,2.2247104380923588e-08
1847,8.898818659730523e-08,4.0988499705463255e-08
1848,8.769291981458593e-08,9.65426583121598e-09
1849,1.03066805534624e-07,2.76520690789539e-08
1850,8.622024783022653e-08,5.363306954109248e-08
1851,8.126293105092941e-08,2.579775504329973e-08
1852,5.3386471465799445e-08,2.408901877970493e-08
1853,8.300985521181303e-08,4.896984107105595e-08
1854,1.080698244226852e-07,2.6497887994914038e-08
1855,1.0189318899733735e-07,4.6701046585440054e-08
1856,1.2942973603990993e-07,4.504154560436291e-08
1857,1.9818926455528185e-07,4.393358210563747e-08
1858,1.1255455079073329e-07,1.663849857891364e-08
1859,1.217029423905558e-07,4.277425613707919e-08
1860,1.1580275360856263e-07,3.3871162319343284e-08
1861,8.677372975718356e-08,3.9142497521016395e-08
1862,9.894390129439046e-08,3.9306481680601024e-08
1863,1.0538649997116067e-07,3.49623441309177e-08
1864,1.1699136004406085e-07,3.308362150900024e-08
1865,8.425251252219823e-08,4.236159789616778e-08
1866,1.1093597684919132e-07,4.670988573707291e-08
1867,9.899735431417866e-08,1.8925964795357686e-08
1868,8.842374432660449e-08,2.6181331769237204e-08
1869,8.497323022993442e-08,7.227608400661722e-08
1870,8.601073497871425e-08,2.5803219561026935e-08
1871,7.965882775629041e-08,2.0180236148803488e-08
1872,7.498700549390946e-08,6.652073158974758e-08
1873,9.098726883038921e-08,4.19020302899753e-08
1874,7.528007572865647e-08,2.6885741966076182e-08
1875,9.669380807153516e-08,2.345826111138649e-08
1876,9.915464427301401e-08,3.9903696347209916e-08
1877,1.063788335198268e-07,4.4530676035492434e-08
1878,1.0568405106603507e-07,3.2611080058586595e-08
1879,1.2951769345903585e-07,5.009646819598146e-08
1880,8.407378460084658e-08,2.5671385017744797e-08
1881,7.181682448731408e-08,5.368830713337047e-08
1882,6.122954476772691e-08,2.1297232422057277e-08
1883,6.066565261253487e-08,2.401348808689363e-08
1884,6.139578090369469e-08,2.8387296069354306e-08
1885,5.41433392009516e-08,3.3517306263775026e-08
1886,6.195325363833604e-08,1.2906927970846027e-08
1887,5.353718296463583e-08,3.7867764035581786e-08
1888,6.213802317134309e-08,1.9655905347804037e-08
1889,6.82899904402845e-08,2.0048437576747347e-08
1890,4.653614471550327e-08,2.2284913470116408e-08
1891,5.2268602779292905e-08,2.42220359325529e-08
1892,4.8894397863818995e-08,2.1312942521944933e-08
1893,3.879802479289651e-08,2.8328715373504565e-08
1894,5.9234470217717217e-08,1.7014155861971858e-08
1895,2.6481904225050812e-08,1.9259566386153892e-08
1896,4.776593365285464e-08,3.3613066108273415e-08
1897,3.845631113552628e-08,5.360576482704715e-08
1898,3.791097891170381e-08,3.395012981854961e-08
1899,5.030096339453394e-08,2.3215829259015663e-08
1900,4.568126776849368e-08,3.114631885736685e-08
1901,7.041810740071597e-08,2.1237207548097103e-08
1902,4.9593866791042274e-08,1.3257766440233354e-08
1903,5.238213796054936e-08,2.808114629715419e-08
1904,5.4283715300584845e-08,3.2247749359726186e-08
1905,5.47040444054403e-08,3.251278291038773e-08
1906,5.247068113334308e-08,2.4692084821253957e-08
1907,5.914269740614486e-08,2.51999322520291e-08
1908,4.71493368792153e-08,4.4202501214840595e-08
1909,5.005894987419879e-08,1.6502950117569526e-08
1910,4.2753206530576904e-08,3.4202563892193893e-08
1911,5.5863928927202267e-08,1.5961122201701983e-08
1912,5.5219864347755276e-08,2.0837684189256578e-08
1913,4.984810397790085e-08,1.7499866444836698e-08
1914,7.500352927625187e-08,2.276892896446725e-08
1915,4.1232666947443875e-08,3.652036184575991e-08
1916,4.6147340837521256e-08,2.4172416956957932e-08
1917,3.947912841084644e-08,1.2063066989753679e-08
1918,1.1026920887502456e-07,2.8715941624568586e-08
1919,8.471220486194753e-08,2.3940405213807026e-08
1920,4.391894581345923e-08,3.256059732947847e-08
1921,5.300923133777502e-08,2.9533714140939082e-08
1922,6.861480361664007e-08,3.172512252902493e-08
1923,9.342034656967257e-08,4.2463791594116174e-08
1924,7.606058605169608e-08,5.5433986068109675e-08
1925,7.478760966073139e-08,2.5295809891190402e-08
1926,5.684530801630672e-08,3.9011485264417445e-08
1927,5.6861046204836896e-08,3.5677519605314956e-08
1928,4.798937336403242e-08,3.999114450703445e-08
1929,6.57283965033173e-08,3.78773812315103e-08
1930,4.20144132817768e-08,5.146765591490521e-08
1931,4.5621425748265665e-08,3.42160717536899e-08
1932,5.58936368300067e-08,4.493410110661955e-08
1933,1.835305885045102e-08,4.473558234963093e-08
1934,2.516131836216573e-08,5.6313428586918235e-08
1935,5.0266793394371234e-08,3.4708023122220766e-08
1936,6.304851440930292e-08,4.001155806676593e-08
1937,2.3923124259361828e-08,2.5182236629284205e-08
1938,1.1409389033545381e-07,4.148868626430158e-08
1939,7.188203721142372e-08,3.364691281149135e-08
1940,2.02862628917444e-08,5.5787225505810056e-08
1941,4.7224041566096275e-08,5.60785480274717e-08
1942,5.765002231150618e-08,4.8547388331598995e-08
1943,5.2258234184421326e-08,5.8064704155924574e-08
1944,4.4984606262232774e-08,5.7837352684941834e-08
1945,3.267756065739036e-08,5.2284097051824574e-08
1946,3.897909195416105e-08,3.619487021211398e-08
1947,3.4570525775379224e-08,3.933887549045778e-08
1948,4.892349725338363e-08,4.783630513927051e-08
1949,2.846932456446183e-08,4.319483515313749e-08
1950,1.0635361658017928e-07,4.8922663031802927e-08
1951,4.797630914765705e-08,2.9851925376078725e-08
1952,1.5817205323287453e-08,2.9525450528922192e-08
1953,2.801195131407752e-08,4.3095308654983455e-08
1954,3.518112912104243e-08,3.518113089739927e-08
1955,1.6894094123642844e-08,4.1296674524460286e-08
1956,4.622205040938354e-08,4.098936656760088e-08
1957,2.738861626383482e-08,4.682570137193309e-08
1958,4.797901348441158e-08,2.6471178582454513e-08
1959,5.968075811324525e-08,3.022791617013354e-08
1960,3.045166724335857e-08,3.5296250477934166e-08
1961,5.2111194193127375e-08,3.682524463144432e-08
1962,4.122271529682919e-08,4.5662084613429244e-08
1963,3.9442925370281046e-08,4.7202187491990344e-08
1964,5.718930329301486e-08,3.8329002083337116e-08
1965,7.387258760260806e-08,3.1190646954115664e-08
1966,5.040558159752351e-08,3.7665708330081316e-08
1967,7.247593147852172e-08,2.9088979114355595e-08
1968,8.623518454875523e-08,4.177016865725136e-08
1969,4.678010531722343e-08,3.497153389098173e-08
1970,4.2768142805016396e-08,2.897196726969753e-08
1971,5.6008531923446014e-08,2.569198764845737e-08
1972,2.9241836674298582e-08,2.9754851693652995e-08
1973,5.6785999680286636e-08,2.2052815684681093e-08
1974,3.0378086990356934e-08,3.937900006079076e-08
1975,3.712462071092659e-08,3.369773393657738e-08
1976,3.542386795007957e-08,2.9138986279431123e-08
1977,3.64360481786008e-08,2.056873604772136e-08
1978,3.3861370818399905e-08,2.07920705097564e-08
1979,2.6333880187578984e-08,3.3941446986318624e-08
1980,1.8760996423061727e-08,2.0466542238750662e-08
1981,2.024175771442316e-08,4.048351698315855e-08
1982,4.03487647737677e-08,3.1037512115972277e-08
1983,1.4525227021167098e-08,3.536577020124554e-08
1984,2.3775934665515308e-08,4.233276129639307e-08
1985,1.9249785432329247e-08,4.571824130383817e-08
1986,2.2179595993154777e-08,4.076250093021372e-08
1987,3.1165165836899433e-08,2.566543033655222e-08
1988,3.717863328311921e-08,3.1182079085478875e-08
1989,2.2501301488730974e-08,4.170972833783537e-08
1990,2.3429198747759727e-08,3.8685422643069955e-08
1991,2.285971378856999e-08,5.74423577592853e-08
1992,2.975369950419804e-08,4.1324579813650786e-08
1993,2.8249958761161764e-08,3.2681322537087e-08
1994,3.481451560372051e-08,2.7429617577290344e-08
1995,3.633042044981494e-08,3.633041956163652e-08
1996,3.20285515886809e-08,3.20285518107255e-08
1997,2.3494983403260505e-08,3.212579302580565e-08
1998,3.337690390736725e-08,3.1946465806065305e-08
1999,3.427650954734851e-08,3.5190548169916624e-08
2000,2.9600811024543816e-08,4.064588887686682e-08
2001,2.716351391041094e-08,4.9069570406956586e-08
2002,4.3812214689520346e-08,4.994592561757827e-08
2003,1.833446089394286e-08,3.500215317586708e-08
2004,2.026204010130428e-08,3.171449702854545e-08
2005,3.7831496380036356e-08,3.152624672431159e-08
2006,2.141302812841417e-08,3.582564395143706e-08
2007,2.3567429258131156e-08,4.3939274274595874e-08
2008,1.6604014163590364e-08,3.8316956274542235e-08
2009,3.0516430937765904e-08,4.672828612939384e-08
2010,2.2201827765133686e-08,4.1569378161909754e-08
2011,1.4913490886669933e-08,6.53899172586847e-08
2012,1.8723389366703813e-08,6.365952731623992e-08
2013,2.036061236276865e-08,5.15988121119193e-08
2014,2.0138640005606945e-08,7.167623428117054e-08
2015,1.994917830927534e-08,5.652267320854776e-08
2016,3.2934305949083864e-08,6.214020031869438e-08
2017,1.2829617646037406e-08,5.509188771846141e-08
2018,1.6779534151023512e-08,6.376222616566452e-08
2019,1.836711227554133e-08,5.5866633541512556e-08
