year,vos_DET oeufs_NOUN,vos_DET voeux_NOUN
1895,6.018614495673091e-10,7.22233739480771e-09
1896,0.0,8.845543852942228e-09
1897,0.0,8.740070001067579e-09
1898,5.6583548957434e-10,9.05336783318944e-09
1899,0.0,8.844125432005967e-09
1900,0.0,1.0382106063744345e-08
1901,0.0,1.3971847012683725e-08
1902,0.0,6.383369222096036e-09
1903,5.400220270956879e-10,7.020286574288548e-09
1904,0.0,7.524475265086039e-09
1905,5.160759042333041e-10,7.225062603755106e-09
1906,1.0288369045596824e-09,9.259532418592897e-09
1907,1.028568674676933e-09,5.142843484406967e-09
1908,9.822778146428846e-10,9.331638795018193e-09
1909,5.500983557560346e-10,7.701377313651392e-09
1910,5.344150677544235e-10,8.550640973048473e-09
1911,1.0640748282497725e-09,8.51259862599818e-09
1912,0.0,1.1981668712746085e-08
1913,5.30298971401777e-10,1.113627812188156e-08
1914,0.0,6.696743604095445e-09
1915,0.0,2.0027295377644805e-08
1916,0.0,1.4283700444650549e-08
1917,0.0,4.386569774084137e-09
1918,1.1486376294556067e-09,1.6080927700556913e-08
1919,1.8415696745321952e-09,8.287063535394878e-09
1920,0.0,1.2115570324766622e-08
1921,7.572747429129834e-10,1.0601846123226011e-08
1922,0.0,2.951174193910333e-09
1923,1.0615948120573648e-09,1.5923921736771263e-08
1924,0.0,9.024136882196387e-09
1925,0.0,1.2097995494286806e-08
1926,1.1146138456652466e-09,1.114613823460786e-08
1927,1.1149224876660924e-09,1.3379070296082318e-08
1928,0.0,2.2852082448565625e-09
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,1.596749932275543e-08
1932,0.0,2.8494796078248896e-08
1933,0.0,1.605892663292252e-08
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,2.393656828303392e-09,4.787313656606784e-09
1936,0.0,2.3036957230715416e-08
1937,1.2591118148108649e-09,1.1332006222275481e-08
1938,1.2965214457594243e-09,2.2040865133021725e-08
1939,0.0,1.6823455517567254e-08
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,3.034211770724937e-09,1.2136846860855144e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,1.5249528306782167e-08
1946,2.7842208538686464e-09,1.5313215584455975e-08
1947,0.0,2.622591566137089e-08
1948,1.0871887834440486e-09,7.610321262063735e-09
1949,9.817008317369869e-10,1.570721330779179e-08
1950,1.0635361480382244e-09,1.2762433998503298e-08
1951,0.0,9.595261585282344e-09
1952,0.0,1.7926166329118587e-08
1953,1.0773827385790469e-09,9.69644453618912e-09
1954,0.0,5.863521668203475e-09
1955,0.0,1.3139850985055546e-08
1956,2.616342476002842e-09,6.976913269340912e-09
1957,0.0,1.4136060322300636e-08
1958,1.6544486891589827e-09,1.9026160202884057e-08
1959,7.750747821333448e-10,1.3951346078400206e-08
1960,1.3841666701708277e-09,9.689166802218097e-09
1961,3.47407969059077e-09,1.8065213991391715e-08
1962,1.9025869768540815e-09,2.2196848137312486e-08
1963,0.0,1.8104949428554562e-08
1964,4.867174663303331e-09,7.909158605823308e-09
1965,2.188817349590977e-09,1.6416130066421175e-08
1966,1.1078149508847446e-09,7.754704434148607e-09
1967,1.4791006197611978e-09,3.1061113570096666e-08
1968,1.3474247273492779e-09,1.7965662957308837e-08
1969,1.3625273131978588e-09,1.4533624970169967e-08
1970,2.7592350626548523e-09,2.5752860122185695e-08
1971,1.0276794970565106e-09,1.7984391198488936e-08
1972,1.5390440033513642e-09,1.6929485369132635e-08
1973,2.205281512956958e-09,2.039885393934071e-08
1974,1.6876715580593782e-09,8.438357679274588e-09
1975,3.998036124386317e-09,1.6563292959403952e-08
1976,0.0,1.9997344224975677e-08
1977,6.464460078348111e-09,1.645498848290572e-08
1978,2.970295565063452e-09,1.7227714366185864e-08
1979,3.5111840102075575e-09,2.0481906393143845e-08
1980,2.2740602734216964e-09,2.558317835354984e-08
1981,3.1627747087981106e-09,1.8976649196478235e-08
1982,4.345251713999687e-09,2.483000827169235e-08
1983,8.209910973278056e-09,1.9577479193344516e-08
1984,7.538710988796993e-09,2.9574943383181562e-08
1985,4.210890747202711e-09,2.7671566371623157e-08
1986,2.997242676272549e-09,3.716581009616249e-08
1987,0.0,4.094247363362058e-08
1988,1.1993107618124554e-09,2.5185526109083867e-08
1989,2.7440609784434855e-09,3.183110952598156e-08
1990,2.724325431913144e-09,4.467893749415808e-08
1991,7.033758464558559e-09,3.6341083309299194e-08
1992,2.7549720282848966e-09,2.148878253116493e-08
1993,2.7696036575264316e-09,3.378916391127973e-08
1994,1.5824779264761446e-09,2.1099706759564185e-08
1995,9.760411145975922e-09,2.4943273835287272e-08
1996,5.338092190498855e-10,1.4412849136391515e-08
1997,4.794894259418925e-09,2.3015493511024943e-08
1998,0.0,3.719140706515134e-08
1999,1.3710603763428253e-09,3.199140669041256e-08
2000,7.068850393920911e-09,1.8997534656506332e-08
2001,1.3143635069212678e-09,6.571817756650944e-09
2002,1.752488598683044e-09,1.5772397388147397e-08
2003,8.333845835650777e-10,1.5000922726216004e-08
2004,8.809582507929292e-10,8.80958239690699e-09
2005,3.602999676388663e-09,2.4770623552328175e-08
2006,1.2353669198716943e-09,1.2765458690111586e-08
2007,0.0,1.3181781888249589e-08
2008,5.108927503272298e-09,1.7881247149631463e-08
2009,4.76819250749827e-10,1.1443661573906638e-08
2010,9.447586046817946e-10,5.196172381261022e-09
2011,2.2943831279320648e-09,7.265546803081335e-09
2012,1.0212758416727752e-09,9.872332618066082e-09
2013,5.578250084070646e-10,1.0598675048711925e-08
2014,1.9489005964601347e-09,5.218722742839077e-08
2015,3.768178213903184e-09,2.7263877933059177e-08
2016,3.72841224560716e-09,1.491364853833943e-08
2017,2.264050280587071e-09,1.5848351964109497e-08
2018,6.9699601645822895e-09,3.9496441561759354e-08
2019,1.198964216797549e-08,3.903011358552533e-08
