year,deux_DET oies_NOUN,deux_DET voies_NOUN
1996,1.3345230476247139e-08,1.2838111302926336e-06
1997,8.630809844589749e-09,1.2984573771746e-06
1998,1.4304387785379902e-08,1.3250630672700936e-06
1999,1.7823783837744855e-08,1.3340417126528337e-06
2000,8.836062770356534e-09,1.3099463131993616e-06
2001,1.0076786682855499e-08,1.2845712404896403e-06
2002,1.3143664601145133e-08,1.2477719337766757e-06
2003,2.0001230061073016e-08,1.2538270794948403e-06
2004,1.673820693159911e-08,1.2522821890570413e-06
2005,1.666387328125296e-08,1.2425845028474214e-06
2006,1.0706514064207084e-08,1.2411320540195447e-06
2007,1.5179021789490932e-08,1.1923521157086725e-06
2008,1.362380658287421e-08,1.1686672110045038e-06
2009,1.668867311011013e-08,1.1286311405456217e-06
2010,1.7478034408657805e-08,1.062381031147197e-06
2011,2.5620612964516454e-08,1.0684177880193602e-06
2012,2.7574446503919603e-08,1.051573676136286e-06
2013,2.5102124379117186e-08,1.007153038301567e-06
2014,2.252062950014455e-08,9.200976620604706e-07
2015,1.662431570181866e-08,9.010378931861851e-07
2016,2.1334802369210593e-08,8.678914582560537e-07
2017,2.037645163710522e-08,9.101481737161521e-07
2018,2.297505452553139e-08,8.190994122969641e-07
2019,2.1683395745597522e-08,7.941225135255081e-07
