year,deux_DET oies_NOUN,deux_DET voies_NOUN
1800,3.458580932758082e-08,1.1318991832709457e-07
1801,5.23860170797974e-08,1.262026785298076e-07
1802,1.1860552717735118e-07,1.6783801015662903e-07
1803,9.751696339321825e-09,1.8528222867075783e-07
1804,7.4155528384522995e-09,1.8786066746656616e-07
1805,5.970043304159844e-08,2.8144488606329787e-07
1806,5.76333825108577e-09,2.1900685442943768e-07
1807,0.0,4.355841340952793e-07
1808,2.039466551195801e-08,2.0168058290082058e-07
1809,4.518061036407062e-09,1.8975856175273975e-07
1810,2.3401266702194334e-08,3.1591711557865665e-07
1811,0.0,3.1589166127332646e-07
1812,7.468182872116813e-08,3.0139452533717304e-07
1813,2.8757416448144113e-09,2.3005932803243923e-07
1814,9.440031423224582e-09,1.762139199001922e-07
1815,2.697223555614414e-09,1.1058616378178954e-07
1816,1.622322720606917e-08,3.453229862060425e-07
1817,7.784366928831332e-09,2.6778222306234056e-07
1818,9.536941902865692e-09,2.5272895598504874e-07
1819,1.6561680027393777e-08,2.981102369403743e-07
1820,3.322614805512103e-08,1.9935688388983408e-07
1821,1.577838126820552e-08,3.1852606241500325e-07
1822,1.604098542884458e-08,2.987633536122303e-07
1823,3.95307486744656e-09,3.9135439422466334e-07
1824,1.2631669044083083e-08,3.4189718789434664e-07
1825,1.1447076175841175e-08,3.5045662727384297e-07
1826,1.8496766784892316e-08,2.959482801045965e-07
1827,9.217273166939322e-09,5.097151998256777e-07
1828,0.0,3.6689204208073534e-07
1829,2.914879759785549e-08,4.475197972197975e-07
1830,1.982998831806526e-08,4.811381337788134e-07
1831,6.236482441579483e-09,5.301010048697208e-07
1832,2.1647950210201827e-08,5.763766974808959e-07
1833,2.548398292390175e-08,6.313077314246129e-07
1834,1.7735608537350345e-08,7.094243414940138e-07
1835,2.2689263801112247e-09,5.649626970694044e-07
1836,4.099657546774438e-08,5.477411519905218e-07
1837,1.5307360268224102e-08,9.295742557924314e-07
1838,2.651107999795954e-08,6.93075360658213e-07
1839,1.2584655206815398e-08,1.0263485705763742e-06
1840,1.2102408297742784e-08,8.79017029831175e-07
1841,3.980740226339208e-08,8.834675000457537e-07
1842,2.4149754196400863e-08,7.768171030875237e-07
1843,6.497602011990011e-09,7.365918008872541e-07
1844,3.293136902060567e-08,8.260284971584042e-07
1845,2.678509469777879e-08,1.3303263131092535e-06
1846,8.781752214304106e-09,1.159191313604424e-06
1847,2.8044763844548015e-08,8.985110326875656e-07
1848,8.84974404868899e-09,7.506191721518007e-07
1849,1.5920887941334172e-08,7.667164751978817e-07
1850,5.431196825611551e-09,6.816152051669633e-07
1851,1.3543821175687754e-08,6.404292562933733e-07
1852,1.5625309490729933e-08,8.925957786232175e-07
1853,9.555090940693844e-09,1.1197372700166852e-06
1854,2.4419623212423858e-08,9.045652049621822e-07
1855,2.1227748447927297e-08,8.857278004370528e-07
1856,8.28350277259915e-09,8.837462104338556e-07
1857,1.757343248698362e-08,1.0265813514820366e-06
1858,1.4681027893370668e-08,1.0447998448626095e-06
1859,2.7497735644033128e-08,8.768722636887105e-07
1860,3.4328881071132855e-08,9.927912003604433e-07
1861,1.6034276573151374e-08,8.922603171868104e-07
1862,3.388489855371546e-08,1.0712145410707308e-06
1863,2.7969877358646755e-08,9.709542823088668e-07
1864,2.1096803748399395e-08,1.1392274146260206e-06
1865,3.9066808454890634e-08,1.9326303402067424e-06
1866,2.6274310116480848e-08,8.972190244094236e-07
1867,2.2808213984149006e-08,1.074897753028381e-06
1868,2.321740799615668e-08,1.3298140544293346e-06
1869,1.0743742229202269e-08,9.522862072230964e-07
1870,4.013834153937523e-09,9.249020820334408e-07
1871,2.6552942955504477e-08,8.624395704259769e-07
1872,1.2699412743621963e-08,1.0812642301516462e-06
1873,2.514121905106137e-08,1.1074108670072746e-06
1874,1.732636678575261e-08,1.5163558373387787e-06
1875,1.2015207495608138e-08,1.2198295777920976e-06
1876,3.023007311142578e-08,1.1584164028022315e-06
1877,1.0514187187560253e-08,1.1386246576705616e-06
1878,2.1136809524868738e-08,1.1407838087507116e-06
1879,3.299035578052667e-08,1.0715756459944714e-06
1880,1.7969970178555172e-08,1.1295409549916258e-06
1881,2.6495528548942104e-08,1.2069410360027177e-06
1882,2.5956002014382307e-08,1.1613646861974303e-06
1883,5.2450515042323786e-08,1.0850304477116879e-06
1884,1.3203393933736152e-08,1.1975478884096447e-06
1885,2.2559724921489277e-08,1.2607663535391112e-06
1886,1.097088819790315e-08,1.025455404146669e-06
1887,1.566941915109865e-08,1.2274377922949498e-06
1888,2.4094334971636044e-08,1.0005490267417372e-06
1889,2.380751940034287e-08,1.1891229689808824e-06
1890,6.554386366985909e-09,1.133253455520844e-06
1891,2.7409145841872373e-08,1.3608960287569971e-06
1892,2.4447198931909497e-08,1.2543293124167576e-06
1893,1.8475249941030114e-08,1.1313011398783601e-06
1894,2.3315695596437536e-08,1.2729109286624407e-06
1895,4.032471756509892e-08,1.1074250778619898e-06
1896,2.5357223876198987e-08,1.0160580927731644e-06
1897,4.4283022804236793e-08,1.426379469648964e-06
1898,1.867257115595322e-08,1.3212258878070315e-06
1899,8.291367592505594e-09,1.1596859650353508e-06
1900,2.3359739032002835e-08,1.286862030269731e-06
1901,2.0678334156087885e-08,1.2675259313255083e-06
1902,1.8659078282468045e-08,1.5030378648361875e-06
1903,1.8360748255119574e-08,1.2544712149065163e-06
1904,3.815983884436491e-08,1.3312946620658295e-06
1905,7.741138396966107e-09,1.2406465259573451e-06
1906,3.3951617239846854e-08,1.2155707764804902e-06
1907,2.1085658274966335e-08,1.4343390049020854e-06
1908,2.4065805792616857e-08,1.2848194188563866e-06
1909,3.960708327976903e-08,1.3851476126092166e-06
1910,1.2825962070195374e-08,1.0479879648528367e-06
1911,2.128149700908466e-08,1.1784628526356755e-06
1912,2.9693701220079305e-08,1.1215883759518874e-06
1913,1.8560464554173706e-08,1.266884254391698e-06
1914,3.683208982252495e-08,1.2589878082280848e-06
1915,2.4739600035239562e-08,1.3818833366485705e-06
1916,1.8678685265172135e-08,1.0690800564816527e-06
1917,3.728584163642523e-08,1.2337227985881327e-06
1918,1.722956533001252e-08,9.602610688830282e-07
1919,1.0128633542993981e-08,1.0644272379067843e-06
1920,8.329454903588385e-09,9.253267307940405e-07
1921,8.330022005509363e-09,9.844571593475848e-07
1922,1.7707045385506603e-08,1.0653738939936375e-06
1923,1.0615948120573648e-08,8.418447094982184e-07
1924,2.1915761205804074e-08,7.902565855033572e-07
1925,2.3096173862313663e-08,7.841701048505456e-07
1926,3.343841470382358e-08,8.393042421062091e-07
1927,2.2298449531277242e-08,9.421095086281639e-07
1928,2.5137290915466792e-08,9.517892323174237e-07
1929,1.1140406153131721e-08,8.912325313303882e-07
1930,1.575540586884472e-08,9.064609756137543e-07
1931,9.124285327288817e-09,9.124285327288817e-07
1932,1.5343351700281005e-08,1.0817063014201267e-06
1933,1.7205993074753678e-08,1.0621832799984077e-06
1934,2.3963160344919743e-08,1.0423974998730046e-06
1935,2.752705441366743e-08,8.964244884168693e-07
1936,1.333718646634452e-08,1.0487878370213366e-06
1937,2.0145789370040745e-08,9.858845260168891e-07
1938,6.4826072287971215e-09,1.0307345732485373e-06
1939,1.5294050470515685e-08,8.625844287735163e-07
1940,2.0286263113789005e-08,9.737406685417227e-07
1941,2.6563524713196784e-08,8.884022619781717e-07
1942,2.1239482617119165e-08,1.140863631121647e-06
1943,2.0322646676618206e-08,1.0045193974406175e-06
1944,1.927911696952833e-08,1.1053360537971457e-06
1945,1.089252066321933e-08,1.0173613844699503e-06
1946,1.1136883415474585e-08,1.0287695886290749e-06
1947,3.5762612871081956e-09,9.90624400287743e-07
1948,5.435944139264848e-09,1.1045837879919418e-06
1949,1.079870937115146e-08,1.1574252880564018e-06
1950,1.4889506294579746e-08,1.148618977708793e-06
1951,1.4925962910083967e-08,1.1205133034764003e-06
1952,8.43584291310151e-09,1.0713521092498013e-06
1953,1.4005975490505307e-08,1.120478088978416e-06
1954,1.9545072449389522e-08,1.0222072575061247e-06
1955,2.9095383879962355e-08,1.0793449263246657e-06
1956,1.2209597999301991e-08,1.2680539782650158e-06
1957,1.7670074847764283e-08,1.2006816376697316e-06
1958,1.9026159758794847e-08,1.3913913221585972e-06
1959,1.860179499324488e-08,1.272672776053696e-06
1960,2.2838750723952472e-08,1.3288000531019861e-06
1961,1.5980766210343944e-08,1.2965265341335908e-06
1962,1.3318108227355907e-08,1.2848803692122601e-06
1963,1.9398159301076134e-08,1.3824421500885364e-06
1964,1.64267148772268e-08,1.413305838582346e-06
1965,1.8604947471523303e-08,1.2968742453267623e-06
1966,1.9386760863326913e-08,1.3592889587243917e-06
1967,1.0353704338328384e-08,1.341051273584526e-06
1968,1.706738025908372e-08,1.3721274854106014e-06
1969,3.451735930415367e-08,1.4492748903194297e-06
1970,1.1036939917552502e-08,1.3993920049415465e-06
1971,1.592903242642052e-08,1.4598187476622115e-06
1972,1.6929484925043425e-08,1.3682101922540824e-06
1973,1.6539610570021068e-08,1.445562062940553e-06
1974,2.137717214356627e-08,1.45421029174031e-06
1975,1.599214494163448e-08,1.4632812082027158e-06
1976,2.1140049488721502e-08,1.448950385452008e-06
1977,2.4094805706198485e-08,1.4251195352699142e-06
1978,2.198018778098998e-08,1.4221775757050636e-06
1979,1.755592016206009e-08,1.369946957652246e-06
1980,1.5349906457018392e-08,1.4679059319178123e-06
1981,1.644642921849737e-08,1.463732175466248e-06
1982,1.738100685599875e-08,1.4097238221211228e-06
1983,8.841442022955448e-09,1.284535230183792e-06
1984,1.1018116474748041e-08,1.2989779492045272e-06
1985,1.0828004493035337e-08,1.4202732643298077e-06
1986,1.9781802029772422e-08,1.316988402777497e-06
1987,1.1610552075325131e-08,1.3284915780786832e-06
1988,1.2592763276586538e-08,1.4103894585559829e-06
1989,5.488122178931576e-09,1.2567799672069668e-06
1990,2.0160008995517842e-08,1.3256568394126589e-06
1991,1.6412102732399347e-08,1.2426306454926817e-06
1992,1.4325855057784054e-08,1.2661851513939837e-06
1993,2.437251223064152e-08,1.2646010532080254e-06
1994,1.582477948680605e-08,1.2390802623940544e-06
1995,1.3013882305124014e-08,1.268311294211344e-06
