year,dix_DET iles_NOUN,dix_DET villes_NOUN
1800,6.288328968651058e-09,9.118077315406481e-08
1801,2.3811825844433088e-09,8.810375362600098e-08
1802,0.0,6.265952379180817e-08
1803,0.0,8.386458461018265e-08
1804,0.0,5.9324420931261557e-08
1805,0.0,1.2508662150523264e-07
1806,0.0,2.4782355012575863e-07
1807,0.0,9.11025637151397e-08
1808,0.0,1.11037628869326e-07
1809,0.0,1.0617443280125372e-07
1810,0.0,7.488405628919281e-08
1811,0.0,8.273353557797236e-08
1812,0.0,4.800974817698034e-08
1813,0.0,5.7514832008109806e-08
1814,0.0,6.608021863030444e-08
1815,2.4275012222574333e-08,5.933891955578474e-08
1816,0.0,4.8669683394564345e-08
1817,0.0,1.214361304846534e-07
1818,0.0,1.502068418535174e-07
1819,0.0,1.3042323132594902e-07
1820,0.0,1.2341141086835705e-07
1821,0.0,9.072569184809254e-08
1822,0.0,1.1228689800191205e-07
1823,0.0,8.004976725928259e-08
1824,3.3684450784221553e-09,5.5579342017608724e-08
1825,8.805443041381977e-10,1.3120110509134975e-07
1826,1.7615968683770689e-09,1.0481501078185573e-07
1827,0.0,7.465991291866203e-08
1828,1.8344602503717056e-09,1.0731592414714441e-07
1829,8.57317605795771e-10,1.0202079758769855e-07
1830,2.0873671680021744e-09,6.053365098068753e-08
1831,0.0,2.5569578276929406e-07
1832,1.3529969367098715e-09,1.8400758872161305e-07
1833,0.0,6.71850450828515e-08
1834,9.334530925997342e-10,5.8807543945604834e-08
1835,3.025235173481633e-09,8.24376584773745e-08
1836,0.0,8.938597773067158e-08
1837,2.7831563720326358e-09,1.0297678887383199e-07
1838,2.5248647617104325e-09,1.199310784016916e-07
1839,2.0974426639952526e-09,9.857980032279556e-08
1840,0.0,1.0764773605842493e-07
1841,0.0,4.879616755104621e-08
1842,6.708265054555795e-10,6.909512917374627e-08
1843,1.7720733769266417e-09,1.0159886754124159e-07
1844,1.6465684371524958e-09,9.165897218998964e-08
1845,5.580227946389016e-10,6.696273724404733e-08
1846,2.3418005312692003e-09,8.898842063231882e-08
1847,2.6966118227278457e-09,1.0786447468547067e-07
1848,0.0,9.815170631810588e-08
1849,0.0,7.541473778793772e-08
1850,6.788996032014438e-10,9.097254860535031e-08
1851,2.579775504329973e-09,5.611011788531073e-08
1852,0.0,7.356916142953196e-08
1853,0.0,8.002388329764187e-08
1854,2.0782657816909023e-09,4.831968036800305e-08
1855,5.306937111981824e-10,6.262185436867185e-08
1856,0.0,6.73034605824796e-08
1857,0.0,7.127003609497251e-08
1858,0.0,7.878818575335345e-08
1859,0.0,4.7357211041543223e-08
1860,1.373155145145688e-09,6.545372696620255e-08
1861,0.0,8.866011658170692e-08
1862,0.0,8.900433123848472e-08
1863,4.994620828036034e-10,7.392039069742395e-08
1864,0.0,6.041357369923617e-08
1865,0.0,9.837304393300883e-08
1866,0.0,8.368853987583691e-08
1867,4.85281148598915e-10,6.357183046645787e-08
1868,4.93987406535723e-10,8.051994759838976e-08
1869,0.0,4.6393433206226575e-08
1870,0.0,3.841812556970581e-08
1871,0.0,3.929835501459422e-08
1872,6.047339295989218e-10,5.1402384571019866e-08
1873,2.3944017879529156e-09,4.309923085088485e-08
1874,5.974609140757536e-10,5.795370849881465e-08
1875,5.721527140956084e-10,4.691652133459456e-08
1876,6.04601479992084e-10,4.2322103821490487e-08
1877,0.0,5.0097008097438334e-08
1878,0.0,6.944951719267678e-08
1879,0.0,8.4919623333235e-08
1880,2.5671385017744797e-09,4.7492060506471034e-08
1881,0.0,6.484432102382698e-08
1882,0.0,4.2594466176382184e-08
1883,0.0,5.8137920255774134e-08
1884,6.601696966868076e-10,6.667713758901073e-08
1885,6.445635691854079e-10,4.383032248256313e-08
1886,0.0,3.743009102663564e-08
1887,6.528924623161458e-10,5.223139531995713e-08
1888,4.4384300679212174e-09,4.4384302455569014e-08
1889,6.265136742733546e-10,4.8868065150031725e-08
1890,0.0,5.833403937671733e-08
1891,0.0,3.505821055682645e-08
1892,0.0,3.0715711307749416e-08
1893,1.2316833108982905e-09,5.049901563580761e-08
1894,0.0,3.7179083589578e-08
1895,0.0,3.1296794489321655e-08
1896,0.0,3.4202767729141215e-08
1897,0.0,5.069240827104693e-08
1898,1.13167097914868e-09,5.0925195393958234e-08
1899,5.527578395003729e-10,3.592925956752424e-08
1900,0.0,2.8031686971630165e-08
1901,3.353243460679778e-09,3.0738064760171824e-08
1902,0.0,2.1114220427609354e-08
1903,1.0800440541913758e-09,3.726151875937944e-08
1904,0.0,3.6009990544982884e-08
1905,0.0,4.283430010687539e-08
1906,5.144184522798412e-10,3.0865107802924285e-08
1907,0.0,2.3657079406547155e-08
1908,0.0,2.4556944921982904e-08
1909,0.0,2.970531171042623e-08
1910,5.344150677544235e-10,5.18382625713798e-08
1911,0.0,3.511446866610868e-08
1912,0.0,4.584290547171577e-08
1913,0.0,2.0681660051202755e-08
1914,0.0,3.281404303834279e-08
1915,0.0,3.1808056522031336e-08
1916,0.0,5.383856560570166e-08
1917,0.0,3.070598852961126e-08
1918,0.0,6.547234487896958e-08
1919,0.0,4.511845741461684e-08
1920,0.0,1.665890891899835e-08
1921,0.0,1.3630945039366793e-08
1922,0.0,2.877394766898078e-08
1923,0.0,4.883336135463878e-08
1924,0.0,1.8048273875415077e-08
1925,0.0,1.5397448649423495e-08
1926,0.0,2.229227646921572e-08
1927,1.1149224876660924e-09,4.1252131488533905e-08
1928,0.0,2.2852082781632532e-08
1929,0.0,1.6710609784809094e-08
1930,0.0,2.7309369543537798e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,2.7398840751757803e-08
1933,0.0,4.588264967964051e-08
1934,2.3963160344919743e-09,4.193553237996639e-08
1935,0.0,3.4708022234042346e-08
1936,0.0,3.8799084833840425e-08
1937,0.0,2.2664012444550963e-08
1938,0.0,1.4261735792331365e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,4.3108308034334186e-08
1941,0.0,2.3612021227137348e-08
1942,0.0,4.854738722137597e-08
1943,0.0,4.064529335323641e-08
1944,0.0,4.177142187700156e-08
1945,0.0,1.3071024262956144e-08
1946,0.0,3.341064935824534e-08
1947,1.1920870957027319e-09,2.8610090296865565e-08
1948,0.0,2.5005341797168512e-08
1949,9.817008317369869e-10,2.9451024508020396e-08
1950,0.0,4.254144569948437e-08
1951,0.0,3.1984203729962246e-08
1952,0.0,2.4253049346611988e-08
1953,0.0,3.232148060305917e-08
1954,0.0,2.7363101562372094e-08
1955,0.0,3.378819002364253e-08
1956,0.0,3.8373022093196596e-08
1957,0.0,4.064117353763663e-08
1958,0.0,6.617794579000247e-08
1959,0.0,3.022791617013354e-08
1960,0.0,2.7683334291594974e-08
1961,6.948159270159238e-10,3.265634873628187e-08
1962,0.0,2.600202081426417e-08
1963,0.0,5.043521511538529e-08
1964,0.0,4.258777852594875e-08
1965,0.0,5.1984413218519876e-08
1966,0.0,3.7665708774170525e-08
1967,0.0,3.204718113103411e-08
1968,4.4914158503495116e-10,4.581244028578624e-08
1969,0.0,4.8596808577272554e-08
1970,0.0,5.932355406912393e-08
1971,0.0,4.6759415450736697e-08
1972,1.5390440033513642e-09,4.6171321876897764e-08
1973,5.513203782392395e-10,3.473318477276166e-08
1974,5.625571675160757e-10,5.738083119766202e-08
1975,0.0,3.1413140977321063e-08
1976,5.713526873840635e-10,3.6566571548490856e-08
1977,0.0,4.4663542642098264e-08
1978,5.940591352171509e-10,4.574255418887674e-08
1979,5.851973350345929e-10,5.793453539126858e-08
1980,0.0,3.865902375999042e-08
1981,0.0,2.9097527054489092e-08
1982,0.0,4.221101423951268e-08
1983,0.0,5.5574780777334354e-08
1984,0.0,3.88533569761762e-08
1985,0.0,3.549179261597146e-08
1986,0.0,2.6375736483785772e-08
1987,0.0,4.52200454859053e-08
1988,0.0,3.17817343553628e-08
1989,0.0,6.256459350595378e-08
1990,5.44865097484859e-10,6.156975640436713e-08
1991,0.0,5.0994748423960345e-08
1992,0.0,5.565043803557046e-08
1993,0.0,5.3176390624187775e-08
1994,0.0,5.380424972223352e-08
1995,5.422450821690461e-10,5.585124274176678e-08
1996,0.0,5.2313302134621154e-08
1997,0.0,6.377209560426422e-08
1998,0.0,4.815810550340416e-08
1999,9.140402323914998e-10,4.70730712187617e-08
2000,0.0,4.68311323054138e-08
2001,2.190605918883648e-09,4.600272562882424e-08
2002,0.0,5.3889025242170874e-08
2003,4.1669229178253886e-10,4.291930499888963e-08
2004,4.404791253964646e-10,3.788120539471862e-08
2005,0.0,5.0892369651833747e-08
2006,0.0,4.776752149382446e-08
2007,0.0,4.23414818762069e-08
2008,1.2772318758180745e-09,4.768332412252718e-08
2009,4.76819250749827e-10,3.957599781223564e-08
2010,0.0,5.0544584961897954e-08
2011,0.0,4.894684191292242e-08
2012,0.0,3.880848131743164e-08
2013,2.789125042035323e-10,3.8211013908551195e-08
2014,0.0,3.031623174720721e-08
2015,0.0,4.876466030978577e-08
2016,0.0,3.790552383087231e-08
2017,0.0,1.2427119289171173e-07
2018,0.0,3.0203160750197355e-08
2019,0.0,4.285659604974512e-08
