year,les_DET yeux_NOUN,les_DET vieux_ADJ
1843,8.813111287508946e-05,6.2707767369829526e-06
1844,8.758700801081432e-05,6.711961361816066e-06
1845,8.663304015499307e-05,6.425074218441296e-06
1846,8.527022941962059e-05,6.449904049077304e-06
1847,7.724228885308548e-05,5.751333901571343e-06
1848,7.969114017214451e-05,5.622000742278033e-06
1849,7.812966305209557e-05,6.90631389943519e-06
1850,8.02079159711866e-05,5.994004595777369e-06
1851,7.457421190792957e-05,6.4313804841731326e-06
1852,8.274968490695755e-05,5.948034242919675e-06
1853,8.693998051967355e-05,6.214392158199189e-06
1854,8.869934436006588e-05,5.5946915722415724e-06
1855,9.147036689682864e-05,6.557251310823631e-06
1856,8.653102509015298e-05,5.8781805023500056e-06
1857,8.628359955764608e-05,6.343521135931951e-06
1858,8.937809866438329e-05,6.51788730010594e-06
1859,9.016609351419902e-05,6.468587855579244e-06
1860,9.550981121719815e-05,6.88866197151583e-06
1861,9.041587486535718e-05,6.3802274894442235e-06
1862,9.06741740891448e-05,6.296717401710339e-06
1863,9.127769158112642e-05,6.451551769259822e-06
1864,8.981436417343502e-05,6.276778208302858e-06
1865,9.051920460478868e-05,6.65877286110117e-06
1866,8.949954576564778e-05,6.554467290698085e-06
1867,9.007594735521707e-05,7.277275926753646e-06
1868,8.650509971630527e-05,6.434186047954427e-06
1869,9.100828674490913e-05,6.986362393490708e-06
1870,8.464029565402598e-05,6.862509508209769e-06
1871,8.135715438584157e-05,6.676472082745022e-06
1872,8.745117679609393e-05,6.790557335989433e-06
1873,8.150304461196356e-05,6.3685101849841885e-06
1874,8.316237426697626e-05,6.828380662682321e-06
1875,8.566041378799127e-05,6.848668135717162e-06
1876,8.149363156917389e-05,7.005517204561329e-06
1877,8.399103944611852e-05,6.915861433753889e-06
1878,7.783841533637315e-05,6.717278210999211e-06
1879,8.255775628640549e-05,6.623730541832629e-06
1880,7.843057574064005e-05,6.888274185712362e-06
1881,8.09208345344814e-05,7.081976093559206e-06
1882,8.345586707037e-05,7.094640750437975e-06
1883,7.672056949559192e-05,7.018258031621372e-06
1884,7.999078206921695e-05,7.0572140202784794e-06
1885,7.592507631670742e-05,7.02187571732793e-06
1886,7.549068118350988e-05,7.907429107945063e-06
1887,7.707787062827265e-05,7.448850169566867e-06
1888,7.691546306887176e-05,7.324677994802187e-06
1889,7.488404730793263e-05,8.323860583914211e-06
1890,7.16217475655867e-05,7.645036419035023e-06
1891,7.14715824869927e-05,7.884910019129165e-06
1892,7.144975575101853e-05,7.64695812449645e-06
1893,7.031310201455199e-05,7.382709782177699e-06
1894,6.984815377109044e-05,7.973967854013608e-06
1895,7.112738217074366e-05,7.552759200279979e-06
1896,7.044944459266844e-05,7.828305797374924e-06
1897,6.884611707391741e-05,8.114281172311166e-06
1898,6.837385967628506e-05,7.81871506205789e-06
1899,7.045451070553099e-05,7.849161420381279e-06
1900,6.963849637031672e-05,7.694178748351987e-06
1901,6.706654335175699e-05,7.696811167079431e-06
1902,5.7952152701545856e-05,6.796815057441563e-06
1903,6.513421521958662e-05,8.076569429249503e-06
1904,6.0124858009658055e-05,8.06946206921566e-06
1905,6.228416691556049e-05,7.974404752530972e-06
1906,6.377296722348547e-05,8.031100776406674e-06
1907,6.141326525721524e-05,7.851578857298591e-06
1908,6.458034749812214e-05,8.121964128804393e-06
1909,6.717691326230124e-05,7.918115670690895e-06
1910,6.658811821580457e-05,8.519110792803986e-06
1911,6.24734284428996e-05,8.376928917641635e-06
1912,6.25526474777871e-05,7.882375484769e-06
1913,6.287966948548274e-05,8.07698370408616e-06
1914,6.244579503800196e-05,8.16199144537677e-06
1915,6.146730197542638e-05,7.962617132761807e-06
1916,6.669279355264734e-05,8.212029115384212e-06
1917,6.632822646679415e-05,8.841131489134568e-06
1918,6.494626632047584e-05,9.161533967017021e-06
1919,6.5563562884563e-05,8.94174127097358e-06
1920,6.473122607530968e-05,8.424864859080117e-06
1921,6.642511243626359e-05,8.033927883843717e-06
1922,7.062307281557878e-05,8.229349418797938e-06
1923,6.934443149475555e-05,8.213558999159432e-06
1924,6.705578175569826e-05,8.32670036743366e-06
1925,7.215354935397045e-05,8.41800522266567e-06
1926,6.793683110117854e-05,8.00738598627504e-06
1927,7.906138125690632e-05,8.237047381953744e-06
1928,6.573972859769128e-05,7.687440700010484e-06
1929,6.69271057631704e-05,7.993241524673067e-06
1930,5.9882092728003045e-05,7.944925755509757e-06
1931,5.649871422974684e-05,7.591405619677971e-06
1932,5.6748479892121395e-05,7.1642491548118414e-06
1933,5.341887481336016e-05,7.548842859250726e-06
1934,5.376853982852481e-05,7.5711603813033435e-06
1935,5.556874475587392e-05,7.5280507871866575e-06
1936,5.466063953463163e-05,7.688281584705692e-06
1937,5.427023643278517e-05,7.566002864223265e-06
1938,5.6257363667100435e-05,7.537975648119755e-06
1939,5.375093974180345e-05,7.49714331504947e-06
1940,4.318945343584346e-05,7.282768706318166e-06
1941,5.9903695046159555e-05,8.364558311768633e-06
1942,5.98346550759743e-05,8.471519208796963e-06
1943,6.347052908495243e-05,8.700995863364369e-06
1944,6.66125638417725e-05,7.946209166220797e-06
1945,6.836145803390536e-05,8.11274912848603e-06
1946,6.637861179115134e-05,7.875168421378476e-06
1947,6.748524469912809e-05,8.094271606751136e-06
1948,6.530090445266978e-05,8.048458653320267e-06
1949,5.644779662361543e-05,6.877796238313749e-06
1950,6.450240493904857e-05,7.673413165321108e-06
1951,6.14917671555304e-05,6.912852995810681e-06
1952,5.801645852443471e-05,6.751837872798205e-06
1953,5.524926473299274e-05,6.643142000939406e-06
1954,6.163831540106912e-05,6.8368663619367e-06
1955,5.435393336483685e-05,6.237675052034319e-06
1956,6.056222332517791e-05,6.6926041313308815e-06
1957,5.449274522106862e-05,6.094409002344037e-06
1958,5.624629261546943e-05,6.176884085107304e-06
1959,5.4422652056018705e-05,6.400567656328349e-06
1960,5.847758120580693e-05,5.921465060509945e-06
1961,6.0468440324257244e-05,6.5854652575580985e-06
1962,6.054538835087442e-05,6.376837234256527e-06
1963,5.883267772333056e-05,6.801641461606778e-06
1964,5.8592266896084766e-05,6.3291520291386405e-06
1965,5.662087437485752e-05,6.59545378312032e-06
1966,6.185484744491987e-05,6.4580074194964254e-06
1967,6.165976401462103e-05,6.148621594093129e-06
1968,6.026357323207776e-05,6.948220402591687e-06
1969,5.605664523500309e-05,5.924268691614998e-06
1970,5.0586896350068855e-05,6.1977017935532785e-06
1971,5.2598178626794834e-05,6.0540597814906505e-06
1972,5.0103579724236624e-05,5.989446265175502e-06
1973,4.798417080564832e-05,5.77673512225374e-06
1974,4.225254247103294e-05,5.401111138780834e-06
1975,4.050410507261404e-05,5.3499432510761835e-06
1976,4.190871823084308e-05,5.751236187734321e-06
1977,4.175512412984972e-05,5.9320235550330835e-06
1978,4.649879224416509e-05,6.197819118369807e-06
1979,4.845902003580704e-05,5.667636344242055e-06
1980,4.641186342269066e-05,5.844334907578741e-06
1981,4.859919636146515e-05,5.912490962600714e-06
1982,4.81720808238606e-05,6.1100443531358906e-06
1983,4.9551863867236534e-05,5.8549297250465315e-06
1984,4.831617752643069e-05,5.741018469507253e-06
1985,4.769435213347606e-05,5.659437192662153e-06
1986,4.964093250237056e-05,5.662990417931724e-06
1987,4.6814357347102487e-05,5.518067666798743e-06
1988,4.728402632281359e-05,5.564801824675669e-06
1989,4.927235977447708e-05,5.489219574883464e-06
1990,4.505543870436668e-05,5.5848670967861835e-06
1991,4.573349792735826e-05,5.340381164842256e-06
1992,4.7047210955497576e-05,5.58818550189244e-06
1993,4.831961268791929e-05,5.678795389485458e-06
1994,4.775760294251086e-05,5.5186280292218726e-06
1995,4.967344671058527e-05,5.266284460958559e-06
1996,4.583125905810448e-05,5.117095099649305e-06
1997,4.6466365120068076e-05,5.234586296865018e-06
1998,4.892625133834372e-05,5.21776360074e-06
1999,4.736236405733507e-05,5.076122249647597e-06
2000,4.753625125886174e-05,5.203999251079949e-06
2001,4.7990040002332535e-05,4.896003986232245e-06
2002,5.195164976612432e-05,5.089665137347765e-06
2003,5.528590031644853e-05,5.241155520252505e-06
2004,5.297818597682635e-05,4.845710861900443e-06
2005,5.459625299408799e-05,4.773524153733888e-06
2006,5.898342010368651e-05,5.154362611392571e-06
2007,8.397953433814109e-05,5.14289212105723e-06
2008,8.946285424826783e-05,5.093600691452593e-06
2009,0.00010409154720036895,5.253117535630736e-06
2010,0.0001373334152958705,5.330800433966942e-06
2011,0.00015790594443387818,5.524110008536809e-06
2012,0.00019461126157693798,6.300590769114933e-06
2013,0.00021537344764510635,6.547192015204928e-06
2014,0.00023152636549639283,7.160477593970427e-06
2015,0.00023226097437145654,6.648174576184829e-06
2016,0.00023763904755469412,6.837700766482158e-06
2017,0.00024444798691547476,5.594719596047071e-06
2018,0.0002697570835152874,6.052506876130792e-06
2019,0.00025312073648819933,5.8241602118869196e-06
