year,six_DET yeux_NOUN,six_DET vieux_ADJ
1932,4.7126008873021874e-08,6.575722188983946e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,1.1981580172459871e-08,8.38710612072191e-09
1935,5.98414207075848e-09,1.4361940969820353e-08
1936,8.487299751891442e-09,1.2124714565686645e-08
1937,1.0072894518486919e-08,7.554670666820584e-09
1938,2.593042824905467e-08,0.0
1939,6.117620188206274e-09,0.0
1940,1.2678914584896006e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,2.6129117092210663e-08,2.0322646676618206e-08
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,1.3071024262956144e-08,0.0
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,1.1920871401116528e-08,1.1920871179071924e-08
1948,4.022598543151901e-08,4.348755133776194e-09
1949,9.817008428392171e-09,3.9268033269479474e-09
1950,5.317680740191122e-08,3.190608444114673e-09
1951,1.0661401650402524e-08,3.1984206394497505e-09
1952,1.7926167217297007e-08,0.0
1953,8.619061908632375e-09,4.30953106533849e-09
1954,6.840775279570721e-09,4.886268056836229e-09
1955,1.1262729415761896e-08,0.0
1956,1.1337484284723587e-08,1.0465369904011368e-08
1957,1.0602045463770082e-08,3.5340151360863103e-09
1958,1.4890038368964298e-08,2.481673033738474e-09
1959,1.7051644762844376e-08,1.5501495642666896e-09
1960,5.536666736194462e-09,5.536666791705613e-09
1961,1.1811870370692645e-08,6.25334317660986e-09
1962,9.512934884270408e-09,1.331810839388936e-08
1963,6.466053248388448e-09,3.233026624194224e-09
1964,7.30076216148845e-09,1.2776333546682395e-08
1965,1.2585700037703873e-08,2.188817405102128e-09
1966,1.0524241922382771e-08,5.539074976468328e-09
1967,7.3955032653394426e-09,7.395503098805989e-09
1968,1.5719955559490018e-08,4.0422742653145605e-09
1969,1.0900218838649778e-08,6.358460868938209e-09
1970,1.3336302562283464e-08,5.058597540852361e-09
1971,3.5968783507200897e-09,7.707596449968435e-09
1972,8.721249666887587e-09,3.0780880067027283e-09
1973,8.269805840122046e-09,4.410563025913916e-09
1974,6.750685843659454e-09,1.1251143350321513e-09
1975,8.567220266542108e-09,8.567220266542108e-09
1976,1.542652272590317e-08,7.427584769459372e-09
1977,1.704266816560107e-08,2.938390863960194e-09
1978,1.6633655786080226e-08,7.128709400561206e-09
1979,9.94835469558808e-09,4.096381456264453e-09
1980,1.0801786187730755e-08,2.8425752862659692e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,9.932003885992913e-09,3.103751144983846e-09
1983,1.3893695527400496e-08,2.526126308133314e-09
1984,1.5077422532705498e-08,2.8995041922996734e-09
1985,1.0226448687866707e-08,3.0077789148208467e-09
1986,7.79283104712647e-09,7.193382389747427e-09
1987,7.3329800009958035e-09,1.8332451112712533e-09
1988,3.5979323409485175e-09,5.396898261622596e-09
1989,5.4881220679092735e-09,8.780995486290522e-09
1990,5.44865097484859e-09,2.724325487424295e-09
1991,7.033758464558559e-09,3.5168792322792797e-09
1992,1.1019888557228796e-08,2.2039776670368383e-09
1993,1.1078414630105726e-08,1.661762283333701e-09
1994,7.384897027229442e-09,4.2199412852994556e-09
1995,7.049186012686448e-09,2.1689803286761844e-09
1996,8.007137841659073e-09,4.270473530354479e-09
1997,7.67183128136395e-09,3.3564261370244708e-09
1998,7.629006759657386e-09,3.337690568372409e-09
1999,3.656160929565999e-09,1.3710603763428253e-09
2000,5.743440834038438e-09,1.3254094488601709e-09
2001,4.3812117267449935e-09,3.5049695090716426e-09
2002,7.886198805096e-09,5.257465574004527e-09
2003,7.917153876935146e-09,1.2500769308587678e-09
2004,1.0571498898492848e-08,1.7619165015858584e-09
2005,8.106749493919096e-09,2.702249757291497e-09
2006,6.1768350434476815e-09,7.000412693969338e-09
2007,5.991719120856942e-09,3.5950315224742013e-09
2008,1.1069343108793817e-08,1.2772319035736501e-09
2009,7.629108011997232e-09,4.76819250749827e-10
2010,1.1337103256181535e-08,1.4171379625338432e-09
2011,1.1471915639660324e-08,4.97116342534909e-09
2012,1.6340413022675193e-08,4.765953853791416e-09
2013,2.2591913229064176e-08,5.857162421740725e-09
2014,1.6240838451864192e-08,5.630157590141849e-09
2015,2.2609069727508313e-08,8.866301831611523e-09
2016,1.7606390345648038e-08,6.83542228374634e-09
2017,1.7106156935398076e-08,2.0124890642847504e-09
2018,2.1942467398616827e-08,4.3884932354743e-09
2019,2.423438338894357e-08,5.6121731151215215e-09
