year,six_DET yeux_NOUN,six_DET vieux_ADJ
1800,9.746909768182377e-08,1.8864987794131594e-08
1801,1.6906395927662743e-07,1.904946067554647e-08
1802,4.4756802708434407e-08,1.5664880947952042e-08
1803,3.179053027491108e-07,7.801356893821776e-09
1804,1.433673482154063e-07,0.0
1805,2.2743021688143017e-08,2.842877711017877e-09
1806,4.8988376022407465e-08,1.4408345627714425e-08
1807,0.0,0.0
1808,3.85232588051565e-08,1.1330369531492579e-08
1809,1.1746958428204834e-07,2.9367397402779716e-08
1810,3.042164919975221e-08,4.680253518074551e-09
1811,2.5070768572277302e-08,2.757784400841956e-08
1812,2.6672082320544632e-09,0.0
1813,1.4378708446116661e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,1.5296186006708012e-07,9.270415546325239e-09
1817,1.1987924608547473e-07,1.712560715461109e-08
1818,2.8610825708597076e-08,2.384235475716423e-09
1819,2.7637302579819334e-07,5.175524897538253e-09
1820,1.3053129244156025e-08,8.306536791735653e-09
1821,3.747365440176509e-08,1.4792232772009584e-08
1822,3.8097340393505874e-08,0.0
1823,2.8659792761231984e-08,2.9648060895226536e-08
1824,3.3684450784221553e-09,1.6842225392110777e-09
1825,1.717061319794766e-07,1.584979791857677e-08
1826,2.1139162420524826e-08,7.927186018719112e-09
1827,8.479891278057039e-08,4.055600300034712e-08
1828,2.2013523448549677e-08,2.568244400480424e-08
1829,1.3459886494260331e-07,1.543171707085733e-08
1830,5.4271546368056534e-08,5.218417920005436e-09
1831,4.8332740476553226e-08,2.18276889896174e-08
1832,6.900284432731496e-08,6.764984683549358e-09
1833,5.791814139399776e-08,1.8533806156462163e-08
1834,7.934351486937885e-08,5.600718555598405e-09
1835,4.0084366048631637e-08,2.2689263801112247e-09
1836,6.183090306421946e-08,0.0
1837,6.192522761239161e-08,1.1828414248071795e-08
1838,3.471689069556305e-08,7.574594285131298e-09
1839,4.47454411300896e-08,1.4682097537743743e-08
1840,8.917564464638872e-09,1.210240813120933e-08
1841,1.8619591202195807e-08,5.1364388298225094e-09
1842,1.6770663080478698e-08,3.152884531232303e-08
1843,4.075768533784441e-08,1.7720733214154905e-09
1844,2.7991662321369404e-08,5.488561383160118e-09
1845,4.073566373108406e-08,5.580227946389016e-10
1846,5.151961035565478e-08,1.8734404694242812e-08
1847,1.833696039454935e-08,4.314578916364553e-09
1848,3.298540818263973e-08,8.045221711050488e-10
1849,3.100383594301093e-08,2.3462362719328667e-08
1850,1.5614691761811628e-08,2.9192683825840504e-08
1851,1.5478653025979838e-08,7.739326735034524e-09
1852,3.5156944022674e-08,1.9531636308300904e-09
1853,1.1346670270029335e-08,8.360704573107114e-09
1854,3.221311861700826e-08,1.974352575873084e-08
1855,2.4942604426314574e-08,1.5920811335945473e-08
1856,2.7956822634678247e-08,1.2942972915652717e-08
1857,1.8549735136819123e-08,1.0251168802710708e-08
1858,7.829881631948865e-09,1.9574704079872163e-09
1859,2.3933214521321133e-08,9.165912473463322e-09
1860,2.8378539740359088e-08,1.8766453446783515e-08
1861,1.650587277968185e-08,1.178990971517635e-08
1862,9.487771485128249e-09,1.2198563048571032e-08
1863,3.096664968893492e-08,8.490855130105501e-09
1864,2.7329948748544552e-08,2.1096803859421698e-08
1865,3.2006543193574544e-08,5.6482134525026595e-09
1866,2.8220554781910323e-08,9.731225603104576e-09
1867,2.8631587767335986e-08,1.455843445796745e-08
1868,1.333765986544222e-08,1.3831646938911035e-08
1869,1.7580669364747337e-08,1.5138908904255288e-08
1870,2.5229814681893004e-08,1.2614907340946502e-08
1871,1.3807530230280918e-08,1.274541272522356e-08
1872,1.269941263259966e-08,8.466274681317998e-09
1873,2.095101514498765e-08,1.0176207876355647e-08
1874,2.5093358502203955e-08,4.182226565063729e-09
1875,3.4901315615343265e-08,9.154443425529735e-09
1876,1.045960544843183e-07,7.859819239897092e-09
1877,3.0924081073635534e-08,2.164685564132185e-08
1878,2.7779807343364382e-08,1.4493812816596119e-08
1879,2.3826368433788048e-08,2.443730107160036e-09
1880,1.3477477800449833e-08,1.7969969512421358e-08
1881,2.440377727674914e-08,2.7890030285249168e-09
1882,2.1297232422057277e-08,5.324308105514319e-09
1883,1.895801765572358e-08,8.21514056781325e-09
1884,1.914492120391742e-08,9.242375753615306e-09
1885,4.834226885463977e-08,3.867381359601296e-09
1886,3.549405036551434e-08,1.742435196128156e-08
1887,1.9586773092328258e-08,9.79338704576449e-09
1888,2.789870379160675e-08,7.608737417896805e-09
1889,1.8168895721260014e-08,9.397704836544563e-09
1890,1.5730527991308918e-08,1.3108772956016423e-08
1891,3.505821055682645e-08,7.649063604731055e-09
1892,3.3223116258085383e-08,1.002961980134387e-08
1893,9.853466709230929e-09,6.158416554491453e-10
1894,3.150769600779313e-08,6.9316934414587195e-09
1895,1.1435367763823479e-08,9.629782971032341e-09
1896,2.5357223876198987e-08,4.717623069971921e-09
1897,1.981082675683865e-08,2.330685422435863e-09
1898,2.037007751365394e-08,1.13167097914868e-09
1899,2.1004797901014172e-08,7.185851913504848e-09
1900,4.2047529458244526e-08,2.5955265714472375e-09
1901,6.147612696683069e-09,6.147612863216523e-09
1902,9.329538919189417e-09,1.3748794991386148e-08
1903,1.1880484152015924e-08,1.0800440541913758e-09
1904,1.4511488011237361e-08,1.0749250378694342e-09
1905,1.3934049303276907e-08,4.1286072338664326e-09
1906,1.080278771992127e-08,6.6874399351490865e-09
1907,5.142843484406967e-09,1.1314255088379355e-08
1908,9.822778146428846e-09,1.2278472683036057e-08
1909,5.500983391026892e-09,1.540275351707976e-08
1910,1.6566867433454036e-08,1.1222716866932103e-08
1911,2.1281496231928543e-08,5.3203743632934675e-09
1912,2.4484279492753558e-08,1.40654377034366e-08
1913,2.598464954317592e-08,4.242391771214216e-09
1914,1.6072184472193385e-08,1.4063161746236119e-08
1915,2.709575319670421e-08,4.712304768617059e-09
1916,3.5159878564172686e-08,6.592477230782379e-09
1917,2.960934575302332e-08,4.3865698851064394e-09
1918,1.1486376294556067e-08,2.5270027848023346e-08
1919,7.366278753639932e-09,1.012863304339362e-08
1920,1.9687802055301518e-08,3.028892692213958e-09
1921,1.060184651180407e-08,8.330022505109724e-09
1922,1.4755870914040514e-08,7.377935595798135e-09
1923,1.5923922180860473e-08,4.246379248229459e-09
1924,1.0313299547703991e-08,7.734974438733389e-09
1925,2.0896537389347714e-08,3.299453377181294e-09
1926,1.0031524944054127e-08,7.802296586589819e-09
1927,2.2298450641500267e-08,1.0034302388994831e-08
1928,2.2852082448565625e-08,4.570416489713125e-09
1929,8.912325322185666e-09,2.2280812750352652e-09
1930,9.453243521306831e-09,0.0
1931,1.3686427990933225e-08,5.7026783295555106e-09
