year,cents_ADJ oies_NOUN,cents_ADJ voix_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,5.19088700912107e-08
1805,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.2454987263765815e-08
1818,0.0,5.841376804482934e-08
1819,0.0,0.0
1820,0.0,2.8479554714522237e-08
1821,0.0,1.577838126820552e-08
1822,0.0,9.023054303725075e-09
1823,0.0,4.743689885344793e-08
1824,0.0,2.5263338088166165e-09
1825,0.0,8.805443041381977e-10
1826,0.0,2.906634755106552e-08
1827,0.0,3.6869092223668076e-09
1828,0.0,4.586150570418113e-09
1829,0.0,7.715858174606183e-09
1830,0.0,1.7742621594152297e-08
1831,0.0,2.182768810143898e-08
1832,0.0,8.117981842303834e-09
1833,3.4750886612755494e-09,3.243415847009601e-08
1834,0.0,1.9602515166639023e-08
1835,0.0,9.075705520444899e-09
1836,0.0,1.68018754465038e-08
1837,0.0,9.74104708006962e-09
1838,0.0,1.5149188570262595e-08
1839,0.0,6.292327547896548e-09
1840,6.369688665408546e-10,1.7198159341091923e-08
1841,0.0,1.5409316489467528e-08
1842,0.0,2.683306021822318e-08
1843,0.0,7.088293507706567e-09
1844,0.0,1.920996517412732e-08
1845,0.0,7.812318791877715e-09
1846,0.0,1.7563504428608212e-08
1847,0.0,8.035902965275454e-08
1848,0.0,4.103063133698015e-08
1849,0.0,1.75967720394965e-08
1850,0.0,9.504594444820214e-09
1851,0.0,3.0957306051959677e-08
1852,0.0,1.7578472011337e-08
1853,0.0,8.360704129017904e-09
1854,0.0,1.0391328686409906e-08
1855,0.0,7.429711956774554e-09
1856,0.0,2.329735160344626e-08
1857,0.0,9.763017949637742e-09
1858,0.0,2.1532175153993194e-08
1859,8.147477359443656e-09,4.6338776371612767e-08
1860,5.492620580582752e-09,1.327383358784573e-08
1861,0.0,2.5937801240161207e-08
1862,0.0,1.7168348520613108e-08
1863,0.0,1.39849385405455e-08
1864,0.0,1.821996598039277e-08
1865,0.0,8.001635798393636e-09
1866,0.0,1.751620715140234e-08
1867,0.0,2.0867089389753346e-08
1868,0.0,2.6181332657415624e-08
1869,0.0,2.8324411260882698e-08
1870,0.0,1.548193218070537e-08
1871,0.0,3.3987767267262825e-08
1872,0.0,3.809823923006661e-08
1873,0.0,1.1972009161809183e-08
1874,0.0,1.7923827755339516e-08
1875,0.0,2.2313955128083762e-08
1876,0.0,1.5719638923883394e-08
1877,0.0,1.2988113695655557e-08
1878,6.039088673581716e-10,2.113680963589104e-08
1879,1.832797580370027e-09,1.5273313280772527e-08
1880,0.0,1.4119262203848848e-08
1881,0.0,1.3945014920579979e-08
1882,0.0,1.3310770263785798e-08
1883,6.319338941018771e-10,1.8958017378167824e-09
1884,3.300848483434038e-09,6.601696966868076e-09
1885,0.0,1.0957580620640783e-08
1886,0.0,5.162771099520569e-09
1887,0.0,1.1099172247952538e-08
1888,0.0,1.3315291091942072e-08
1889,0.0,1.7542383545787743e-08
1890,0.0,1.1797895993481688e-08
1891,0.0,1.0198752065093686e-08
1892,0.0,1.0656471260972467e-08
1893,6.158416554491453e-10,1.1700991287000306e-08
1894,0.0,1.1342770278588432e-08
1895,0.0,8.426059849853118e-09
1896,0.0,1.9460195233023114e-08
1897,0.0,1.1070755867592652e-08
1898,0.0,1.2448380992680086e-08
1899,1.1055156790007459e-09,1.3818945987509323e-08
1900,0.0,1.8168686111152965e-08
1901,0.0,1.0059729937950124e-08
1902,0.0,1.6694965410124496e-08
1903,0.0,1.4040573148577096e-08
1904,0.0,4.837162670412454e-09
1905,0.0,1.2385822145688508e-08
1906,0.0,1.2860461140462576e-08
1907,0.0,6.685696440911215e-09
1908,0.0,8.840499887696751e-09
1909,0.0,1.7603147384193107e-08
1910,0.0,1.1757131268552712e-08
1911,1.5961122423746588e-09,1.2236860413850081e-08
1912,0.0,1.4586379215586476e-08
1913,0.0,1.3257474229533273e-08
1914,0.0,8.705766774141921e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,4.394984820521586e-09
1917,0.0,9.869782324756216e-09
1918,0.0,1.9526840588923733e-08
1919,0.0,1.012863304339362e-08
1920,0.0,2.7260034229925623e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,1.770704471937279e-08
1923,0.0,1.2739137744688378e-08
1924,0.0,3.867487219366694e-09
1925,0.0,5.499089184013428e-09
1926,0.0,1.1146138456652466e-09
1927,0.0,1.0034302277972529e-08
1928,0.0,1.7139061725401916e-08
1929,0.0,6.684243825105796e-09
1930,0.0,9.453243521306831e-09
1931,0.0,1.0264820993199919e-08
1932,0.0,6.575722188983946e-09
1933,0.0,9.176529758292418e-09
1934,0.0,7.188948103475923e-09
1935,0.0,1.6755597798123745e-08
1936,0.0,9.699771652549316e-09
1937,0.0,2.0145789036973838e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,1.517105907566929e-08
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,1.5249527862692958e-08
1946,0.0,5.568441707737293e-09
1947,0.0,5.960435700558264e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,1.9634016634739737e-09
1950,0.0,5.317680518146517e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,1.0773827163745864e-08
1954,0.0,7.818028890937967e-09
1955,0.0,1.8771215692936494e-09
1956,0.0,1.2209598665435806e-08
1957,0.0,8.835037590415595e-09
1958,0.0,6.617794756635931e-09
1959,0.0,3.100299128533379e-09
1960,0.0,8.997083078554624e-09
1961,0.0,5.55852741612739e-09
1962,6.341956404476434e-10,8.8787386332001e-09
1963,0.0,1.4225316924409981e-08
1964,0.0,8.517555549758526e-09
1965,0.0,4.924839203113152e-09
1966,1.6617224263271169e-09,3.8773522170743036e-09
1967,4.930335584241163e-10,5.423369309198733e-09
1968,0.0,9.88111459321317e-09
1969,0.0,9.083515273289322e-09
1970,0.0,1.0117195081704722e-08
1971,0.0,4.1107179882260425e-09
1972,0.0,1.3851396474251487e-08
1973,0.0,6.615844760915479e-09
1974,0.0,5.06301445213353e-09
1975,0.0,1.028066431985053e-08
1976,0.0,1.199840671262109e-08
1977,0.0,8.22749424145286e-09
1978,0.0,1.0099005187669263e-08
1979,0.0,1.7555920051037788e-09
1980,0.0,6.253665585376211e-09
1981,0.0,8.223214109648325e-09
1982,0.0,6.2075020679230875e-09
1983,0.0,5.052252838311233e-09
1984,5.799008495621649e-10,5.219107812592938e-09
1985,0.0,8.421781494405423e-09
1986,0.0,1.7983456501724504e-08
1987,0.0,5.49973533381376e-09
1988,0.0,8.395175221664886e-09
1989,0.0,8.232182935330457e-09
1990,0.0,5.448650863826288e-09
1991,0.0,8.7921980806982e-09
1992,0.0,6.060938417817852e-09
1993,0.0,3.877445031719162e-09
1994,0.0,1.4242301560329906e-08
1995,0.0,1.138714633697191e-08
1996,0.0,4.270473752399084e-09
1997,0.0,4.315404922294874e-09
1998,0.0,6.675381136744818e-09
1999,0.0,5.941261704833778e-09
2000,0.0,1.1486881668076876e-08
2001,0.0,6.133696661692056e-09
2002,0.0,8.324320788233308e-09
2003,0.0,1.0000615446870142e-08
2004,4.404791253964646e-10,7.047666006343434e-09
2005,0.0,9.007498746882447e-09
2006,0.0,3.706100981659688e-09
2007,0.0,7.190063211481856e-09
2008,0.0,5.960415716543821e-09
2009,0.0,7.1522885392028e-09
2010,0.0,3.3066551718974324e-09
2011,3.82397197240536e-10,2.6767803529281764e-09
2012,0.0,2.7234021704458655e-09
2013,2.789125042035323e-10,5.020424964641279e-09
2014,0.0,4.980523993225461e-09
2015,0.0,8.201329393386914e-09
2016,0.0,8.078226088059637e-09
2017,0.0,6.289028409156572e-09
2018,5.162933414126769e-10,5.6792268665617485e-09
2019,0.0,5.3570743396846865e-09
