year,dix_DET airs_NOUN,dix_DET verres_NOUN
1900,5.191053142894475e-10,1.038210584169974e-08
1901,5.588738916095792e-10,7.265360757457984e-09
1902,0.0,5.892340837476695e-09
1903,3.2401321625741275e-09,3.7801539676252105e-09
1904,0.0,4.299700151477737e-09
1905,3.096455536422127e-09,4.1286072338664326e-09
1906,3.600929110447737e-09,5.658602919567102e-09
1907,2.057137349353866e-09,1.028568674676933e-09
1908,3.437972351250096e-09,1.5716445034286153e-08
1909,2.7504918342913243e-09,6.601180380094718e-09
1910,2.137660271017694e-09,4.809735609789811e-09
1911,4.25629931299909e-09,3.1922244847493175e-09
1912,5.209421227725386e-10,4.167536982180309e-09
1913,4.772690687104841e-09,4.242391771214216e-09
1914,6.696743715117748e-10,2.0090231145353243e-09
1915,0.0,2.0027295377644805e-08
1916,6.592477230782379e-09,6.592477230782379e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,5.743188147278033e-09,9.189101035644853e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,3.028892692213958e-09,5.300562211374427e-09
1921,3.7863738810983705e-09,7.572747429129834e-10
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,0.0,3.1847844361720945e-09
1924,1.289162443462999e-09,1.1602462102189293e-08
1925,3.299453377181294e-09,9.898360353588487e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,7.998228745975666e-09
1929,0.0,7.798284462623428e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,0.0,3.287861094491973e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,7.180970484910176e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,0.0,2.5182236296217297e-09
1938,1.2965214457594243e-09,3.889564337278273e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,1.161294105322952e-08
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,3.9268033269479474e-09,7.853606653895895e-09
1950,1.0635361480382244e-09,1.701657792452238e-08
1951,0.0,5.330700769690111e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,9.69644453618912e-09
1954,0.0,2.9317608341017376e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,0.0
1957,5.301022731885041e-09,7.068030161150318e-09
1958,8.272243445794913e-10,8.272243445794913e-10
1959,8.525822714489095e-09,3.8753737996444215e-09
1960,0.0,5.536666791705613e-09
1961,0.0,2.08444772553662e-09
1962,3.805173953708163e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,2.5864212993553792e-09
1964,1.2167936658258327e-09,1.3384730435106462e-08
1965,1.6416130677043839e-09,6.566452104284082e-09
1966,5.539074754423723e-10,7.200797402795445e-09
1967,5.916402479044791e-09,9.367637332502454e-09
1968,4.4914158503495116e-10,5.3896989093971115e-09
1969,1.8167031212712459e-09,5.904285033109247e-09
1970,1.3796175313274261e-09,2.2993624781975086e-09
1971,1.0276794970565106e-09,3.083038491169532e-09
1972,2.565073486948677e-09,2.565073486948677e-09
1973,1.102640756478479e-09,1.102640756478479e-09
1974,5.625571675160757e-10,6.750686232237513e-09
1975,1.1422960355389478e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,2.285410694025103e-09
1977,4.11374712072643e-09,3.526069214387917e-09
1978,1.1881182704343018e-09,5.940591241149207e-09
1979,0.0,3.5111840102075575e-09
1980,5.685150683554241e-10,5.116635559687666e-09
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,0.0,1.2415004579935385e-09
1983,1.2630632095778083e-09,1.2630631651688873e-08
1984,3.479405208395292e-09,1.1598016991243298e-09
1985,1.2031116103372597e-09,4.812446441349039e-09
1986,1.7983456945813714e-09,4.795588426365072e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,4.197587610832443e-09
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,3.814055737905164e-09,3.2691906959314565e-09
1991,2.344586080837985e-09,8.206051504977552e-09
1992,2.7549720282848966e-09,5.5099441120809445e-09
1993,1.661762283333701e-09,4.4313659408601325e-09
1994,0.0,8.439882792643516e-09
1995,1.626735190995987e-09,4.337960657352369e-09
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,0.0,5.274383929609883e-09
1998,2.3840645013706308e-09,1.1920323395031573e-08
1999,1.3710603763428253e-09,2.7421207526856506e-09
2000,0.0,8.83606254831193e-09
2001,3.066848330846028e-09,6.133696300869573e-09
2002,8.76244299341522e-10,3.9430991805033955e-09
2003,4.1669229178253886e-10,1.0833999308790254e-08
2004,3.0833537945085254e-09,2.642874807889939e-09
2005,1.3511248786457486e-09,3.1526248278623825e-09
2006,4.1178899179428186e-10,5.353256948836815e-09
2007,1.5977917877663117e-09,7.589511019645556e-09
2008,1.2772318758180745e-09,1.064359922420266e-08
2009,3.814554005998616e-09,7.629108011997232e-09
2010,2.3618964561933353e-09,5.668551683601919e-09
2011,1.1471915639660324e-09,9.177532400705957e-09
2012,2.0425516833455504e-09,1.021275786161624e-08
2013,2.789125042035323e-10,1.0877587441893155e-08
2014,8.661780737106994e-10,1.1260315124772546e-08
2015,1.329945265027277e-09,1.64026575655285e-08
2016,1.0356699942093428e-09,1.49136482330281e-08
2017,5.031222660711876e-10,2.113113528601218e-08
2018,2.5814667070633845e-10,1.2649186809099433e-08
2019,1.53059265262101e-09,8.163160536422964e-09
