year,aux_ADP yeux_NOUN,aux_ADP vieux_ADJ
1800,3.5525915563994204e-05,3.710114087063232e-07
1801,3.640590210807204e-05,3.1669727462713126e-07
1802,3.013923094385973e-05,3.6924362234458386e-07
1803,3.072759488986776e-05,2.847495312874315e-07
1804,3.60321719199419e-05,2.892065562587476e-07
1805,3.384161607300484e-05,3.809456246006704e-07
1806,3.091166399826761e-05,3.4291863570956593e-07
1807,2.8720083264488494e-05,4.2419631363088683e-07
1808,3.115625190730498e-05,3.2631466151400446e-07
1809,3.07928455072215e-05,4.043664674213687e-07
1810,3.9059055211509985e-05,3.0655659610800967e-07
1811,2.7114034764963435e-05,2.9834212789126013e-07
1812,2.7826983568957075e-05,3.947468067977411e-07
1813,3.295887449894508e-05,3.134558328454773e-07
1814,3.4383739489385334e-05,2.0768068509369186e-07
1815,3.430598565046239e-05,2.6972236688571627e-07
1816,3.066421697894839e-05,2.0394913846644158e-07
1817,3.429013736422348e-05,2.5844097573113345e-07
1818,3.4840833279758954e-05,4.2081754836331697e-07
1819,3.736832661616063e-05,3.229527525405729e-07
1820,3.428701131724665e-05,4.4973964463679295e-07
1821,3.6753767972186324e-05,2.52454106397515e-07
1822,3.3558745712980453e-05,4.6619113902579556e-07
1823,3.2219534261912486e-05,3.953074642071286e-07
1824,3.3167395031341584e-05,4.328452023472096e-07
1825,3.443544648007446e-05,4.1913909809565553e-07
1826,3.087462789608253e-05,3.3558419154644525e-07
1827,2.995337223410388e-05,2.894223755656178e-07
1828,3.177927248998458e-05,4.182569404709291e-07
1829,3.303587550362863e-05,4.2351488360736766e-07
1830,3.366296937201696e-05,4.112113307641607e-07
1831,3.0487044341498404e-05,6.174117750390451e-07
1832,3.404005167340074e-05,4.3160602825054184e-07
1833,3.230326478842471e-05,7.70311288533776e-07
1834,3.1475105288336636e-05,6.310143056964534e-07
1835,3.2047827744463575e-05,5.339540010140809e-07
1836,3.0221868428270682e-05,6.169648649745341e-07
1837,2.9352557874062768e-05,5.907249238656931e-07
1838,2.8857941060778103e-05,5.093914516862696e-07
1839,3.083310468809941e-05,5.173691910442813e-07
1840,3.2254192888103717e-05,5.758198700078765e-07
1841,3.1049772587721236e-05,4.847514105676964e-07
1842,3.257868797845731e-05,6.641182364042209e-07
1843,3.359850995821034e-05,6.745692691101368e-07
1844,3.509111695620959e-05,6.992426949126163e-07
1845,3.355725880282989e-05,6.372620438566123e-07
1846,3.277408450230723e-05,5.948173154024516e-07
1847,3.189930146163533e-05,6.417936182501194e-07
1848,2.969813203890226e-05,4.617957278796325e-07
1849,3.090998552579549e-05,5.840452361738357e-07
1850,3.0018224606465083e-05,5.471930686340443e-07
1851,3.083154251726228e-05,7.23627029186602e-07
1852,3.1054000487529265e-05,5.436305317019219e-07
1853,3.189130984537769e-05,6.00776358883337e-07
1854,3.408355723877321e-05,5.476230102718915e-07
1855,3.365500174368208e-05,6.596523007829092e-07
1856,3.329295111598185e-05,5.984830782068684e-07
1857,3.0984402314970794e-05,7.419893637283792e-07
1858,3.1430612693839066e-05,6.640718569483894e-07
1859,3.4402213714201935e-05,6.630009912189649e-07
1860,3.416867741634633e-05,8.074152194614825e-07
1861,3.418696246626496e-05,7.56912162502843e-07
1862,3.222227701371594e-05,6.849267270014892e-07
1863,3.261437313994975e-05,7.412017470898036e-07
1864,3.349500900640123e-05,6.736592701450661e-07
1865,3.231248490465077e-05,6.59428914140392e-07
1866,3.251591886055394e-05,6.763201945148012e-07
1867,2.998940465204214e-05,7.599502520605483e-07
1868,2.976718781155796e-05,6.204481957094998e-07
1869,3.214967148323922e-05,7.100636745249744e-07
1870,2.900625997881434e-05,6.490943325054843e-07
1871,2.6847150365938433e-05,8.114579230777963e-07
1872,2.9111286039551487e-05,7.057245081654173e-07
1873,2.6478492372916662e-05,5.950088393102959e-07
1874,2.5575509198461077e-05,6.321136432063668e-07
1875,2.7142352791997837e-05,7.569580597888148e-07
1876,2.5868478019219765e-05,6.844088966673212e-07
1877,2.692497741918487e-05,6.79092773347989e-07
1878,2.6181865450780606e-05,6.661114628769838e-07
1879,2.7359391879144823e-05,7.239550616766621e-07
1880,2.5916546860571543e-05,6.629635258548205e-07
1881,2.607787621400348e-05,6.84003006012901e-07
1882,2.627812250466377e-05,7.307612843732159e-07
1883,2.46334145685978e-05,6.799608951446601e-07
1884,2.525479249015916e-05,7.360892118057905e-07
1885,2.283366404753906e-05,6.619668131424561e-07
1886,2.4327623350473004e-05,7.260146603904616e-07
1887,2.3269739472198125e-05,8.494131211733702e-07
1888,2.353192382997804e-05,8.014536936329364e-07
1889,2.4507335410817177e-05,7.944193480824424e-07
1890,2.3258240844370448e-05,8.127439472538356e-07
1891,2.3143518092183513e-05,7.897658722555434e-07
1892,2.3080663027030823e-05,8.525177106477599e-07
1893,2.2561358377970464e-05,8.418555252909243e-07
1894,2.260362168726715e-05,8.759139840108787e-07
1895,2.34569481563085e-05,9.172368380383489e-07
1896,2.343597202525416e-05,8.562486100149869e-07
1897,2.288674795636325e-05,8.617709355007719e-07
1898,2.338428316761565e-05,1.021333097650512e-06
1899,2.360607686568983e-05,1.0165216135504807e-06
1900,2.36997528872962e-05,9.60344839207039e-07
1901,2.342296306778735e-05,8.841385064073393e-07
1902,1.994950139305729e-05,7.350694737340291e-07
1903,2.2685244971398788e-05,8.597150484845884e-07
1904,2.2075198558013653e-05,8.653146279513635e-07
1905,2.244930112738075e-05,1.0032515547209186e-06
1906,2.2909625499778485e-05,9.74822970345457e-07
1907,2.208645469181647e-05,9.200547004262205e-07
1908,2.2727452346771315e-05,9.886626299859813e-07
1909,2.303976884832082e-05,8.52102338910754e-07
1910,2.28467791885123e-05,1.011647682291894e-06
1911,2.2669582676826394e-05,9.30001401666658e-07
1912,2.3243916643878038e-05,8.611173245576254e-07
1913,2.2886112105879874e-05,9.041597204273444e-07
1914,2.260017117805546e-05,8.906668895747316e-07
1915,2.2438816813519225e-05,9.377486608341812e-07
1916,2.4620704948574712e-05,8.44935839516836e-07
1917,2.5796319619075803e-05,9.398225762069501e-07
1918,2.5110367914749077e-05,1.0016120386424632e-06
1919,2.4684399136276625e-05,8.811911094142033e-07
1920,2.419858083158033e-05,9.662167954616052e-07
1921,2.313171489731758e-05,8.723805007271324e-07
1922,2.4495483671671536e-05,8.82401085977591e-07
1923,2.5159797814922058e-05,8.779389295554552e-07
1924,2.492208807325369e-05,1.0390648799152302e-06
1925,2.5588360585970804e-05,1.0107326025021734e-06
1926,2.4676436396475765e-05,8.381895932885186e-07
1927,2.7008997903976706e-05,8.963976638742821e-07
1928,2.3616484327249054e-05,8.123915060664899e-07
1929,2.4935570650086447e-05,8.321883564477162e-07
1930,2.3326403606915846e-05,8.633962220727653e-07
1931,2.3000042347121052e-05,8.189046152295987e-07
1932,2.3626568577128637e-05,8.581317434419589e-07
1933,2.313632637651608e-05,8.109758398155975e-07
1934,2.2342052034218796e-05,8.363142889322717e-07
1935,2.227656659670174e-05,9.012117736517666e-07
1936,2.25265067683722e-05,1.0875869023152518e-06
1937,2.2687935143039795e-05,8.788600647235967e-07
1938,2.2296279780675832e-05,9.425710647548158e-07
1939,2.2603077127314464e-05,1.3825821447710496e-06
1940,2.1412150204014324e-05,1.5772569481597998e-06
1941,2.17702823874788e-05,2.110324464510427e-06
1942,2.383373407610634e-05,1.3441558479598825e-06
1943,2.554556567702093e-05,1.3993594105699003e-06
1944,2.6084646037816128e-05,2.589827962751201e-06
1945,2.9313950903997466e-05,2.026008678157609e-06
1946,2.7179563858226174e-05,2.709046988513819e-06
1947,2.92228234002323e-05,2.969489004911452e-06
1948,2.5893574957081e-05,3.1289293715985877e-06
1949,2.426960861612315e-05,3.872809706706448e-06
1950,2.5678016754682176e-05,3.1884814291061048e-06
1951,2.5348548319925612e-05,3.5854294297976708e-06
1952,2.4660077883709164e-05,2.556060383795966e-06
1953,2.509439889308851e-05,2.395021738266223e-06
1954,2.5673429036032758e-05,1.907599081363287e-06
1955,2.4343450490960095e-05,2.477800428835053e-06
1956,2.5293054022768047e-05,2.1811575727781474e-06
1957,2.3808659875612648e-05,1.4383441531151675e-06
1958,2.4038311721596983e-05,1.291297198946495e-06
1959,2.3967637503119477e-05,1.2432199305578706e-06
1960,2.4468606511618418e-05,1.263052075373139e-06
1961,2.5465003091085237e-05,1.3270983973967532e-06
1962,2.6243650268042984e-05,1.2151187966935595e-06
1963,2.5953443810067256e-05,1.1768217085261767e-06
1964,2.541091043894994e-05,1.1529119641195962e-06
1965,2.6164575388065714e-05,1.0353106461025163e-06
1966,2.6143879495066358e-05,1.0125428104856837e-06
1967,2.7533952106750803e-05,8.923907639513118e-07
1968,2.820429517669254e-05,9.193927983375261e-07
1969,2.528668983359239e-05,9.015389341726632e-07
1970,2.5275052394135855e-05,8.466252521266426e-07
1971,2.5303010147581517e-05,8.591400733060084e-07
1972,2.4767323679952824e-05,9.064969530570011e-07
1973,2.397196055881068e-05,8.203647441362705e-07
1974,2.2268262796387717e-05,7.701407471749633e-07
1975,2.247010502287594e-05,7.938957615749587e-07
1976,2.3097503913049877e-05,9.090221073648763e-07
1977,2.3405458136949164e-05,8.427305218106085e-07
1978,2.5308701992798888e-05,7.372273640449123e-07
1979,2.5209715886376216e-05,6.858512680008033e-07
1980,2.4442169205940445e-05,7.424807053624249e-07
1981,2.5263611632908578e-05,7.679216933453858e-07
1982,2.6062198458021157e-05,7.337267495799438e-07
1983,2.521074156902614e-05,7.231036924792988e-07
1984,2.5814865466600168e-05,5.90918982190658e-07
1985,2.6186926788795972e-05,6.743440557066549e-07
1986,2.6982378813045216e-05,6.725812471408688e-07
1987,2.6681660074245883e-05,7.577413008164058e-07
1988,2.650416899996344e-05,7.021964578690643e-07
1989,2.6783134217112092e-05,6.514401027502004e-07
1990,2.6650441441233852e-05,5.824607951510075e-07
1991,2.708290071495867e-05,5.380825172096593e-07
1992,2.7523273956830963e-05,5.906660200949432e-07
1993,2.807602686516475e-05,6.159598786581455e-07
1994,2.7429619194663246e-05,6.129464922288719e-07
1995,2.830573589562846e-05,6.013497713119875e-07
1996,2.8444558438422973e-05,5.962648916835178e-07
1997,2.932077973127889e-05,5.758668244482124e-07
1998,2.9665870215467294e-05,5.116202448363083e-07
1999,2.8829285156461992e-05,5.433968954804413e-07
2000,3.0417263815252227e-05,5.332563906002008e-07
2001,2.990352368215099e-05,5.761293286887792e-07
2002,3.063656754420663e-05,5.108504113060519e-07
2003,3.1162332561507355e-05,5.521172958822262e-07
2004,3.165811517646944e-05,5.003842908912759e-07
2005,3.170999934809515e-05,5.0622145852941e-07
2006,3.1874115620667e-05,4.908524640079293e-07
2007,3.251626048950129e-05,5.24075733476792e-07
2008,3.320419637020677e-05,4.93437271487096e-07
2009,3.30020902765682e-05,4.453491695421974e-07
2010,3.5001417018065695e-05,4.870230627673777e-07
2011,3.2876600926101673e-05,4.3899197943453316e-07
2012,3.491844086056517e-05,5.38212338252464e-07
2013,3.7968918377373484e-05,5.832060629984426e-07
2014,4.0067881855065934e-05,6.110886063837029e-07
2015,3.892239942615561e-05,5.967021201591649e-07
2016,3.904662344211829e-05,6.075240541747462e-07
2017,3.886644662998151e-05,4.7268336977879244e-07
2018,3.941280010621995e-05,4.7679690462487656e-07
2019,3.916148966709443e-05,4.936161337454337e-07
