year,les_DET allées_NOUN,les_DET vallées_NOUN
1800,1.3677115120458438e-06,5.3262145485177825e-06
1801,1.083438094795497e-06,4.876662060837589e-06
1802,1.1010173750491958e-06,4.9187725039701036e-06
1803,1.2657701198293125e-06,8.179722662760014e-06
1804,1.6882742115420513e-06,5.465262352899458e-06
1805,1.5522112830623769e-06,7.0389652755409315e-06
1806,1.2967511171524393e-06,4.47811382287e-06
1807,1.1814864011583381e-06,4.68039412204746e-06
1808,1.1851567243148509e-06,5.80794746696256e-06
1809,2.118970672038145e-06,6.991699265768148e-06
1810,9.734927104432245e-07,5.990724705640105e-06
1811,1.1682978140470368e-06,7.345735014041566e-06
1812,9.655293835564294e-07,4.638275306945161e-06
1813,1.1416693865839989e-06,5.878015997495822e-06
1814,9.314164444162998e-07,3.8641196127287e-06
1815,1.2110533802456303e-06,5.696535970045602e-06
1816,6.396586744727983e-07,6.248260234542613e-06
1817,9.93285225181495e-07,5.041156287077797e-06
1818,8.535563198464047e-07,5.458706912264688e-06
1819,5.610269049327599e-07,5.093751507700972e-06
1820,8.377735696285527e-07,5.051561000612992e-06
1821,8.678109624238317e-07,4.0205285714023375e-06
1822,9.754924406024656e-07,4.2378277669286035e-06
1823,1.09796654168548e-06,5.233870927767725e-06
1824,6.795837714790309e-07,4.425294799048629e-06
1825,1.0487282338100812e-06,5.213702891637695e-06
1826,7.962417987172898e-07,5.017908849325181e-06
1827,1.068281964222706e-06,4.713713561699251e-06
1828,7.126878334151598e-07,5.496042689401293e-06
1829,8.804651954186227e-07,5.704591447219798e-06
1830,9.988052114273671e-07,6.686880830386599e-06
1831,1.055524607940228e-06,6.22400933814049e-06
1832,1.3976457928777108e-06,4.746313141623659e-06
1833,1.3657098181241167e-06,6.8123317866763955e-06
1834,1.179884677071641e-06,6.0319738572900405e-06
1835,1.2274891787456e-06,5.873494004049462e-06
1836,1.0659109892507956e-06,5.886032706570177e-06
1837,1.171013004785948e-06,5.546830633917921e-06
1838,1.175324592317395e-06,5.952368780981487e-06
1839,9.438491626045931e-07,5.906398371280375e-06
1840,9.433508836309557e-07,5.738452378167835e-06
1841,9.964691307651208e-07,6.573357593353535e-06
1842,1.1102178909538907e-06,6.191057959625823e-06
1843,1.030165270532457e-06,4.939949638682606e-06
1844,1.0549014337613016e-06,4.9100670924673295e-06
1845,1.262805613855278e-06,5.524425571223901e-06
1846,1.1381150315514788e-06,4.898461344993166e-06
1847,1.070015583692907e-06,6.438969819555496e-06
1848,1.0764506827576348e-06,6.928545090545413e-06
1849,1.1965804276314884e-06,5.943518992523877e-06
1850,1.088276031069313e-06,5.471251768085494e-06
1851,1.1531596690872448e-06,6.579072334034208e-06
1852,1.1953361447325506e-06,5.153747864028446e-06
1853,1.1997610762648492e-06,5.159749008498693e-06
1854,1.0843352256095784e-06,5.153060072871085e-06
1855,1.3070986106811233e-06,5.091475433260939e-06
1856,1.1778105633020175e-06,4.867593510482493e-06
1857,1.2848132109333221e-06,5.588839817605162e-06
1858,1.2924198049546476e-06,5.539641200869028e-06
1859,1.338223176716724e-06,5.217440740779011e-06
1860,1.3507270164581087e-06,5.455087736194741e-06
1861,1.2417132793096641e-06,5.023444511920161e-06
1862,1.4190995192286948e-06,5.780311747471956e-06
1863,1.4154754990336471e-06,4.947172108415998e-06
1864,1.2662876187619077e-06,6.278696218942059e-06
1865,1.2600222554226548e-06,5.838840344551954e-06
1866,1.3127424010050959e-06,5.168740795369331e-06
1867,1.7062484953811463e-06,5.851519894406465e-06
1868,1.4384913296083823e-06,5.839918991057402e-06
1869,1.3571299568582162e-06,5.65218495296449e-06
1870,1.3176843660644977e-06,6.161235532431419e-06
1871,1.3446410740414194e-06,4.6457028730628736e-06
1872,1.2953401082871352e-06,5.594393591934477e-06
1873,1.2780119469368856e-06,5.765719727435226e-06
1874,1.343689615573851e-06,5.082002546785702e-06
1875,1.36115125126679e-06,5.3936836508228225e-06
1876,1.341610671445892e-06,6.403334436910768e-06
1877,1.297574396375012e-06,5.503867761547099e-06
1878,1.3877826106067914e-06,6.01251657172952e-06
1879,1.5389390233266909e-06,6.09588493460933e-06
1880,1.4607018496981539e-06,5.922388346846219e-06
1881,1.7319709293417418e-06,6.461422636050429e-06
1882,1.609272116454008e-06,5.9126440472567765e-06
1883,1.591209580098507e-06,5.503512085169859e-06
1884,1.6147751225048523e-06,5.859666018181997e-06
1885,1.5289048320710208e-06,5.537445726844226e-06
1886,1.551412665889984e-06,5.664850519337961e-06
1887,1.7027435532668278e-06,5.637726474105875e-06
1888,1.6789947423490048e-06,5.158090225165779e-06
1889,1.8031063193646446e-06,5.777708899756817e-06
1890,1.625487879408638e-06,5.334614961327588e-06
1891,1.5081404196592985e-06,4.856518366125329e-06
1892,1.6185299021032051e-06,5.852283294416338e-06
1893,1.6061150152069104e-06,6.085131335709093e-06
1894,1.6377701026470959e-06,5.729359671136081e-06
1895,1.7941489698358737e-06,5.600922669657393e-06
1896,1.8127466727690944e-06,5.931821490889888e-06
1897,1.6524559924846471e-06,5.871579098482016e-06
1898,1.6805313771683927e-06,5.857529089325908e-06
1899,1.919175248943361e-06,5.165522111383325e-06
1900,1.72342963544736e-06,6.1903310637489994e-06
1901,1.6604143171505825e-06,5.610534998368166e-06
1902,1.5015648262561854e-06,4.9927766418988995e-06
1903,1.8684761897702629e-06,6.4721638324272135e-06
1904,1.742453495268137e-06,5.914237405590939e-06
1905,1.6184140445574258e-06,5.791919885922425e-06
1906,1.7433640824293661e-06,6.113348668179697e-06
1907,1.7511381376067447e-06,5.51569958773257e-06
1908,1.9296848163818936e-06,6.219783152516811e-06
1909,1.8235760208540341e-06,5.5790976993819186e-06
1910,2.1825510820860927e-06,6.082177797850363e-06
1911,1.8477659757820675e-06,6.152480587218179e-06
1912,1.779017324565757e-06,5.355285168207047e-06
1913,1.9096065919654848e-06,5.231399207161758e-06
1914,1.7645919854203385e-06,5.407620385255996e-06
1915,1.658731266118707e-06,6.863471934792642e-06
1916,1.77996888162113e-06,5.190477295968776e-06
1917,1.881838439743433e-06,5.90761276697549e-06
1918,1.9239679787119712e-06,5.388259083360936e-06
1919,1.9612717014894088e-06,5.559698827539705e-06
1920,1.8188500998661539e-06,4.985557325198897e-06
1921,1.7992847540782009e-06,4.955606030421222e-06
1922,1.871782242091058e-06,5.124714135718023e-06
1923,1.911932260512117e-06,4.565919303090027e-06
1924,1.8770205265639106e-06,5.3203736101181676e-06
1925,1.9521766319030576e-06,5.496889318834519e-06
1926,1.9661787682423437e-06,5.273238294023486e-06
1927,2.1239273344519916e-06,5.519981300494692e-06
1928,2.122958539629849e-06,5.20113412605383e-06
1929,1.959597540235336e-06,4.485127554687551e-06
1930,1.8223751929724585e-06,5.433514296271369e-06
1931,1.5978905061331261e-06,5.417544336694391e-06
1932,1.8872321838614425e-06,5.198108162574044e-06
1933,1.564598331782463e-06,5.089532706392674e-06
1934,1.7313383455785925e-06,5.696043139380436e-06
1935,1.6779534917077399e-06,4.808856495230884e-06
1936,1.7750582586018027e-06,5.479158360799374e-06
1937,1.6670640619054211e-06,4.981046135554834e-06
1938,1.4365457978726681e-06,4.861955268609108e-06
1939,1.5492873517430894e-06,5.5593874748183225e-06
1940,1.4225742184237333e-06,5.682689376840244e-06
1941,1.5082177817760112e-06,6.570044860154667e-06
1942,1.6111664447038265e-06,6.647958194605508e-06
1943,1.8667801917615634e-06,7.043248633209487e-06
1944,2.001814916496869e-06,5.259985714545223e-06
1945,2.1240413694556537e-06,4.993131089037206e-06
1946,1.7791171416092766e-06,4.9378154898249704e-06
1947,1.7988594116502554e-06,4.841065468497163e-06
1948,1.7199326309835783e-06,4.649906614417887e-06
1949,1.6198063956807118e-06,5.97364978460746e-06
1950,1.7909948226702e-06,5.859020486553845e-06
1951,1.7154196001456512e-06,5.437314829492834e-06
1952,1.4762725450978564e-06,5.84182133422928e-06
1953,1.5417347309920615e-06,4.835293914595695e-06
1954,1.6388543144785217e-06,5.5273466266214655e-06
1955,1.682839474881348e-06,4.162517150518852e-06
1956,1.6465515866315172e-06,5.521354538018386e-06
1957,1.5947243481306828e-06,4.808027359359812e-06
1958,1.648658168207362e-06,5.0419323720518605e-06
1959,1.5827027350923117e-06,4.369096689771368e-06
1960,1.6035571022143813e-06,4.7691464608590195e-06
1961,1.6494930221711002e-06,4.455854615059707e-06
1962,1.7357934378736672e-06,4.181886030352189e-06
1963,1.6578960106983232e-06,4.621288091755105e-06
1964,1.5398523443010959e-06,4.211322981007015e-06
1965,1.5332665199707662e-06,4.302667534261673e-06
1966,1.7126818754320539e-06,3.998657970072372e-06
1967,1.5565068949285887e-06,3.985683278528995e-06
1968,1.7494065289724858e-06,4.199922972958348e-06
1969,1.4783421402597696e-06,3.8464147920080904e-06
1970,1.2770658894822873e-06,3.5607928339231876e-06
1971,1.476775483233439e-06,3.320946177609585e-06
1972,1.4810733848236168e-06,3.5551917179077464e-06
1973,1.3540428938085824e-06,3.354233211183555e-06
1974,1.3973919479326469e-06,3.5519859267196807e-06
1975,1.2279682266580494e-06,3.505706448692081e-06
1976,1.479803419357495e-06,3.472681598282179e-06
1977,1.4386361790741375e-06,3.260438614205441e-06
1978,1.4875241145517748e-06,3.89108738829691e-06
1979,1.5074683705762482e-06,3.4298415982902952e-06
1980,1.6418714849919525e-06,3.718088564141908e-06
1981,1.607954690285851e-06,3.39239221247567e-06
1982,1.5940866120445207e-06,3.169550687687206e-06
1983,1.5788290266272043e-06,3.03766691445162e-06
1984,1.7744965497001886e-06,3.52985638940595e-06
1985,1.9003147997409542e-06,2.7280555592312794e-06
1986,1.761779259368268e-06,2.9127205145584867e-06
1987,1.732416553323901e-06,2.9136373740357158e-06
1988,1.9278920255771936e-06,2.6073015666483457e-06
1989,1.8643150543340425e-06,2.8203459017106525e-06
1990,1.8449131733433433e-06,3.2610175395575425e-06
1991,1.7648872301379015e-06,2.4694353406573555e-06
1992,1.87393202288888e-06,2.8850066833285837e-06
1993,1.6800415725271023e-06,2.9828631866735122e-06
1994,1.8056073649574955e-06,2.55781199243188e-06
1995,1.761754306883745e-06,2.603318620231221e-06
1996,1.6895061918376086e-06,2.413885196617116e-06
1997,1.8081547636938922e-06,2.5791737243707757e-06
1998,1.7370294678187292e-06,2.4689372395414466e-06
1999,1.7554142921483162e-06,2.5533713845504735e-06
2000,1.9275871494528474e-06,2.5403681789271104e-06
2001,1.7783338162047357e-06,2.4762608532569175e-06
2002,1.8615809693756091e-06,2.1831627421420308e-06
2003,1.9042838061977818e-06,2.4547343144831757e-06
2004,1.86014333714013e-06,2.042942243818402e-06
2005,1.8424839689501482e-06,2.076678841334001e-06
2006,2.0317669129354954e-06,2.3175484002990743e-06
