year,grands_ADJ airs_NOUN,grands_ADJ verres_NOUN
1938,1.8410604241125839e-07,6.093650739558143e-08
1939,1.3611705185212486e-07,8.258787431714154e-08
1940,9.128818589942966e-08,8.875240098404902e-08
1941,2.095566884463551e-07,1.269146139293298e-07
1942,1.8205270180260413e-07,9.406056733496371e-08
1943,1.7129087837020052e-07,8.419382169222445e-08
1944,2.217098398205053e-07,1.124615138792251e-07
1945,2.2220741868750338e-07,1.5031677946808486e-07
1946,2.0603233963356615e-07,1.2111360092603718e-07
1947,2.0980732529096713e-07,9.536697120893223e-08
1948,2.272224577382076e-07,1.0980606646171509e-07
1949,1.6688913717644027e-07,5.693864935096826e-08
1950,1.744199238373767e-07,6.912984673590472e-08
1951,2.260217115690466e-07,1.0021717855579482e-07
1952,1.9191543287888635e-07,8.646739502182754e-08
1953,2.1978607378514425e-07,8.080370861307529e-08
1954,1.9935973227802606e-07,9.283909463420059e-08
1955,2.2337746941047953e-07,7.602342577683885e-08
1956,2.4244772589554486e-07,8.721141853129666e-08
1957,1.8995331174664898e-07,1.1132147648140744e-07
1958,2.33277262395859e-07,6.700517474200751e-08
1959,1.5734018177226972e-07,7.440718263751478e-08
1960,2.2285082934558886e-07,9.758375085766602e-08
1961,2.36237411854745e-07,1.0352757584541905e-07
1962,2.2070008753871662e-07,1.2557073603147728e-07
1963,2.0368067055187566e-07,1.2156179707289994e-07
1964,2.0989691051909176e-07,9.308471504709814e-08
1965,2.1122087900948827e-07,8.481666924353704e-08
1966,2.1823954909905297e-07,7.533141399562737e-08
1967,1.7502691207482712e-07,1.0550918005947096e-07
1968,2.2771477858896105e-07,7.859977557700404e-08
1969,1.7531185392272164e-07,7.039724891910737e-08
1970,1.8164963933031686e-07,6.944074470993655e-08
1971,1.9268991025001014e-07,6.834068955186012e-08
1972,2.195702819562939e-07,6.258779450263319e-08
1973,1.5492102534153673e-07,6.670976659961525e-08
1974,1.2995070619581384e-07,6.63817445456516e-08
1975,1.4164470485411584e-07,6.396857799018107e-08
1976,1.3769599149782152e-07,4.8564977817022736e-08
1977,1.5749775172935188e-07,6.405691976851813e-08
1978,1.770296194081311e-07,5.524750079644036e-08
1979,2.0481907370140107e-07,5.910493072747158e-08
1980,1.6259531321338727e-07,5.571447658780926e-08
1981,1.903990352047913e-07,5.69299452024552e-08
1982,1.7877606239835586e-07,6.207502423194455e-08
1983,2.2419372669446602e-07,7.199460583251494e-08
1984,1.8208886842785432e-07,5.625038212997424e-08
1985,1.8467763140961324e-07,4.692135391337615e-08
1986,1.810334566698657e-07,6.833713683818132e-08
1987,1.9799045958279748e-07,4.949761489569937e-08
1988,2.044824896074715e-07,7.075933439182336e-08
1989,1.5531385599842906e-07,8.287064190426463e-08
1990,2.010552151432421e-07,8.172976606601878e-08
1991,1.641210189973208e-07,5.8028504668072856e-08
1992,2.0552091939407546e-07,5.56504353710352e-08
1993,1.678379817349196e-07,5.317639306667843e-08
1994,1.8989736361163523e-07,5.802419167366679e-08
1995,1.908702671471474e-07,6.127369545083639e-08
1996,1.804275200356642e-07,5.071187558769452e-08
1997,1.7069824309601245e-07,5.4661796866639634e-08
1998,1.8166572601785447e-07,6.532336982445486e-08
1999,1.5447280077296455e-07,7.86074565439776e-08
2000,1.7672125807166594e-07,4.948195453380322e-08
2001,1.6429544302809518e-07,5.2136421402337874e-08
2002,2.2431854063142964e-07,5.739400066318012e-08
2003,1.875115316352094e-07,7.333784424190526e-08
2004,1.9028698261536192e-07,6.827426091149391e-08
2005,1.8600485418573953e-07,6.935774621297242e-08
2006,1.9848229726449063e-07,8.029885378846302e-08
2007,2.3407649507589667e-07,1.1743769334771059e-07
2008,2.954663216314657e-07,9.068346429330632e-08
2009,2.8418426722964796e-07,1.2778755831277522e-07
2010,3.40113103902695e-07,1.426585498620625e-07
2011,3.793380187744333e-07,1.9693455044489383e-07
2012,4.6263795638878946e-07,2.767657463209616e-07
2013,4.805662570106506e-07,2.6078319592670596e-07
2014,5.755753136327257e-07,2.7371225996830617e-07
2015,5.06930803112482e-07,2.431583254747238e-07
2016,5.350271408133267e-07,2.7175980221727514e-07
2017,4.311757777486491e-07,2.5382519197592046e-07
2018,5.137118819220632e-07,2.6460034519004694e-07
2019,4.859631417275523e-07,2.482111085555516e-07
