year,avez_VERB ôté_VERB,avez_VERB oté_VERB,avez_VERB voté_VERB
1840,6.879263736436769e-08,0.0,9.108654808187566e-08
1841,1.001605554051821e-07,6.420548537278137e-10,1.1878015016009158e-07
1842,7.915753030829364e-08,1.341653010911159e-09,1.25444557852461e-07
1843,3.839492279666956e-08,1.1813822142769936e-09,1.1223131224369354e-07
1844,4.7750482679020934e-08,5.488561272137815e-10,1.4325145514249016e-07
1845,7.365900955846882e-08,1.1160455892778032e-09,1.8414752389617206e-07
1846,3.688335681317767e-08,0.0,1.609987805295532e-07
1847,6.741529290366088e-08,1.0786447290911383e-09,1.6557196147459763e-07
1848,6.91889070481011e-08,0.0,7.264835062414932e-07
1849,5.614208120618969e-08,0.0,9.066527013601444e-07
1850,4.616517301769818e-08,1.3577992064028876e-09,5.940371465840144e-07
1851,4.901573547044791e-08,1.2898877521649865e-09,2.3346967736870283e-07
1852,3.385483537954315e-08,0.0,1.1393454713015672e-07
1853,7.1663180278847e-08,0.0,1.4929830172150105e-07
1854,6.754363823802123e-08,4.1565315633818045e-09,8.157193320812439e-08
1855,4.2986190607052777e-08,0.0,7.80119790988465e-08
1856,2.9509978460851016e-08,0.0,9.111852961041222e-08
1857,4.1004675210842834e-08,4.881509085841174e-10,7.908045063231839e-08
1858,5.725600971118183e-08,0.0,1.0912897607795458e-07
1859,4.7357211485632433e-08,5.092173349652285e-10,8.249320870845622e-08
1860,6.957319698130959e-08,0.0,7.140406665939736e-08
1861,8.347255686658173e-08,9.431927461278633e-10,1.0045003051573076e-07
1862,5.2860439581081664e-08,4.517986262886353e-10,2.042129807477977e-07
1863,3.845858032036631e-08,0.0,1.1537574096109893e-07
1864,3.8837296045812764e-08,0.0,1.769254680539234e-07
1865,5.695281757311932e-08,4.706844358715045e-10,1.1531768961958733e-07
1866,4.962925004292629e-08,0.0,1.2018064410312945e-07
1867,4.124889585455094e-08,0.0,1.94112459439566e-07
1868,4.841076517436704e-08,0.0,2.1241459080556524e-07
1869,5.811387637777443e-08,9.767038289254515e-10,1.7776009997305664e-07
1870,3.956493799250893e-08,0.0,1.404841896146536e-07
1871,4.460894587055009e-08,2.1242354542039266e-09,5.53363349808933e-07
1872,3.8702971494330995e-08,0.0,5.273279839457246e-07
1873,3.8909028887701425e-08,0.0,5.47120805549639e-07
1874,4.002988163165355e-08,0.0,6.117999760135717e-07
1875,3.2612703648737806e-08,0.0,6.539705736940959e-07
1876,2.9625471853478302e-08,0.0,3.669931061267562e-07
1877,3.64904160221613e-08,0.0,2.4368173967559414e-07
1878,2.3552445327368332e-08,6.039088673581716e-10,2.9048015903754276e-07
1879,3.604501941367744e-08,0.0,3.1340837836069113e-07
1880,3.786529134686134e-08,1.2835692508872398e-09,2.8623594516830053e-07
1881,3.2073533162702006e-08,0.0,5.229380803939421e-07
1882,2.9283693692150337e-08,0.0,3.181274053076777e-07
1883,2.7173157945981075e-08,0.0,4.3224278556408535e-07
1884,2.6406787867472303e-08,0.0,2.9773653409392864e-07
1885,1.9981470700258797e-08,0.0,3.8029250504223455e-07
1886,3.355801325710672e-08,0.0,3.2525457527299295e-07
1887,1.7628096316002484e-08,0.0,3.081652550918079e-07
1888,2.3460273723685532e-08,1.268122939990235e-09,3.639512726749672e-07
1889,2.7566601445982997e-08,0.0,3.771612284708681e-07
1890,2.1629475099871343e-08,0.0,3.945740729704994e-07
1891,1.3385862196457765e-08,6.374220040683554e-10,4.614935278368648e-07
1892,2.193979398157353e-08,0.0,4.757800979859894e-07
1893,2.278614097406262e-08,0.0,4.341683563779952e-07
1894,1.1972924873759894e-08,0.0,3.7809235209351755e-07
1895,2.2268872967856623e-08,0.0,3.6833921512879897e-07
1896,6.486732040400511e-09,0.0,3.084146271703503e-07
1897,2.155884004650943e-08,5.826713556089658e-10,3.565948816230957e-07
1898,1.9804241802034994e-08,5.6583548957434e-10,3.174337166456098e-07
1899,1.0502398950507086e-08,1.1055156790007459e-09,2.973837069930596e-07
1900,1.245852754294674e-08,0.0,2.4917054020079377e-07
1901,1.2854099118442264e-08,5.588738916095792e-10,3.2079361744763446e-07
1902,1.2275709337927765e-08,0.0,2.558257961027266e-07
1903,1.0260418292773466e-08,1.6200660812870638e-09,3.9421607311851403e-07
1904,1.3974025492302644e-08,0.0,3.4773825063894037e-07
1905,1.4966200723165457e-08,0.0,4.0769995734990516e-07
1906,1.1317205839134203e-08,0.0,2.5463714337092824e-07
1907,1.8514235478050978e-08,5.142843373384665e-10,3.270848480951827e-07
1908,2.0627833663411366e-08,4.911389073214423e-10,2.7307322625347297e-07
1909,1.320236009405562e-08,1.6502950117569526e-09,2.9870341222704155e-07
1910,2.1911017000775246e-08,5.344150677544235e-10,4.302041247683519e-07
1911,1.702519725199636e-08,0.0,2.277120074722916e-07
1912,2.2921453179947093e-08,0.0,2.484893855125847e-07
1913,6.363587878865928e-09,0.0,1.787107493100848e-07
1914,1.2054139020278853e-08,0.0,2.772451921373431e-07
1915,1.0602685840410686e-08,0.0,2.1323178600596293e-07
1916,3.2962386153911893e-09,0.0,2.010705486554798e-07
1917,5.483212106582869e-09,0.0,2.1603855770990776e-07
1918,9.189101035644853e-09,0.0,2.297275329965487e-07
1919,3.6831393490643904e-09,0.0,1.3259301567813964e-07
1920,7.572231730534895e-09,0.0,1.5144463816341158e-07
1921,3.0290989716519334e-09,7.572747429129834e-10,1.5978497458490892e-07
1922,1.475587119159627e-08,0.0,1.6157679283423931e-07
1923,7.431163684401554e-09,0.0,2.2611969541230792e-07
1924,1.0313299547703991e-08,0.0,3.3904973406606587e-07
1925,1.0998178368026856e-08,0.0,2.5075846110667044e-07
1926,8.916910765321973e-09,0.0,2.3183967812201445e-07
1927,8.919379901328739e-09,0.0,1.0814748208076708e-07
1928,1.0283437212876834e-08,0.0,1.199734356305271e-07
1929,1.1140405931087116e-08,0.0,1.5596569369336066e-07
1930,3.361153133596417e-08,0.0,1.3129503884101723e-07
1931,1.1405356659111021e-09,0.0,1.653776706689314e-07
1932,1.4247397928102146e-08,0.0,1.36994202648566e-07
1933,6.882397318719313e-09,0.0,1.0208889023033407e-07
1934,4.7926320689839486e-09,0.0,1.0304158593044122e-07
1935,5.98414207075848e-09,0.0,3.111753699158726e-08
1936,4.849885826274658e-09,0.0,1.200346702034949e-07
1937,6.295559185076627e-09,0.0,1.397614113329837e-07
1938,1.8151300906765755e-08,0.0,7.130867629712156e-08
1939,1.5294050470515685e-09,0.0,6.72938256229827e-08
1940,3.0429394115571995e-08,0.0,5.0715659227762444e-08
1941,3.5418032950929046e-08,0.0,3.5418032950929046e-08
1942,1.8205270180260413e-08,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,0.0,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0,3.534504600111177e-08
1945,4.357008087652048e-09,0.0,5.664110602765504e-08
1946,9.744772988540262e-09,1.3921104269343232e-09,8.213451252458981e-08
1947,1.3112957830685446e-08,0.0,1.9431020348292805e-07
1948,1.522064252412747e-08,0.0,2.533149938699353e-07
1949,1.8652315247891238e-08,9.817008317369869e-10,2.0026696745389927e-07
1950,1.808011518278363e-08,0.0,2.4674039877936593e-07
1951,1.9190522948520083e-08,5.330700769690111e-09,1.4712733786836907e-07
1952,2.1089607837865287e-09,0.0,1.212652449567031e-07
1953,1.1851209791302608e-08,0.0,8.511323557058859e-08
1954,1.4658803948464083e-08,0.0,7.427127712844594e-08
1955,1.3139850985055546e-08,9.385607846468247e-10,1.0324168897568597e-07
1956,1.1337483840634377e-08,8.72114158667614e-10,7.238547539145657e-08
1957,1.236905244894615e-08,0.0,4.59421976017893e-08
1958,1.3235589513271862e-08,0.0,1.0340304612554974e-07
1959,1.4726420971555854e-08,0.0,1.1858644199946866e-07
1960,9.689166802218097e-09,0.0,5.4674583083169637e-08
1961,5.55852741612739e-09,6.948159270159238e-10,3.61304266505158e-08
1962,8.8787386332001e-09,0.0,6.84931293903901e-08
1963,1.2285501505004959e-08,0.0,5.6254663149957196e-08
1964,1.6426714211092985e-08,6.083968329129164e-10,8.456716216187488e-08
1965,1.2038495533772675e-08,2.188817349590977e-09,5.690925064527619e-08
1966,8.862519607077957e-09,0.0,3.932743197765376e-08
1967,1.4791006641701188e-08,4.930335584241163e-10,6.360132687177611e-08
1968,1.3025106326836067e-08,0.0,3.638046663922978e-08
1969,2.3162964879475112e-08,0.0,9.128932987323424e-08
1970,7.817832603507213e-09,0.0,9.657322408429536e-08
1971,1.7470551227916076e-08,2.569198631618974e-09,5.292549332125418e-08
1972,1.1799337507056862e-08,0.0,6.925698414761428e-08
1973,1.4885650045926013e-08,5.513203782392395e-10,6.119655893144227e-08
1974,7.313243344242437e-09,0.0,6.581918654546826e-08
1975,7.4249242310031605e-09,0.0,4.283610266497817e-08
1976,1.0284348483935446e-08,0.0,4.285145038807059e-08
1977,3.526069214387917e-09,0.0,4.995264646368014e-08
1978,1.544553818177974e-08,0.0,3.089107636355948e-08
1979,1.1118749476679568e-08,1.1703946700691858e-09,2.63338808537128e-08
1980,1.2507331170752423e-08,0.0,3.411090432337005e-08
1981,5.69299452024552e-09,0.0,5.060439534076977e-08
1982,8.690503427999374e-09,0.0,3.786576385778062e-08
1983,5.68378455412244e-09,6.315316047889041e-10,2.7155859783078995e-08
1984,6.378909400694965e-09,1.1598016991243298e-09,3.653375202361531e-08
1985,9.02333674446254e-09,0.0,2.285912081845254e-08
1986,2.3977941854269602e-09,0.0,3.057187569766029e-08
1987,6.110816741511371e-09,0.0,2.749867533680117e-08
1988,7.795519785247507e-09,0.0,3.058242370457265e-08
1989,9.329808037250586e-09,0.0,2.798942233539492e-08
1990,5.448650863826288e-09,0.0,3.0512445903241314e-08
1991,5.8614650910726596e-09,0.0,2.6376593353916178e-08
1992,3.30596661157756e-09,0.0,3.250866953408149e-08
1993,3.323524566667402e-09,0.0,2.9911721100006616e-08
1994,7.384897138251745e-09,0.0,1.9517228722065738e-08
1995,9.760411145975922e-09,0.0,3.0907969517102174e-08
1996,3.736664311304594e-09,0.0,2.5089033073300016e-08
1997,6.233362714880286e-09,0.0,3.260528202986279e-08
1998,6.198567881199324e-09,0.0,2.0026142522056034e-08
1999,5.941261704833778e-09,0.0,2.1936966021485205e-08
2000,7.510653432518666e-09,0.0,1.9439339027371716e-08
2001,1.1829271784336015e-08,0.0,3.066848108801423e-08
2002,7.886198361006791e-09,1.3143663935011318e-09,2.4972962364699924e-08
2003,2.083461403401543e-09,0.0,2.9168459647621603e-08
2004,7.047666006343434e-09,0.0,2.1583476339515073e-08
2005,6.7556245042510454e-09,0.0,3.512924706683407e-08
2006,7.823991232669414e-09,0.0,3.6237430833807593e-08
2007,9.98619853476157e-09,0.0,2.75619083112133e-08
2008,9.366367237362283e-09,0.0,3.065356679599063e-08
2009,1.2397300963584712e-08,4.76819250749827e-10,2.9085974517784052e-08
2010,1.6533276081531767e-08,9.447586046817946e-10,1.9367551118421034e-08
2011,1.4913490886669933e-08,0.0,2.4855816960211996e-08
2012,1.974466634635519e-08,0.0,1.8042539906559796e-08
2013,1.8687137171014e-08,0.0,2.3149738126448938e-08
2014,2.1004817440939405e-08,0.0,3.053277808362509e-08
2015,2.571227497583095e-08,0.0,2.8150507702662253e-08
2016,2.1334802369210593e-08,0.0,2.6927420293532123e-08
2017,1.4842107098900215e-08,2.515611330355938e-10,2.7168601590688013e-08
2018,1.8328414341794996e-08,0.0,2.9945013579890656e-08
2019,2.2958889900337454e-08,0.0,3.469343212714193e-08
