year,nos_DET oies_NOUN,nos_DET voix_NOUN
1921,4.543648568500203e-09,1.5902770122977472e-07
1922,3.6889677978990676e-09,1.667413451755806e-07
1923,6.369568872344189e-09,1.7728633761038282e-07
1924,3.867487219366694e-09,2.2947092226388577e-07
1925,5.499088961968823e-09,2.2656246301266947e-07
1926,1.1146138456652466e-09,1.6719207884818843e-07
1927,7.804457635707251e-09,1.9288158981112247e-07
1928,9.14083297942625e-09,1.5539415976206783e-07
1929,3.342121912552898e-09,1.615358957707258e-07
1930,4.201441416995522e-09,1.9116558469534084e-07
1931,0.0,1.6651820544666407e-07
1932,2.1919073223131136e-09,1.238427627114902e-07
1933,2.2941324395731044e-09,1.1126542398542938e-07
1934,2.3963160344919743e-09,1.4857159236214557e-07
1935,1.196828414151696e-09,1.3643844276600703e-07
1936,0.0,1.3094691686532656e-07
1937,5.036447148221157e-09,1.2842940311230677e-07
1938,0.0,1.2705910190646819e-07
1939,3.058810094103137e-09,1.376464506819275e-07
1940,0.0,1.0903866409783802e-07
1941,5.9030051957620344e-09,2.2136269350880866e-07
1942,3.034211770724937e-09,2.39702728777047e-07
1943,5.806470415592457e-09,1.9451676003257035e-07
1944,0.0,1.960043523041577e-07
1945,4.357008087652048e-09,2.8538404350797464e-07
1946,0.0,2.3805087678852033e-07
1947,1.1920870957027319e-09,1.7166054622208549e-07
1948,1.4133454406817236e-08,1.935196110025572e-07
1949,2.945102384188658e-09,1.668891469464029e-07
1950,1.0635361480382244e-09,2.3291441975104021e-07
1951,4.264560815592233e-09,1.9936820905286368e-07
1952,2.1089607837865287e-09,2.1405951500241827e-07
1953,6.464296431474281e-09,1.4652404622950144e-07
1954,4.886268056836229e-09,1.6711036199268392e-07
1955,1.8771215692936494e-09,1.6424813864546195e-07
1956,3.488456634670456e-09,2.145400852526791e-07
1957,1.7670075402875796e-09,1.5814716824991137e-07
1958,8.272243445794913e-10,1.9191605460378014e-07
1959,3.8753740216890264e-09,1.7284167608266898e-07
1960,6.228750015768725e-09,1.9378333249164825e-07
1961,4.86371165564492e-09,1.730091625518071e-07
1962,2.5367825617905737e-09,1.718670219474916e-07
1963,2.5864212993553792e-09,2.3471773147321073e-07
1964,1.2167936658258327e-09,1.8069385543384442e-07
1965,1.6416130677043839e-09,1.833134497530864e-07
1966,1.6617224263271169e-09,2.0051450988489705e-07
1967,1.9721342336964653e-09,2.2186510051369623e-07
1968,1.1228539820162808e-08,2.7756950871093977e-07
1969,4.995933444718048e-09,2.0846668213891917e-07
1970,2.7592350626548523e-09,2.221184125517084e-07
1971,6.166076982339064e-09,2.3842163798803995e-07
1972,4.104117490300041e-09,2.2367439989068316e-07
1973,2.205281512956958e-09,1.7752516612290492e-07
1974,2.2502286700643026e-09,1.7776806160441083e-07
1975,2.2845920710778955e-09,1.7591358414392744e-07
1976,3.4281161798155324e-09,2.079723770975761e-07
1977,7.052138428775834e-09,2.1097646296652783e-07
1978,2.3762365408686037e-09,2.1980188513737176e-07
1979,2.9259866751729646e-09,1.9487070801460504e-07
1980,2.8425752862659692e-09,1.6430085203467115e-07
1981,5.692994575756671e-09,1.6319918305640613e-07
1982,2.483000915987077e-09,2.0174383141835506e-07
1983,1.89459470334441e-09,2.5387570445900565e-07
1984,1.739702604197646e-09,2.4065885462221104e-07
1985,2.4062232206745193e-09,2.0091964358925907e-07
1986,2.3977942409381114e-09,2.241937622216028e-07
1987,2.4443267410134695e-09,2.2182265091430509e-07
1988,4.797243047249822e-09,1.918897236663497e-07
1989,5.488122178931576e-10,2.0525577504315606e-07
1990,3.8140557934163155e-09,2.3265739379496608e-07
1991,5.861465035561508e-09,2.1452962073453818e-07
1992,1.65298330578878e-09,2.2590770853980757e-07
1993,2.2156829704300662e-09,1.872252068935154e-07
1994,1.5824779264761446e-09,1.9991972344257647e-07
1995,3.795715575183323e-09,2.136445598210912e-07
1996,2.6690460952494277e-09,2.1459131005485688e-07
1997,1.438468344439059e-09,1.8843935833956493e-07
1998,5.2449422582867555e-09,2.2648613473563728e-07
1999,3.1991408688814005e-09,2.1982667153253033e-07
2000,2.6508188977203417e-09,2.2266879007304397e-07
2001,6.1336963841363e-09,2.0285010826626149e-07
2002,4.819343757400674e-09,2.2913787844913713e-07
2003,4.583615376141381e-09,2.1084630397183446e-07
2004,6.607187019724847e-09,2.3301345564163967e-07
2005,5.854874363109275e-09,2.3689723249731287e-07
2006,1.2353669753828456e-09,2.4419086486204833e-07
2007,1.1983438685803094e-09,2.137046575256818e-07
2008,8.514879357157668e-10,2.120204971589601e-07
2009,5.245011536203492e-09,2.3602553156365502e-07
2010,2.3618964561933353e-09,2.853171032768387e-07
2011,5.353560705856353e-09,2.829739287335542e-07
2012,7.489356135259584e-09,3.128508296867949e-07
2013,9.761937924679387e-09,3.486406221497873e-07
2014,6.71287994635783e-09,3.637947969536981e-07
2015,5.098123256885856e-09,3.335946061611139e-07
2016,4.55694829093467e-09,3.6994132557310877e-07
2017,3.018733624182701e-09,3.6275115178341366e-07
2018,4.388493513030056e-09,4.2026277213835783e-07
2019,6.377469385920875e-09,3.7474008962590233e-07
