year,grosses_ADJ oies_NOUN,grosses_ADJ voix_NOUN
1800,3.144164484325529e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,7.4155526164076946e-09,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,2.8469551160981155e-09
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,4.670620334934483e-09
1818,0.0,0.0
1819,0.0,1.035105001712111e-09
1820,0.0,0.0
1821,1.97229765852569e-09,0.0
1822,0.0,0.0
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,8.421112696055388e-10,0.0
1825,0.0,4.4027217427355936e-09
1826,0.0,4.403992281964975e-09
1827,0.0,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,1.0436835840010872e-09
1831,0.0,7.795603274018958e-09
1832,0.0,2.705993873419743e-09
1833,0.0,5.791814139399776e-09
1834,0.0,1.7735608537350345e-08
1835,5.294161553592858e-09,1.8151411040889798e-08
1836,0.0,9.409050427677812e-09
1837,0.0,1.6698937344017395e-08
1838,0.0,3.9135404250600914e-08
1839,0.0,2.7965900706306e-09
1840,6.369688665408546e-10,1.1465439264668476e-08
1841,0.0,1.2841097074556274e-08
1842,0.0,5.366612043644636e-09
1843,0.0,1.8902115428431898e-08
1844,0.0,1.0977122322231025e-08
1845,0.0,3.4039391749729475e-08
1846,0.0,2.2247105491146613e-08
1847,0.0,9.168480197274675e-09
1848,0.0,5.63165514222419e-09
1849,0.0,5.02764896381791e-09
1850,0.0,1.2220192857625989e-08
1851,0.0,1.2898877521649865e-08
1852,0.0,9.765818376195057e-09
1853,0.0,4.299791100947914e-08
1854,5.195664454227256e-10,1.8184826089395756e-08
1855,0.0,2.5473298137512757e-08
1856,1.0354378465748937e-09,5.177189343896771e-09
1857,0.0,6.8341128311999455e-09
1858,2.936205500958522e-09,4.404308473482388e-09
1859,5.092173349652285e-10,2.189634606963864e-08
1860,0.0,2.5632230560290736e-08
1861,4.715963730639317e-10,1.8863854478468056e-08
1862,0.0,8.584174260306554e-09
1863,0.0,2.597202808374277e-08
1864,0.0,2.8768367688059016e-09
1865,0.0,1.694463946932956e-08
1866,0.0,1.8489329178805747e-08
1867,0.0,4.85281148598915e-09
1868,0.0,4.939874287401835e-09
1869,0.0,3.906815315701806e-09
1870,0.0,5.734048791339319e-09
1871,0.0,1.805600113868877e-08
1872,0.0,1.2094679036067646e-08
1873,0.0,9.577607151811662e-09
1874,0.0,4.779687312606029e-09
1875,0.0,5.721527140956084e-10
1876,0.0,2.8416270225761764e-08
1877,0.0,1.9172929910382663e-08
1878,1.2078177347163432e-09,5.435179861734696e-09
1879,0.0,1.4051448005147904e-08
1880,0.0,5.776061406947974e-09
1881,2.7890030285249168e-09,7.669758161910067e-09
1882,0.0,1.5307385581309063e-08
1883,0.0,1.8958017378167824e-08
1884,0.0,7.2618666635548834e-09
1885,6.445635691854079e-10,7.090199094506033e-09
1886,0.0,2.3877817056927597e-08
1887,0.0,1.3057849024278312e-08
1888,1.268122939990235e-09,5.706553452000662e-09
1889,0.0,1.2530273707511697e-08
1890,0.0,1.1797895993481688e-08
1891,1.2748440081367107e-09,6.3742202627281586e-09
1892,6.268512375839919e-10,1.6298132621272998e-08
1893,3.079208221734575e-09,1.2932674486876294e-08
1894,0.0,2.2685540557176864e-08
1895,0.0,1.5648398132839247e-08
1896,1.179405795248556e-09,2.5946928161602045e-08
1897,2.330685422435863e-09,1.631479840114025e-08
1898,5.6583548957434e-10,2.3765091228256097e-08
1899,1.1055156790007459e-09,1.9346524382513053e-08
1900,0.0,1.8168686111152965e-08
1901,2.794369402536745e-09,1.900171220370339e-08
1902,4.910283846193408e-10,1.2275709337927765e-08
1903,1.6200660812870638e-09,2.052083658554693e-08
1904,0.0,1.289910045443321e-08
1905,5.160759042333041e-10,1.909480928929952e-08
1906,5.144184522798412e-10,1.3374879870298173e-08
1907,2.5714217422034835e-09,1.7485668024619372e-08
1908,0.0,1.276961114626829e-08
1909,5.500983557560346e-10,1.5952851484257735e-08
1910,0.0,1.5498036631811374e-08
1911,0.0,6.916486494645824e-09
1912,0.0,1.1460726589973547e-08
1913,5.30298971401777e-10,1.5378670781274195e-08
1914,1.3393487430235496e-09,3.080502253283157e-08
1915,1.1780761921542648e-09,3.7698438148936475e-08
1916,1.0987462051303964e-09,1.648119329900055e-08
1917,3.289927441585405e-09,1.0966424213165737e-08
1918,3.44591288836682e-09,2.2972752589112133e-08
1919,0.0,7.366278698128781e-09
1920,1.514446346106979e-09,1.8930579770426448e-08
1921,0.0,2.2718241510233383e-08
1922,0.0,1.696925089333945e-08
1923,0.0,9.554353752605493e-09
1924,5.156649773851996e-09,1.0313299547703991e-08
1925,2.1996355847875293e-09,1.6497267552040284e-08
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,5.574612327308159e-09,6.020581366783517e-08
1928,2.2852082448565625e-09,2.0566874425753667e-08
1929,0.0,1.893869061575515e-08
1930,0.0,2.3107928015519974e-08
1931,4.5621426636444085e-09,1.0264820993199919e-08
1932,2.1919073223131136e-09,1.2055489939655217e-08
1933,0.0,2.1794258842078307e-08
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,0.0,2.0346082152400413e-08
1936,0.0,8.487299751891442e-09
1937,0.0,1.510934133364117e-08
1938,0.0,9.075650453382877e-09
1939,0.0,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,1.8205270180260413e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,1.927911696952833e-08
1945,4.357008087652048e-09,3.267756198965799e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,1.1920871401116528e-08
1948,0.0,1.6307831529616124e-08
1949,0.0,1.9634017078828947e-08
1950,8.508289184305795e-09,1.4889506516624351e-08
1951,1.0661401761424827e-09,1.8124383771578323e-08
1952,0.0,9.490323193972472e-09
1953,1.0773827385790469e-09,1.6160740301529586e-08
1954,0.0,1.5636057781875934e-08
1955,0.0,2.2525458831523792e-08
1956,0.0,1.2209598665435806e-08
1957,7.951533653738352e-09,1.3252556385623393e-08
1958,0.0,1.0753916868111446e-08
1959,7.750747821333448e-10,1.7826719656000023e-08
1960,6.920833350854139e-10,2.2146666722733244e-08
1961,6.948159270159238e-10,1.598076693198891e-08
1962,1.9025869768540815e-09,9.512934440181198e-09
1963,0.0,1.7458344103715717e-08
1964,6.083968329129164e-10,1.5818317322668918e-08
1965,5.472043373977442e-10,1.641613067704384e-08
1966,0.0,3.821961414018915e-08
1967,4.930335584241163e-10,2.415864486238206e-08
1968,1.7965663401398047e-09,1.661823922916028e-08
1969,4.5417578031781147e-10,2.4525492747784483e-08
1970,3.219107425067591e-09,1.4256047897731605e-08
1971,5.138397485282553e-10,2.209510974182649e-08
1972,5.130146862875051e-10,1.3851396474251487e-08
1973,0.0,1.268036875501366e-08
1974,5.625571675160757e-10,1.1251143128276908e-08
1975,0.0,1.9419033492340532e-08
1976,5.713526873840635e-10,1.428381679602353e-08
1977,2.938390863960194e-09,1.7630345183761165e-08
1978,5.940591352171509e-10,1.128712323605896e-08
