year,grosses_ADJ oies_NOUN,grosses_ADJ voix_NOUN
1979,5.851973350345929e-10,1.345953837272873e-08
1980,0.0,1.0233271119375331e-08
1981,6.325549528618524e-10,1.4548763971333756e-08
1982,1.2415004579935385e-09,1.3035754697909852e-08
1983,0.0,1.2630632539867293e-08
1984,5.799008495621649e-10,7.538710988796993e-09
1985,0.0,1.9249785765396155e-08
1986,5.994485463567401e-10,1.1988970705090196e-08
1987,1.2221633705067347e-09,9.166225112267057e-09
1988,0.0,8.395175221664886e-09
1989,5.488122178931576e-10,4.939309850016116e-09
1990,2.724325431913144e-09,1.5801088437683575e-08
1991,5.861465202094962e-10,9.37834432335194e-09
1992,0.0,1.3774860363469088e-08
1993,5.539207426075166e-10,2.3818591543545153e-08
1994,0.0,8.967375286772494e-09
1995,1.0844901643380922e-09,1.2471637056421514e-08
1996,5.338092190498855e-10,1.2811421257197253e-08
1997,4.79489448146353e-10,1.5343662340683295e-08
1998,0.0,8.10582001520288e-09
1999,4.570201161957499e-10,1.7366764026860437e-08
2000,8.836062992401139e-10,5.743440834038438e-09
2001,4.3812117822561447e-10,1.1829271784336015e-08
2002,3.066854992184176e-09,1.7963008858146168e-08
2003,2.083461403401543e-09,1.750107614384433e-08
2004,1.7619165015858584e-09,9.250062049659391e-09
2005,9.007499190971657e-10,1.0808999029165989e-08
2006,8.235779835885637e-10,1.2353670086895363e-08
2007,0.0,1.1583990655594789e-08
2008,1.2772318758180745e-09,1.6604014163590364e-08
2009,1.430457752249481e-09,1.0966842545201416e-08
2010,2.3618964561933353e-09,1.4171378737160012e-08
2011,1.1471915639660324e-09,2.7150200310188666e-08
2012,2.7234021704458655e-09,3.1319125071149756e-08
2013,1.9523875849358774e-09,3.0401462680629265e-08
2014,3.031623174720721e-09,4.980524082043303e-08
2015,1.994917786518613e-09,3.546520588315616e-08
2016,1.4499380585064614e-09,3.127723502416302e-08
2017,2.0124890642847504e-09,2.3646746782901573e-08
2018,5.162933414126769e-10,4.181976009931532e-08
2019,7.65296326310505e-10,3.7244422657067844e-08
