year,telles_ADJ oies_NOUN,telles_ADJ voies_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,0.0
1802,0.0,2.4616241489638924e-08
1803,0.0,3.705644502360883e-08
1804,0.0,4.943701892301533e-09
1805,0.0,1.7057265822018053e-08
1806,0.0,4.610670600868616e-08
1807,0.0,3.4163463169534225e-08
1808,0.0,4.078933102391602e-08
1809,0.0,3.840352036377226e-08
1810,0.0,1.4040760554223652e-08
1811,0.0,7.521229861140455e-09
1812,0.0,2.6672083208723052e-08
1813,0.0,5.7514832008109806e-08
1814,0.0,2.2026739543434815e-08
1815,0.0,2.697223555614414e-09
1816,0.0,6.952811659743929e-09
1817,0.0,1.5568733857662664e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,4.243930362690662e-08
1820,0.0,2.1359666035891678e-08
1821,0.0,5.423818549843418e-08
1822,0.0,6.015369535816717e-08
1823,0.0,8.30145694408202e-08
1824,0.0,3.452656116564867e-08
1825,0.0,5.0191026446100295e-08
1826,0.0,4.1397527184017235e-08
1827,0.0,8.111200600069424e-08
1828,0.0,2.7516904310687096e-08
1829,0.0,5.401101077495696e-08
1830,0.0,2.5048406016026092e-08
1831,0.0,3.1182413096075834e-08
1832,0.0,2.705993829010822e-08
1833,0.0,4.40177885252524e-08
1834,0.0,3.080395316601425e-08
1835,0.0,7.865611451052246e-08
1836,0.0,3.965242711956307e-08
1837,0.0,7.653680000885288e-08
1838,0.0,5.680945847075236e-08
1839,0.0,4.194885150354821e-08
1840,0.0,1.7198159341091923e-08
1841,0.0,2.8250413564023802e-08
1842,0.0,2.4820581145945653e-08
1843,0.0,4.666459574309556e-08
1844,0.0,2.5247381074677833e-08
1845,0.0,4.910600637231255e-08
1846,0.0,1.5807152919933287e-08
1847,0.0,3.020205241455187e-08
1848,0.0,2.574470947536156e-08
1849,0.0,3.6869426622843093e-08
1850,0.0,2.4440385715251978e-08
1851,0.0,1.2898877521649865e-08
1852,0.0,1.8880582430824688e-08
1853,0.0,4.538668108011734e-08
1854,0.0,4.2604447969551984e-08
1855,0.0,3.502578493908004e-08
1856,0.0,1.9673318973900678e-08
1857,0.0,4.735063896532665e-08
1858,0.0,3.572383633354548e-08
1859,0.0,3.768208145515928e-08
1860,0.0,2.6089947979812678e-08
1861,0.0,2.87673795895671e-08
1862,9.035972525772706e-10,5.2860439581081664e-08
1863,0.0,2.3974180862751382e-08
1864,0.0,3.0206784629172034e-08
1865,0.0,4.989254875908955e-08
1866,0.0,2.1895258939252926e-08
1867,0.0,2.135237053835226e-08
1868,0.0,3.359114231216154e-08
1869,0.0,4.395167252368992e-08
1870,0.0,4.6445794765759274e-08
1871,0.0,2.442870794538976e-08
1872,0.0,3.749350341308855e-08
1873,0.0,2.3944018323618366e-08
1874,0.0,2.9873046258899194e-08
1875,0.0,2.5174719198162165e-08
1876,0.0,1.813804395567331e-08
1877,0.0,3.277952487223956e-08
1878,0.0,2.8987624745013818e-08
1879,0.0,2.932476128592043e-08
1880,0.0,1.9895322722618403e-08
1881,6.972507571312292e-10,9.761510710859511e-09
1882,0.0,6.655385131892899e-09
1883,0.0,1.4534479397809719e-08
1884,0.0,1.9805090900604227e-08
1885,2.5782542767416317e-09,2.513797880965285e-08
1886,0.0,2.452316216761119e-08
1887,0.0,2.154545164501087e-08
1888,1.268122939990235e-09,2.4094335415725254e-08
1889,0.0,1.1903759755682586e-08
1890,0.0,1.4419650362640368e-08
1891,0.0,1.0836173736095134e-08
1892,0.0,1.817868522380195e-08
1893,0.0,2.9560400349737392e-08
1894,0.0,2.142523314319078e-08
1895,0.0,3.250051960890232e-08
1896,5.89702897624278e-10,2.358811634906033e-08
1897,0.0,2.505486840220783e-08
1898,0.0,2.0370077180587032e-08
1899,0.0,2.7085134135518274e-08
1900,0.0,1.86877908703309e-08
1901,0.0,1.956058603980182e-08
1902,0.0,1.4239823542538943e-08
1903,0.0,3.94216073118514e-08
1904,0.0,8.599400302955473e-09
1905,0.0,1.7030505006232488e-08
1906,0.0,1.800464666246171e-08
1907,0.0,2.4171363577352167e-08
1908,0.0,1.7680999775393502e-08
1909,0.0,1.5402754627302784e-08
1910,0.0,1.7101282168141552e-08
1911,0.0,1.4897047151407605e-08
1912,0.0,1.2502610502451716e-08
1913,0.0,2.6514948459066545e-08
1914,0.0,1.808120764223986e-08
1915,0.0,2.9451904026700504e-08
1916,0.0,2.4172416956957932e-08
1917,0.0,3.070598708632133e-08
1918,0.0,2.1824114071478107e-08
1919,0.0,2.5781975665495338e-08
1920,0.0,3.407504323149624e-08
1921,0.0,2.0446417892117097e-08
1922,0.0,6.640141769764796e-09
1923,0.0,2.229349149729387e-08
1924,0.0,3.2229060309418855e-08
1925,1.0998177923937646e-09,2.3096173862313663e-08
1926,0.0,2.7865345586519652e-08
