year,telles_ADJ oies_NOUN,telles_ADJ voies_NOUN
1927,0.0,1.8953683067479687e-08
1928,0.0,1.0283437212876834e-08
1929,0.0,2.5622934884950155e-08
1930,0.0,2.10072066408884e-08
1931,0.0,1.710803587684495e-08
1932,0.0,2.6302888755935783e-08
1933,0.0,2.408838994938378e-08
1934,1.1981580172459871e-09,3.1152108448395666e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,3.394919900756577e-08
1937,0.0,1.7627565185307503e-08
1938,0.0,2.852347158466273e-08
1939,1.5294050470515685e-09,2.5999884911698246e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211815133858e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,4.357008087652048e-09
1946,0.0,1.9489545977080525e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,1.522064252412747e-08
1949,0.0,2.2579119018928395e-08
1950,0.0,1.2762433776458693e-08
1951,0.0,1.1727541604500402e-08
1952,0.0,2.1089608281954497e-08
1953,0.0,3.232148060305917e-08
1954,0.0,1.5636057781875934e-08
1955,0.0,2.3464020060259827e-08
1956,0.0,1.744228228517386e-08
1957,0.0,2.297109880089465e-08
1958,0.0,2.3989505493204888e-08
1959,0.0,3.022791617013354e-08
1960,0.0,4.014083287984249e-08
1961,0.0,3.404598203360365e-08
1962,0.0,2.1562652108286784e-08
1963,0.0,2.651081842941494e-08
1964,0.0,2.007709554163739e-08
1965,2.188817349590977e-09,2.0793764932136583e-08
1966,0.0,2.6033651678858405e-08
1967,0.0,2.7609878827661305e-08
1968,0.0,3.1439910230801615e-08
1969,0.0,2.8613074576355757e-08
1970,9.197450023812337e-10,2.207388050123882e-08
1971,0.0,2.1067430466814585e-08
1972,0.0,2.5137719461554298e-08
1973,0.0,2.1501493918663073e-08
1974,0.0,3.1503201824989446e-08
1975,0.0,1.8276736568623164e-08
1976,0.0,3.5423866506789636e-08
1977,5.876781838942691e-10,3.173462204131283e-08
1978,5.940591352171509e-10,3.742572474152439e-08
1979,0.0,3.043026097770962e-08
1980,0.0,2.21720881654619e-08
1981,0.0,3.226030287351023e-08
1982,0.0,1.9864007327896616e-08
1983,0.0,2.0209011353244932e-08
1984,1.1598016991243298e-09,1.3917620833581168e-08
1985,0.0,1.8648229627160617e-08
1986,0.0,1.3787316177626963e-08
1987,0.0,2.199894133525504e-08
1988,5.996553809062277e-10,1.9188972188999287e-08
1989,0.0,3.237991919036176e-08
1990,0.0,1.5256222951620657e-08
1991,0.0,2.05151273746651e-08
1992,0.0,1.1570882918476855e-08
1993,0.0,2.4926434250005514e-08
1994,0.0,2.2154692302933654e-08
1995,0.0,3.307695095600138e-08
1996,0.0,2.4555223632205525e-08
1997,0.0,2.3015493511024943e-08
1998,0.0,2.0979769033147022e-08
1999,0.0,2.1936966021485205e-08
2000,0.0,1.502130686503733e-08
2001,0.0,1.7524847351069184e-08
2002,0.0,1.927737436346888e-08
2003,0.0,2.0417921575699438e-08
2004,0.0,1.4535810777260849e-08
2005,1.3511248786457486e-09,1.3961623857028371e-08
2006,0.0,1.8942293067425453e-08
2007,0.0,1.1184542181297275e-08
2008,1.7029758714315335e-09,1.3198063086861112e-08
2009,0.0,2.0503227560197956e-08
2010,9.447586046817946e-10,1.1809482280966677e-08
2011,0.0,9.942326961720482e-09
2012,3.404252713057332e-10,1.1574459612972987e-08
2013,2.789125042035323e-10,9.483025031897796e-09
2014,6.496335691608124e-10,9.094869746206768e-09
2015,8.866301581811342e-10,9.752931795503628e-09
2016,6.214020409345267e-10,1.3670844012381167e-08
2017,2.515611330355938e-10,9.056201122348284e-09
2018,2.5814667070633845e-10,1.058401366549333e-08
2019,2.55098775436835e-10,7.397864543179367e-09
