year,mêmes_ADJ airs_NOUN,mêmes_ADJ verres_NOUN
1800,6.917161954334006e-08,2.5153315874604232e-08
1801,1.4287095950749062e-08,1.1905912700171939e-08
1802,4.4756802708434407e-08,4.0281122437590966e-08
1803,1.3652374342143503e-08,1.950339267864365e-08
1804,4.2021465418429216e-08,4.943701892301533e-09
1805,1.7057265822018053e-08,0.0
1806,2.5935023018064385e-08,4.8988376022407465e-08
1807,3.131650672116848e-08,3.701041606518629e-08
1808,5.211970233176544e-08,2.039466551195801e-08
1809,2.0331274441787173e-08,0.0
1810,6.084329839950442e-08,4.44624070894406e-08
1811,7.270522672797597e-08,4.011322829455821e-08
1812,5.067695596494559e-08,1.0668832928217853e-08
1813,6.614205716459765e-08,2.8757416448144113e-09
1814,4.72001566720337e-08,9.440030979135372e-09
1815,1.8880564667256294e-08,1.3486118000116676e-08
1816,1.8540831092650478e-08,3.7081662185300956e-08
1817,6.85024303948012e-08,3.580808893843823e-08
1818,2.8610825708597076e-08,2.1458118837358597e-08
1819,5.072014630513877e-08,7.24573512300708e-09
1820,6.051905643289501e-08,1.4239777357261119e-08
1821,7.59334568556369e-08,1.4792232327920374e-08
1822,3.909990198280866e-08,1.2030739071633434e-08
1823,4.15072847204101e-08,8.894418535021487e-09
1824,4.8000341479337294e-08,2.105278085196005e-08
1825,8.277116592125822e-08,1.0566531649658373e-08
1826,4.315912249808207e-08,1.145037931138404e-08
1827,3.871254605769536e-08,3.6869092667757286e-08
1828,7.06267186956211e-08,3.118582370120748e-08
1829,2.4004892296147773e-08,1.457439946506156e-08
1830,4.905312778191728e-08,2.817945699007396e-08
1831,4.053713453799901e-08,1.5591206103948707e-09
1832,1.1500473817704915e-07,1.2176972319366541e-08
1833,4.9809603552830595e-08,3.4750886612755494e-09
1834,1.4001796166951408e-08,1.120143711119681e-08
1835,4.689114518896531e-08,1.9664028627630614e-08
1836,4.301280043250699e-08,2.5538851033957144e-08
1837,2.5048407792382932e-08,9.045257876039159e-09
1838,2.3354999711955315e-08,2.2723781967215473e-08
1839,3.5656523067473245e-08,2.0974425751774106e-08
1840,2.229391071750797e-08,1.6561189752906103e-08
1841,4.494383887276854e-08,1.0914932957462042e-08
1842,3.4882980060046975e-08,3.3541325272778977e-09
1843,4.4892523476391943e-08,1.2404512972352677e-08
1844,3.0735943568060975e-08,1.1525978393933656e-08
1845,3.013322924516615e-08,1.2276501593078137e-08
1846,4.039605983052752e-08,2.751615646445771e-08
1847,2.480882876909618e-08,1.7258315665458213e-08
1848,3.378993085334514e-08,1.448139919091318e-08
1849,4.1059134758825167e-08,1.256912263158938e-08
1850,2.2403686017469226e-08,1.1541293254424545e-08
1851,9.029214709244116e-09,3.2247193804124663e-09
1852,2.278690836021724e-08,7.161600201754936e-09
1853,2.9262466227919504e-08,2.329053394589664e-08
1854,2.3900057044556888e-08,1.3508727469968562e-08
1855,1.963566731433275e-08,2.5473298137512757e-08
1856,2.8992259260007813e-08,9.318940286107136e-09
1857,5.4672902649599564e-08,1.2691923956253959e-08
1858,1.8106600663259087e-08,3.474509924217273e-08
1859,3.971895168319861e-08,1.629495471888731e-08
1860,2.746310379109218e-08,1.0069804545764782e-08
1861,1.744906619194353e-08,3.159695793897299e-08
1862,1.9879140111811466e-08,1.3102160245637151e-08
1863,3.346395871517416e-08,3.296449690992631e-08
1864,2.3973639073915365e-08,1.0068928801842958e-08
1865,4.047886292823932e-08,1.6003271596787272e-08
1866,2.4814625021463144e-08,5.352174259343201e-09
1867,1.747012134956094e-08,3.0572714138088486e-08
1868,3.359114231216154e-08,2.1735445443482604e-08
1869,1.8069020057964735e-08,7.325278605918584e-09
1870,2.752343419842873e-08,7.454262984651905e-09
1871,4.991953161948004e-08,1.1683295220166201e-08
1872,3.084143074261192e-08,1.5723081503438152e-08
1873,2.8134220286801792e-08,1.1972009161809183e-08
1874,2.8080663128093875e-08,5.974609251779839e-09
1875,1.716458086775674e-08,1.7736734747586524e-08
1876,2.5997863417615008e-08,1.3905833817773328e-08
1877,2.8450154232473324e-08,3.154256233983688e-08
1878,1.8117265909722846e-08,9.662541877730746e-09
1879,2.6270098985037293e-08,1.649517855639715e-08
1880,1.9895322722618403e-08,9.626769603698904e-09
1881,2.1614773970668466e-08,1.4642266066289267e-08
1882,3.5939081044489285e-08,2.6621540527571597e-08
1883,2.0853818227806187e-08,2.9068958795619437e-08
1884,2.442627788923346e-08,3.9610181801208455e-09
1885,2.7716232864349877e-08,1.6758653131887513e-08
1886,4.130216879616455e-08,1.7424351739236954e-08
1887,1.566941953967671e-08,1.1752064210668323e-08
1888,1.9655905347804037e-08,1.3949351895803375e-08
1889,2.8193115397812107e-08,1.0650732740202784e-08
1890,2.1629475099871343e-08,1.8352281472289178e-08
1891,1.9122660788184476e-08,2.103492668936724e-08
1892,5.014809900671935e-09,1.1283322720601063e-08
1893,1.3548516086814288e-08,1.0469308087124318e-08
1894,1.5753848003896564e-08,1.2603078580752936e-08
1895,1.5046536461227333e-08,6.018614495673091e-09
1896,2.240870955461105e-08,4.1279202278587945e-09
1897,2.3889525024856084e-08,9.905413378419325e-09
1898,1.6975064909274806e-08,1.0185038590293516e-08
1899,1.9899282222013426e-08,1.4371703827009696e-08
1900,1.5054054003371675e-08,1.142031713641245e-08
1901,1.2295225282343836e-08,6.147612641171918e-09
1902,1.5712908307818907e-08,2.6515532880466708e-08
1903,2.052083658554693e-08,1.0260418292773466e-08
1904,3.439760121182189e-08,3.7622376325430196e-09
1905,2.4255568220610257e-08,1.5482276793932215e-08
1906,1.2346042410626978e-08,1.0802787109298606e-08
1907,1.697138252154673e-08,1.0799970695529737e-08
1908,1.4734167663732478e-08,6.384805573134145e-09
1909,1.5402754627302784e-08,1.7053048750881317e-08
1910,1.60324518105881e-08,1.0153886620400954e-08
1911,6.916486494645824e-09,1.2236860413850081e-08
1912,1.927485904218429e-08,1.0939784189645252e-08
1913,6.363587878865928e-09,6.893886794756554e-09
1914,2.0090231700464756e-08,1.1384464038144415e-08
1915,2.0027295377644805e-08,1.8849219074468238e-08
1916,1.538244731591476e-08,1.0987461607214755e-08
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,1.722956355365568e-08,1.378365155346728e-08
1919,3.222746869369075e-08,6.4454939163738345e-09
1920,2.1959472462640406e-08,2.2716695191604686e-09
1921,2.0446417892117097e-08,6.815472630705699e-09
1922,4.131644004701229e-08,7.377935595798135e-09
1923,2.441668023323018e-08,7.431163684401554e-09
1924,1.4180787211159895e-08,5.156649773851996e-09
1925,2.0896537833436923e-08,4.399271169575059e-09
1926,2.8979959765251806e-08,6.687683296036084e-09
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,2.170947865920425e-08,1.5996457491951332e-08
1929,1.2254447234738564e-08,7.798284684668033e-09
1930,3.2561171536826805e-08,9.453243521306831e-09
1931,2.737285598186645e-08,1.2545892325022123e-08
1932,3.1782654730250215e-08,2.4110979879310435e-08
1933,2.523545639121494e-08,2.2941324395731044e-09
1934,3.2350264689284813e-08,2.156684431042777e-08
1935,3.111753699158726e-08,2.992070946561398e-08
1936,2.182448710641438e-08,8.487299751891442e-09
1937,1.3850230295986421e-08,2.5182236296217297e-09
1938,2.9819993585533666e-08,7.779128452511941e-09
1939,1.070583532936098e-08,2.9058696782158222e-08
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,6.535512131478072e-09
1946,1.5313215584455975e-08,4.1763312808029696e-09
1947,1.3112957830685446e-08,4.7683483828109274e-09
1948,1.6307831529616124e-08,6.523132700664291e-09
1949,2.5524220959027843e-08,9.817008539414473e-09
1950,1.701657836861159e-08,4.2541445921528975e-09
1951,3.4116485636559446e-08,1.1727541604500402e-08
1952,1.0544804140977249e-08,5.272402070488624e-09
1953,2.3702419582605216e-08,4.3095309543161875e-09
1954,1.7590565448699635e-08,3.9090144454689835e-09
1955,4.129667274810345e-08,1.220129064449793e-08
1956,2.3547082506070183e-08,1.744228317335228e-09
1957,1.0602045463770082e-08,1.0602045463770082e-08
1958,2.9780077070995503e-08,1.4062814024384807e-08
1959,1.6276571201956358e-08,6.200598257066758e-09
1960,1.591791587429725e-08,6.920833239831836e-09
1961,1.876002997391879e-08,1.320150300188061e-08
1962,1.77574772664002e-08,6.976152100435229e-09
1963,2.133797494252576e-08,6.466053470433053e-09
1964,2.981144575642247e-08,1.0951143103454797e-08
1965,2.5718604135249734e-08,1.641613067704384e-08
1966,1.5509408868297214e-08,7.200797291773142e-09
1967,2.3172576746333107e-08,8.381570104631919e-09
1968,2.380450325745187e-08,8.982831367632116e-09
1969,2.4071315607443466e-08,5.904285060864822e-09
1970,1.4256047897731605e-08,1.3796175313274261e-09
1971,2.8775026805760717e-08,6.166076982339064e-09
1972,1.846852804021637e-08,5.130146973897354e-09
1973,2.0950174928202614e-08,7.718485406371656e-09
1974,5.06301445213353e-09,2.812785782069227e-09
1975,1.770558810676448e-08,8.567219822452898e-09
1976,1.2569759455516305e-08,5.142174241967723e-09
1977,1.3516598507123945e-08,6.464460078348111e-09
1978,1.9603952239322098e-08,2.3762365408686037e-09
1979,1.404473604083023e-08,2.925986564150662e-09
1980,1.6486936260662333e-08,3.97960553399912e-09
1981,1.9609203150139365e-08,0.0
1982,1.4277254933858785e-08,4.345251713999687e-09
1983,9.47297440490047e-09,8.841442245000053e-09
1984,1.275781880138993e-08,5.219107812592938e-09
1985,1.2632671797518924e-08,2.4062232206745193e-09
1986,2.038125046510686e-08,2.997242676272549e-09
1987,2.199894133525504e-08,7.332980445085013e-09
1988,5.396898483667201e-09,7.195864348830128e-09
1989,1.4269117443177493e-08,6.585746614717891e-09
1990,1.4166492867673242e-08,2.179460389939436e-09
1991,1.4067516929117119e-08,9.96449056600568e-09
1992,1.4876849085965205e-08,4.4079553340736766e-09
1993,2.1048988330107932e-08,2.7696036575264316e-09
1994,1.635227242502424e-08,3.6924485691258724e-09
1995,1.843633334885908e-08,7.0491861237087505e-09
1996,1.2277611816102763e-08,1.067618438099771e-09
1997,1.8700088588730068e-08,3.3564262480467733e-09
1998,1.144351013948608e-08,8.10582001520288e-09
1999,1.3253583119876566e-08,5.484241505371301e-09
2000,1.7230322058026104e-08,4.418031274155965e-09
2001,1.9277331730904734e-08,4.381211837767296e-09
2002,1.1829298429688606e-08,3.504977197366088e-09
2003,1.583430631058036e-08,2.9168460979889232e-09
2004,1.3214373595360485e-08,3.0833537945085254e-09
2005,1.6663873836364473e-08,3.602999676388663e-09
