year,mêmes_ADJ oies_NOUN,mêmes_ADJ voies_NOUN
1890,0.0,2.0580773707479239e-07
1891,3.824531802365527e-09,3.2890974921429006e-07
1892,0.0,2.914858328040282e-07
1893,0.0,2.6789112439473683e-07
1894,0.0,2.9239143373160914e-07
1895,3.0093072478365457e-09,2.8588419809238985e-07
1896,0.0,2.8954411845916184e-07
1897,0.0,3.233826078030688e-07
1898,0.0,3.3723796377671533e-07
1899,0.0,2.6753480142360786e-07
1900,0.0,2.595526495952072e-07
1901,0.0,2.7440708549875126e-07
1902,0.0,2.5435269890294876e-07
1903,1.0800440541913758e-09,3.051124508601788e-07
1904,0.0,2.633566396070819e-07
1905,0.0,2.2139656152830867e-07
1906,5.144184522798412e-10,3.0042036769373226e-07
1907,0.0,2.483993455371092e-07
1908,4.911389073214423e-10,2.475340181717911e-07
1909,0.0,2.9540282753259817e-07
1910,0.0,2.4529651909688255e-07
1911,0.0,2.3409646132677153e-07
1912,0.0,1.8701821602462587e-07
1913,0.0,2.216649761521694e-07
1914,0.0,2.4376146257054643e-07
1915,1.1780761921542648e-09,2.9687521418964025e-07
1916,0.0,2.0766303521213558e-07
1917,0.0,1.7765607651654136e-07
1918,0.0,2.802675851398817e-07
1919,0.0,2.200675766061977e-07
1920,7.572231730534895e-10,2.0975082293261949e-07
1921,0.0,1.9310506615966005e-07
1922,0.0,1.8739956431090832e-07
1923,0.0,2.0701098435438325e-07
1924,0.0,2.114226447247347e-07
1925,0.0,2.1226483681857644e-07
1926,0.0,2.0285972368583316e-07
1927,0.0,1.9399651307594468e-07
1928,3.4278122562625413e-09,1.8624447761794727e-07
1929,0.0,1.982992330340494e-07
1930,0.0,1.6070512742771825e-07
1931,0.0,1.995937424226213e-07
1932,0.0,2.301502632917618e-07
1933,0.0,2.133543119953174e-07
1934,1.1981580172459871e-09,2.2165923496686446e-07
1935,0.0,1.6755598153395113e-07
1936,0.0,2.5098159994740854e-07
1937,2.5182236296217297e-09,1.989396736234994e-07
1938,0.0,2.268912595582151e-07
1939,0.0,1.942344454164413e-07
1940,0.0,1.9779106708028849e-07
1941,0.0,2.1841118780230317e-07
1942,0.0,1.7295006671247393e-07
1943,0.0,1.1032293656398906e-07
1944,0.0,1.9921753846574575e-07
1945,0.0,2.091363882072983e-07
1946,0.0,1.8097435372510517e-07
1947,0.0,2.002706338544158e-07
1948,0.0,1.7177582378735679e-07
1949,0.0,1.6492573706727853e-07
1950,2.1270722960764488e-09,2.1483430145963212e-07
1951,1.0661401761424827e-09,2.1109575243372092e-07
1952,0.0,1.8453407335528027e-07
1953,0.0,1.465240586639993e-07
1954,0.0,1.6711037176264654e-07
1955,0.0,1.7081806902297103e-07
1956,0.0,1.7529494300561055e-07
1957,0.0,1.4312760754364717e-07
1958,0.0,1.6875377184533136e-07
1959,0.0,1.7051645784249558e-07
1960,0.0,1.4326124642138893e-07
1961,6.948159270159238e-10,1.8482103314454434e-07
1962,0.0,1.509385612052938e-07
1963,1.2932106496776896e-09,1.7716985212246072e-07
1964,1.8251904432275978e-09,1.6365875410428998e-07
1965,5.472043373977442e-10,1.7401097807123733e-07
1966,5.539074754423723e-10,1.5730972791061504e-07
1967,0.0,1.646732101789894e-07
1968,8.982831700699023e-10,1.652841064014865e-07
1969,0.0,1.4987800511789828e-07
1970,9.197450023812337e-10,1.752114258124493e-07
1971,5.138397485282553e-10,1.2691842243839346e-07
1972,5.130146862875051e-10,1.5031329780867964e-07
1973,0.0,1.4389462421604549e-07
1974,5.625571675160757e-10,1.7270505736632913e-07
1975,0.0,1.399312594685398e-07
1976,0.0,1.3655329667017213e-07
1977,0.0,1.480948981225083e-07
1978,0.0,1.1405935396169298e-07
1979,0.0,1.2347663869149983e-07
1980,5.685150683554241e-10,1.3587509783974383e-07
1981,0.0,1.201854473720232e-07
1982,1.2415004579935385e-09,1.2911604585497116e-07
1983,0.0,1.4398921166502987e-07
1984,0.0,1.1829977353272625e-07
1985,0.0,1.269282705607111e-07
1986,5.994485463567401e-10,1.4806379056153673e-07
1987,0.0,1.1610551808871605e-07
1988,0.0,1.1693279589053418e-07
1989,0.0,1.317149269652873e-07
1990,5.44865097484859e-10,1.6672872504841507e-07
1991,0.0,1.1254013543293695e-07
1992,1.1019888335184191e-09,1.2672872173880023e-07
1993,0.0,1.240782410150132e-07
1994,5.274926606624319e-10,1.1974083236054867e-07
1995,5.422450821690461e-10,1.2905432811294304e-07
1996,5.338092190498855e-10,1.3451992231239274e-07
1997,9.58978896292706e-10,1.2658522052788612e-07
1998,0.0,1.263554310071413e-07
1999,0.0,1.384770911272426e-07
2000,1.7672125984802278e-09,1.0735816857732061e-07
2001,0.0,1.4852308538593206e-07
2002,8.76244299341522e-10,1.4151345339996624e-07
2003,0.0,1.1417368739330414e-07
2004,4.404791253964646e-10,1.228936810093728e-07
2005,0.0,1.1439524172374149e-07
2006,0.0,1.2147775407811423e-07
2007,0.0,1.1583990300323421e-07
2008,8.514879357157668e-10,1.0388152560381059e-07
2009,4.76819250749827e-10,9.631748554284059e-08
2010,9.447586046817946e-10,1.0014441187422563e-07
2011,0.0,9.789368249357722e-08
2012,3.404252713057332e-10,8.27233392897142e-08
2013,0.0,8.813635332671765e-08
2014,6.496335691608124e-10,9.852775662011481e-08
2015,4.433150790905671e-10,9.220953955946243e-08
2016,2.0713400439298368e-10,9.279603574441353e-08
2017,0.0,7.924175804419065e-08
2018,1.5488800242380307e-09,7.408809210573963e-08
2019,2.55098775436835e-10,7.39786472081505e-08
