year,aux_ADP îles_NOUN,aux_ADP iles_NOUN,aux_ADP villes_NOUN
1828,3.7478023244830183e-06,4.815458063411882e-07,2.0995397740364297e-06
1829,3.0177579759538276e-06,4.415185808070987e-07,2.4399258578000627e-06
1830,4.0380116672622535e-06,5.228854744743217e-07,2.455787530664111e-06
1831,2.9202329443478448e-06,2.0580392656732727e-07,2.455614853680288e-06
1832,2.6166961077933593e-06,3.6260318314607076e-07,1.9158436295185766e-06
1833,6.37562932581659e-06,8.386547283301127e-07,1.9796420502871115e-06
1834,4.378828563744719e-06,4.816617957814628e-07,2.3382999039256447e-06
1835,2.8202753767914146e-06,4.6815515020171006e-07,2.454978321964063e-06
1836,3.180931024360234e-06,4.583551405090702e-07,3.168833633715451e-06
1837,3.517213926329532e-06,5.621975959213543e-07,3.0600805303038214e-06
1838,2.2345052670402765e-06,4.33014290424083e-07,3.5007249934437823e-06
1839,3.7670067918327277e-06,5.383435839334538e-07,2.846928717659125e-06
1840,2.654886294806147e-06,4.649872768491825e-07,2.8319636529161585e-06
1841,3.0677379996291165e-06,4.500804391405211e-07,2.5085082384634916e-06
1842,2.9368784453254193e-06,5.004365610794537e-07,2.5431033723322116e-06
1843,3.0450127326275833e-06,4.5187870800766916e-07,2.622668562768382e-06
1844,2.7294615136952416e-06,5.340370253792415e-07,3.234409213348499e-06
1845,2.4692507594181734e-06,4.374898772141478e-07,2.3872216097231558e-06
1846,2.5654424113952246e-06,4.437712106675207e-07,2.5607588511888935e-06
1847,2.883217433691243e-06,5.301538710256182e-07,2.6329716931172698e-06
1848,2.750661366235363e-06,4.167424765277872e-07,2.8834075553874072e-06
1849,2.046253108289875e-06,3.9718425659529544e-07,2.0814467553975646e-06
1850,1.8248820872202032e-06,4.2159665003538294e-07,2.3537449997945714e-06
1851,1.96127442109173e-06,3.7342250625016504e-07,2.4772293478747542e-06
1852,1.7851915181665845e-06,3.7956479936873677e-07,2.26892501142828e-06
1853,2.6736339151511856e-06,4.269931452860476e-07,2.5141832686870202e-06
1854,1.916680581359742e-06,3.507073543795869e-07,2.318825114144829e-06
1855,2.886443141392192e-06,5.710264403546716e-07,2.1519629669342066e-06
1856,1.730734410898549e-06,4.2401179500828334e-07,2.249488789018983e-06
1857,2.6345503556512995e-06,5.257385335966092e-07,2.175688566197209e-06
1858,1.8772140819578453e-06,3.7583431533594336e-07,2.695926146323302e-06
1859,2.3754988021096324e-06,5.132910798621992e-07,2.4167454064638605e-06
1860,1.827669514398167e-06,3.6297067951274187e-07,2.3041544121582547e-06
1861,2.1330303923150495e-06,4.121752169017334e-07,2.1415192019702545e-06
1862,1.8961988050847367e-06,3.0541587481280885e-07,2.243631940679336e-06
1863,2.217112211155836e-06,3.9257719763874377e-07,2.3150067551824804e-06
1864,1.933234329953848e-06,4.315255180964428e-07,2.276536937628748e-06
1865,2.338830860537655e-06,4.344417311452631e-07,2.335065552472315e-06
1866,1.8640162693372986e-06,3.6151503479686653e-07,2.406532061627331e-06
1867,2.0988409978883737e-06,3.8337209851135867e-07,2.703016104277367e-06
1868,1.9922511071968074e-06,3.467791616085236e-07,2.16712268752417e-06
1869,2.352879519662565e-06,3.628454621207311e-07,1.7497648698849844e-06
1870,2.642823019982643e-06,3.3544185917833147e-07,1.9581777088717445e-06
1871,1.5018344541317674e-06,3.228837925917105e-07,2.0477629938397968e-06
1872,2.1074978349133744e-06,3.192995086109818e-07,2.186113210456142e-06
1873,2.9475086620323054e-06,6.907849074977435e-07,2.015487641671143e-06
1874,2.4764755437445274e-06,4.97087469852886e-07,2.370724835998317e-06
1875,2.3870210839049832e-06,6.247907595735569e-07,2.251993077351244e-06
1876,2.1699147438880573e-06,5.616747644765496e-07,2.2164690207659987e-06
1877,2.513509130608327e-06,4.675720770563885e-07,2.099745035621936e-06
1878,2.9664004017604384e-06,4.577629320046128e-07,2.561177540272297e-06
1879,2.4871062933584653e-06,3.824437526667168e-07,2.3960773170017546e-06
1880,2.651212184900942e-06,4.7042813799968997e-07,2.2013213545335475e-06
1881,2.943095395835371e-06,5.180573050544979e-07,2.115458686446914e-06
1882,2.6854479671101217e-06,4.525661880805387e-07,1.9666662964823445e-06
1883,2.587769387218941e-06,4.916445659475244e-07,2.1182424845278547e-06
1884,3.060546745814463e-06,5.202137112192418e-07,2.1151837508170956e-06
1885,2.849615469813216e-06,5.865528489579219e-07,2.0806512637250307e-06
1886,2.2942064106246107e-06,7.014915244241138e-07,2.3329271030547716e-06
1887,2.7147269463512202e-06,6.372230556550562e-07,1.7184130083336413e-06
1888,2.41704239556384e-06,6.486448889120311e-07,1.890771294199567e-06
1889,2.541765923069761e-06,6.691165976846492e-07,2.3556914818811947e-06
1890,2.7115496408214312e-06,8.828758542023252e-07,2.171468153733258e-06
1891,2.5401268004543454e-06,8.3693510433136e-07,1.8478864305393472e-06
1892,2.6246260347306816e-06,6.801335876716053e-07,1.985864667375381e-06
1893,2.9092359525861866e-06,8.129109740906415e-07,1.7970259040822611e-06
1894,2.4557097759725366e-06,6.944296506716796e-07,1.835008223594059e-06
1895,2.4267054072879546e-06,1.0580724048026013e-06,1.7074809797179569e-06
1896,2.5410297013195304e-06,6.858244701035687e-07,1.7248809260905773e-06
1897,2.1692854943466955e-06,6.595839829870442e-07,1.7800609848350746e-06
1898,2.271829572464412e-06,7.893404943004612e-07,1.70712570657372e-06
1899,2.214900590047364e-06,8.534581006358621e-07,1.7030469443568563e-06
1900,2.337531178397967e-06,8.061705569772926e-07,1.5433001259168577e-06
1901,2.0790108408164087e-06,7.365957763738606e-07,1.5324322291121462e-06
1902,1.7500251416890933e-06,8.720664377293019e-07,1.4387131290760635e-06
1903,2.0817848636056624e-06,7.171492546476088e-07,1.560123585875317e-06
1904,1.772013888512447e-06,6.890269501624857e-07,1.661834154731423e-06
1905,2.089075152866826e-06,7.503743866266177e-07,1.5451312744829693e-06
1906,2.315911942218918e-06,7.16070473139041e-07,1.3369735682999817e-06
1907,1.8437093132206428e-06,6.639410869979656e-07,1.4374247054860234e-06
1908,1.8707481217461464e-06,6.360248692161008e-07,1.5485609470289319e-06
1909,1.7614149783184985e-06,6.260119427281552e-07,1.4852655176866847e-06
1910,1.7897560695701031e-06,7.342863010961764e-07,1.4952933646839028e-06
1911,1.9802432476012655e-06,6.703671369123754e-07,1.6886867761911617e-06
1912,1.7336953987978632e-06,5.271934462314221e-07,1.3971667698342571e-06
1913,2.0421812578774734e-06,6.671161010274318e-07,1.3151415032552904e-06
1914,2.157021128823544e-06,6.830678502822707e-07,1.6259693751408122e-06
1915,2.1617699204057317e-06,6.161338568233532e-07,1.6587313087512712e-06
1916,1.5206647923093897e-06,5.372868945308085e-07,1.6250455878719094e-06
1917,1.369706385645486e-06,4.6497639694109694e-07,1.3587399614323203e-06
1918,1.6793081840660307e-06,6.616152852245705e-07,1.674713669075345e-06
1919,1.6150565969041963e-06,5.994309371093465e-07,1.356316118972245e-06
1920,1.675734843331611e-06,7.829687658222895e-07,1.257747682004151e-06
1921,1.7417319213564042e-06,7.459156026179414e-07,1.2093677792535118e-06
1922,1.9994205331386183e-06,8.528893555848072e-07,1.192274353911671e-06
1923,1.9013163452541448e-06,7.930113130605321e-07,1.3068232078694564e-06
1924,1.8190082613500635e-06,7.876782353033462e-07,1.20278853188438e-06
1925,1.5749391053532236e-06,7.379777275939858e-07,1.2966852294127307e-06
1926,1.5827516293143162e-06,7.902611951493554e-07,1.187063691787671e-06
1927,1.8318177055220985e-06,8.183531017280643e-07,1.311148857041644e-06
1928,2.293206556203131e-06,9.96350798310175e-07,1.238582896689877e-06
1929,2.018641623635631e-06,1.1753128541514002e-06,1.399235035393076e-06
1930,2.258274832911411e-06,9.915401992799389e-07,1.4347922778767952e-06
1931,2.298179481385887e-06,2.5251458932729065e-06,1.2705567122850425e-06
1932,2.6554957699431725e-06,1.154039190431888e-06,1.3754218350925385e-06
1933,2.198926019048031e-06,8.866821714637041e-07,1.168860496392199e-06
1934,2.36995663271955e-06,1.2520751386801976e-06,1.3575130353160603e-06
1935,3.211090557897478e-06,1.3978955859528241e-06,1.080736046432662e-06
1936,2.1109128454099846e-06,1.3252312900391416e-06,1.1397231940435404e-06
1937,2.0624252314860314e-06,1.1508282140582082e-06,1.38880031563815e-06
1938,1.8643978378918291e-06,9.827632705405875e-07,1.186317120982494e-06
1939,1.6945807637114285e-06,1.5309345098302174e-06,1.2219946157188133e-06
1940,2.1351291508153736e-06,1.2476051773901986e-06,1.2526767108056447e-06
1941,2.19591782979478e-06,1.8092710778461196e-06,1.2927581214405848e-06
1942,1.8569375512811348e-06,1.3775321696662957e-06,1.159068926170903e-06
1943,1.7941993242232002e-06,1.0596808586171846e-06,1.0771003084997233e-06
1944,1.6355117651301043e-06,1.1792393532772394e-06,1.153533785824834e-06
1945,2.1567189207871706e-06,9.84683832250255e-07,1.056574430169377e-06
1946,1.6955904982296488e-06,9.605562079073593e-07,1.2250572041239138e-06
1947,1.4865325717039468e-06,8.43997646438055e-07,1.3136800216528854e-06
1948,1.7710305399987192e-06,1.326370261400811e-06,1.1241532167360901e-06
1949,1.8789753397641107e-06,9.817008227441804e-07,1.2830830087295908e-06
1950,1.9654148175618502e-06,9.146410953064787e-07,1.198605239949302e-06
1951,2.2996644588602067e-06,1.1269101973798712e-06,1.0906614029693174e-06
1952,1.7820718696270887e-06,1.1029865116807258e-06,1.140947802014125e-06
1953,1.946830657573173e-06,1.147412604485254e-06,1.305787824534832e-06
1954,1.882190403534878e-06,1.1678180444896213e-06,1.1648862958679729e-06
1955,2.176522471586395e-06,1.1835251845226935e-06,1.0727749621963767e-06
1956,1.7250418480330154e-06,1.0700840507027465e-06,9.889774865712297e-07
1957,1.8650764559424715e-06,7.589297261745287e-07,1.029281873066168e-06
1958,1.7280716875234248e-06,9.777791920573264e-07,1.0505748893052669e-06
1959,1.8423527095023928e-06,2.5709230482284795e-06,1.0417005160689996e-06
1960,1.5627241367610623e-06,6.415612696653028e-07,1.0408933714955992e-06
1961,1.5577772813912816e-06,6.81614410025233e-07,1.0985039935462737e-06
1962,2.0465492411858577e-06,8.599692598032505e-07,9.798322917475843e-07
1963,1.8615767061191946e-06,7.442427027992693e-07,1.1742352636900932e-06
1964,2.0971439553818527e-06,7.945662472419457e-07,1.1529120218511935e-06
1965,1.4342226037911132e-06,8.268257518651012e-07,1.308365547458834e-06
1966,2.113710948492553e-06,8.419393860981117e-07,1.2329980627612258e-06
1967,2.0860250415921655e-06,9.096468933655899e-07,1.2059600891234368e-06
1968,1.4138977633137984e-06,6.561958676432056e-07,1.4134485137873298e-06
1969,1.6531998241475776e-06,6.104122467487372e-07,1.561456333121214e-06
1970,1.8086785189552756e-06,9.4963669283743e-07,1.3823767375242824e-06
1971,1.3534539533566203e-06,5.534054201561389e-07,1.3632168425203872e-06
1972,1.874042609983917e-06,7.084733066875515e-07,1.398991056333898e-06
1973,1.6506532389826134e-06,6.919070558719653e-07,1.369479861068612e-06
1974,1.6511052578493945e-06,6.863197712370095e-07,1.526217571878874e-06
1975,1.809968090071834e-06,9.943686949398511e-07,1.4330104036730518e-06
1976,1.542652228181396e-06,6.17632265109691e-07,1.3163965562057456e-06
1977,1.3169868076090552e-06,7.839626867678362e-07,1.3645887424473813e-06
1978,1.927721875460975e-06,7.669303219159929e-07,1.2891083533972392e-06
1979,1.5010311074092897e-06,6.934588563378696e-07,1.1914617861208399e-06
1980,1.5662589696319174e-06,8.038803046561682e-07,1.1751206550059123e-06
1981,1.4308392479733811e-06,6.39513066613695e-07,1.0759759181411255e-06
1982,2.0435096459436863e-06,7.132420325461908e-07,1.1608029755194593e-06
1983,1.6123001671530801e-06,6.473198892464893e-07,1.142440646084708e-06
1984,1.930489929691248e-06,7.817063516490919e-07,1.2102530932978084e-06
1985,1.5995369011534422e-06,7.892412163812423e-07,1.2819154520116172e-06
1986,1.5106103319340036e-06,5.371058897640779e-07,1.0646205961251098e-06
1987,1.6682529704326043e-06,1.2887712936837659e-06,1.0370056404696015e-06
1988,1.5225250180606054e-06,6.64418171092418e-07,1.2430856477507746e-06
1989,1.7068059818825532e-06,5.521050919776727e-07,1.26501214303687e-06
1990,1.808407283476754e-06,4.4460992021377876e-07,1.1698253405967307e-06
1991,1.4512988286696782e-06,6.752407770704849e-07,1.1564670305830305e-06
1992,1.8574021609651936e-06,4.804671458469301e-07,1.1934539054792026e-06
1993,1.8057816646432912e-06,8.641163876110802e-07,1.2385667673697753e-06
1994,1.4659020521889943e-06,3.9983942978771836e-07,1.2522676220427797e-06
1995,1.7492825961085146e-06,4.918163029610234e-07,1.2520438588126126e-06
1996,1.9169088929515965e-06,3.955526373111695e-07,1.1775830977001078e-06
1997,1.5429970616764876e-06,2.939270228319302e-07,1.2390006967066824e-06
1998,1.6440509078563537e-06,3.413980463884414e-07,1.1824960708395338e-06
1999,1.6297337843695914e-06,3.5099146181161167e-07,1.1548898743996006e-06
2000,2.248336279819796e-06,4.369433237449982e-07,1.2370488384760847e-06
2001,1.664422352831707e-06,2.7338762009776474e-07,1.2052714044585855e-06
2002,1.697723376992144e-06,2.7908380983987513e-07,1.286764760521919e-06
2003,1.7521910500306603e-06,2.3418106431805086e-07,1.3329986394694515e-06
2004,1.7539879237915557e-06,3.250735942650351e-07,1.196341298026482e-06
2005,1.6447693838017585e-06,2.1888223533661488e-07,1.0912585528544128e-06
2006,1.70027673362938e-06,1.9354083063971572e-07,1.086299359798204e-06
2007,1.562240928620895e-06,2.1610133704719203e-07,1.0900934217517033e-06
2008,1.6361340726689377e-06,1.6987183604211253e-07,1.0434984849538864e-06
2009,1.69080103873398e-06,2.908597358519671e-07,9.665125926261453e-07
2010,1.316993490263485e-06,1.2990431086379317e-07,8.446141848139632e-07
2011,1.4859955115298362e-06,1.904338002844952e-07,7.789430838123224e-07
2012,1.6279136687558093e-06,6.774463059966429e-08,6.815314077535106e-07
2013,1.4564810477679657e-06,9.706155190691845e-08,6.719002345612068e-07
2014,1.4805148182972516e-06,1.1000461376531323e-07,7.139472737449637e-07
2015,1.2935933852986636e-06,7.469859140962765e-08,6.758338297885302e-07
2016,1.420317925493464e-06,9.321030391973295e-08,6.671786341172492e-07
2017,1.212021508933958e-06,7.244960703589598e-08,7.70783294967714e-07
2018,1.2127730855127083e-06,5.214562681654655e-08,5.857347735727103e-07
2019,1.0849351070874036e-06,4.821366744733879e-08,6.974400381665191e-07
