year,aies_VERB eu_VERB,aies_VERB vu_VERB
1963,1.4871922360271128e-08,1.0345685197421517e-08
1964,1.6426714211092985e-08,9.734349326606662e-09
1965,9.302473458205895e-09,7.1136563306595235e-09
1966,1.273987226824147e-08,6.092982118843793e-09
1967,1.6763140209263838e-08,8.874604162656397e-09
1968,1.9313088017725022e-08,4.940557296606585e-09
1969,1.9529558414888015e-08,9.537691525451919e-09
1970,8.277704743875347e-09,5.058597540852361e-09
1971,2.4664307929356255e-08,1.0276794526475896e-08
1972,9.747279428040656e-09,5.643161493651405e-09
1973,1.7090931336838366e-08,6.064523994098181e-09
1974,1.4626486688484874e-08,6.750686232237513e-09
1975,8.567219822452898e-09,3.998036124386317e-09
1976,1.1427053969725876e-08,7.427584769459372e-09
1977,7.639816779203557e-09,5.289103821581875e-09
1978,1.0693064211864112e-08,9.504946163474415e-09
1979,1.8141117053005473e-08,9.363157360553487e-09
1980,1.591842213599648e-08,4.548120546843393e-09
1981,1.2018544381930951e-08,5.69299452024552e-09
1982,6.2075020679230875e-09,4.966001831974154e-09
1983,1.0736036948344463e-08,8.209910973278056e-09
1984,1.681712546997005e-08,5.799008384599347e-09
1985,1.2632671797518924e-08,7.820225356169885e-09
1986,7.1933827783254856e-09,3.5966913891627428e-09
1987,1.2221633483022742e-08,5.49973533381376e-09
1988,2.1587593934668803e-08,8.395175221664886e-09
1989,7.134558721588746e-09,9.329808037250586e-09
1990,1.8525414091641323e-08,5.448650863826288e-09
1991,1.2309077312977479e-08,5.8614650910726596e-09
1992,1.4325855168806356e-08,8.264915862810085e-09
1993,1.2186256448387667e-08,9.416652346772025e-09
1994,1.2659823411809157e-08,7.912389854425328e-09
1995,1.3013881527967897e-08,2.7112254663563817e-09
1996,1.2277611816102763e-08,6.4057106285986265e-09
1997,1.2466725429760572e-08,8.151320507465698e-09
1998,1.4304387896402204e-08,4.7681290027412615e-09
1999,1.0054442611817649e-08,8.683382013430219e-09
2000,1.6346715980830595e-08,5.743440834038438e-09
2001,1.8839211080035057e-08,1.0514908055370142e-08
2002,1.62105191492401e-08,6.571832411594869e-09
2003,2.2918076325595393e-08,9.167230530238157e-09
2004,1.3654853248112886e-08,6.166707589017051e-09
2005,1.7564623533417034e-08,6.305249655724765e-09
2006,2.3471972809829822e-08,1.3589036562677848e-08
2007,3.914589896680809e-08,1.3181781888249589e-08
2008,5.492097088222181e-08,2.171294255504108e-08
2009,6.389377915638761e-08,8.582746957586096e-09
2010,8.975207066441726e-08,1.6533276081531767e-08
2011,8.833374920413917e-08,2.2561435386592166e-08
2012,1.1234033792106857e-07,4.017018184754306e-08
2013,1.2104803204238124e-07,3.5142974752488954e-08
2014,1.3360796913275408e-07,3.161549955166265e-08
2015,1.336594976919514e-07,3.79034403863443e-08
2016,1.4354387189996487e-07,4.349814020088161e-08
2017,1.4087423494402174e-07,3.5721679836342446e-08
2018,1.7605603375159262e-07,4.930601349428798e-08
2019,1.6045713380208326e-07,4.081580584625044e-08
