year,aies_VERB eu_VERB,aies_VERB vu_VERB
1800,9.432493897065797e-09,0.0
1801,3.095537337571841e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,7.801356893821776e-09,7.801356893821776e-09
1804,2.4718509461507665e-09,1.2359254952798437e-08
1805,2.842877711017877e-09,0.0
1806,5.76333825108577e-09,8.645007376628655e-09
1807,1.1387820464392462e-08,1.9928686256776018e-08
1808,1.1330369531492579e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,1.0028307073639553e-08
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,6.293354282149721e-09,3.1466771410748606e-09
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,4.670620334934483e-09,0.0
1818,3.5763532135746345e-09,0.0
1819,0.0,1.035105001712111e-09
1820,7.119888678630559e-09,2.3732962262101864e-09
1821,2.1695274909916407e-08,2.9584463767662328e-09
1822,2.105379337535851e-08,0.0
1823,6.917880934764753e-09,2.9648060007048116e-08
1824,3.3684450784221553e-09,8.421112696055388e-10
1825,8.805443041381977e-10,0.0
1826,1.7615968683770689e-09,4.403992281964975e-09
1827,6.452091305675367e-09,9.217273166939322e-09
1828,1.8344602503717056e-09,8.255071293206129e-09
1829,8.573175946935407e-09,1.2002446148073886e-08
1830,6.262101504006523e-09,6.262101504006523e-09
1831,4.677361609140007e-09,0.0
1832,1.2176972319366541e-08,8.117981842303834e-09
1833,4.6334514003376626e-09,6.950177322551099e-09
1834,1.0267983796552471e-08,2.0535967593104942e-08
1835,1.285724948729694e-08,1.3613558280667348e-08
1836,1.008112526790228e-08,1.2769425516978572e-08
1837,1.0436836284100082e-08,1.1132625488130543e-08
1838,7.574594285131298e-09,5.680945491803868e-09
1839,4.894032734625853e-09,3.4957374772659477e-09
1840,5.732719632334238e-09,1.9109065441114126e-09
1841,5.778493683550323e-09,5.1364388298225094e-09
1842,1.2074877098200432e-08,1.0733224087289273e-08
1843,6.497602011990011e-09,4.7255288571079745e-09
1844,7.1351298203126134e-09,4.390849017710252e-09
1845,1.0602432709561072e-08,4.464182357111213e-09
1846,1.2879903366069811e-08,0.0
1847,1.77976389181822e-08,2.6966118227278457e-09
1848,4.82713291560799e-09,0.0
1849,8.379414495607307e-09,0.0
1850,1.6293590476834652e-08,0.0
1851,9.674158363282004e-09,1.2898877521649865e-09
1852,3.906327261660181e-09,8.463708844885787e-09
1853,9.555090940693844e-09,9.555090940693844e-09
1854,1.558699302961486e-08,3.63696517347023e-09
1855,6.8990182455763716e-09,4.2455496895854594e-09
1856,3.6240324075009767e-09,1.5531567143511893e-09
1857,1.9037885934380938e-08,3.4170564155999728e-09
1858,5.872411001917044e-09,3.4255731584664773e-09
1859,4.073738679721828e-09,1.0693564256314403e-08
1860,9.612086238064421e-09,1.5104706818647173e-08
1861,8.960331143725853e-09,9.903524222920623e-09
1862,1.2650361647104091e-08,5.421583626485926e-09
1863,1.7980635647063536e-08,5.494082966350788e-09
1864,1.3904711160250827e-08,1.7740493518658695e-08
1865,1.5061901947888146e-08,9.88437331983505e-09
1866,1.4596838404656864e-08,6.811858188626729e-09
1867,9.7056229719783e-09,6.308654931785895e-09
1868,1.9265508299781686e-08,5.433861360870651e-09
1869,1.7580669364747337e-08,6.8369265804335555e-09
1870,1.7202147262196377e-08,5.160643912205387e-09
1871,6.37270636261178e-09,1.0621176826930423e-08
1872,1.0280476914203973e-08,7.256807155187062e-09
1873,8.979006871356887e-09,5.387403856360606e-09
1874,1.0156835372754358e-08,3.5847653734322193e-09
1875,1.8881038954532414e-08,2.2886108563824337e-09
1876,2.0556450763820067e-08,3.02300739996042e-09
1877,7.421779191219002e-09,1.608052180301911e-08
1878,5.435179861734696e-09,4.22736201599605e-09
1879,5.498392852132383e-09,2.443730107160036e-09
1880,1.9253539207397807e-08,5.776061406947974e-09
1881,6.9725074602899895e-09,6.2752567586699115e-09
1882,8.652000893505374e-09,8.652000893505374e-09
1883,6.951272890631799e-09,1.2638677882037541e-09
1884,1.9805090900604227e-08,6.601696966868076e-09
1885,4.511945039809007e-09,1.2891271161663553e-08
1886,1.1616235084943582e-08,3.2267319927115068e-09
1887,1.6322312390570914e-08,1.0446279397058333e-08
1888,8.242799331981132e-09,6.340614699951175e-09
1889,1.4409814674820609e-08,1.2530273485467092e-09
1890,6.554386366985909e-09,5.898947996740844e-09
1891,8.286486163910922e-09,1.9122659011827636e-09
1892,5.014809900671935e-09,1.8805537127519756e-09
1893,7.390100087434348e-09,7.390100087434348e-09
1894,3.780923574225881e-09,3.780923574225881e-09
1895,2.4074457982692365e-09,7.22233739480771e-09
1896,5.897029087265082e-09,1.2383760683576384e-08
1897,6.992056267307589e-09,5.2440420894583895e-09
1898,6.7900258748920805e-09,9.05336783318944e-09
1899,1.0502398950507086e-08,6.080336234504102e-09
1900,3.114631885736685e-09,8.824790675987515e-09
1901,3.353243460679778e-09,1.1177477832191585e-09
1902,2.9461704187383475e-09,9.820567692386817e-10
1903,1.0800440541913758e-08,4.320176216765503e-09
1904,1.5048950530172078e-08,2.1498500757388683e-09
1905,1.2901897328276846e-08,6.192911072844254e-09
1906,9.773950537805831e-09,1.2346042410626978e-08
1907,8.742834012309686e-09,2.5714217422034835e-09
1908,8.349361202419914e-09,7.858222517143076e-09
1909,2.7504918342913243e-09,1.0451868703853506e-08
1910,1.870452770447173e-08,1.068830135508847e-09
1911,1.4897047151407605e-08,5.3203743632934675e-09
1912,1.40654377034366e-08,6.251305251225858e-09
1913,8.484783542428431e-09,3.71209285532359e-09
1914,1.9420557606508737e-08,6.696743715117748e-10
1915,1.1780762143587253e-08,7.068456930880984e-09
1916,1.0987461607214755e-08,0.0
1917,1.315970976634162e-08,2.1932848870420685e-09
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,2.762354567309444e-09,9.207848372660976e-10
1920,1.514446346106979e-08,9.086678076641874e-09
1921,2.3475516641724425e-08,1.2873671018098776e-08
1922,1.9182632371439468e-08,9.591316185719734e-09
1923,5.307974060286824e-09,1.4862327368803108e-08
1924,2.707241186783449e-08,2.707241186783449e-08
1925,1.0998178368026856e-08,5.499089184013428e-09
1926,1.114613823460786e-08,5.57306911730393e-09
1927,2.0068604555945058e-08,1.8953683067479687e-08
1928,1.1426041446327417e-08,7.998228745975666e-09
1929,1.3368487650211591e-08,1.1140405931087116e-08
1930,1.470504518152893e-08,5.2518016602221e-09
1931,1.2545892325022123e-08,6.843213995466613e-09
1932,2.301502632917618e-08,3.287861094491973e-09
1933,2.2941324395731044e-09,8.02946331646126e-09
1934,2.995395220750652e-08,1.9170528275935794e-08
1935,9.574627313213568e-09,1.196828414151696e-08
1936,6.0623572828433225e-09,8.487299751891442e-09
1937,1.7627565185307503e-08,7.554670666820584e-09
1938,1.4261735792331365e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,1.7750480196809804e-08,0.0
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,1.4516175816936538e-08,0.0
1944,0.0,3.2131861615880553e-09
1945,1.3071024262956144e-08,4.357008087652048e-09
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,1.549713246618012e-08
1948,9.784699273041042e-09,5.435944139264848e-09
1949,1.2762110479513922e-08,4.908504269707237e-09
1950,2.1270722072586068e-08,7.444753258312176e-09
1951,1.5992101864981123e-08,9.595261474260042e-09
1952,1.2653764258629963e-08,5.272402070488624e-09
1953,9.69644453618912e-09,7.54167928107563e-09
1954,1.8567819282111486e-08,3.9090144454689835e-09
1955,1.3139850985055546e-08,1.5016972554349195e-08
1956,6.976913269340912e-09,6.976913269340912e-09
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,1.1581140491045971e-08,1.3235589513271862e-08
1959,1.8601795659378695e-08,1.5501495198577686e-08
1960,2.906750040665429e-08,7.612916519406099e-09
1961,1.80652133252579e-08,1.181187059273725e-08
1962,1.77574772664002e-08,1.585489073363533e-08
