year,vos_DET yeux_NOUN,vos_DET vieux_NOUN
1968,3.0375445447816674e-06,4.4914158503495116e-10
1969,2.507504412108119e-06,4.5417578031781147e-10
1970,2.1223115425073047e-06,4.5987250119061684e-10
1971,2.2336613056950227e-06,1.541519245584766e-09
1972,2.0135826872547113e-06,0.0
1973,1.6853864011068254e-06,1.102640756478479e-09
1974,1.3450742137877114e-06,0.0
1975,1.503832763205537e-06,0.0
1976,1.383816190525522e-06,0.0
1977,1.267034129170952e-06,5.876781838942691e-10
1978,1.6645536931036986e-06,5.940591352171509e-10
1979,1.6806868003982345e-06,1.7555920051037788e-09
1980,1.5600053728803687e-06,5.685150683554241e-10
1981,1.4713228182472449e-06,6.325549528618524e-10
1982,1.4811100754741346e-06,0.0
1983,1.3590560428156095e-06,3.157658134966823e-09
1984,1.4172776339194115e-06,1.1598016991243298e-09
1985,1.369141049423206e-06,0.0
1986,1.751588705189988e-06,0.0
1987,1.6933073609948224e-06,0.0
1988,1.1885170003722578e-06,0.0
1989,1.4362416038693482e-06,0.0
1990,1.2956891950466343e-06,0.0
1991,1.4108546935176491e-06,0.0
1992,1.3510382999015746e-06,2.2039776670368383e-09
1993,1.5122036352011037e-06,2.7696036575264316e-09
1994,1.4448024288071792e-06,5.274926606624319e-10
1995,1.6549319710179589e-06,5.422450821690461e-10
1996,1.3505373601674364e-06,5.338092190498855e-10
1997,1.2524264043634048e-06,0.0
1998,1.3613008817969785e-06,0.0
1999,1.6215073443959227e-06,4.570201161957499e-10
2000,1.3280602715326495e-06,4.4180314962005696e-10
2001,1.391910949166686e-06,0.0
2002,1.5123977092912355e-06,4.38122149670761e-10
2003,1.3880020262035941e-06,0.0
2004,1.390152064573158e-06,0.0
2005,1.5204658083689537e-06,0.0
2006,1.5108537851915571e-06,8.235779835885637e-10
2007,1.842253880113276e-06,7.988958938831558e-10
2008,1.9413924476907596e-06,4.257439678578834e-10
2009,2.0250513443897944e-06,1.907277002999308e-09
2010,2.2513597670581476e-06,4.723793023408973e-10
2011,3.1406281379986467e-06,1.529588788962144e-09
2012,3.7664652694502365e-06,3.404252713057332e-10
2013,3.535215881811382e-06,1.1156500168141292e-09
2014,3.775670236905171e-06,1.0827225782605865e-09
2015,4.3178888802231086e-06,1.329945265027277e-09
2016,4.47119474245028e-06,1.4499380585064614e-09
2017,3.895172596912744e-06,1.2578056374223934e-09
2018,4.045674572239477e-06,5.162933414126769e-10
2019,4.163467266948828e-06,2.04079020349468e-09
