year,petits_ADJ yeux_NOUN,petits_ADJ vieux_NOUN
1897,8.122438543978205e-07,1.7480140002135158e-08
1898,5.992197884552297e-07,1.6975064909274806e-08
1899,6.05269860898261e-07,1.7688250864011934e-08
1900,6.561490977219364e-07,1.6092264853995175e-08
1901,5.666981337526522e-07,7.265360424391076e-09
1902,5.386581278798985e-07,1.5221880200755322e-08
1903,5.092407491247286e-07,1.6740682839966325e-08
1904,5.363875743569224e-07,6.449550227216605e-09
1905,5.392993216446484e-07,2.6319870560786995e-08
1906,5.607161028819974e-07,1.3889297933999956e-08
1907,5.857698397448985e-07,3.599990305858114e-09
1908,6.546881650137948e-07,6.384805573134145e-09
1909,7.211789352368214e-07,5.500983391026892e-09
1910,7.727641673227481e-07,1.068830179917768e-08
1911,6.730273298671818e-07,1.0108710979395141e-08
1912,5.626175152428914e-07,3.125652625612929e-09
1913,6.008287414260849e-07,1.060597898394633e-08
1914,6.140913910712698e-07,8.705766774141921e-09
1915,4.5709356299994397e-07,1.4136914305851178e-08
1916,5.856317102370667e-07,2.4172417179002537e-08
1917,7.358470952567586e-07,6.579854550103903e-09
1918,7.247903681673051e-07,1.1486376294556067e-09
1919,5.985101552141714e-07,1.0128633542993981e-08
1920,7.602520781802014e-07,1.4387240288016301e-08
1921,6.179361662361771e-07,3.786373714564917e-09
1922,9.170773864752846e-07,6.640141769764796e-09
1923,9.862216074907337e-07,1.2739137744688378e-08
1924,6.445812346100865e-07,9.02413699321869e-09
1925,9.216473131345992e-07,1.0998178145982251e-08
1926,6.676536941085942e-07,1.2260752413340015e-08
1927,1.0647510180206154e-06,1.2264147031260109e-08
1928,8.946590241976082e-07,7.998228745975666e-09
1929,8.255041166194133e-07,7.798284684668033e-09
1930,6.711802598147187e-07,9.453243521306831e-09
1931,7.071321306284517e-07,1.1405356659111021e-08
1932,6.170218966872199e-07,6.575722188983946e-09
1933,6.882397087792924e-07,1.2617728417652074e-08
1934,6.733648092449585e-07,1.7972370258689807e-08
1935,7.360494578279031e-07,2.0346083928757253e-08
1936,7.032334679024643e-07,9.699771208460106e-09
1937,6.144465487523121e-07,2.5182236296217297e-09
1938,6.638189802288252e-07,1.426173557028676e-08
1939,6.285854965426552e-07,1.3764645423464117e-08
1940,5.198355097491003e-07,2.282204625281281e-08
1941,7.40827147183154e-07,1.7709016475464523e-08
1942,7.19108186331141e-07,3.6410541692788456e-08
1943,7.34518494027725e-07,2.6129116648121453e-08
1944,8.161492814906524e-07,1.2852744646352221e-08
1945,8.016895094442589e-07,2.178504132643866e-08
1946,8.046398534133914e-07,2.7842208538686464e-08
1947,9.036020287567226e-07,1.4305044926388177e-08
1948,8.664894721732708e-07,1.3046265401328583e-08
1949,7.264586088240321e-07,9.817008317369869e-09
1950,7.317128734030121e-07,7.444753258312176e-09
1951,7.985390197973175e-07,1.3859821956785368e-08
1952,8.414753551733156e-07,8.435843024123812e-09
1953,7.035309295133629e-07,8.619061908632375e-09
1954,7.221904070320306e-07,1.4658803948464083e-08
1955,6.87965041379357e-07,1.5016972110259985e-08
1956,8.63393040617666e-07,1.1337484062678982e-08
1957,6.988514655859035e-07,1.590306802912167e-08
1958,7.246485438372474e-07,8.272243334772611e-09
1959,6.061084718567145e-07,1.705164542897819e-08
1960,8.208108397411706e-07,4.152500121534786e-09
1961,7.510960244871967e-07,1.598076654341085e-08
1962,8.054284421632474e-07,1.5854891455280296e-08
1963,6.944541155462503e-07,2.198458126656533e-08
1964,6.990479732849053e-07,1.764350798794112e-08
1965,5.603372414952901e-07,1.6963334070752012e-08
1966,6.829679364273034e-07,1.5509408868297214e-08
1967,7.54341328956798e-07,1.133977201028813e-08
1968,6.440690185627318e-07,1.7067380397861598e-08
1969,6.494713602478441e-07,2.1346262479848832e-08
1970,5.168967049939965e-07,2.0234390163409444e-08
1971,5.00993735386146e-07,1.3873672877195986e-08
1972,4.909550739284896e-07,3.026786593585129e-08
1973,5.221003789301903e-07,1.92962140155295e-08
1974,4.1910507775355654e-07,2.2502286256553816e-08
1975,3.752442410132062e-07,1.313640396460869e-08
1976,4.3022856743846205e-07,2.2282755196556536e-08
1977,4.466354255328042e-07,2.350712763332652e-08
1978,4.895047140962561e-07,3.2673251770809486e-08
1979,4.681578786858154e-07,2.8089471415526646e-08
1980,5.525966457753384e-07,3.240535878523687e-08
1981,5.610762627838994e-07,1.644642821929665e-08
1982,5.350867127162928e-07,3.165826112372372e-08
1983,6.239532126528502e-07,2.3998200759933752e-08
1984,4.7261920599339646e-07,2.4355836458767044e-08
1985,4.397373061237886e-07,2.4663787123735403e-08
1986,5.113296310810256e-07,1.9781802196305875e-08
1987,4.509782911554794e-07,2.199894133525504e-08
1988,4.887191380475997e-07,3.2381389958313633e-08
1989,4.780154654326907e-07,1.8659614742233543e-08
1990,4.6313533630382153e-07,3.8140555602694803e-08
1991,4.460574984932464e-07,1.1722930126634168e-08
1992,5.052618803347286e-07,1.9284805086172696e-08
1993,3.905141170434945e-07,2.326467135604915e-08
1994,4.2304910152779485e-07,1.9517228666554587e-08
1995,4.74464457056456e-07,1.735184235185372e-08
1996,4.457307056782156e-07,2.402141485724485e-08
1997,4.6846119516885665e-07,1.965906726297817e-08
1998,4.2865482896559115e-07,2.6224710625299963e-08
1999,3.97607493596297e-07,1.736676483177213e-08
2000,4.082261000348808e-07,2.6508189754359535e-08
2001,4.043858439217729e-07,1.664860427297299e-08
2002,4.714194403732108e-07,3.154479411016098e-08
2003,5.033642764828983e-07,3.625222855241361e-08
2004,4.691102617471188e-07,2.2023955992267474e-08
2005,5.616175826617109e-07,2.38698731891418e-08
2006,5.509736524800246e-07,3.747279886390231e-08
2007,5.580287734119338e-07,3.515141955290346e-08
2008,6.45002103283332e-07,3.193079933794252e-08
2009,7.13798442575353e-07,2.956279332444467e-08
2010,9.617642717785202e-07,5.2906482084225104e-08
2011,1.1617227073656977e-06,4.244608919901083e-08
2012,1.6942965430644108e-06,6.502122573692759e-08
2013,1.8748498860077234e-06,6.889138864929478e-08
2014,1.919234136948944e-06,7.10266035847118e-08
2015,1.8240199324282003e-06,6.428068834163359e-08
2016,1.8772554994939128e-06,6.048312931050681e-08
2017,1.6547691075174953e-06,6.51543328733517e-08
2018,2.026709580604802e-06,7.899288212431799e-08
2019,1.843088625719247e-06,5.816252013346457e-08
