year,les_DET ans_NOUN,les_DET vents_NOUN
1891,8.952591997513082e-06,6.521464626985107e-06
1892,8.901287401386071e-06,6.934855377949134e-06
1893,8.342806722794194e-06,6.4749593207125145e-06
1894,8.549928679713048e-06,6.631740006923792e-06
1895,8.554859050491359e-06,6.072781957300322e-06
1896,8.641506610729266e-06,5.371603720050189e-06
1897,8.419600817433093e-06,6.312661298579769e-06
1898,8.237999281845987e-06,5.622707476504729e-06
1899,9.059148396772798e-06,5.785163637028745e-06
1900,8.995575626613572e-06,6.089624378091685e-06
1901,8.17911950434791e-06,5.721751108467288e-06
1902,7.427295258821687e-06,5.584956738857727e-06
1903,8.568529665353708e-06,5.447202283903607e-06
1904,8.498895113007165e-06,4.941967688409932e-06
1905,8.56840779306367e-06,5.562782178003545e-06
1906,8.298084139823914e-06,5.273818146633857e-06
1907,8.477462870359886e-06,5.3845568572796765e-06
1908,8.340030035469681e-06,5.0538193363536266e-06
1909,8.003380571608432e-06,5.077407820408553e-06
1910,7.751690645818599e-06,5.278417461340723e-06
1911,7.850743713788688e-06,5.955094934506633e-06
1912,7.621904387633549e-06,5.308921117830323e-06
1913,7.231156814668793e-06,5.022461550652224e-06
1914,6.806570127082523e-06,4.820316178211215e-06
1915,6.017613031872315e-06,4.091458635002709e-06
1916,5.304746537149185e-06,3.87637669518881e-06
1917,5.152026005816879e-06,4.634410800008482e-06
1918,5.2573145694623236e-06,4.108676876057871e-06
1919,5.5311543292191345e-06,4.674824481298856e-06
1920,5.472451903187903e-06,4.767477093992056e-06
1921,5.203234650252853e-06,4.885936675691482e-06
1922,5.073068223282462e-06,4.92846089628074e-06
1923,5.827093900734326e-06,4.405618255987065e-06
1924,5.576916919380892e-06,4.991636956219736e-06
1925,5.7465481404506136e-06,5.144947692770074e-06
1926,5.318937382980948e-06,5.071492807928735e-06
1927,5.533360308618285e-06,5.101885392377881e-06
1928,5.39766188012436e-06,5.165713218957535e-06
1929,5.891046839678893e-06,5.598054201527702e-06
1930,5.328477982402546e-06,5.3305786309465475e-06
1931,5.560111276281532e-06,4.955627275649022e-06
1932,5.027139650337631e-06,4.687394039137871e-06
1933,4.939267000736436e-06,4.980561584488896e-06
1934,5.011895154893864e-06,5.630144698898221e-06
1935,5.340248208085541e-06,4.386376190268493e-06
1936,4.579504548019031e-06,4.643765578293824e-06
1937,4.5453934944816865e-06,4.493770063618285e-06
1938,4.676552634919062e-06,4.352422536157974e-06
1939,4.670802809414454e-06,4.598921066190087e-06
1940,4.412262114783516e-06,4.65569735297322e-06
1941,3.825147359748371e-06,5.309753134952189e-06
1942,4.308580628276104e-06,5.637565323013405e-06
1943,4.105174411961343e-06,5.196790993977629e-06
1944,3.6662454476754647e-06,4.797286862867622e-06
1945,3.224186002626084e-06,4.226297903642262e-06
1946,3.3104386147897458e-06,4.83062336797957e-06
1947,3.6847411593043944e-06,4.4107223970968334e-06
1948,3.527927674440434e-06,4.599895532919618e-06
1949,3.9680348891124595e-06,4.5030615183350164e-06
1950,4.111630914849229e-06,4.985857458450482e-06
1951,4.114234798180405e-06,4.677157050991809e-06
1952,3.5504353945725597e-06,4.244283445586916e-06
1953,3.6727976748807123e-06,4.369864427644643e-06
1954,3.7956531286909012e-06,4.598955513301917e-06
1955,3.6472472402238054e-06,3.895027361977554e-06
1956,4.090215497853933e-06,4.565517770060978e-06
1957,3.8370567381207366e-06,4.460810487216804e-06
1958,3.7183733638812555e-06,4.436404310581565e-06
1959,3.6630033264373196e-06,4.178428184786753e-06
1960,3.618903747337754e-06,4.447327512480115e-06
1961,3.8020327792764874e-06,4.105667244402866e-06
1962,3.980846031481633e-06,4.056315333400562e-06
1963,4.063268079335103e-06,4.200348257654696e-06
1964,4.051923042425187e-06,4.496052497415803e-06
1965,3.946985088987276e-06,3.5956797432845633e-06
1966,3.998104148195125e-06,4.085621583271859e-06
1967,4.4999173951509874e-06,4.3248904262327414e-06
1968,4.706554591393797e-06,4.5839389599677816e-06
1969,5.346103080228204e-06,3.848685480534186e-06
1970,4.393161816551583e-06,3.896499833899725e-06
1971,4.0300451473740395e-06,3.974036701492878e-06
1972,4.065128450747579e-06,4.024087161269563e-06
1973,4.028498096886324e-06,3.640919885583571e-06
1974,3.973341335949954e-06,3.497980543443191e-06
1975,3.6307878872321453e-06,3.207567317531357e-06
1976,3.633231699495809e-06,3.2801358145206905e-06
1977,3.6729886687680846e-06,3.506675625430944e-06
1978,3.816235675913049e-06,3.4134638724481192e-06
1979,3.885710157192079e-06,3.265401204544105e-06
1980,3.6618055219150847e-06,3.4520234066803823e-06
1981,3.5764658150583273e-06,3.4183270543053368e-06
1982,3.7611255265801447e-06,3.2713536768369522e-06
1983,3.298489673397853e-06,3.239757063511206e-06
1984,3.4475106076570228e-06,3.3785023276777792e-06
1985,3.517296818245086e-06,3.307353864556717e-06
1986,3.406066753086634e-06,3.0350079214258585e-06
1987,3.5094421946268994e-06,3.596215606194164e-06
1988,3.40424367095693e-06,2.857357799257443e-06
1989,3.7884508401475614e-06,2.9789526365675556e-06
1990,3.3607279874559026e-06,3.2997030814385653e-06
1991,3.2032908166002017e-06,3.340449126199019e-06
1992,3.353351985424524e-06,3.2789677959499386e-06
1993,3.5124114674545126e-06,3.2542844508043345e-06
1994,3.367513045304804e-06,3.3237312493383797e-06
1995,3.470368483249331e-06,3.2784138284114306e-06
1996,3.361930566825322e-06,3.229545683325341e-06
1997,3.134422513539903e-06,3.0562656263555255e-06
1998,3.479303813946899e-06,3.2099046620714944e-06
1999,3.5309374197822763e-06,3.25763932096379e-06
2000,3.3987917049671523e-06,3.3024784613644442e-06
2001,3.2508592084923293e-06,3.203542036089857e-06
2002,3.469489229246392e-06,3.123372835034388e-06
2003,3.536467374942731e-06,3.4110431954559317e-06
2004,3.4000584037130466e-06,2.9049599277186644e-06
2005,3.3805144994403236e-06,2.998596556835764e-06
2006,3.566916348063387e-06,3.2720753324610996e-06
2007,3.7528134271269664e-06,3.1648261540340172e-06
2008,4.069260739925085e-06,3.13347558744681e-06
2009,4.024354439025046e-06,3.816938118461621e-06
2010,3.916497007594444e-06,3.5088334868760285e-06
2011,4.301968601794215e-06,3.6128887472841598e-06
2012,4.583145255310228e-06,4.340762473020732e-06
2013,4.036142854602076e-06,3.915652683872395e-06
2014,4.123224243812729e-06,4.498929115470673e-06
2015,4.473713943298208e-06,4.240308726366493e-06
2016,4.857292424276238e-06,5.218948217589059e-06
2017,3.7947997952869628e-06,3.907247446477413e-06
2018,3.977265805588104e-06,4.250384932902307e-06
2019,4.157599960308289e-06,4.412443644241648e-06
