year,autres_ADJ airs_NOUN
1890,1.6385966361553983e-08
1891,1.7210394887001712e-08
1892,1.002961980134387e-08
1893,2.4017824173938607e-08
1894,2.2685540557176864e-08
1895,1.5648398132839247e-08
1896,1.5921978790967017e-08
1897,1.5732126712464378e-08
1898,1.8106735777401184e-08
1899,2.984892333302014e-08
1900,1.661137005726232e-08
1901,2.9061443029831935e-08
1902,2.8479645752810256e-08
1903,2.214090244478939e-08
1904,2.2573425795258117e-08
1905,2.4771643958310108e-08
1906,2.674975863037332e-08
1907,2.7771354993433306e-08
1908,3.290630701258124e-08
1909,2.0903737407707013e-08
1910,3.847788310196165e-08
1911,3.08581699082211e-08
1912,3.6465947372832375e-08
1913,4.295421618394357e-08
1914,3.214437072074361e-08
1915,1.767114277129167e-08
1916,6.592477230782379e-09
1917,1.4256351654751143e-08
1918,2.5270027848023346e-08
1919,2.3940405213807026e-08
1920,2.4988365154854364e-08
1921,5.679560644011872e-08
1922,2.0658220023506146e-08
1923,3.503262746562541e-08
1924,2.836157442231979e-08
1925,2.4195990988573612e-08
1926,3.009457216762712e-08
1927,2.5643217327342427e-08
1928,2.5137291359556002e-08
1929,1.4482528065684619e-08
1930,2.2057568216382606e-08
1931,3.307553431142196e-08
1932,2.4110979990332737e-08
1933,1.8353059072495626e-08
1934,3.354842448288764e-08
1935,1.795242710045386e-08
1936,6.426098764222843e-08
1937,7.554670666820584e-09
1938,1.5558256905023882e-08
1939,1.8352860564618823e-08
1940,5.0715658339584024e-09
1941,5.312704587367989e-08
1942,3.944475324146879e-08
1943,1.1612940831184915e-08
1944,1.927911696952833e-08
1945,2.6142048525912287e-08
1946,4.454753366189834e-08
1947,1.4305045148432782e-08
1948,2.9354097819123126e-08
1949,9.817008539414473e-09
1950,1.4889506516624351e-08
1951,1.5992101864981123e-08
1952,1.2653764258629963e-08
1953,2.2625037843226892e-08
1954,2.3454086450769296e-08
1955,4.035811418390267e-08
1956,3.1396109267944894e-08
1957,3.180613550313183e-08
1958,1.9853384713997002e-08
1959,2.635254203742221e-08
1960,3.391208380776334e-08
1961,1.80652133252579e-08
1962,1.4586500007851555e-08
1963,2.5217608334848762e-08
1964,2.8594651979574337e-08
1965,2.9001830714747712e-08
1966,2.6033652011925312e-08
1967,2.5144711202074177e-08
1968,4.715986512415782e-08
1969,2.6796370788950696e-08
1970,2.4833115841449427e-08
1971,3.23719047123916e-08
1972,2.924183739594355e-08
1973,2.3155456441159572e-08
1974,1.7439271360331077e-08
1975,1.4278700444236847e-08
1976,1.7711933253394818e-08
1977,1.8218023367655434e-08
1978,2.5544543480471305e-08
1979,1.9896710057309974e-08
1980,2.21720881654619e-08
1981,2.9730083506152027e-08
1982,1.9243256987877544e-08
1983,2.0209012019378747e-08
1984,2.7255339596354844e-08
1985,2.4663788567025335e-08
1986,2.517683839187157e-08
1987,2.688759392910356e-08
1988,2.5185526497661925e-08
1989,3.841685658478866e-08
1990,2.1794604454505873e-08
1991,4.1030257413865456e-08
1992,2.1488782808720686e-08
1993,3.101956203011014e-08
1994,1.3714808788645172e-08
1995,3.090797101590326e-08
1996,2.6690460508405067e-08
1997,2.8289877107567918e-08
1998,2.288702027897216e-08
1999,2.1479944767310855e-08
2000,2.5182780305499364e-08
2001,2.3220422196157386e-08
2002,2.7601694596590676e-08
2003,2.8335076507346457e-08
2004,2.9512100679918163e-08
2005,3.197662323817241e-08
2006,2.7178073125355695e-08
2007,2.276853267035861e-08
2008,2.7673358715674112e-08
2009,2.384096209340214e-08
2010,2.3146586702882388e-08
2011,2.562061141020422e-08
2012,1.838296448397614e-08
2013,1.3945625099154313e-08
2014,2.3170263929728208e-08
2015,2.3052384889865607e-08
2016,2.0713400911143154e-08
2017,1.911864622172743e-08
2018,2.4007640875289837e-08
2019,1.5816123244416502e-08
