year,mêmes_ADJ oies_NOUN,mêmes_ADJ voix_NOUN
1928,3.4278122562625413e-09,2.5137291359556002e-08
1929,0.0,5.570203143179242e-08
1930,0.0,3.361153133596417e-08
1931,0.0,1.9389105432310316e-08
1932,0.0,9.863582839386709e-09
1933,0.0,1.1470662641954732e-08
1934,1.1981580172459871e-09,2.156684431042777e-08
1935,0.0,3.4708023122220766e-08
1936,0.0,2.7886843056990074e-08
1937,2.5182236296217297e-09,1.6368453259474336e-08
1938,0.0,2.7226949583791793e-08
1939,0.0,2.9058696782158222e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,2.066051862925633e-08
1942,0.0,5.76500234217292e-08
1943,0.0,2.322588166236983e-08
1944,0.0,3.213186161588055e-08
1945,0.0,4.1391576388605245e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,2.1457568166738383e-08
1948,0.0,2.9354097819123126e-08
1949,0.0,9.817008539414473e-09
1950,2.1270722960764488e-09,2.6588404367089424e-08
1951,1.0661401761424827e-09,1.7058242818279723e-08
1952,0.0,1.370824520563474e-08
1953,0.0,1.4005975934594517e-08
1954,0.0,2.5408594339637602e-08
1955,0.0,1.1262729415761896e-08
1956,0.0,1.3953826538681824e-08
1957,0.0,1.767007518083119e-08
1958,0.0,2.1507833736222892e-08
1959,0.0,1.705164542897819e-08
1960,0.0,1.7302083321624195e-08
1961,6.948159270159238e-10,2.153929301584867e-08
1962,0.0,1.8391673961559718e-08
1963,1.2932106496776896e-09,2.198458126656533e-08
1964,1.8251904432275978e-09,1.703511098849475e-08
1965,5.472043373977442e-10,3.283226135408768e-08
1966,5.539074754423723e-10,2.76953731059848e-08
1967,0.0,2.7609878827661305e-08
1968,8.982831700699023e-10,2.2007936806289763e-08
1969,0.0,3.088395317263348e-08
1970,9.197450023812337e-10,1.7935028046034418e-08
1971,5.138397485282553e-10,2.363662865434435e-08
1972,5.130146862875051e-10,3.437198259348406e-08
1973,0.0,2.4809416743210022e-08
1974,5.625571675160757e-10,2.3627400480563665e-08
1975,0.0,2.227477224892027e-08
1976,0.0,1.5997875024709174e-08
1977,0.0,2.2331770210826107e-08
1978,0.0,2.316830638449119e-08
1979,0.0,2.0481905949054635e-08
1980,5.685150683554241e-10,1.819248218737357e-08
1981,0.0,1.4548763971333756e-08
1982,1.2415004579935385e-09,2.545075905580063e-08
1983,0.0,1.9577479193344516e-08
1984,0.0,2.0876431250371752e-08
1985,0.0,2.947623478632977e-08
1986,5.994485463567401e-10,2.1580147446798037e-08
1987,0.0,2.4443266966045485e-08
1988,0.0,1.798966131616453e-08
1989,0.0,2.1952487827547884e-08
1990,5.44865097484859e-10,2.7243254763220648e-08
1991,0.0,3.341035181847474e-08
1992,1.1019888335184191e-09,2.6998726809779328e-08
1993,0.0,2.658819592271655e-08
1994,5.274926606624319e-10,2.5847139539791897e-08
1995,5.422450821690461e-10,2.4943274112843028e-08
1996,5.338092190498855e-10,2.081855932090093e-08
1997,9.58978896292706e-10,1.3905194329311144e-08
1998,0.0,1.621164003040576e-08
1999,0.0,2.6507166239753133e-08
2000,1.7672125984802278e-09,2.4299172451947015e-08
2001,0.0,1.796296800193886e-08
2002,8.76244299341522e-10,2.891606243338174e-08
2003,0.0,2.458484599232591e-08
2004,4.404791253964646e-10,2.5107310008820605e-08
2005,0.0,2.8823997411109303e-08
2006,0.0,2.388376074691223e-08
2007,0.0,2.2768533725070483e-08
2008,8.514879357157668e-10,3.022782024686421e-08
2009,4.76819250749827e-10,2.7655516987579176e-08
2010,9.447586046817946e-10,2.4091344030807704e-08
2011,0.0,2.829739287335542e-08
2012,3.404252713057332e-10,2.7234020871791387e-08
2013,0.0,2.6775601014161765e-08
2014,6.496335691608124e-10,3.832838113559944e-08
2015,4.433150790905671e-10,3.1032055869406605e-08
2016,2.0713400439298368e-10,3.1070101602637124e-08
2017,0.0,2.6413918163825656e-08
2018,1.5488800242380307e-09,2.7879840602818007e-08
2019,2.55098775436835e-10,3.188734742920474e-08
