year,mêmes_ADJ oies_NOUN,mêmes_ADJ voix_NOUN
1800,6.288328968651058e-09,3.772997558826319e-08
1801,2.3811825844433088e-09,8.572257570449437e-08
1802,4.475680270843441e-09,2.9091921760482364e-08
1803,0.0,2.9255089017965474e-08
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,0.0,5.685755422035754e-09
1806,0.0,1.729001475325731e-08
1807,0.0,1.4234775136401367e-08
1808,2.2660739951163578e-09,2.945896149242344e-08
1809,0.0,2.4849335034105025e-08
1810,0.0,7.020380277111826e-09
1811,0.0,1.504245972228091e-08
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,5.349351184236184e-08
1815,0.0,9.979727444431319e-08
1816,0.0,3.9399267848239106e-08
1817,0.0,4.3592454090912724e-08
1818,4.768470951432846e-09,4.649259222055946e-08
1819,0.0,6.107119787657211e-08
1820,3.5599443393152796e-09,4.865257352548724e-08
1821,0.0,2.2681422962023134e-08
1822,2.0051231786055723e-09,6.717162648328667e-08
1823,0.0,5.6331316500290995e-08
1824,8.421112696055388e-10,3.621078281668133e-08
1825,8.805443041381977e-10,4.3146670236637874e-08
1826,1.7615968683770689e-09,6.605988089880555e-08
1827,0.0,4.7929820112813104e-08
1828,5.503380862137419e-09,1.1740545835525751e-07
1829,0.0,2.314757596710848e-08
1830,2.0873671680021744e-09,4.905312778191728e-08
1831,1.5591206103948707e-09,4.8332740032464017e-08
1832,0.0,4.058990787925154e-08
1833,0.0,4.054269864273152e-08
1834,9.334530925997342e-10,1.717553743674216e-07
1835,1.5126175867408165e-09,8.621920244422654e-08
1836,6.720750067579218e-10,1.424799052074377e-07
1837,0.0,5.705470584871364e-08
1838,2.5248647617104325e-09,7.448350913819013e-08
1839,6.9914751765765e-10,4.4046291947097416e-08
1840,0.0,8.344292012907317e-08
1841,0.0,5.6500827128047604e-08
1842,0.0,8.787826999423487e-08
1843,0.0,4.784597962270709e-08
1844,0.0,6.641159444598088e-08
1845,0.0,5.022205229465726e-08
1846,0.0,7.962121562066216e-08
1847,0.0,1.0193192423457731e-07
1848,0.0,1.2389641312893218e-07
1849,0.0,9.636327291673297e-08
1850,0.0,8.757804881298625e-08
1851,0.0,7.868315066161813e-08
1852,6.510545436100301e-10,5.989701890030119e-08
1853,1.1943863675867306e-09,3.1651239851271384e-08
1854,1.558699391779328e-09,5.6632742495565935e-08
1855,1.0613874223963649e-09,3.449509122788186e-08
1856,5.177189232874468e-10,4.0899795550330964e-08
1857,0.0,6.199516211502498e-08
1858,4.893676019968041e-10,5.0894229275399994e-08
1859,0.0,7.23088642295977e-08
1860,0.0,9.520542221252981e-08
1861,4.715963730639317e-10,5.989274143303192e-08
1862,0.0,9.352231705728187e-08
1863,0.0,6.493007020935693e-08
1864,4.794727948009836e-10,3.0686259533396765e-08
1865,0.0,4.4715022018415596e-08
1866,0.0,3.259960712487242e-08
1867,0.0,3.930777126015528e-08
1868,0.0,5.285665238830006e-08
1869,0.0,5.4207063726607885e-08
1870,0.0,5.504686839685746e-08
1871,0.0,2.6552942955504477e-08
1872,0.0,5.32165849165267e-08
1873,0.0,3.8909028887701425e-08
1874,0.0,6.572069927157642e-08
1875,0.0,3.94785359958405e-08
1876,0.0,1.0459605515045212e-07
1877,0.0,1.7255636919344397e-07
1878,0.0,1.4312639962099638e-07
1879,0.0,4.581993806596074e-08
1880,1.2835692508872398e-09,4.685027699125044e-08
1881,6.972507571312292e-10,8.018384051178273e-08
1882,0.0,4.19289278852375e-08
1883,3.159669414998234e-09,4.107570311662201e-08
1884,1.3203393933736152e-09,3.630933420595284e-08
1885,0.0,4.640857564908174e-08
1886,0.0,2.9040586824180536e-08
1887,0.0,3.590908548289917e-08
1888,1.268122939990235e-09,4.818867238576274e-08
1889,4.385595886446936e-09,3.9470360924109826e-08
1890,0.0,5.1779652843197965e-08
1891,3.824531802365527e-09,2.1672347472190268e-08
1892,0.0,1.817868655606958e-08
1893,0.0,4.310891560388441e-08
1894,0.0,5.734400687629204e-08
1895,3.0093072478365457e-09,4.754705429377282e-08
1896,0.0,5.307326134129653e-08
1897,0.0,4.311768009301886e-08
1898,0.0,5.0359359460294684e-08
1899,0.0,3.2612710754165164e-08
1900,0.0,2.906989848838748e-08
1901,0.0,5.197527030986748e-08
1902,0.0,2.2096277529914943e-08
1903,1.0800440541913758e-09,3.834156458992766e-08
1904,0.0,3.869730136329963e-08
1905,0.0,3.973784501454247e-08
1906,5.144184522798412e-10,4.372556716703002e-08
1907,0.0,3.4971336049238744e-08
1908,4.911389073214423e-10,2.1118973236866623e-08
1909,0.0,3.905698164885507e-08
1910,0.0,4.38220344456397e-08
1911,0.0,3.032613093978398e-08
1912,0.0,1.9795800554334164e-08
1913,0.0,1.9090762748419365e-08
1914,0.0,2.7456648787893556e-08
1915,1.1780761921542648e-09,4.005459075528961e-08
1916,0.0,5.6036057571873243e-08
1917,0.0,2.1932848426331475e-08
1918,0.0,3.331049214239101e-08
1919,0.0,3.9593746947730324e-08
1920,7.572231730534895e-10,2.5745588771997063e-08
1921,0.0,3.559191302793252e-08
1922,0.0,6.418803621954794e-08
1923,0.0,4.352538596208433e-08
1924,0.0,4.1253198190815965e-08
1925,0.0,3.189471442510694e-08
1926,0.0,2.1177662290483568e-08
1927,0.0,2.4528294506609427e-08
