year,ces_DET yeux_NOUN,ces_DET vieux_NOUN
1987,8.976790084602726e-07,2.0165695779894577e-08
1988,8.659023720269943e-07,1.2592763110053085e-08
1989,8.682209298171983e-07,2.140367671987775e-08
1990,7.807916588831176e-07,1.852541398061902e-08
1991,7.965731185777258e-07,1.1722930404189924e-08
1992,8.264916218081453e-07,1.7631821169761253e-08
1993,8.901506447500651e-07,1.8833305193144412e-08
1994,8.503181447849784e-07,2.0044721216194716e-08
1995,9.256123334466793e-07,1.1929392029763619e-08
1996,8.75980958880973e-07,9.074756945892659e-09
1997,8.151320756155656e-07,1.2466725984872085e-08
1998,8.287008554930253e-07,1.81188913872532e-08
1999,8.080115847519664e-07,1.8280804203740786e-08
2000,8.155686259669892e-07,2.385737030152768e-08
2001,8.306777772304486e-07,1.3143635596568615e-08
2002,8.670437381397278e-07,2.409671751024689e-08
2003,8.425518274179922e-07,1.7501075866288573e-08
2004,8.32065069289456e-07,1.7178685779439817e-08
2005,8.696740181335372e-07,2.0717247917190207e-08
2006,9.294077472077333e-07,1.6059770735488144e-08
2007,1.0976829685205303e-06,1.6377365463782212e-08
2008,1.118003652322841e-06,2.3841661478396503e-08
2009,1.2001540881101391e-06,2.1933685978581252e-08
2010,1.5786916520710292e-06,2.172944713052516e-08
2011,1.7406720331791803e-06,2.447342128952812e-08
2012,2.1783812940157077e-06,3.608507898045232e-08
2013,2.5528862579449196e-06,3.625862471379193e-08
2014,2.790392699125732e-06,4.049382545945335e-08
2015,2.9950367661513155e-06,3.302697365592522e-08
2016,2.8679773720341473e-06,3.6662718749802536e-08
2017,2.4479414548750356e-06,3.270294782198313e-08
2018,2.8721397598019394e-06,3.4075362309593515e-08
2019,2.7713931274320203e-06,3.367303780255071e-08
