year,ces_DET yeux_NOUN,ces_DET vieux_NOUN
1800,1.4651806452548044e-06,3.144164484325529e-09
1801,1.500145003774378e-06,9.52473055981784e-09
1802,8.459035711894103e-07,2.2378401354217203e-08
1803,1.273571541560159e-06,1.950339223455444e-09
1804,1.399067642182672e-06,4.943701892301533e-09
1805,1.3247809675931421e-06,0.0
1806,1.1324959672265322e-06,5.76333825108577e-09
1807,8.76862159771008e-07,5.693910232196231e-09
1808,1.264469290163106e-06,4.5321479902327155e-09
1809,9.917144296878178e-07,2.259030518203531e-09
1810,1.095179300136806e-06,1.8721013628208993e-08
1811,1.318722354426427e-06,2.2563690915688994e-08
1812,8.935147590705128e-07,1.0668832928217853e-08
1813,1.0611486942480042e-06,2.8757416448144113e-09
1814,7.457624917606154e-07,1.2586708564299443e-08
1815,6.527281044554911e-07,5.394447111228828e-09
1816,9.061831178769353e-07,4.6352077731626196e-09
1817,1.033763922464459e-06,1.712560726563339e-08
1818,1.0884035077651788e-06,1.668964877410417e-08
1819,1.0237188661221808e-06,1.2421260464634543e-08
1820,1.4346575767376635e-06,2.0173018810965004e-08
1821,1.1892954745462703e-06,1.577838082411631e-08
1822,1.2732531757819743e-06,1.0025615893027862e-08
1823,1.164180517321256e-06,4.5460359476834356e-08
1824,1.013901965052355e-06,5.894778887238772e-09
1825,1.0575336801821322e-06,1.4969252948304757e-08
1826,8.085729845674905e-07,8.807984341885344e-10
1827,7.751726940341541e-07,2.3043183361437514e-08
1828,8.667824431540794e-07,1.65101421978342e-08
1829,9.421920736940592e-07,1.6289034676653102e-08
1830,1.1772751236094336e-06,9.39315203396518e-09
1831,1.3174569488683119e-06,4.053713453799901e-08
1832,1.6046543152015147e-06,4.058990921151917e-09
1833,1.2510318470049242e-06,1.3900354645102198e-08
1834,1.05573546704818e-06,2.3336327314993355e-08
1835,1.3152210271982767e-06,1.739510224751939e-08
1836,1.182851960379594e-06,2.9571300963482372e-08
1837,1.0993468038122955e-06,1.461157062010443e-08
1838,9.335687209954813e-07,2.5879864473665748e-08
1839,8.263923803042417e-07,1.747868749735204e-08
1840,8.236007644768506e-07,1.4650283985950807e-08
1841,9.104337692633635e-07,7.0626033910059505e-09
1842,1.0719807477244103e-06,1.2074877098200432e-08
1843,9.533754479207346e-07,1.1223130869097986e-08
1844,9.654379482526565e-07,2.4149668709227967e-08
1845,1.0853542917743653e-06,1.5066615954850704e-08
1846,8.875424271082011e-07,3.5127007969038004e-09
1847,6.347824026420312e-07,1.9954927488186058e-08
1848,7.996950159849803e-07,1.4481398968868575e-08
1849,8.58052082719496e-07,2.2624420337180595e-08
1850,7.637620598188732e-07,7.467895635215882e-09
1851,7.977955576166096e-07,1.9348315838385588e-08
1852,9.511906924331015e-07,2.5391126756701965e-08
1853,8.599581917678734e-07,2.4484920091438767e-08
1854,1.2973573859653698e-06,3.740878395941394e-08
1855,1.3309798134741868e-06,2.0166361025530932e-08
1856,1.0292252170529537e-06,1.5013849163914017e-08
1857,9.977804324989847e-07,2.0990488125427476e-08
1858,1.1049920445316275e-06,1.1744822336900995e-08
1859,1.32192815271992e-06,4.6338777703880396e-08
1860,1.2692531328184486e-06,1.4646988816258144e-08
1861,1.2784977911906026e-06,2.87673795895671e-08
1862,1.2212116757837066e-06,1.5812952752769505e-08
1863,1.2961041448988908e-06,4.794835933852326e-08
1864,1.121007358051429e-06,2.2055748227778338e-08
1865,1.3292128926423175e-06,1.459121745650549e-08
1866,1.157042760269178e-06,1.0217786838850884e-08
1867,1.3447140645439504e-06,2.7661025470138156e-08
1868,1.0852903713498563e-06,1.3831647716067152e-08
1869,1.41426717448212e-06,3.3696281098727354e-08
1870,1.1445161760548217e-06,1.7202145929928747e-08
1871,1.1407144455688467e-06,1.6993883633631413e-08
1872,1.168346003055376e-06,2.1770420577382765e-08
1873,1.1786442470906877e-06,1.3169209722718733e-08
1874,1.1973117324259874e-06,1.4936523129449597e-08
1875,1.219829584897525e-06,1.4303817408301e-08
1876,1.3778868179770143e-06,1.2696631523922974e-08
1877,1.2920080507683451e-06,2.288381972803677e-08
1878,1.0544248709720705e-06,3.985798535666163e-08
1879,1.2243088320929019e-06,3.4823153249874395e-08
1880,1.0043929279390795e-06,2.56713852397894e-08
1881,1.1978767631148912e-06,2.7192778806472973e-08
1882,1.2944724545604913e-06,3.128031034194123e-08
1883,1.2379585569988194e-06,2.7805091229460288e-08
1884,1.2219741307717413e-06,2.706695845233753e-08
1885,1.1202515253216916e-06,3.8029249971316403e-08
1886,1.1241934529948594e-06,2.7104549049639104e-08
1887,1.455950183526511e-06,2.2851236236576256e-08
1888,1.280170074835496e-06,2.5996521157978236e-08
1889,1.3676793599870507e-06,3.4458252251567956e-08
1890,1.267618358724576e-06,3.0805615947038234e-08
1891,1.379381174615446e-06,3.1233678754460925e-08
1892,1.3665356775049986e-06,3.3223114481728544e-08
1893,1.3991922429568149e-06,3.140792526057368e-08
1894,1.5779054081122013e-06,3.402831327825595e-08
1895,1.302428181304549e-06,2.76856257919178e-08
1896,1.3162168173153077e-06,3.83306875129108e-08
1897,1.2667274944533347e-06,2.9133567558403684e-08
1898,1.2448380246610213e-06,3.0555116103947455e-08
1899,1.434959330026686e-06,3.537650172802387e-08
1900,1.445708264213863e-06,2.6474370251605706e-08
1901,1.3267666361116426e-06,4.191554314747492e-08
1902,1.3635858522320632e-06,2.504244750456408e-08
1903,1.3403346628138024e-06,1.944079275340016e-08
1904,1.2173525760772463e-06,2.4723275870996986e-08
1905,1.427466003178779e-06,2.3739491539220836e-08
1906,1.4794674996210233e-06,3.292278077937638e-08
1907,1.241482422642548e-06,2.108565716474331e-08
1908,1.382064894528412e-06,3.290630634644742e-08
1909,1.5078196042850323e-06,2.2554031919863604e-08
1910,1.6155366893144674e-06,3.634022394116698e-08
1911,1.4668271859363813e-06,2.8197982171462854e-08
1912,1.4190463133445519e-06,2.552616440443245e-08
1913,1.5304428018225735e-06,2.704524781904638e-08
1914,1.4089948336959424e-06,1.942055721793068e-08
1915,1.2134184999013087e-06,5.301342920205343e-08
1916,1.5151710073268987e-06,4.394984820521586e-08
1917,1.3444836781673075e-06,2.7416061643137368e-08
1918,1.5483635849022903e-06,2.5270028736201766e-08
1919,1.7669860596924991e-06,2.4861191438851904e-08
1920,1.7211682177276089e-06,4.543338993912016e-08
1921,1.7379455385935216e-06,2.347551686376903e-08
1922,1.9234277885971096e-06,1.844483865642843e-08
1923,1.8121423295269778e-06,4.140219678205881e-08
1924,1.8061166144889285e-06,2.4494086203752374e-08
1925,1.9125831727251352e-06,5.829034233073571e-08
1926,1.9929295547171932e-06,3.120918801169381e-08
1927,2.164064483167749e-06,2.675814037012003e-08
1928,1.776749357418339e-06,3.313552099371009e-08
1929,2.0643173286316596e-06,4.01054640608578e-08
1930,1.6102024460451503e-06,2.7309369432515496e-08
1931,1.4074210596959347e-06,2.167017765231094e-08
1932,1.4521386049182183e-06,2.7398840862780105e-08
1933,1.4372739371992793e-06,4.358851524166596e-08
1934,1.2029506137878343e-06,3.235026646564165e-08
1935,1.3560066349782574e-06,3.4708022234042346e-08
1936,1.2561204698613437e-06,4.364897066011508e-08
1937,1.1785287057364258e-06,2.8959571962694497e-08
1938,1.3198588675322753e-06,2.593042824905467e-08
1939,1.3336412081343951e-06,3.6705722017416065e-08
1940,1.054885657936211e-06,5.578722439558703e-08
1941,1.3429336860326657e-06,2.6563523825018365e-08
1942,1.4776611720890287e-06,5.765002364377381e-08
1943,1.6548440129326991e-06,3.774205747930637e-08
1944,1.8636479808264994e-06,2.5705489292704442e-08
1945,2.0042237025563736e-06,4.357008087652048e-08
1946,1.852898975585049e-06,3.619487287664924e-08
1947,1.9991300206356755e-06,4.4107222763045684e-08
1948,1.7188454819461185e-06,2.8266908147500658e-08
1949,1.4107040442468133e-06,2.6505923012010157e-08
1950,2.013273942225169e-06,3.4033156959267785e-08
1951,1.703691978605093e-06,1.4925962799061665e-08
1952,1.6302267056289566e-06,3.479785259941082e-08
1953,1.3553474644822927e-06,2.585718505976331e-08
1954,1.594877886645918e-06,1.2704296725729591e-08
1955,1.2642413906860384e-06,2.815682353940474e-08
1956,1.5881198720535394e-06,3.314033714119091e-08
1957,1.2642939282159205e-06,2.8272120644601273e-08
1958,1.3955274624777303e-06,1.571726271354379e-08
1959,1.3199524033780108e-06,2.0927018895555705e-08
1960,1.4824425562665056e-06,1.3149583422134015e-08
1961,1.473009817232196e-06,2.153929301584867e-08
1962,1.393962023144013e-06,1.8391673739515113e-08
1963,1.4386968274493483e-06,2.0691369950753824e-08
1964,1.5167332634291597e-06,2.7377857980681597e-08
1965,1.4172592415206964e-06,2.462419473880928e-08
1966,1.269002027015631e-06,3.046491137137508e-08
1967,1.3499259381433149e-06,2.0707408621145618e-08
1968,1.5338185619384603e-06,3.323647657094142e-08
1969,1.129989321668745e-06,1.498780111131026e-08
1970,1.1561194668274766e-06,2.391337067253474e-08
1971,1.1869697686961445e-06,1.6442872063926472e-08
1972,1.0342376128846809e-06,2.718977920590504e-08
1973,1.0023004364256849e-06,1.433432950115332e-08
1974,7.729535553835376e-07,2.0814614698494438e-08
1975,7.893265419056661e-07,1.8847885030481848e-08
1976,7.753256241471718e-07,1.371246471926213e-08
1977,7.769105891952677e-07,2.2919449116365342e-08
1978,1.029504474558962e-06,1.9603951684210585e-08
1979,9.83131535292614e-07,1.4044735707763323e-08
1980,8.840409222443668e-07,2.5583178575594445e-08
1981,9.678090790998795e-07,2.40370886528396e-08
1982,9.83889087535772e-07,1.8001756640906308e-08
1983,9.605595536754663e-07,1.6419821502466903e-08
1984,9.869912176441176e-07,2.435583579263323e-08
1985,8.848885642009918e-07,1.9851341681587087e-08
1986,9.944851342424954e-07,1.7384007566789705e-08
