year,voulez_VERB ôter_VERB,voulez_VERB voter_VERB
1850,2.9192683825840504e-08,2.4440385715251978e-08
1851,1.805842941848823e-08,1.2898877521649865e-09
1852,6.510545436100301e-09,1.0416872697760482e-08
1853,2.09017620989016e-08,1.1943863675867306e-09
1854,3.63696517347023e-09,2.0782657816909023e-09
1855,4.2455496895854594e-09,0.0
1856,4.659470143053568e-09,1.0354378465748937e-09
1857,1.0739319655783675e-08,9.763018171682347e-10
1858,8.31924928945682e-09,2.4468380654951716e-09
1859,6.619825576592575e-09,0.0
1860,8.238931314963338e-09,4.577183909670879e-10
1861,7.073945429425521e-09,2.357981809808507e-09
1862,1.581295272501393e-08,2.2589932147099034e-09
1863,1.1487627737949424e-08,4.994620828036034e-10
1864,9.109982990196386e-09,0.0
1865,1.4120533631256649e-09,3.294791106611683e-09
1866,1.6543083347642096e-08,1.4596839292835284e-09
1867,8.73506067478047e-09,0.0
1868,5.9278488784286765e-09,1.975949626142892e-09
1869,9.278686263769487e-09,3.4184632902167778e-09
1870,1.0321287824410774e-08,5.734048791339319e-09
1871,1.1683295220166201e-08,1.5931766128574054e-08
1872,1.8142017887967654e-09,9.675742873582749e-09
1873,6.584604861359367e-09,4.788803575905831e-09
1874,6.572069999322139e-09,1.1949218503559678e-08
1875,8.010138330405425e-09,9.7265964171811e-09
1876,6.650616057868319e-09,1.4510435519810017e-08
1877,8.040260901509555e-09,4.9478527941460015e-09
1878,4.22736201599605e-09,1.268208649207736e-08
1879,9.163987790827832e-09,2.443730107160036e-09
1880,1.2835692508872398e-09,8.343199908722454e-09
1881,6.2752567586699115e-09,1.045876096839038e-08
1882,8.652000893505374e-09,7.320923423037584e-09
1883,9.479008689083912e-09,1.4534479397809719e-08
1884,1.9805090900604227e-09,1.3203393933736152e-08
1885,3.86738152613475e-09,4.511945039809007e-09
1886,4.5174246565693466e-09,1.0325542199041138e-08
1887,2.6115698492645834e-09,1.0446279397058333e-08
1888,6.340614699951175e-10,5.706553452000662e-09
1889,1.8795409673089125e-09,1.0650732740202784e-08
1890,6.554386366985909e-09,7.865263995654459e-09
1891,2.5496880162734215e-09,1.529812720946211e-08
1892,8.149066310636499e-09,7.522214851007902e-09
1893,6.15841644346915e-09,9.853466487186324e-09
1894,0.0,5.671385139294216e-09
1895,1.2037228991346183e-09,5.416753268150387e-09
1896,5.89702897624278e-10,5.307326134129653e-09
1897,0.0,1.3984112534615178e-08
1898,5.6583548957434e-10,9.619203211741478e-09
1899,5.527578395003729e-09,7.185851913504848e-09
1900,1.5573159428683425e-09,9.34389543516545e-09
1901,0.0,1.5089595351014395e-08
1902,1.9641135384773634e-09,1.4730851205513318e-08
1903,2.1600881083827517e-09,1.1880484152015924e-08
1904,1.0749250378694342e-09,1.1286712897629059e-08
1905,1.0321518084666081e-09,1.1353670004154992e-08
1906,2.0576738091193647e-09,4.115347618238729e-09
1907,5.142843373384665e-10,1.2342823652033985e-08
1908,0.0,5.40252820258047e-09
1909,1.6502950117569526e-09,7.701377313651392e-09
1910,5.34415089958884e-09,1.0153886620400954e-08
1911,1.5961122423746588e-09,2.6601871816467337e-09
1912,2.6047106693738442e-09,8.856016364688912e-09
1913,3.71209285532359e-09,3.71209285532359e-09
1914,1.3393487430235496e-09,6.696743604095445e-09
1915,0.0,5.890381071793627e-09
1916,0.0,2.197492410260793e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,1.8415696745321952e-09
1920,0.0,6.057785384427916e-09
1921,2.2718242842501013e-09,6.058197943303867e-09
1922,4.426761179843197e-09,1.1066902949607993e-08
1923,6.369568872344189e-09,4.246379248229459e-09
1924,1.289162443462999e-09,9.02413699321869e-09
1925,0.0,9.898360353588487e-09
1926,0.0,5.57306911730393e-09
1927,1.1149224876660924e-09,1.1149224876660924e-09
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,7.798284684668033e-09
1930,0.0,0.0
1931,0.0,7.983749661377715e-09
1932,0.0,4.383814644626227e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,4.7926320689839486e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,0.0,1.2124714565686645e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,0.0,6.482607339819424e-09
1939,0.0,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,5.568441707737293e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,8.344609447874518e-09
1948,0.0,1.0871888278529696e-08
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,3.1984206394497505e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,3.232148326759443e-09,4.3095309543161875e-09
1954,0.0,0.0
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,0.0,0.0
1958,2.4816730892496253e-09,4.9633461784992505e-09
1959,0.0,1.1626121398933265e-08
1960,6.920833350854139e-10,2.7683333403416555e-09
1961,6.948159270159238e-10,6.948159270159238e-10
1962,3.805173953708163e-09,1.2683912808952869e-09
1963,6.466053248388448e-10,0.0
1964,2.4335873316516654e-09,2.4335873316516654e-09
1965,1.6416130677043839e-09,1.6416130677043839e-09
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,4.930335695263466e-09,3.451234853457663e-09
1968,8.982831700699023e-10,1.3474247273492779e-09
1969,2.7250546263957176e-09,2.2708788183223305e-09
1970,9.197450023812337e-10,1.8394900047624674e-09
1971,1.0276794970565106e-09,1.541519245584766e-09
1972,4.104117490300041e-09,2.565073486948677e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,1.6876715580593782e-09,2.812785782069227e-09
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,0.0,0.0
1977,5.876781838942691e-10,4.11374712072643e-09
1978,1.7821774056514528e-09,4.158414057542359e-09
1979,5.851973350345929e-10,2.3407893401383717e-09
1980,1.7055452605774235e-09,6.253665585376211e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,1.2415004579935385e-09,1.2415004579935385e-09
1983,0.0,2.5261264191556165e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,1.2031116103372597e-09
1986,0.0,4.196139880008332e-09
1987,0.0,6.110816852533674e-10
1988,5.996553809062277e-10,2.99827696004229e-09
1989,1.6464366536794728e-09,4.939309850016116e-09
1990,2.724325431913144e-09,3.2691906959314565e-09
1991,0.0,1.1722930404189924e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,1.5824779264761446e-09,2.1099706426497278e-09
1995,0.0,5.422450821690461e-10
1996,0.0,5.338092190498855e-10
1997,0.0,9.58978896292706e-10
1998,1.43043876743576e-09,6.198567881199324e-09
1999,0.0,2.285100553223174e-09
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,4.3812117822561447e-10,1.3143635069212678e-09
2002,2.6287327870022636e-09,4.38122149670761e-10
2003,1.2500769308587678e-09,1.2500769308587678e-09
2004,3.0833537945085254e-09,4.404791253964646e-10
2005,4.5037495954858286e-10,2.702249757291497e-09
2006,1.6471559671771274e-09,8.235779835885637e-10
2007,7.988958938831558e-10,2.3966877371606188e-09
2008,8.514879357157668e-10,2.1287198670449925e-09
2009,4.76819250749827e-10,9.53638501499654e-10
2010,1.4171379625338432e-09,1.8895172093635892e-09
2011,2.2943831279320648e-09,1.1471915639660324e-09
2012,2.0425516833455504e-09,1.7021263287730903e-09
2013,3.3469500504423877e-09,2.7891249310130206e-09
2014,1.0827225782605865e-09,3.897801192920269e-09
2015,1.994917786518613e-09,6.649726325136385e-10
2016,3.314144070287739e-09,2.6927420293532123e-09
2017,2.7671724911471074e-09,2.0124890642847504e-09
2018,1.5488800242380307e-09,1.290733298020541e-09
2019,1.53059265262101e-09,2.2958890344426663e-09
