year,ces_DET ivres_ADJ,ces_DET vivres_NOUN
1853,2.9859659189668264e-09,4.2997910343345325e-08
1854,0.0,4.364358252573197e-08
1855,5.306937111981824e-10,3.6087172361476405e-08
1856,1.0354378465748937e-09,1.5013848297940058e-07
1857,0.0,5.9554409403972386e-08
1858,0.0,5.9213479897124444e-08
1859,0.0,5.906921174414492e-08
1860,9.154367819341758e-10,9.108595877549419e-08
1861,0.0,7.781340016776994e-08
1862,0.0,3.5240293350113916e-08
1863,0.0,4.744889814389808e-08
1864,0.0,6.568777433102468e-08
1865,2.3534221238463715e-09,7.436814186689844e-08
1866,0.0,8.417510155567243e-08
1867,0.0,4.901339600849042e-08
1868,0.0,5.186867646500559e-08
1869,9.767038289254515e-10,4.8346840308965966e-08
1870,0.0,3.325748343385726e-08
1871,0.0,1.3276471655387923e-07
1872,0.0,7.438227100919903e-08
1873,0.0,9.757187413583779e-08
1874,0.0,2.2225545492915444e-07
1875,5.721527140956084e-10,9.383304266918913e-08
1876,1.813804439976252e-09,6.711076405707672e-08
1877,0.0,8.040260723873871e-08
1878,0.0,6.703388244488906e-08
1879,0.0,4.520900631632685e-08
1880,0.0,4.3641354530166154e-08
1881,0.0,8.855084665526647e-08
1882,0.0,3.527354186516618e-08
1883,0.0,5.7505983974692754e-08
1884,0.0,5.545425540987026e-08
1885,1.2891271383708158e-09,4.640857564908174e-08
1886,0.0,4.0011477686618946e-08
1887,0.0,5.419007464979586e-08
1888,0.0,4.945679599188679e-08
1889,0.0,8.207329038611988e-08
1890,0.0,6.030035493154173e-08
1891,0.0,7.266610957401554e-08
1892,0.0,5.829716620553427e-08
1893,0.0,6.343168879041627e-08
1894,6.301539290376468e-10,7.120739131671883e-08
1895,0.0,8.365874215598978e-08
1896,5.89702897624278e-10,6.958494225273171e-08
1897,0.0,6.059782187151086e-08
1898,0.0,7.808529467467906e-08
1899,5.527578395003729e-10,5.140647907353468e-08
1900,0.0,5.606337527552796e-08
1901,0.0,4.973977674183061e-08
1902,0.0,8.7403053683488e-08
1903,0.0,6.858279810728618e-08
1904,0.0,8.06193751756723e-08
1905,0.0,5.986480466901867e-08
1906,0.0,5.761486576716379e-08
1907,5.142843373384665e-10,4.782844431616695e-08
1908,0.0,3.3397445697858075e-08
1909,0.0,5.83104271534296e-08
1910,0.0,5.611358178114756e-08
1911,0.0,6.810078989616386e-08
1912,0.0,5.4177979436076384e-08
1913,0.0,5.090870036639217e-08
1914,0.0,9.509376219796195e-08
1915,0.0,1.095610846491013e-07
1916,0.0,1.670094249561771e-07
1917,1.0966424435210342e-09,7.128175916193413e-08
1918,1.1486376294556067e-09,6.5472345767148e-08
1919,9.207848372660976e-10,8.010828089766164e-08
1920,7.572231730534895e-10,7.11789773788496e-08
1921,7.572747429129834e-10,6.209652880784233e-08
1922,0.0,5.6072309462251724e-08
1923,0.0,5.307974149104666e-08
1924,0.0,5.1566497738519956e-08
1925,0.0,6.268961438848919e-08
1926,0.0,5.238684863684284e-08
1927,0.0,6.020581277965675e-08
1928,0.0,7.883968144994924e-08
1929,0.0,3.787738256377793e-08
1930,0.0,8.612954793818517e-08
1931,0.0,1.288805329124898e-07
1932,0.0,5.918149614814183e-08
1933,0.0,3.326492015176541e-08
1934,0.0,6.829500520666443e-08
1935,0.0,4.308582202128264e-08
1936,0.0,5.8198629027117477e-08
1937,0.0,3.777335555454897e-08
1938,0.0,4.537825049055755e-08
1939,0.0,5.047036566452334e-08
1940,0.0,4.817987697691706e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,5.461581054078124e-08
1943,2.9032352077962287e-09,8.129058759465124e-08
1944,0.0,9.639558484764166e-08
1945,0.0,8.060464828929526e-08
1946,0.0,8.491873781935055e-08
1947,0.0,4.7683483828109274e-08
1948,0.0,3.37028520647209e-08
1949,0.0,1.4529171910027117e-07
1950,0.0,4.4668518661694634e-08
1951,0.0,3.411648485940333e-08
1952,0.0,5.483297904618212e-08
1953,0.0,3.3398865451061965e-08
1954,9.772536113672459e-10,3.0294862618518437e-08
1955,0.0,4.035811507208109e-08
1956,8.72114158667614e-10,2.7907653965542067e-08
1957,0.0,2.3854601405304265e-08
1958,0.0,2.1507833292133682e-08
1959,0.0,3.4878365084978213e-08
1960,0.0,4.152500032716944e-08
1961,0.0,3.543561311047938e-08
1962,0.0,2.7904607513562496e-08
1963,6.466053248388448e-10,1.4225316813387678e-08
1964,3.6503808864551957e-09,2.981144531233326e-08
1965,0.0,4.049311996823235e-08
1966,0.0,2.1602391431230217e-08
1967,9.860671168482327e-10,4.486605398312804e-08
1968,8.982831700699023e-10,3.09907690621003e-08
1969,4.5417578031781147e-10,4.087581828571274e-08
1970,0.0,3.6329928398970424e-08
1971,0.0,3.3913424068998665e-08
1972,0.0,3.3345953776020565e-08
1973,0.0,3.528450331913291e-08
1974,0.0,3.712877383321711e-08
1975,0.0,5.3687913670330545e-08
1976,0.0,3.8851982075982505e-08
1977,0.0,3.114694413497432e-08
1978,0.0,2.792077924418379e-08
1979,0.0,4.38898015708844e-08
1980,0.0,3.2973874297681505e-08
1981,0.0,2.9730082395929003e-08
1982,0.0,3.041676066573018e-08
1983,0.0,2.5892795463278162e-08
1984,0.0,3.595385322796574e-08
1985,0.0,4.1507351333791576e-08
1986,0.0,3.117132374441667e-08
1987,0.0,3.91092274121263e-08
1988,0.0,2.758414818782029e-08
1989,0.0,2.798942277948413e-08
1990,0.0,2.6153524679273232e-08
1991,0.0,4.103025563750862e-08
1992,0.0,3.52636422285002e-08
1993,0.0,3.046564001074614e-08
1994,0.0,3.428702388674765e-08
1995,0.0,3.0907969961191384e-08
1996,0.0,2.829188883168854e-08
1997,0.0,3.5961708721998775e-08
1998,0.0,3.5284156041370807e-08
1999,0.0,2.833524659351383e-08
2000,0.0,2.9159008541057574e-08
2001,8.762423564512289e-10,2.8477876057309004e-08
2002,0.0,4.030723665948699e-08
2003,0.0,3.041853657848037e-08
2004,4.404791253964646e-10,3.215497557107483e-08
2005,4.5037495954858286e-10,3.467887177421858e-08
2006,0.0,2.841343960113818e-08
2007,0.0,2.157018919035636e-08
2008,0.0,1.4901038958292645e-08
2009,0.0,2.288732381394709e-08
2010,9.447586046817946e-10,2.172944846279279e-08
2011,0.0,3.0591775113109065e-08
2012,0.0,3.676592852386307e-08
2013,0.0,3.2911675162949905e-08
2014,2.1654451842767486e-10,2.9666599843380936e-08
2015,2.2165753954528356e-10,2.903713713919842e-08
2016,0.0,4.2669606514778025e-08
2017,2.515611330355938e-10,3.7985732781464776e-08
2018,2.5814667070633845e-10,2.736354764998339e-08
2019,0.0,2.2703790958367165e-08
