year,diverses_ADJ oies_NOUN,diverses_ADJ voix_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.1430643926123594e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,5.851017448321727e-09
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,4.610670600868616e-08
1807,0.0,2.8469551160981155e-09
1808,0.0,2.945896149242344e-08
1809,0.0,4.518061036407062e-09
1810,0.0,3.042164919975221e-08
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-08
1817,0.0,3.580808893843823e-08
1818,1.3113295338484932e-08,8.344824387052086e-09
1819,0.0,1.3456364911235141e-08
1820,0.0,9.493184904840746e-09
1821,0.0,9.861488514673056e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,3.360113609574e-08
1824,0.0,3.2000230021367315e-08
1825,0.0,2.2894151241459326e-08
1826,0.0,2.2900759844013407e-08
1827,0.0,2.7651818612639545e-08
1828,0.0,3.026859352051048e-08
1829,0.0,1.6289034399097346e-08
1830,0.0,1.7742621594152297e-08
1831,0.0,1.7150327380477393e-08
1832,0.0,1.758896017722833e-08
1833,0.0,2.6642345218874652e-08
1834,0.0,5.600718555598405e-09
1835,0.0,1.8151411040889798e-08
1836,0.0,1.5457725044409898e-08
1837,0.0,2.3656829162277404e-08
1838,0.0,1.8936486156917454e-08
1839,0.0,2.7266752411492234e-08
1840,0.0,1.2102408852854296e-08
1841,0.0,7.704658244733764e-09
1842,0.0,1.0733224087289273e-08
1843,0.0,1.1223130869097986e-08
1844,0.0,2.140538946093784e-08
1845,0.0,1.2276501148988928e-08
1846,0.0,1.4050803187615202e-08
1847,0.0,1.833696039454935e-08
1848,0.0,1.1263310673026439e-08
1849,0.0,1.5920887719289567e-08
1850,0.0,2.3761487000228954e-08
1851,0.0,1.2253933867611977e-08
1852,0.0,2.278690880430645e-08
1853,0.0,2.7470886010405593e-08
1854,0.0,1.4028294081924741e-08
1855,0.0,1.5920811335945473e-08
1856,0.0,1.5531567143511893e-08
1857,0.0,1.8061584228235006e-08
1858,0.0,7.34051397444091e-09
1859,0.0,1.9350258506634077e-08
1860,0.0,8.696649622663699e-09
1861,0.0,1.6034276961729432e-08
1862,4.517986262886353e-10,1.49093550838586e-08
1863,4.994620828036034e-10,1.0988165932701577e-08
1864,0.0,1.726102105692462e-08
1865,0.0,1.2237795665726026e-08
1866,0.0,1.459683868221262e-08
1867,2.426405742994575e-09,5.82337378318698e-09
1868,0.0,8.397785578040384e-09
1869,0.0,2.0022428159904848e-08
1870,0.0,1.777555080906268e-08
1871,6.37270636261178e-09,8.496941816815706e-09
1872,0.0,1.0885210954825197e-08
1873,0.0,2.0352415752711295e-08
1874,5.974609140757536e-10,2.2106053876314036e-08
1875,0.0,3.2612705425094646e-08
1876,6.04601479992084e-10,2.3579457941735882e-08
1877,0.0,5.566334504436554e-09
1878,0.0,2.0532901379155533e-08
1879,0.0,6.109325489944695e-09
1880,0.0,8.343199908722454e-09
1881,6.972507571312292e-10,2.9981783056243216e-08
1882,0.0,7.986462158271479e-09
1883,0.0,8.215140845369007e-09
1884,0.0,5.941527270181268e-09
1885,0.0,7.090199150017185e-09
1886,0.0,1.0325542587619196e-08
1887,0.0,7.834709381260296e-09
1888,0.0,1.3949351895803375e-08
1889,1.8795409673089125e-09,1.127724646998729e-08
1890,0.0,1.9007720730712663e-08
1891,0.0,1.3385862529524672e-08
1892,0.0,9.402768341715273e-09
1893,0.0,1.0469307976102016e-08
1894,6.301539290376468e-10,2.2055387516317637e-08
1895,0.0,1.2639090218868887e-08
1896,0.0,6.486732040400511e-09
1897,0.0,9.90541315637472e-09
1898,0.0,1.0185038701315818e-08
1899,0.0,1.879376654301268e-08
1900,0.0,1.0382106396811253e-08
1901,0.0,1.2854099118442264e-08
1902,0.0,1.8168050897049426e-08
1903,0.0,2.2680924471885078e-08
1904,0.0,1.6123875568041512e-08
1905,0.0,1.2901897772366056e-08
1906,0.0,1.5946971188007808e-08
1907,0.0,2.982849167665336e-08
1908,4.911389073214423e-10,3.0450612031884816e-08
1909,0.0,1.7603147384193107e-08
1910,5.344150677544235e-10,1.870452770447173e-08
1911,0.0,2.553779587799454e-08
1912,0.0,1.6149205861459848e-08
1913,0.0,2.2802856491921375e-08
1914,0.0,2.5447626228469744e-08
1915,0.0,1.1780761921542648e-09
1916,0.0,2.197492410260793e-09
1917,0.0,7.676496771580332e-09
1918,0.0,1.6080927700556913e-08
1919,0.0,2.1178051312631396e-08
1920,0.0,2.7260034674014832e-08
1921,0.0,2.423279099605935e-08
1922,0.0,2.6560567967237603e-08
1923,0.0,2.1231896685236507e-08
1924,0.0,2.1915761649893284e-08
1925,0.0,2.74954441437103e-08
1926,0.0,4.569916678409669e-08
1927,0.0,2.4528294062520217e-08
1928,1.1426041224282812e-09,2.2852082892654835e-08
1929,0.0,8.912325100141061e-09
1930,0.0,5.8820181281227235e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,3.507051760109903e-08
1933,0.0,1.9500125958415992e-08
1934,0.0,2.156684431042777e-08
1935,0.0,2.154291145473053e-08
1936,0.0,1.6974600391961303e-08
1937,0.0,1.3850230184964119e-08
1938,1.2965214457594243e-09,2.074434313215079e-08
1939,0.0,1.6823455517567254e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,3.246652724442356e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,2.6142048525912287e-08
1946,0.0,3.7586982415405146e-08
1947,0.0,1.9073394197377525e-08
1948,0.0,2.9354096930944706e-08
1949,0.0,5.595694796411976e-08
1950,0.0,4.573205480973286e-08
1951,0.0,5.224086807587014e-08
1952,0.0,2.636200890915319e-08
1953,0.0,3.2321481602259894e-08
1954,0.0,2.7363101562372094e-08
1955,0.0,2.815682265122632e-08
1956,0.0,1.5698054633972447e-08
1957,0.0,2.1204090594473257e-08
1958,0.0,2.3989506825472517e-08
1959,0.0,1.2401196514133517e-08
1960,0.0,2.6991249846286536e-08
1961,0.0,3.265634906934878e-08
1962,0.0,2.4733629644391186e-08
1963,0.0,2.651081798532573e-08
1964,0.0,1.3384730546128765e-08
1965,0.0,2.2982581615593745e-08
1966,5.539074754423723e-10,1.7725039880289728e-08
1967,0.0,2.2679543965065108e-08
1968,0.0,3.458390362975905e-08
1969,0.0,2.6796371760395843e-08
1970,0.0,3.0351584801024956e-08
1971,5.138397485282553e-10,3.0316545718278576e-08
1972,0.0,2.6163748834129308e-08
1973,0.0,2.1501494584796887e-08
1974,0.0,2.5315071983111892e-08
1975,0.0,2.4559365208176587e-08
1976,0.0,1.8283285940778882e-08
1977,0.0,1.7042667055378047e-08
1978,0.0,1.9603951684210585e-08
1979,1.7555920051037788e-09,2.867466930567275e-08
1980,0.0,1.8192481521239756e-08
1981,6.325549528618524e-10,2.0874313610974582e-08
1982,0.0,1.551875561389693e-08
1983,0.0,2.3366669488211755e-08
1984,0.0,3.015484484336639e-08
1985,0.0,3.1280900758545727e-08
1986,0.0,2.8773529781034313e-08
1987,0.0,3.605382109528321e-08
1988,0.0,3.0582423593550345e-08
1989,0.0,3.2928733961767875e-08
1990,5.44865097484859e-10,2.724325576242137e-08
1991,0.0,3.985796315220114e-08
1992,0.0,5.069148756309261e-08
1993,0.0,3.8220529519072954e-08
1994,5.274926606624319e-10,3.3759529838306435e-08
1995,0.0,4.7175323647508094e-08
1996,0.0,4.4839975288368805e-08
1997,0.0,3.787966651458419e-08
1998,4.768129224785866e-10,4.86349165385036e-08
1999,4.570201161957499e-10,4.8901150684343975e-08
2000,0.0,3.2251629367152646e-08
2001,0.0,4.906957337680318e-08
2002,0.0,4.293597122284609e-08
2003,0.0,4.166923073256612e-08
2004,0.0,5.329797547748427e-08
2005,0.0,5.3144245559799685e-08
2006,0.0,5.847403627967651e-08
2007,0.0,5.272713066162282e-08
2008,0.0,3.448526064708801e-08
2009,0.0,3.433098583194294e-08
2010,4.723793023408973e-10,2.9759896325032287e-08
2011,0.0,2.44734204013497e-08
2012,0.0,2.5531895819774775e-08
2013,0.0,1.673475025221194e-08
2014,0.0,2.3170264262795115e-08
2015,0.0,1.861923273893673e-08
2016,0.0,2.0506266240616355e-08
2017,0.0,3.24513861615916e-08
2018,0.0,2.039358659722268e-08
2019,0.0,1.7856914558134207e-08
