year,belles_ADJ oies_NOUN,belles_ADJ voix_NOUN
1992,1.1019888335184191e-09,7.273126101381422e-08
1993,0.0,7.145577285427862e-08
1994,1.0549853213248639e-09,6.540908970009696e-08
1995,2.1689803286761844e-09,8.24212520456058e-08
1996,1.6014276571496566e-09,7.313186500823576e-08
1997,1.917957792585412e-09,6.233362626062444e-08
1998,9.536258449571733e-10,5.769436484115431e-08
1999,1.8280804647829996e-09,6.215473291604212e-08
2000,1.3254094488601709e-09,6.84794869698635e-08
2001,3.943090742808408e-09,9.288169167120941e-08
2002,1.3143663935011318e-09,6.308958688805433e-08
2003,1.6667691671301554e-09,7.25044557725596e-08
2004,4.404791253964646e-10,7.179809813351312e-08
2005,9.007499190971657e-10,7.025849413366814e-08
2006,3.294311934354255e-09,6.382729367260254e-08
2007,1.997239706952314e-09,7.030283910580692e-08
2008,3.8316958494988285e-09,1.0728747668053984e-07
2009,3.814554005998616e-09,6.484741987833331e-08
2010,0.0,5.81026533552631e-08
2011,1.529588788962144e-09,5.850677098351298e-08
2012,3.063827413996023e-09,7.046803318644379e-08
2013,3.3469500504423877e-09,5.6340326182180434e-08
2014,1.9489005964601347e-09,8.315309685258399e-08
2015,5.541438335976423e-09,8.4894836049898e-08
2016,6.4211539696490405e-09,7.643244970267915e-08
2017,1.257805665177969e-09,6.163247689983109e-08
2018,4.646640239247546e-09,7.589512307504265e-08
2019,5.1019755087367e-10,6.453998935285199e-08
