year,belles_ADJ oies_NOUN,belles_ADJ voix_NOUN
1800,3.772997558826319e-08,2.5153315874604232e-08
1801,1.1905912700171939e-08,6.905429472681135e-08
1802,8.951360541686881e-09,1.0741632650024258e-07
1803,3.90067853572873e-08,5.265916058760922e-08
1804,1.4831105232815389e-08,1.4831105943358125e-07
1805,4.264316544322355e-08,9.097208675257207e-08
1806,0.0,1.9019016406218725e-07
1807,2.8469551160981155e-09,7.402083213037258e-08
1808,6.798221985349073e-09,6.345007363961486e-08
1809,1.3554183553310395e-08,1.0391540428145163e-07
1810,0.0,9.594519667643908e-08
1811,0.0,1.1031137603367824e-07
1812,0.0,9.601949813031752e-08
1813,1.4378708002027452e-08,7.189353823378042e-08
1814,0.0,1.3845379953636439e-07
1815,0.0,1.4025562222741428e-07
1816,0.0,7.879853569647821e-08
1817,0.0,1.120948880384276e-07
1818,4.768470951432846e-09,1.144433028343883e-07
1819,2.070210003424222e-09,1.0765091928988113e-07
1820,4.746592452420373e-09,1.4002448267547152e-07
1821,0.0,1.6074226039108908e-07
1822,1.2030739071633434e-08,1.2732532184145384e-07
1823,9.882686891060644e-10,9.487379770689586e-08
1824,0.0,1.1115868403521745e-07
1825,8.805443041381977e-10,8.189061873054015e-08
1826,8.807984341885344e-10,1.559013185215008e-07
1827,0.0,1.1798109511573784e-07
1828,5.503380862137419e-09,8.6219628769868e-08
1829,0.0,7.372931065674493e-08
1830,4.174734336004349e-09,1.2419835115906608e-07
1831,1.5591206103948707e-09,1.216114071667107e-07
1832,1.3529969367098715e-09,7.712082350508354e-08
1833,1.1583628278799551e-08,1.1004446776041732e-07
1834,3.733812370398937e-09,7.934351486937885e-08
1835,1.1344631900556124e-08,1.754636400619347e-07
1836,1.3441500135158435e-09,1.25005954032531e-07
1837,0.0,6.679574937606958e-08
1838,1.8936485712828244e-09,7.637716237240966e-08
1839,5.5931801412612e-09,1.5590990187774878e-07
1840,3.821813088222825e-09,1.1401742483485577e-07
1841,2.43980835534785e-08,1.624398748845124e-07
1842,1.0733224087289273e-08,1.1001554867107188e-07
1843,3.5441467538532834e-09,9.864541539172933e-08
1844,3.841992946007622e-09,9.220782715146925e-08
1845,0.0,8.649353588907616e-08
1846,4.6836010625384006e-09,1.147482251440124e-07
1847,1.0786447290911383e-09,9.16848037491036e-08
1848,7.24069959545659e-09,1.2550546557577036e-07
1849,8.379414939696517e-10,9.971503800443315e-08
1850,4.752297222410107e-09,8.350465208195601e-08
1851,8.384270167027807e-09,8.771236537086224e-08
1852,4.557381805270211e-09,1.3411722932232806e-07
1853,5.3747388761848924e-09,1.2541056548798224e-07
1854,1.0910895298366086e-08,1.5794819319125963e-07
1855,5.837630823180007e-09,1.7406753727300384e-07
1856,1.0872097611080989e-08,1.832725047279382e-07
1857,6.345961978126979e-09,1.908669986505629e-07
1858,1.468102750479261e-09,1.4044850615846372e-07
1859,1.2730433596175317e-08,1.043895565544517e-07
1860,4.119465657481669e-09,1.3365377071750117e-07
1861,1.8863854922557266e-09,1.4619487842537637e-07
1862,1.3553959066214816e-09,9.804030298710131e-08
1863,3.995696662428827e-09,8.241124049845894e-08
1864,0.0,1.0979926656773387e-07
1865,1.0825742080555756e-08,7.38974534897352e-08
1866,3.8924903300596725e-09,9.682569412916564e-08
1867,6.79393608038481e-09,9.462982575314527e-08
1868,3.951899252285784e-09,8.990571132017067e-08
1869,6.8369265804335555e-09,1.1915786757299429e-07
1870,1.1468097582678638e-09,1.0722671106577764e-07
1871,1.0621177271019633e-09,7.434824311758348e-08
1872,0.0,9.796689681706994e-08
1873,5.986004469882289e-10,7.302925553176465e-08
1874,4.182226565063729e-09,8.603436896237326e-08
1875,1.7164581422868253e-09,1.104254749861866e-07
1876,3.627608879952504e-09,1.4026754513452033e-07
1877,7.421779191219002e-09,1.0143098450043908e-07
1878,2.4156354694326865e-09,1.5882802983924194e-07
1879,9.163987790827832e-09,1.2951770145264163e-07
1880,5.776061406947974e-09,1.1102873997970164e-07
1881,6.2752567586699115e-09,1.0319310916884206e-07
1882,0.0,1.0981385401009902e-07
1883,1.0110942305630033e-08,7.014466518739937e-08
1884,1.2543224237049344e-08,8.054070121943369e-08
1885,1.933690763067375e-09,8.572695264774666e-08
1886,5.162771099520569e-09,1.1874373484488387e-07
1887,5.876032105334161e-09,9.66280850889234e-08
1888,3.804368819970705e-09,7.672143453874014e-08
1889,6.265136742733546e-10,8.959145247899869e-08
1890,2.6217545912032847e-09,6.816561892719619e-08
1891,3.1871101313640793e-09,8.350228597464593e-08
1892,5.641661138255927e-09,5.4536059224119526e-08
1893,0.0,5.4194064347257154e-08
1894,2.520615716150587e-09,6.805662167153059e-08
1895,6.018614495673091e-10,7.884384700673763e-08
1896,4.1279202278587945e-09,8.078929880639407e-08
1897,2.330685422435863e-09,6.933789364893528e-08
1898,6.224190496340043e-09,8.317781663436108e-08
1899,1.6582735185011188e-09,8.567746334620097e-08
1900,7.786579381274805e-09,6.02162160134867e-08
1901,1.676621730339889e-09,7.377135347041985e-08
1902,4.910283735171106e-09,7.316322836459221e-08
1903,1.6200660812870638e-09,6.048246348200337e-08
1904,6.449550227216605e-09,9.67432498555354e-08
1905,0.0,6.708986433068276e-08
1906,5.144184522798412e-10,8.899439052356684e-08
1907,2.5714217422034835e-09,7.86855025580735e-08
1908,1.964555629285769e-09,9.380752885590482e-08
1909,2.2003934230241384e-09,8.471514689745163e-08
1910,1.6032452032632705e-09,8.390316708073442e-08
1911,1.5961122423746588e-09,8.086968961151797e-08
1912,5.209421061191932e-09,6.772247473918469e-08
1913,7.954484682048957e-09,6.946916641936696e-08
1914,1.0045115850232378e-08,7.701255100300841e-08
1915,0.0,5.5369582696584985e-08
1916,0.0,4.0653610255958483e-08
1917,5.483212106582869e-09,4.0575770299255964e-08
1918,4.594550517822427e-09,3.5607765624945387e-08
1919,3.6831393490643904e-09,7.09004339682906e-08
1920,9.086678076641874e-09,8.632343906356255e-08
1921,1.9689142760626055e-08,8.632932235741464e-08
1922,7.377935484775833e-10,1.150957942286368e-07
1923,3.1847844361720945e-09,1.1252905096625909e-07
1924,3.867487219366694e-09,9.926550603722717e-08
1925,2.1996355847875293e-09,1.3197814041632228e-07
1926,4.458455382660986e-09,1.0031524766418443e-07
1927,5.574612327308159e-09,9.476841000832792e-08
1928,0.0,9.140833157061934e-08
1929,2.2280812750352652e-09,1.1140406286358484e-07
1930,5.251801771244402e-09,6.827342247106571e-08
1931,0.0,6.044839295782367e-08
1932,1.0959536611565568e-09,1.0630750324480687e-07
1933,0.0,1.0438302666671007e-07
1934,1.1981580172459871e-09,8.267290496632995e-08
1935,1.196828414151696e-09,5.984141893122796e-08
1936,2.424942913137329e-09,4.849885826274658e-08
1937,0.0,7.554670844456268e-08
1938,2.5930428915188486e-09,7.260520362706302e-08
1939,1.5294050470515685e-09,6.576441791139587e-08
1940,2.5357829169792012e-09,4.057252667166722e-08
1941,5.9030051957620344e-09,1.0330258959356797e-07
1942,0.0,1.0012898599143227e-07
1943,2.9032352077962287e-09,6.387117679196308e-08
1944,3.2131861615880553e-09,1.2210107058763242e-07
1945,2.178504043826024e-09,1.0674669681520754e-07
1946,1.3921104269343232e-09,9.187928640130849e-08
1947,3.5762612871081956e-09,6.675687558299614e-08
1948,0.0,7.501602539150554e-08
1949,2.945102384188658e-09,6.773736060949886e-08
1950,2.1270722960764488e-09,9.571825643206466e-08
1951,2.1322803522849654e-09,7.782823274737893e-08
1952,3.1634410646574906e-09,3.796129277588989e-08
1953,1.0773827385790469e-09,6.572035005092403e-08
1954,9.772536113672459e-10,9.967986613901303e-08
1955,4.6928039232341234e-09,9.291751723594643e-08
1956,1.744228317335228e-09,1.1686329770554948e-07
1957,0.0,7.244730682032241e-08
1958,0.0,9.099467490614188e-08
1959,2.325224457422337e-09,5.8905683886223414e-08
1960,0.0,6.713208478004162e-08
1961,0.0,8.129346440455265e-08
1962,1.2683912808952869e-09,8.307962673370639e-08
1963,0.0,8.793832506626131e-08
1964,2.4335873316516654e-09,4.9280142633278956e-08
1965,2.188817349590977e-09,5.08900050988359e-08
1966,0.0,6.480717473777986e-08
1967,0.0,6.902470062186694e-08
1968,9.431973424511852e-09,1.580978334914107e-07
1969,0.0,5.7226149152711514e-08
1970,1.8394900047624674e-09,6.622163795100278e-08
1971,3.5968783507200897e-09,6.628533100183631e-08
1972,0.0,1.9135447359985847e-07
1973,5.513203782392395e-10,6.174788325097325e-08
1974,1.6876715580593782e-09,5.456804430536977e-08
1975,5.711480177694739e-10,4.454954449784054e-08
1976,0.0,5.0850388788603595e-08
1977,2.3507127355770763e-09,7.463513185257398e-08
1978,2.3762365408686037e-09,7.069303364914958e-08
1979,1.7555920051037788e-09,7.549045477617256e-08
1980,1.1370301367108482e-09,6.310516909024955e-08
1981,1.2651099057237047e-09,6.325549861685431e-08
1982,0.0,9.621628294098628e-08
1983,2.5261264191556165e-09,6.504775740268087e-08
1984,1.1598016991243298e-09,8.002631801673488e-08
1985,1.8046674155058895e-09,8.241314475299077e-08
1986,1.7983456945813714e-09,8.811893792426417e-08
1987,6.110816852533674e-10,5.7441678080749625e-08
1988,1.1993107618124554e-09,6.776105720973646e-08
1989,2.1952488715726304e-09,7.189439799049069e-08
1990,5.44865097484859e-10,5.067245467671455e-08
1991,1.7584396161396398e-09,8.088822056606659e-08
