year,telles_ADJ îles_NOUN,telles_ADJ villes_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,4.475680270843441e-09,2.4616241489638924e-08
1803,1.950339223455444e-09,5.6559836592029455e-08
1804,0.0,4.943701892301533e-09
1805,2.842877711017877e-09,8.528633133053631e-09
1806,0.0,3.1698359492793315e-08
1807,0.0,1.7081731584767113e-08
1808,0.0,2.7192887941396293e-08
1809,0.0,4.518061036407062e-09
1810,0.0,2.574139479349924e-08
1811,0.0,5.264861258069686e-08
1812,0.0,1.600324850414836e-08
1813,0.0,1.4378708002027452e-08
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,1.71256075987003e-08
1818,0.0,5.364529798157491e-08
1819,0.0,3.001804671498576e-08
1820,0.0,2.254631326081835e-08
1821,0.0,8.875339463365606e-09
1822,0.0,1.5038423839541792e-08
1823,0.0,6.917880934764753e-09
1824,0.0,2.7789671008804362e-08
1825,8.805443041381977e-10,7.924898959288385e-09
1826,0.0,3.963592831723872e-08
1827,0.0,1.3825909306319772e-08
1828,0.0,4.677873732816806e-08
1829,8.57317605795771e-10,3.8579290873030914e-08
1830,0.0,1.2524203008013046e-08
1831,0.0,1.5591206103948707e-09
1832,0.0,2.1647950987357945e-08
1833,3.4750886612755494e-09,4.6334514003376626e-09
1834,9.334530925997342e-10,1.6802156110884425e-08
1835,3.781543966852041e-09,2.117664621437143e-08
1836,0.0,2.8899226123257904e-08
1837,0.0,1.6698937344017395e-08
1838,0.0,3.787297231383491e-08
1839,0.0,2.1673573158409454e-08
1840,0.0,2.229391071750797e-08
1841,6.420548537278137e-10,5.1364388298225094e-09
1842,0.0,6.037438549100216e-09
1843,5.906911071384968e-10,2.008349753168659e-08
1844,0.0,1.5367971339941278e-08
1845,0.0,2.287893519081763e-08
1846,0.0,1.1709002878390606e-08
1847,0.0,1.4022381478184798e-08
1848,0.0,2.091757700384278e-08
1849,0.0,6.703531951757213e-09
1850,2.7155984128057753e-09,1.2899092460827433e-08
1851,4.514607354622058e-09,2.5797755709433545e-08
1852,6.510545436100301e-10,9.765818154150452e-09
1853,0.0,6.569124799682413e-09
1854,0.0,1.506742641765868e-08
1855,2.1227748447927297e-09,2.4411910715116392e-08
1856,0.0,1.5531567143511893e-08
1857,9.763018171682347e-10,4.881508974818871e-09
1858,0.0,2.5447114637699997e-08
1859,0.0,1.2221216039165483e-08
1860,9.154367819341758e-10,1.4646988510946812e-08
1861,3.3011746669586728e-09,1.461948750947073e-08
1862,3.6143890103090826e-09,7.680577063240435e-09
1863,0.0,2.097740825490746e-08
1864,0.0,1.4863656971897399e-08
1865,3.294791106611683e-09,8.943004170536284e-09
1866,3.4059290943133647e-09,1.4110277835044371e-08
1867,0.0,9.7056229719783e-09
1868,0.0,8.397785578040384e-09
1869,9.767038289254515e-10,2.0022428159904848e-08
1870,2.8670243956696595e-09,1.3188312664169644e-08
1871,5.3105884134652115e-09,4.248470908407853e-09
1872,0.0,2.8422494580127022e-08
1873,3.591602570907071e-09,1.6162212346237936e-08
1874,0.0,8.364453130127458e-09
1875,0.0,9.72659647269225e-09
1876,6.04601479992084e-10,1.209202915575247e-08
1877,1.2369631985365004e-09,1.917292979936036e-08
1878,0.0,1.0870359723469392e-08
1879,0.0,7.94212251520321e-09
1880,1.2835692508872398e-09,2.5671385905923216e-08
1881,0.0,2.091752193678076e-08
1882,1.3310770263785798e-09,2.3293848627758962e-08
1883,0.0,6.319338829996468e-09
1884,4.621187876807653e-09,2.178559999066465e-08
1885,0.0,1.740321664556177e-08
1886,1.2906927748801422e-09,1.2261581083805595e-08
1887,4.570247291724172e-09,1.1099171803863328e-08
1888,1.268122939990235e-09,2.663058151775033e-08
1889,0.0,1.1277245803853475e-08
1890,0.0,2.0318598914492725e-08
1891,2.5496880162734215e-09,2.5496881050912634e-08
1892,0.0,1.6298132399228393e-08
1893,0.0,8.005941687372342e-09
1894,1.8904617871129403e-09,1.5123693852814313e-08
1895,0.0,7.824199066419624e-09
1896,1.179405795248556e-09,1.47425724961181e-08
1897,1.7480140668268973e-09,2.2724182757727363e-08
1898,3.3950129374460403e-09,9.619203433786083e-09
1899,0.0,1.0502398950507086e-08
1900,0.0,1.4534949133171438e-08
1901,0.0,1.1177477832191585e-08
1902,2.455141867585553e-09,1.620393641488249e-08
1903,0.0,1.674068261792172e-08
1904,1.0749250378694342e-09,8.061937784020756e-09
1905,5.160759042333041e-10,3.6125313851442797e-09
1906,4.115347618238729e-09,8.230695236477459e-09
1907,0.0,1.5942814624025914e-08
1908,4.911389073214423e-09,3.437972351250096e-09
1909,0.0,2.365422852035337e-08
1910,0.0,2.0842188419578633e-08
1911,1.5961122423746588e-09,9.576673676292558e-09
1912,0.0,3.125652625612929e-09
1913,3.71209285532359e-09,9.015082513830208e-09
1914,1.3393487430235496e-09,1.2054139020278853e-08
1915,0.0,7.068456930880984e-09
1916,0.0,2.6369908034951095e-08
1917,0.0,1.4256352098840352e-08
1918,3.44591288836682e-09,1.2635013924011673e-08
1919,2.762354567309444e-09,1.749491218561161e-08
1920,0.0,6.815008557481406e-09
1921,1.5145494858259667e-09,8.330022005509363e-09
1922,1.4755870969551665e-09,7.377935595798135e-09
1923,2.1231896241147297e-09,1.1677542488541803e-08
1924,3.867487219366694e-09,1.933743654092268e-08
1925,0.0,9.898360353588487e-09
1926,0.0,1.5604593173179637e-08
1927,1.1149224876660924e-09,1.2264147031260109e-08
1928,3.4278122562625413e-09,1.3711249025050165e-08
1929,2.2280812750352652e-09,1.6710609784809094e-08
1930,2.100720708497761e-09,7.352522590764465e-09
1931,0.0,6.843213995466613e-09
1932,2.1919073223131136e-09,1.8631212128639163e-08
1933,1.1470662197865522e-09,1.0323596200123575e-08
1934,2.3963160344919743e-09,2.6359476379411717e-08
1935,0.0,1.3165112555668657e-08
1936,1.2124714565686645e-09,9.699771652549316e-09
1937,0.0,1.0072894518486919e-08
1938,1.2965214457594243e-09,1.4261736125398272e-08
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,1.8097434661967782e-08
1947,3.5762612871081956e-09,2.8610090296865565e-08
1948,0.0,1.9569398546082084e-08
1949,2.945102384188658e-09,1.2762110479513922e-08
1950,0.0,1.2762433776458693e-08
1951,3.1984206394497505e-09,9.595261474260042e-09
1952,0.0,6.326882129314981e-09
1953,5.386913581872932e-09,1.0773827163745864e-08
1954,1.9545072227344917e-09,1.172704333640695e-08
1955,9.385607846468247e-10,2.0648337706319353e-08
1956,2.616342476002842e-09,1.9186511934776718e-08
1957,8.835037701437898e-10,8.835037590415595e-09
1958,4.9633461784992505e-09,2.2335056470978998e-08
1959,4.650448914844674e-09,1.937687044151204e-08
1960,4.152500121534786e-09,1.453374998128254e-08
1961,1.3896318540318475e-09,2.2234109275931502e-08
1962,4.43936931660005e-09,6.976152100435229e-09
1963,6.466053248388448e-10,2.5217608334848762e-08
1964,2.4335873316516654e-09,1.2167936880302932e-08
1965,0.0,1.8604948082145967e-08
1966,1.1078149508847446e-09,2.1048484843966264e-08
1967,3.944268467392931e-09,2.5144711202074177e-08
1968,2.245707841908029e-09,1.7965663151597866e-08
1969,2.2708788183223305e-09,1.8621206632207787e-08
1970,9.197450023812337e-10,1.7015283404475667e-08
1971,1.541519245584766e-09,2.3636628876388954e-08
1972,4.104117490300041e-09,1.949455741279138e-08
1973,3.859242703185828e-09,1.3783009400469837e-08
1974,5.625571675160757e-10,1.0688586016271984e-08
1975,2.8557400888473694e-09,2.1132476657470534e-08
1976,5.142174241967723e-09,7.427584769459372e-09
1977,2.938390863960194e-09,1.8805702606261576e-08
1978,1.7821774056514528e-09,8.910887250301869e-09
1979,2.925986564150662e-09,1.404473604083023e-08
1980,5.116635559687666e-09,6.253665585376211e-09
1981,8.223214109648325e-09,1.3283654176632353e-08
1982,8.069752865935698e-09,1.8001756973973215e-08
1983,3.78918940668882e-09,2.3366668600033336e-08
1984,4.059305780401701e-09,1.8556827185989277e-08
1985,1.2031116103372597e-09,1.6242006850575308e-08
1986,5.395036861699509e-09,1.0790073723399018e-08
1987,4.277571630240118e-09,1.1610551631235921e-08
1988,1.798966087207532e-09,1.0194141475405871e-08
1989,0.0,1.6464367313950845e-08
1990,4.358920779878872e-09,5.448650863826288e-09
1991,1.7584396161396398e-09,8.792197747631292e-09
1992,1.65298330578878e-09,5.509944056569793e-09
1993,2.7696036575264316e-09,9.416652346772025e-09
1994,1.5824779264761446e-09,1.160483886764041e-08
1995,2.7112254663563817e-09,7.0491861237087505e-09
