year,leurs_DET yeux_NOUN,leurs_DET vieux_NOUN
1910,5.772751791255359e-06,1.870452770447173e-08
1911,5.445402905479568e-06,1.5429085564733214e-08
1912,5.536052142929293e-06,1.0939784800267915e-08
1913,5.497078944927125e-06,9.545381374209683e-09
1914,5.846257309372049e-06,1.875088173619588e-08
1915,6.671445305528323e-06,3.062998021885477e-08
1916,7.447301811680518e-06,3.29623865980011e-08
1917,7.154495364147806e-06,1.5352993543160665e-08
1918,7.353578212132561e-06,1.2635013924011673e-08
1919,6.3018513287715905e-06,2.578197488833922e-08
1920,5.950259492237819e-06,1.665890891899835e-08
1921,5.568241164155552e-06,1.3630945261411398e-08
1922,6.1627897025573475e-06,1.623145884366295e-08
1923,5.984209821008335e-06,1.6985516548828627e-08
1924,5.611723992160478e-06,1.4180787211159895e-08
1925,5.682758427383305e-06,7.698724324711748e-09
1926,5.678957307964083e-06,1.4489979882625903e-08
1927,5.970409915789787e-06,6.689535148041159e-09
1928,5.125721969534425e-06,1.0283437212876834e-08
1929,5.063314688413811e-06,1.7824650200282122e-08
1930,4.903082214013921e-06,9.453243521306831e-09
1931,4.790249903408039e-06,1.0264820993199919e-08
1932,4.917544231375359e-06,1.0959536833610173e-08
1933,4.379498975026763e-06,9.176529758292418e-09
1934,4.3181616291576574e-06,2.3963160344919743e-09
1935,4.579065503662605e-06,1.795242710045386e-08
1936,4.846248373269191e-06,1.2124714565686645e-08
1937,4.605831122717063e-06,1.3850230295986421e-08
1938,4.632471146237549e-06,6.482607339819424e-09
1939,4.39856890466217e-06,7.647025235257843e-09
1940,4.260115233023498e-06,7.607348528892999e-09
1941,4.6722286128897395e-06,1.4757512545315876e-08
1942,4.9275597007181204e-06,2.123948195098535e-08
1943,6.015503146272749e-06,1.1612940831184915e-08
1944,5.986165916738173e-06,1.2852744646352221e-08
1945,6.271913093769399e-06,8.714016175304096e-09
1946,6.075169750374698e-06,1.3921104269343232e-08
1947,5.713673502327765e-06,1.1920871401116528e-08
1948,5.45116452599359e-06,1.5220643190261285e-08
1949,4.742596530604715e-06,1.2762110479513922e-08
1950,5.162404477232485e-06,1.7016578146566985e-08
1951,4.812556966271586e-06,1.1727541604500402e-08
1952,4.659748796598251e-06,1.265376459169687e-08
1953,4.889162880772346e-06,1.0773827163745864e-08
1954,4.985947697377924e-06,1.172704333640695e-08
1955,4.573606773305983e-06,6.569925492527773e-09
1956,4.873373939062731e-06,1.1337484284723587e-08
1957,4.605705186122577e-06,9.718541194025931e-09
1958,4.650655228033429e-06,1.3235589513271862e-08
1959,4.606269556006737e-06,1.007597205671118e-08
1960,4.7802194416135535e-06,1.6610000486139143e-08
1961,4.99155743227675e-06,1.0422238849727705e-08
1962,5.076736243836422e-06,8.878739188311613e-09
1963,5.1547377779570525e-06,9.69907976156037e-09
1964,5.066728732572301e-06,9.734349326606662e-09
1965,5.023335830856013e-06,1.3132903931012407e-08
1966,5.069361179721454e-06,9.970334668985004e-09
1967,5.408577976595552e-06,1.232583901611406e-08
1968,5.911152186399704e-06,1.2126823101255013e-08
1969,5.074505779134597e-06,1.2716922154210053e-08
1970,5.035604004888228e-06,9.197449912790034e-09
1971,5.311047743816744e-06,1.644287195290417e-08
1972,4.816694698206447e-06,1.846852804021637e-08
1973,4.532956154434942e-06,1.1577728220579786e-08
1974,4.439138692191591e-06,6.750685843659454e-09
1975,4.140252087836416e-06,1.0851811893530794e-08
1976,4.138307446055478e-06,7.427584769459372e-09
1977,4.280060238670558e-06,8.815172591880582e-09
1978,4.67227499711953e-06,8.910887139279566e-09
1979,4.779891838779804e-06,1.287434159280565e-08
1980,4.579957476380514e-06,1.364436130746327e-08
1981,4.632199789966762e-06,5.69299452024552e-09
1982,4.680456626715568e-06,6.828252629986764e-09
1983,4.6935427491234805e-06,1.1999100379966876e-08
1984,4.9175592380379385e-06,1.2177917618760858e-08
1985,4.870797340572608e-06,1.3234227935754461e-08
1986,5.07313292530398e-06,1.1988970705090196e-08
1987,4.871543183071481e-06,1.3443797186596385e-08
1988,4.831423510154309e-06,1.679035033230747e-08
1989,5.096819222671911e-06,1.6464365870660913e-08
1990,4.922311106270172e-06,1.2531897575218665e-08
1991,5.182121228131109e-06,1.9342835166913375e-08
1992,5.308280250915232e-06,1.1019888113139586e-08
1993,5.2051934034125225e-06,1.661762283333701e-08
1994,5.308158563366305e-06,1.4242301449307604e-08
1995,5.491858274808692e-06,1.680959715866237e-08
1996,5.3023267696517e-06,1.4412848692302305e-08
1997,5.610506050857111e-06,1.5823152565985765e-08
1998,5.7556086261456585e-06,6.1985677701770214e-09
1999,5.572903276629404e-06,1.0511462728013399e-08
2000,5.7805523425713545e-06,7.068850393920911e-09
2001,5.735882581348051e-06,9.638665865452367e-09
2002,5.925602266643182e-06,8.324320788233308e-09
2003,5.913696980996974e-06,1.7917768158071112e-08
2004,6.121778795886712e-06,1.2773894303430566e-08
2005,6.043131406840985e-06,1.1259374099736874e-08
2006,6.222131645472473e-06,1.1118302889467913e-08
2007,6.366800676005369e-06,9.986198756806175e-09
2008,6.497704362118384e-06,1.1920831516354369e-08
2009,6.932951862381742e-06,1.192048149079028e-08
2010,7.4834328529505e-06,1.5588517143783065e-08
2011,7.442978869676153e-06,1.7972668631127675e-08
2012,8.761184346894879e-06,2.1787218057456315e-08
2013,9.546896023948648e-06,1.8687137393058606e-08
2014,9.69729649114015e-06,1.8622828043546313e-08
2015,9.496695838606684e-06,1.9062547651493844e-08
2016,9.80116669779818e-06,1.7813523683907206e-08
2017,9.753528217970597e-06,1.4590545660553289e-08
2018,9.9389051797516e-06,1.1100307006906007e-08
2019,9.215188526923157e-06,1.249983971884916e-08
