year,aux_ADP allées_NOUN,aux_ADP vallées_NOUN
1800,6.60274537267469e-08,1.006132621661493e-07
1801,2.6193008650921e-08,1.0953439755212457e-07
1802,2.0140561218795483e-08,7.832440473976021e-08
1803,1.5602713787643552e-08,1.9113323790342918e-07
1804,5.438072037122765e-08,9.640218934237055e-08
1805,5.685755488649136e-08,1.506725197941705e-07
1806,4.610670689686458e-08,6.051505163640059e-08
1807,8.54086552593003e-08,8.825561081948763e-08
1808,4.758755522971114e-08,6.118399653587403e-08
1809,4.518061036407062e-09,8.35841316160213e-08
1810,8.190443967492911e-08,8.89248141788812e-08
1811,6.267692143069326e-08,8.273353557797236e-08
1812,5.3344164641089264e-09,5.3344166417446104e-08
1813,4.026038169513413e-08,1.8692320225000003e-07
1814,5.034683603355461e-08,1.1957373313720154e-07
1815,7.821948222463959e-08,1.9420009778059466e-07
1816,3.7081662185300956e-08,1.2283300243609574e-07
1817,3.7364961680275144e-08,2.4131537657012814e-07
1818,5.126106206176928e-08,1.0013788909191135e-07
1819,4.6579724077844276e-08,1.5526575491975336e-07
1820,4.50926265216367e-08,1.6731737950692604e-07
1821,6.40996722367504e-08,1.5975611233898235e-07
1822,5.9151133768864383e-08,1.2532019866284827e-07
1823,3.360113609574e-08,7.016707892493201e-08
1824,5.221089782736499e-08,8.252690264498597e-08
1825,2.7296873650328735e-08,9.245715215655537e-08
1826,2.9947146540365566e-08,1.0921900894800274e-07
1827,4.977327294763967e-08,8.019027575301152e-08
1828,4.586150570418113e-08,1.3941897236691148e-07
1829,6.429882226655081e-08,8.658907546532646e-08
1830,4.4878393001823724e-08,1.7533884189013804e-07
1831,5.301010097547021e-08,1.7929886553247343e-07
1832,6.223786208625626e-08,1.623596372901659e-07
1833,3.127579728534613e-08,1.9576332133119934e-07
1834,3.920503055532265e-08,1.213489042584115e-07
1835,6.277362984974388e-08,1.3613558991210084e-07
1836,4.8389402262927206e-08,1.7944403118974606e-07
1837,7.5145223821238e-08,1.4333255371479225e-07
1838,4.039783707554534e-08,1.4833579875528358e-07
1839,7.271134228048481e-08,2.3281611838399385e-07
1840,2.9300568360479673e-08,1.1083258044664035e-07
1841,4.173356460412947e-08,1.57945495793399e-07
1842,2.884554017867913e-08,1.2410290040065775e-07
1843,5.6115655566735256e-08,1.0514301607145171e-07
1844,6.092303073135241e-08,9.989181842806616e-08
1845,5.133809821700197e-08,1.0490828439291278e-07
1846,8.78175239193979e-08,7.727942019641887e-08
1847,4.2067143546375974e-08,7.46422159636495e-07
1848,4.585776558485577e-08,1.7860391515744922e-07
1849,4.943854947647708e-08,2.0361978680938364e-07
1850,7.196335705117463e-08,1.8398179690848337e-07
1851,7.158876869084452e-08,3.58588792437331e-07
1852,5.924596524486958e-08,1.2890879319549242e-07
1853,5.792773771773341e-08,1.4690952343521246e-07
1854,6.546537445473177e-08,1.1898071328175774e-07
1855,6.315254807987003e-08,1.6610712805231742e-07
1856,7.662239853711839e-08,1.6256373847056693e-07
1857,5.9066258328854815e-08,1.5327938496234594e-07
1858,4.3553715745048294e-08,1.433847054421733e-07
1859,5.652312284887273e-08,1.1915685682595267e-07
1860,5.446848794221637e-08,1.4921619828633936e-07
1861,5.093240695863699e-08,1.5185403068329606e-07
1862,8.76489357204413e-08,1.7032808607986283e-07
1863,8.291070674459888e-08,1.4734131337235112e-07
1864,9.973034431620675e-08,2.0281699519841823e-07
1865,6.354240078554341e-08,1.2473137456225913e-07
1866,7.833636661569443e-08,1.352640428553542e-07
1867,1.0239432413072791e-07,1.3393759168423003e-07
1868,5.532658808871105e-08,2.3415003091997733e-07
1869,5.030024607943773e-08,1.2208797794954762e-07
1870,6.880858771651788e-08,1.7431507970400162e-07
1871,6.4789182907532e-08,1.582555402279695e-07
1872,5.563552230025692e-08,2.098426747920712e-07
1873,9.757187591219463e-08,1.3288929245902636e-07
1874,7.050039058098534e-08,1.6549667658516398e-07
1875,9.1544431923829e-08,1.1614699957362973e-07
1876,8.887641889110398e-08,1.2212949895840097e-07
1877,7.669171842028533e-08,1.5029103028751933e-07
1878,1.382951282380418e-07,2.427713692298994e-07
1879,1.3318329372680182e-07,1.6861738227902379e-07
1880,7.958129311091966e-08,2.246246246784267e-07
1881,1.1574362857036391e-07,2.0011097401351208e-07
1882,7.054708484055539e-08,1.9234063231010623e-07
1883,8.783881222385048e-08,1.6809441749643383e-07
1884,9.836528214179907e-08,1.6636276090054025e-07
1885,9.410628454276093e-08,1.766104196221363e-07
1886,7.292414400117408e-08,1.7682490693893271e-07
1887,1.005454413061102e-07,1.9717352728321202e-07
1888,1.141310672636564e-07,1.4583413587843097e-07
1889,9.648310861365417e-08,1.5412236642475818e-07
1890,1.0618106038862152e-07,1.7106949101730606e-07
1891,1.300340896071006e-07,1.5553097565401686e-07
1892,1.253702490711106e-07,1.5671281161644401e-07
1893,1.3117426966857693e-07,1.8967923054447056e-07
1894,1.2351017364409245e-07,1.871557131494228e-07
1895,1.8958635439325633e-07,1.8055843842290642e-07
1896,1.3268314913439383e-07,2.146518598422631e-07
1897,1.4100646872350353e-07,1.794627708662233e-07
1898,1.5164391786726128e-07,1.997399259323629e-07
1899,1.370839406433788e-07,1.558777071863915e-07
1900,9.81109053999063e-08,1.8532059797848888e-07
1901,1.1848126574287576e-07,2.3472703425397867e-07
1902,1.4288925687111487e-07,2.008306072553978e-07
1903,1.40945751070376e-07,2.683909521294936e-07
1904,1.3759040484728757e-07,2.0262336519749624e-07
1905,1.3263150916431599e-07,1.754658129904385e-07
1906,1.0854229404166915e-07,1.4763810241014141e-07
1907,1.2548537620116207e-07,1.7177096189868735e-07
1908,1.4144799842519262e-07,1.792656956212113e-07
1909,1.2377212621483835e-07,1.7163069276904253e-07
1910,2.1911018244225033e-07,2.4315885838177564e-07
1911,1.5641899997476116e-07,2.2930811915955474e-07
1912,1.5055227642335467e-07,3.276725948353487e-07
1913,1.4477161425219265e-07,1.712865671521513e-07
1914,1.3125617748244167e-07,1.8148175051635462e-07
1915,1.0956108376092288e-07,2.521083106721278e-07
1916,1.2086208300843282e-07,2.153542517646656e-07
1917,1.3050044955775775e-07,1.5462658220499748e-07
1918,1.516201724172106e-07,1.8722793093672863e-07
1919,1.224643817465676e-07,1.731075431887774e-07
1920,1.2418459816032623e-07,1.5220185911601902e-07
1921,1.3782400820616658e-07,1.4994040276050669e-07
1922,1.4018077543198615e-07,1.8813735280787114e-07
1923,1.5180805723602475e-07,1.465000813993811e-07
1924,1.611453068761648e-07,2.2947091604663683e-07
1925,1.3637740270411314e-07,1.8366957821314145e-07
1926,1.4267056824834867e-07,2.3295428874803292e-07
1927,1.4271008108579508e-07,1.739279080759104e-07
1928,1.23401246554522e-07,1.9195749612066493e-07
1929,1.6933417601450174e-07,1.5485164794881712e-07
1930,1.1028784019373461e-07,1.6805766023253454e-07
1931,1.0835089003791154e-07,1.836262448762227e-07
1932,1.1726704052250625e-07,2.2467049731744737e-07
1933,1.009418277853058e-07,2.2482498351905633e-07
1934,1.07834219775782e-07,2.2046107517326163e-07
1935,1.352416134636769e-07,1.8790205658092418e-07
1936,1.1639725938650258e-07,2.1703239383441542e-07
1937,1.2087473422184303e-07,1.4353874444594794e-07
1938,1.1150084711086805e-07,1.9966430908624488e-07
1939,8.105847015826839e-08,1.5905812222882787e-07
1940,1.1157444834708485e-07,1.6482588538480059e-07
1941,1.0625409530007346e-07,1.7709016120193155e-07
1942,8.192371581117186e-08,2.882501206613597e-07
1943,1.3645205920731485e-07,2.8161380960511906e-07
1944,1.0924832949399388e-07,1.735120491730413e-07
1945,1.1110370490285959e-07,1.5903079564338896e-07
1946,1.1415305678497134e-07,2.0324811700334067e-07
1947,1.0728784216595955e-07,1.5497131844455225e-07
1948,1.315498487919342e-07,1.467704828783667e-07
1949,1.1289559853633335e-07,2.2186438508597917e-07
1950,1.0422653984321073e-07,2.0526248234453703e-07
1951,1.1194471660758154e-07,2.2602171867447396e-07
1952,9.27942713779828e-08,1.581720612264803e-07
1953,1.1204780847595686e-07,1.680717116592234e-07
1954,8.990732891511755e-08,2.0913227416485825e-07
1955,1.051188096568012e-07,1.6330957075538777e-07
1956,1.037815862137137e-07,1.7703916910249973e-07
1957,1.1662249743693565e-07,1.7493374926402794e-07
1958,9.182190119361167e-08,1.6461764440478532e-07
1959,1.1161077040355849e-07,1.426137583582232e-07
1960,8.097375214788372e-08,1.806337568410754e-07
1961,1.0283275669875636e-07,1.542491325778883e-07
1962,1.0781325721076485e-07,1.1035004110482305e-07
1963,1.0862969679337198e-07,1.6035811611914141e-07
1964,1.0281906259734797e-07,1.5453279167410017e-07
1965,9.521355315289526e-08,1.4610355236754913e-07
1966,8.862519906838173e-08,1.4678547644031426e-07
1967,9.712760767888184e-08,1.5579860679348911e-07
1968,1.0240428410801528e-07,1.513607137404449e-07
1969,9.31060357145519e-08,1.2716921560240735e-07
1970,9.013501056642781e-08,1.6279486381165498e-07
1971,9.249115384690754e-08,1.1818314282763254e-07
1972,8.618646618607784e-08,1.1491529061657957e-07
1973,8.104409876530383e-08,1.1963652390978297e-07
1974,9.563471625728681e-08,1.8845664939703966e-07
1975,7.996072159954792e-08,1.6391947577076849e-07
1976,1.0627159774401207e-07,1.2226947188054282e-07
1977,9.461618583062048e-08,1.35753665198024e-07
1978,7.782174737958059e-08,1.431682523644895e-07
1979,9.480196949684938e-08,1.3810656795953946e-07
1980,1.0631231561752941e-07,1.43834305577073e-07
1981,8.223214031932713e-08,1.4675275039621738e-07
1982,9.187103244823192e-08,1.2042554153879337e-07
1983,8.967748654775676e-08,1.1809640820814593e-07
1984,8.292582309721297e-08,1.2873798249657398e-07
1985,8.121003625127798e-08,1.341469424431807e-07
1986,1.0310515219380534e-07,1.138952234747137e-07
1987,7.882953934057468e-08,1.4910393275613387e-07
1988,9.954279350798956e-08,1.2053072828699385e-07
1989,1.377518684675394e-07,1.0262788796566724e-07
1990,9.153733748767934e-08,1.3076761939956327e-07
1991,1.166431579102678e-07,8.79219765881345e-08
1992,1.0413794232499995e-07,9.752601315415887e-08
1993,9.749004831194341e-08,1.1576943403923678e-07
