year,nos_DET oeufs_NOUN,nos_DET voeux_NOUN
1875,5.721527140956084e-10,5.66431195281325e-08
1876,0.0,4.8972719879358806e-08
1877,0.0,4.2675230904620776e-08
1878,6.039088673581716e-10,5.797525193251829e-08
1879,0.0,5.9260456652943105e-08
1880,0.0,3.722350894186377e-08
1881,6.972507571312292e-10,5.717456086351547e-08
1882,6.655385131892899e-10,6.855046441600621e-08
1883,0.0,3.854796715163644e-08
1884,0.0,2.8387296957532726e-08
1885,6.445635691854079e-10,3.738468579150833e-08
1886,0.0,3.0331279932127586e-08
1887,6.528924623161458e-10,6.398346119595999e-08
1888,6.340614699951175e-10,4.818867194167353e-08
1889,6.265136742733546e-10,5.262714797282797e-08
1890,0.0,6.161123256021028e-08
1891,0.0,3.7607898573099874e-08
1892,6.268512375839919e-10,4.5133289550136624e-08
1893,0.0,5.542574932348998e-08
1894,0.0,2.079507899210853e-08
1895,0.0,3.370424206394773e-08
1896,0.0,7.666137880057988e-08
1897,1.1653427112179315e-09,3.029891004757701e-08
1898,0.0,1.810673566637888e-08
1899,1.6582735185011188e-09,3.205995469102163e-08
1900,1.5573159428683425e-09,4.5162161566025816e-08
1901,0.0,4.0238920195889705e-08
1902,0.0,2.6515532214332893e-08
1903,1.0800440541913758e-09,2.2680924693929683e-08
1904,0.0,2.9022976910653142e-08
1905,1.5482277682110634e-09,3.148063076885421e-08
1906,0.0,2.8807432883581896e-08
1907,0.0,5.0399863837924386e-08
1908,4.911389073214423e-10,4.6167056844126364e-08
1909,1.1001967115120692e-09,3.9056984091345726e-08
1910,5.344150677544235e-10,4.382203566688503e-08
1911,3.7242617878519013e-09,4.628725580602122e-08
1912,0.0,4.6884792492818406e-08
1913,1.060597942803554e-09,4.0833021186514884e-08
1914,1.3393487430235496e-09,5.0225577696849655e-08
1915,0.0,8.246533367284314e-08
1916,1.0987462051303964e-09,6.482602787905023e-08
1917,1.0966424435210342e-09,5.3735480065597585e-08
1918,2.2972752589112133e-09,4.9391418066591086e-08
1919,1.8415696745321952e-09,3.867296449744373e-08
1920,4.543339038320937e-09,3.7861159096763686e-08
1921,0.0,4.998013425350223e-08
1922,2.951174193910333e-09,5.0169961851587175e-08
1923,0.0,6.581887923573504e-08
1924,2.578324886925998e-09,5.801231051094646e-08
1925,3.299453377181294e-09,5.939016167744171e-08
1926,0.0,6.687682807537954e-08
1927,1.1149224876660924e-09,6.020581411192438e-08
1928,0.0,6.627104198742018e-08
1929,0.0,4.2333544891803854e-08
1930,1.470504518152893e-08,5.671945813023882e-08
1931,1.0264820993199919e-08,8.097802872697457e-08
1932,2.1919073223131136e-09,3.7262424701367536e-08
1933,3.4411986593596566e-09,6.997104051720271e-08
1934,2.3963160344919743e-09,4.912447870708547e-08
1935,2.393656828303392e-09,5.2660450222674626e-08
1936,1.2124714565686645e-09,7.396075840659933e-08
1937,1.2591118148108649e-09,6.29555889641864e-08
1938,0.0,5.3157377832846464e-08
1939,1.5294050470515685e-09,6.576441702321745e-08
1940,5.0715658339584024e-09,9.128818678760808e-08
1941,0.0,7.378756272657938e-08
1942,0.0,9.102635623037258e-08
1943,0.0,6.387117701400769e-08
1944,3.2131861615880553e-09,7.711646432539965e-08
1945,1.089252066321933e-08,8.496165904148256e-08
1946,2.7842208538686464e-09,5.290019622350428e-08
1947,1.1920870957027319e-09,7.748565922227613e-08
1948,2.174377566888097e-09,7.827758929934703e-08
1949,0.0,5.006674341778705e-08
1950,0.0,6.06215611043126e-08
1951,1.0661401761424827e-09,7.569595483758462e-08
1952,2.1089607837865287e-09,6.537778274307016e-08
1953,0.0,6.141081554389416e-08
1954,0.0,4.983993417972954e-08
1955,2.815682353940474e-09,6.569925492527773e-08
1956,6.104799332717903e-09,7.587393291430544e-08
1957,1.7670075402875796e-09,4.94762097957846e-08
1958,8.272243445794913e-10,5.459680640917952e-08
1959,0.0,6.355613102471125e-08
1960,1.3841666701708277e-09,7.405291668760583e-08
1961,3.47407969059077e-09,8.268309503733917e-08
1962,1.9025869768540815e-09,9.766613207062846e-08
1963,6.466053248388448e-10,7.629942500031461e-08
1964,3.6503808864551957e-09,8.94343317181523e-08
1965,1.6416130677043839e-09,9.357193997416857e-08
1966,2.215629901769489e-09,6.480717473777986e-08
1967,0.0,8.775997084597975e-08
1968,8.982831700699023e-10,7.949806035689733e-08
1969,4.5417578031781147e-10,6.222208170925114e-08
1970,1.3796175313274261e-09,9.841271442212474e-08
1971,5.138397485282553e-10,8.683891739025285e-08
1972,2.0520587451500205e-09,7.130904000618443e-08
1973,5.513203782392395e-10,9.703238545988313e-08
1974,6.1881286761433785e-09,6.188128520712155e-08
1975,2.2845920710778955e-09,7.653383704564476e-08
1976,2.856763492431469e-09,8.398884210336632e-08
1977,1.1753563677885381e-09,8.521333416666721e-08
1978,7.128709622605811e-09,8.376233662232835e-08
1979,7.607565244427406e-09,1.1762466289866325e-07
1980,5.6851505725319385e-09,9.721607652224407e-08
1981,3.795329828193417e-09,9.42506900303286e-08
1982,1.2415004579935385e-09,1.0056153687543201e-07
1983,7.57837881337764e-09,7.830991799462339e-08
1984,5.219107812592938e-09,9.916304399837372e-08
1985,1.2031115659283387e-08,1.2151427331019704e-07
1986,1.2588419195935785e-08,1.0130680072606424e-07
1987,1.8332451112712533e-09,1.454374389808777e-07
1988,5.396898483667201e-09,8.215278723966435e-08
1989,4.390497743145261e-09,1.2732442922214204e-07
1990,2.179460389939436e-09,1.0515896153862059e-07
1991,2.9307325455363298e-09,1.084371041848442e-07
1992,4.4079553340736766e-09,1.068929140757291e-07
1993,2.7696036575264316e-09,1.0524494098440584e-07
1994,4.747434001473039e-09,1.4295051142809712e-07
1995,4.337960657352369e-09,1.9683496432776337e-07
1996,5.338092190498855e-10,9.875470752263027e-08
1997,4.794894259418925e-09,1.237082786209598e-07
1998,3.337690568372409e-09,1.0775972270060663e-07
1999,1.3710603763428253e-09,1.1059887050635098e-07
2000,1.7672125984802278e-09,1.1221799933736065e-07
2001,6.571817756650944e-09,6.834690732815396e-08
2002,4.381221607729913e-09,7.404264401600358e-08
2003,4.583615265119079e-09,5.083645993053665e-08
2004,1.3214374039449694e-09,3.43573722805246e-08
2005,1.3511248786457486e-09,9.818174406817093e-08
2006,4.1178899179428186e-10,4.6943945175570434e-08
2007,3.595031605740928e-09,2.3567429258131156e-08
2008,8.514879357157668e-10,3.618823737894239e-08
2009,1.907277002999308e-09,3.4330984721719915e-08
2010,9.447586046817946e-10,1.8422793290895356e-08
2011,3.82397197240536e-10,7.647943611743813e-09
2012,1.3617010852229328e-09,1.4638286249812893e-08
2013,5.578250084070646e-10,2.0639525644128298e-08
2014,4.330890368553497e-10,4.56908941792733e-08
2015,4.433150790905671e-10,3.923338343092553e-08
2016,4.1426800878596737e-10,2.0091998065296934e-08
2017,5.031222660711876e-10,7.295272663743191e-09
2018,0.0,3.665682735132236e-08
2019,7.65296326310505e-10,3.954031169151051e-08
