year,autres_ADJ airs_NOUN,autres_ADJ verres_NOUN
1969,2.6796370788950696e-08,5.0413512808766825e-08
1970,2.4833115841449427e-08,3.495030975741997e-08
1971,3.23719047123916e-08,4.059333846839763e-08
1972,2.924183739594355e-08,3.385897073826527e-08
1973,2.3155456441159572e-08,3.6938466507763223e-08
1974,1.7439271360331077e-08,4.162923183947953e-08
1975,1.4278700444236847e-08,3.7695770060963696e-08
1976,1.7711933253394818e-08,2.056869685684859e-08
1977,1.8218023367655434e-08,2.350712763332652e-08
1978,2.5544543480471305e-08,1.2475242172627077e-08
1979,1.9896710057309974e-08,2.1067103617156135e-08
1980,2.21720881654619e-08,2.38776323158163e-08
1981,2.9730083506152027e-08,1.5813874654213578e-08
1982,1.9243256987877544e-08,2.1726258125909226e-08
1983,2.0209012019378747e-08,2.652432762317858e-08
1984,2.7255339596354844e-08,3.015484484336639e-08
1985,2.4663788567025335e-08,2.285912081845254e-08
1986,2.517683839187157e-08,2.09806990114636e-08
1987,2.688759392910356e-08,2.8109757022054538e-08
1988,2.5185526497661925e-08,4.1376221338040864e-08
1989,3.841685658478866e-08,2.6891798676764722e-08
1990,2.1794604454505873e-08,3.0512445514663256e-08
1991,4.1030257413865456e-08,3.516879287790431e-08
1992,2.1488782808720686e-08,3.52636422285002e-08
1993,3.101956203011014e-08,2.5480353826878854e-08
1994,1.3714808788645172e-08,2.6902126526451298e-08
1995,3.090797101590326e-08,1.735184235185372e-08
1996,2.6690460508405067e-08,3.95018808774239e-08
1997,2.8289877107567918e-08,2.157702549965279e-08
1998,2.288702027897216e-08,3.433052953027982e-08
1999,2.1479944767310855e-08,3.519054825318335e-08
2000,2.5182780305499364e-08,5.257457402763066e-08
2001,2.3220422196157386e-08,3.2420968298918496e-08
2002,2.7601694596590676e-08,3.986911512043889e-08
2003,2.8335076507346457e-08,2.375146079813817e-08
2004,2.9512100679918163e-08,2.5107309786776e-08
2005,3.197662323817241e-08,2.9274372259635584e-08
2006,2.7178073125355695e-08,3.211954080484247e-08
2007,2.276853267035861e-08,2.9958596714507735e-08
2008,2.7673358715674112e-08,2.8099101878620303e-08
2009,2.384096209340214e-08,2.7655516543489966e-08
2010,2.3146586702882388e-08,4.015223931119749e-08
2011,2.562061141020422e-08,5.0476430146773055e-08
2012,1.838296448397614e-08,6.399994978423251e-08
2013,1.3945625099154313e-08,7.949006430862937e-08
2014,2.3170263929728208e-08,6.756189208090291e-08
2015,2.3052384889865607e-08,7.070875795989195e-08
2016,2.0713400911143154e-08,6.8354218285549e-08
2017,1.911864622172743e-08,8.553078600925801e-08
2018,2.4007640875289837e-08,8.079990720943897e-08
2019,1.5816123244416502e-08,8.086631453352311e-08
