year,autres_ADJ airs_NOUN,autres_ADJ verres_NOUN
1800,6.60274537267469e-08,1.477757365364596e-07
1801,6.429193177837078e-08,7.857902772911984e-08
1802,3.5805442166747525e-08,7.384872446891677e-08
1803,4.6808139586573816e-08,4.095712213825209e-08
1804,8.651478111687538e-08,2.4718509905596875e-08
1805,3.980028751016107e-08,3.980028751016107e-08
1806,1.2103009794373065e-07,1.181484350354367e-07
1807,2.8469550272802735e-08,5.693910054560547e-08
1808,3.172503681980743e-08,1.8808414381510374e-07
1809,9.036122294858728e-09,5.1957702140725814e-08
1810,9.594519356781461e-08,4.44624070894406e-08
1811,4.763445815569867e-08,6.267691787797958e-08
1812,8.801787032552966e-08,1.7870294755084615e-07
1813,3.163315653864629e-08,5.463909147351842e-08
1814,1.5733386149463513e-08,1.6362720600682223e-07
1815,1.8880564667256294e-08,5.933891955578474e-08
1816,5.7940098940889584e-08,6.257530316133852e-08
1817,8.56280379935015e-08,6.383181272440197e-08
1818,6.079800130009971e-08,6.795070817133819e-08
1819,7.866798057420965e-08,3.8298885840504227e-08
1820,4.390598107306687e-08,9.493184904840746e-09
1821,5.719663320746804e-08,6.903041693817613e-09
1822,6.015369535816717e-08,3.107940926838637e-08
1823,4.249555374258307e-08,1.581229902569703e-08
1824,5.3053010873327366e-08,8.42111234078402e-08
1825,6.251864448358901e-08,5.2832657360113444e-08
1826,5.5490302908189904e-08,2.3781558056157337e-08
1827,3.041700225026034e-08,9.125100319806734e-08
1828,2.7516904310687096e-08,7.888178998882722e-08
1829,2.4862210068476998e-08,9.516225674133238e-08
1830,5.218418053232199e-08,3.15192437483347e-07
1831,4.5214498811674275e-08,5.456922025359745e-08
1832,3.788391467196561e-08,2.976593194148336e-08
1833,7.52935847003755e-08,1.042526562855528e-07
1834,3.733812548034621e-08,4.947301235347368e-08
1835,3.6302822081779595e-08,7.789980571715205e-08
1836,1.0753200108126748e-08,6.922372364215335e-08
1837,2.99189295560609e-08,4.453050195252217e-08
1838,4.86036455527028e-08,7.258986300939796e-08
1839,5.2436064379435265e-08,7.970281501457066e-08
1840,5.159447979963261e-08,3.885510224677091e-08
1841,2.6966304744746594e-08,5.264849889385914e-08
1842,3.287049921141261e-08,6.641182181965632e-08
1843,2.4809025944705354e-08,6.497602100807853e-08
1844,3.622450606144412e-08,9.385439625475556e-08
1845,4.0177642546268544e-08,4.910600637231255e-08
1846,1.5807152919933287e-08,4.6836010625384006e-08
1847,2.9123407685460734e-08,3.128069891999985e-08
1848,2.654923214606697e-08,2.494018680465615e-08
1849,2.8490010350878947e-08,2.011059585527164e-08
1850,1.425689166723032e-08,6.313766220955586e-08
1851,3.353708066811123e-08,3.4826967976187007e-08
1852,6.640756566866912e-08,4.036538214791108e-08
1853,3.4040009921909586e-08,5.1955808544335014e-08
1854,2.5458755104068587e-08,2.5458755104068587e-08
1855,3.131092896069276e-08,6.633671034705912e-08
1856,4.711242240773572e-08,4.141751475117417e-08
1857,2.0502337605421417e-08,2.5383847912507917e-08
1858,1.859596826525589e-08,2.2510910469009104e-08
1859,3.258990943777462e-08,3.4626779665813956e-08
1860,2.654766717569146e-08,4.211009141386057e-08
1861,3.3483342321005694e-08,7.026785908692545e-08
1862,3.7047489076513784e-08,3.930648162508987e-08
1863,2.8469337998160427e-08,4.545104914654985e-08
1864,1.1986819536957682e-08,2.349416661218129e-08
1865,2.3534221682552925e-08,5.036323358353911e-08
1866,2.6274308950746672e-08,2.7247432754506917e-08
1867,1.0190904120577216e-08,4.998396008204509e-08
1868,2.9639243948054173e-08,6.471235280969267e-08
1869,1.904572499711321e-08,2.8324411260882698e-08
1870,2.0069171213776826e-08,2.6376625328339287e-08
1871,4.354682658913589e-08,1.4869648623516696e-08
1872,3.8702971494330995e-08,3.0236694925633856e-08
1873,2.3944018323618366e-08,3.5317427204972773e-08
1874,2.6885741633009275e-08,2.2703515512034755e-08
1875,3.0324094124623e-08,2.1741803024610817e-08
1876,1.4510435741854621e-08,3.083467703390852e-08
1877,3.339800647150781e-08,6.741449387615006e-08
1878,4.227361927178208e-08,4.287753085918666e-08
1879,7.331190321480108e-09,1.4662380531937913e-08
1880,4.428314070992201e-08,3.786529134686134e-08
1881,2.8587281875047665e-08,3.137628468152798e-08
1882,2.994923331556265e-08,3.3276926103553706e-08
1883,2.211768546089843e-08,5.1186644700607076e-08
1884,1.7164412113856997e-08,3.8289840631478e-08
1885,2.2559724754955823e-08,3.158361394639542e-08
1886,2.774989482645651e-08,4.065682190912412e-08
1887,2.0239665943222462e-08,2.8074376601239237e-08
1888,1.7119660356001987e-08,1.8387781963724592e-08
1889,4.2602930960811136e-08,1.9421923624918236e-08
1890,1.6385966361553983e-08,4.1948073459252555e-08
1891,1.7210394887001712e-08,2.039750413018737e-08
1892,1.002961980134387e-08,3.322311670217459e-08
1893,2.4017824173938607e-08,1.7243566574620672e-08
1894,2.2685540557176864e-08,2.0164925729204697e-08
1895,1.5648398132839247e-08,1.444467478961542e-08
1896,1.5921978790967017e-08,3.3613066108273415e-08
1897,1.5732126712464378e-08,4.5448366847722355e-08
1898,1.8106735777401184e-08,1.3580051749784161e-08
1899,2.984892333302014e-08,2.819064981451902e-08
1900,1.661137005726232e-08,3.8932899570909285e-08
1901,2.9061443029831935e-08,1.2295225282343836e-08
1902,2.8479645752810256e-08,2.5042448115186744e-08
1903,2.214090244478939e-08,2.4841012802312434e-08
1904,2.2573425795258117e-08,3.33226779503093e-08
1905,2.4771643958310108e-08,3.251278163363125e-08
1906,2.674975863037332e-08,2.82930141537463e-08
1907,2.7771354993433306e-08,4.577130496841164e-08
1908,3.290630701258124e-08,3.290630701258124e-08
1909,2.0903737407707013e-08,2.8055016088046614e-08
1910,3.847788310196165e-08,2.8323999035073655e-08
1911,3.08581699082211e-08,1.5429085564733214e-08
1912,3.6465947372832375e-08,1.9795800554334164e-08
1913,4.295421618394357e-08,1.9090762748419365e-08
1914,3.214437072074361e-08,4.6207530524089435e-08
1915,1.767114277129167e-08,5.772573175022444e-08
1916,6.592477230782379e-09,1.7579939282086343e-08
1917,1.4256351654751143e-08,3.070598708632133e-08
1918,2.5270027848023346e-08,3.5607765624945387e-08
1919,2.3940405213807026e-08,1.1049418269237776e-08
1920,2.4988365154854364e-08,2.8774479687854182e-08
1921,5.679560644011872e-08,3.4077362764950436e-08
1922,2.0658220023506146e-08,6.418803621954794e-08
1923,3.503262746562541e-08,1.6985516992917837e-08
1924,2.836157442231979e-08,1.5469948877466777e-08
1925,2.4195990988573612e-08,1.6497267552040284e-08
1926,3.009457216762712e-08,2.452150482668003e-08
1927,2.5643217327342427e-08,7.804457524684949e-09
1928,2.5137291359556002e-08,3.770593770546782e-08
1929,1.4482528065684619e-08,4.790374874552583e-08
1930,2.2057568216382606e-08,3.886333144187404e-08
1931,3.307553431142196e-08,2.6232321204133768e-08
1932,2.4110979990332737e-08,4.164624067826139e-08
1933,1.8353059072495626e-08,2.523545639121494e-08
1934,3.354842448288764e-08,2.995395043114968e-08
1935,1.795242710045386e-08,3.590485242455088e-08
1936,6.426098764222843e-08,4.7286386362088706e-08
1937,7.554670666820584e-09,2.1404900851784703e-08
1938,1.5558256905023882e-08,3.7599123259290934e-08
1939,1.8352860564618823e-08,4.435274725267391e-08
1940,5.0715658339584024e-09,3.042939566988423e-08
1941,5.312704587367989e-08,6.198155233505531e-08
1942,3.944475324146879e-08,2.730790527039062e-08
1943,1.1612940831184915e-08,3.4838823381733164e-08
1944,1.927911696952833e-08,3.534504777746861e-08
1945,2.6142048525912287e-08,2.6142048525912287e-08
1946,4.454753366189834e-08,3.3410651134602176e-08
1947,1.4305045148432782e-08,2.5033829231801974e-08
1948,2.9354097819123126e-08,3.8051608530764724e-08
1949,9.817008539414473e-09,5.104844191805569e-08
1950,1.4889506516624351e-08,3.722376540338246e-08
1951,1.5992101864981123e-08,3.3050345571439266e-08
1952,1.2653764258629963e-08,3.374337209649525e-08
1953,2.2625037843226892e-08,2.2625038065271497e-08
1954,2.3454086450769296e-08,4.397641228948146e-08
1955,4.035811418390267e-08,4.5050918107136795e-08
1956,3.1396109267944894e-08,2.8779767902165077e-08
1957,3.180613550313183e-08,3.710715867910608e-08
1958,1.9853384713997002e-08,4.301566713937888e-08
1959,2.635254203742221e-08,3.1778064624177205e-08
1960,3.391208380776334e-08,4.3601250609981435e-08
1961,1.80652133252579e-08,3.196153386397782e-08
1962,1.4586500007851555e-08,6.722473955278474e-08
1963,2.5217608334848762e-08,5.819448034571906e-08
1964,2.8594651979574337e-08,5.5972509960255934e-08
1965,2.9001830714747712e-08,4.1040326692609597e-08
1966,2.6033652011925312e-08,2.76953731059848e-08
1967,2.5144711202074177e-08,4.5852122099176995e-08
1968,4.715986512415782e-08,4.2668450106475575e-08
