year,nos_DET îles_NOUN,nos_DET iles_NOUN,nos_DET villes_NOUN
1925,1.5507430628503016e-07,1.979672092922158e-08,9.183478706376036e-07
1926,1.2818058658936593e-07,1.560459372829115e-08,8.459918952041789e-07
1927,6.132073648856817e-08,1.44939923396592e-08,1.00566003347069e-06
1928,1.5767937089350426e-07,3.08503115276082e-08,8.592383089478517e-07
1929,1.0471982081483588e-07,1.8938690837799754e-08,9.992944782766244e-07
1930,6.407198382962775e-08,1.575540553577781e-08,9.621300911533126e-07
1931,1.7906410398893513e-07,8.097803405604509e-08,8.371531752260353e-07
1932,1.4247397595035238e-07,7.671675850140502e-09,8.449802617604973e-07
1933,8.144170315915744e-08,1.032359597807897e-08,7.719755501511827e-07
1934,1.1741948569010674e-07,3.5944740517379614e-09,8.303235219386806e-07
1935,1.6276866077191698e-07,2.0346083040578833e-08,7.396399368531092e-07
1936,1.0184760546039229e-07,2.3036956786626206e-08,8.523674317473251e-07
1937,1.6494364984964704e-07,1.762756551837441e-08,9.405565215558909e-07
1938,1.1798344823343854e-07,1.0372171899142302e-08,1.0164728152517455e-06
1939,1.2999943432845384e-07,4.28233404292655e-08,8.809373301943424e-07
1940,6.846613898048304e-08,1.2678914584896006e-08,1.1182802133191672e-06
1941,1.0625409174735978e-07,6.788455886308498e-08,1.1628919764916645e-06
1942,1.2136847038490828e-07,6.068423519245414e-08,1.2652662597645303e-06
1943,7.548411673496958e-08,6.967764720755554e-08,1.6025858471380161e-06
1944,1.895779853100521e-07,2.2492303131116387e-08,1.8154501759681807e-06
1945,2.1349339540677192e-07,1.5249528306782167e-08,1.67962663155663e-06
1946,9.605561590575462e-08,5.568441707737293e-08,1.380973550624276e-06
1947,8.82144421954223e-08,3.337843779149807e-08,1.0585733463130964e-06
1948,1.217651464102687e-07,9.784699050996437e-09,1.019783031352972e-06
1949,9.620667795751103e-08,2.846932423139492e-08,8.786222629453277e-07
1950,1.1167129665423658e-07,1.914365066468804e-08,9.975969348374747e-07
1951,1.0661401561584682e-07,2.5587364671508794e-08,9.339387929685472e-07
1952,9.912115661592225e-08,1.2653764924763777e-08,7.644982602528216e-07
1953,9.91192115051831e-08,1.2928592973970865e-08,6.755189669860329e-07
1954,9.870261563627025e-08,2.0522326282801373e-08,7.417354712657698e-07
1955,6.94535016165787e-08,1.0324168631115072e-08,7.480329635711769e-07
1956,5.145473380707699e-08,1.5698055078061657e-08,7.543787337027652e-07
1957,5.831124960664624e-08,8.835037590415595e-09,6.855989429510601e-07
1958,7.445019178931034e-08,1.3235589513271862e-08,9.207007156675218e-07
1959,4.417926291466756e-08,2.9452842387200917e-08,8.076279200963654e-07
1960,7.612916924637503e-08,2.0762500052562416e-09,7.412212745805391e-07
1961,6.948159336772619e-08,2.779263652552544e-09,8.143242613556367e-07
1962,9.322676186585e-08,8.87873907728931e-09,6.646370049878669e-07
1963,1.6811739000921477e-07,7.759263898066138e-09,8.541656519867047e-07
1964,8.517555327713922e-08,1.0951142881410192e-08,8.827837838509822e-07
1965,8.80998953789458e-08,7.1136563306595235e-09,9.592492240528827e-07
1966,7.090015363697688e-08,1.0524242144427376e-08,8.125822716920084e-07
1967,7.099683418942959e-08,8.874604107145245e-09,1.0215654775436178e-06
1968,1.0330256516866143e-07,1.8414805180722027e-08,9.47239580995074e-07
1969,1.489696570544652e-07,3.088395228445506e-08,1.1649608637753772e-06
1970,7.357959797005265e-08,9.657322413980651e-09,9.01809968922862e-07
1971,1.032817887880455e-07,1.0276795081587409e-08,1.0842018873802317e-06
1972,1.231235187137969e-07,2.616374938924082e-08,1.0368026899243432e-06
1973,8.214673941076e-08,1.268036875501366e-08,9.333854187332236e-07
1974,9.84475070908708e-08,1.0126029126311664e-08,9.901006325918615e-07
1975,5.597250574140844e-08,1.770558810676448e-08,9.395385021093716e-07
1976,1.1369918295756065e-07,1.5426522614880867e-08,7.678980402658908e-07
1977,7.639816645976794e-08,5.876781949964993e-09,9.344083302664785e-07
1978,1.3366330031683304e-07,1.603959642881847e-08,8.578213943621904e-07
1979,1.0299473141017756e-07,1.345953837272873e-08,8.894999687925065e-07
1980,7.5043990133139e-08,1.0233271396931087e-08,8.266208819662779e-07
1981,7.464148121805181e-08,4.427884781055269e-09,7.527404086715705e-07
1982,1.0490678636898565e-07,4.966001831974154e-09,8.075960504783097e-07
1983,1.0041352194178899e-07,5.052252616266628e-09,8.550937984352913e-07
1984,1.072816591118908e-07,1.3917620667047714e-08,7.005202249388276e-07
1985,1.0045982112849572e-07,1.0828004715079942e-08,7.826240953079378e-07
1986,7.612996411054951e-08,9.591176797218992e-09,7.007553701754432e-07
1987,1.0143955719854603e-07,1.283271516827611e-08,7.999058997398834e-07
1988,1.0314072773631722e-07,7.795519785247507e-09,7.237840673468554e-07
1989,1.1579937675421093e-07,9.329807815205982e-09,8.341945729739564e-07
1990,9.753084895258723e-08,2.45189291092629e-08,7.49734384797307e-07
1991,8.557738900849543e-08,3.5168791212569772e-09,8.36431098605317e-07
1992,7.107827659780241e-08,5.509944334125549e-09,7.928809750978871e-07
1993,8.142634655428083e-08,1.6617621612091682e-08,8.829496742635001e-07
1994,5.591422347350772e-08,3.6924485691258724e-09,8.608679955557363e-07
1995,6.832287802183146e-08,3.795715630694474e-09,8.51324777784157e-07
1996,6.779376837684481e-08,2.6690460952494277e-09,8.428847841912557e-07
1997,7.575933014258851e-08,2.8769365778558154e-09,8.558886790410725e-07
1998,1.110974112705776e-07,4.7681292247858664e-09,7.714832896965618e-07
1999,1.3116477237673507e-07,5.027221139375371e-09,8.230932166952698e-07
2000,1.1265980015551236e-07,2.6508188977203417e-09,9.317628482108375e-07
2001,8.762423781005779e-08,6.133696495158603e-09,6.847834121970209e-07
2002,9.112941024014276e-08,2.190610692842654e-09,7.491888496247157e-07
2003,7.292115400403532e-08,4.166923084358842e-09,7.900485883283181e-07
2004,9.778636655966011e-08,1.5504865250037803e-07,7.422073267093765e-07
2005,1.2835686202805618e-07,1.3511248786457486e-09,7.462713167427637e-07
2006,9.388789035114087e-08,1.6471559116659762e-09,8.326373261979825e-07
2007,1.1144597777956733e-07,1.5977917877663117e-09,6.45507901353426e-07
2008,8.812899898735793e-08,8.514879357157668e-10,6.96517151510534e-07
2009,1.4161532480017058e-07,1.430457752249481e-09,8.310959493940118e-07
2010,1.0297869090791778e-07,9.447586046817946e-10,6.693614942321346e-07
2011,7.953861913545524e-08,1.147191591721608e-09,6.684303102133526e-07
2012,8.442546706177723e-08,2.7234021704458655e-09,6.028931309742802e-07
2013,1.1435412816673818e-07,8.367375126105969e-10,5.137568255264569e-07
2014,1.0437446107403048e-07,2.1654451842767486e-09,6.165022181647828e-07
2015,7.558522030493009e-08,1.773260274728905e-09,6.354921779916367e-07
2016,9.735298345248111e-08,3.728412162340433e-09,7.79445249676769e-07
2017,6.565745924724808e-08,1.0062445321423752e-09,6.452542962165353e-07
2018,1.035168120111507e-07,1.0325866828253538e-09,5.80571859032375e-07
2019,5.892781618221932e-08,2.5509878098795014e-09,6.061146908820092e-07
