year,petites_ADJ oies_NOUN,petites_ADJ voies_NOUN
1800,3.144164484325529e-09,3.144164484325529e-09
1801,1.6668277424969347e-08,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,4.095712213825209e-08
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,4.262030373070047e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.4275012222574333e-08,2.6972236000233352e-08
1816,4.6352077731626196e-09,0.0
1817,0.0,1.556873407970727e-09
1818,0.0,2.6226590676969863e-08
1819,0.0,4.140420006848444e-09
1820,0.0,1.3053129244156025e-08
1821,0.0,2.9584463767662328e-09
1822,0.0,3.0076847679083585e-09
1823,0.0,1.8777104315859106e-08
1824,0.0,8.421112696055388e-10
1825,0.0,5.283265824829186e-09
1826,0.0,6.1655889282974385e-09
1827,0.0,8.295545583791863e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,4.286587973467704e-09
1830,3.1310507520032616e-09,6.262101504006523e-09
1831,0.0,2.182768810143898e-08
1832,0.0,1.0823975493678972e-08
1833,9.266902800675325e-09,1.0425265983826648e-08
1834,5.600718555598405e-09,1.8669061851994684e-09
1835,0.0,3.781543966852041e-09
1836,0.0,5.376600054063374e-09
1837,3.478945576063097e-09,1.3915782304252389e-08
1838,0.0,1.5780404538645598e-08
1839,2.0974426639952526e-09,6.9914751765765e-10
1840,1.9109065441114126e-09,7.0066574764382494e-09
1841,3.852329122366882e-09,3.852329122366882e-09
1842,0.0,6.037438549100216e-09
1843,0.0,1.0041748765843295e-08
1844,0.0,2.6893950177964143e-08
1845,5.580227946389016e-10,1.785672942844485e-08
1846,1.1709002656346001e-09,5.854501328173001e-09
1847,4.853901280910122e-09,8.089835468183537e-09
1848,0.0,1.689496542667257e-08
1849,8.379414939696517e-10,7.54147322368226e-09
1850,1.3577992064028876e-09,2.0366988096043315e-09
1851,1.2898877521649865e-09,3.8696632564949596e-09
1852,0.0,1.9531636752390114e-08
1853,5.971931837933653e-10,1.4929829816878737e-08
1854,0.0,1.558699302961486e-08
1855,0.0,1.3798036491152743e-08
1856,5.177189232874468e-10,3.6240324075009767e-09
1857,1.4644527812635033e-09,2.001418764052687e-08
1858,4.893676019968041e-10,3.4255731584664773e-09
1859,0.0,1.3748867822016564e-08
1860,0.0,3.204028820036342e-09
1861,2.8295783494058924e-09,1.0375120318428799e-08
1862,5.873382252774562e-09,1.7620147119146168e-08
1863,9.989241656072068e-10,2.3974180862751382e-08
1864,4.794727948009836e-10,1.6302074357099627e-08
1865,9.41368871743009e-10,3.7654753981541944e-08
1866,3.8924903300596725e-09,2.0435575009969398e-08
1867,0.0,2.814630661873707e-08
1868,1.4819622196071691e-09,3.210918109175509e-08
1869,3.4184632902167778e-09,1.7580669364747337e-08
1870,0.0,2.121598008386627e-08
1871,0.0,2.442870794538976e-08
1872,3.628403577593531e-09,4.4145576083565174e-08
1873,5.387403856360606e-09,4.309923085088485e-08
1874,8.364452408482492e-09,2.3300975371398636e-08
1875,4.00506905418041e-09,2.9179789251543298e-08
1876,1.209203004393089e-08,3.083467703390852e-08
1877,6.184815992682502e-10,3.3398006138440905e-08
1878,6.039088673581716e-10,4.166971123709118e-08
1879,1.0385853066452455e-08,3.787781821529279e-08
1880,0.0,2.888030792291829e-08
1881,0.0,3.6257038260600893e-08
1882,0.0,2.4624924321869912e-08
1883,6.319338941018771e-10,2.1485751844352308e-08
1884,1.3203393933736152e-09,3.564916539744445e-08
1885,1.4180398189012067e-08,4.640857653726016e-08
1886,6.4534639854230136e-09,5.2918402104751294e-08
1887,6.528924512139156e-09,2.546280519766242e-08
1888,6.340614699951175e-10,2.789870379160675e-08
1889,8.771191772893872e-09,4.448246926358479e-08
1890,1.1797895549392479e-08,4.4569826940232815e-08
1891,1.0198752065093686e-08,3.888274235919198e-08
1892,2.5074049503359674e-09,2.1312942521944933e-08
1893,1.2316833108982905e-09,8.683367269668452e-08
1894,5.671385139294216e-09,3.528862180246506e-08
1895,1.023164486468886e-08,4.513960760732516e-08
1896,1.1794058174530164e-08,3.951009475144929e-08
1897,5.2440420894583895e-09,2.505486840220783e-08
1898,9.05336783318944e-09,4.356933303029109e-08
1899,7.185851913504848e-09,4.643165851803133e-08
1900,7.26747462209687e-09,4.464305547458025e-08
1901,6.14761275219422e-09,4.3033288932292635e-08
1902,1.3748794991386148e-08,3.093478895266344e-08
1903,3.7801539676252105e-09,3.94216073118514e-08
1904,2.1498500757388683e-08,4.944655174199397e-08
1905,1.7030505006232488e-08,2.4771644291377015e-08
1906,1.6975809202790515e-08,6.01869558636281e-08
1907,1.131425531042396e-08,2.6228502036929058e-08
1908,1.3260750719723546e-08,5.009616899087632e-08
1909,1.7603147384193107e-08,1.2102163715610459e-08
1910,1.817011197058349e-08,2.8323999146095957e-08
1911,1.5961122201701983e-08,3.405039450399272e-08
1912,8.335073964360618e-09,2.031674206648404e-08
1913,1.1666577037772186e-08,3.181793672979438e-08
1914,1.4063161857258422e-08,2.4108278040557707e-08
1915,1.767114277129167e-08,4.358881966481931e-08
1916,1.538244687182555e-08,5.493730981243061e-08
1917,1.864292187292449e-08,3.728584374584898e-08
1918,2.412139021856774e-08,2.8715941624568586e-08
1919,4.5118457636661446e-08,2.3940405213807026e-08
1920,5.6791737979011714e-08,2.0445025228355007e-08
1921,5.452377993542257e-08,1.8931869405491852e-08
1922,3.762747152746826e-08,3.32007097370024e-08
1923,1.1677542932631013e-08,2.229349149729387e-08
1924,3.093989897617888e-08,1.675911143195208e-08
1925,1.8696901804560184e-08,2.1996356736053713e-08
1926,1.0031524944054127e-08,2.3406890647947876e-08
1927,2.1183527820767267e-08,1.3379070296082318e-08
1928,6.8556245125250825e-09,2.8565102283550914e-08
1929,2.3394852943781075e-08,1.6710609784809094e-08
1930,1.260432402894196e-08,2.10072066408884e-08
1931,1.1405356659111021e-08,1.3686427990933225e-08
1932,1.4247398039124448e-08,1.0959536389520963e-08
1933,1.261772819560747e-08,2.064719240024715e-08
1934,1.677421224144382e-08,3.714289675826876e-08
1935,9.574627313213568e-09,2.5133395809007197e-08
1936,1.6974599503782883e-08,2.66743711563322e-08
1937,1.3850230295986421e-08,2.1404900962807005e-08
1938,1.0372171566075394e-08,1.0372171566075394e-08
1939,1.6823456405745674e-08,1.6823456405745674e-08
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,1.7709016475464523e-08
1942,0.0,9.102635090130207e-09
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,1.927911696952833e-08
1945,2.178504088234945e-08,1.742803235060819e-08
1946,3.201854070766785e-08,2.645009899993056e-08
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,1.3046265179283978e-08,1.9569398546082084e-08
1949,2.945102384188658e-09,1.0798709482173763e-08
1950,8.508289184305795e-09,1.914365022059883e-08
1951,1.0661401650402524e-08,1.1727541604500402e-08
1952,4.2179215675730575e-09,1.4762725264461096e-08
1953,7.54167928107563e-09,2.3702419582605216e-08
1954,2.4431340062136542e-08,9.772536557761669e-09
1955,3.0972505449256005e-08,1.407841132561316e-08
1956,1.2209598665435806e-08,8.72114114258693e-09
1957,6.272876690305296e-08,7.068030161150318e-09
1958,1.6544486669545222e-08,1.6544486669545222e-08
1959,2.712761748568937e-08,1.8601795659378695e-08
1960,6.2287499602575735e-09,8.305000243069571e-09
1961,2.709782043197606e-08,1.459113452284555e-08
1962,6.341956293454132e-09,2.0928455413127267e-08
1963,5.819448034571906e-09,1.6165133231993423e-08
1964,7.909158994401366e-09,1.8860301764789256e-08
1965,7.113656441681826e-09,8.20806533852192e-09
1966,8.862519385033352e-09,1.5509408868297214e-08
1967,1.6763141097442258e-08,9.367637332502454e-09
1968,1.3025105854991281e-08,1.5719955115400808e-08
1969,4.995933389206897e-09,1.3625273354023193e-08
1970,1.0577067582895339e-08,1.3336302728816918e-08
1971,1.9012070140433934e-08,2.1067430466814585e-08
1972,6.669190977248718e-09,1.6416469961200164e-08
1973,6.064524049609332e-09,1.4885650045926013e-08
1974,1.0688586071783135e-08,1.5751600912494723e-08
1975,1.1422960355389478e-08,3.655347313724633e-08
1976,1.3712464830284432e-08,3.828062844490887e-08
1977,5.876781727920388e-09,1.704266772151186e-08
1978,1.2475242172627077e-08,1.544553818177974e-08
1979,1.8141118163228498e-08,1.7555919384903973e-08
1980,6.822180653731635e-09,3.467942022439274e-08
1981,3.1627747087981106e-09,4.680906684484398e-08
1982,1.3035754697909852e-08,2.2347007799794483e-08
1983,6.94684787472255e-09,3.789189761960188e-08
1984,6.958810416790584e-09,3.131464509920079e-08
1985,1.6843562544721635e-08,1.7445119127046382e-08
1986,5.9944854635674005e-09,2.3378493807513223e-08
1987,2.1387859316934765e-08,2.688759437319277e-08
1988,7.195864737408186e-09,2.878345739532051e-08
1989,9.329808037250586e-09,1.4269117443177493e-08
1990,1.0352437129768077e-08,1.7980548605578406e-08
1991,8.20605094986604e-09,3.04796188288492e-08
1992,1.322386644631024e-08,2.4243753671271406e-08
1993,1.0524493720964756e-08,1.827938511667071e-08
1994,1.1604838645595805e-08,1.793475057354499e-08
1995,1.1929391696696712e-08,2.277429267394382e-08
1996,9.074756723848054e-09,3.3629980578098184e-08
1997,1.006927830005111e-08,1.91795770376757e-08
1998,1.4781200263769279e-08,1.7642078020685403e-08
1999,2.1936965133306785e-08,1.828080442578539e-08
2000,1.6346715980830595e-08,2.164835422036049e-08
2001,2.0591695903959817e-08,1.840108865280854e-08
2002,1.5334274738876275e-08,2.541108479192644e-08
2003,1.791776843562687e-08,7.458792339321008e-08
2004,1.4535811221350059e-08,2.070251881036711e-08
2005,1.3511249008502091e-08,2.0266872624574717e-08
2006,1.0706513675629026e-08,3.1707752867760064e-08
2007,8.38840705230659e-09,3.435252438066527e-08
2008,3.8316958494988285e-09,3.405951787271988e-08
2009,8.582746957586096e-09,5.197329855377575e-08
2010,1.4643758206034363e-08,2.0312310056169736e-08
2011,7.647943611743813e-09,4.703485600998647e-08
2012,1.1574459224394928e-08,3.7787206252914984e-08
2013,1.1993237514218436e-08,3.207493648460513e-08
2014,1.3425759975982388e-08,2.2087540685333806e-08
2015,1.751094576285528e-08,2.5268960257562867e-08
2016,9.942432044329763e-09,3.396997527715939e-08
2017,1.106868996458843e-08,2.264050280587071e-08
2018,1.4972507067501084e-08,2.3749493038849323e-08
2019,1.862220994075514e-08,1.6836519733942623e-08
