year,vous_PRON ôtez_VERB,vous_PRON otez_VERB,vous_PRON votez_VERB
1845,1.9363390757476395e-07,1.0602433153650281e-08,5.412821058037309e-08
1846,2.874560180998742e-07,8.196302303531411e-09,7.962121717497439e-08
1847,1.7851569555915603e-07,1.0786447290911383e-09,4.0449178229096105e-08
1848,1.6412252445974218e-07,3.2180886289090438e-09,2.494018769283457e-07
1849,1.675883019025548e-07,1.6758829879393033e-09,2.5808599168897217e-07
1850,1.6225700871785875e-07,2.0366988096043315e-09,2.1724787124810518e-07
1851,1.547865355888689e-07,1.2898877521649865e-09,1.386629264743533e-07
1852,1.4844043416673003e-07,1.9531636308300904e-09,6.054807388800043e-08
1853,1.4332636233405083e-07,1.7915795513800958e-09,6.210809111450999e-08
1854,2.2081574613252997e-07,5.195664454227256e-10,4.364358102693089e-08
1855,1.7937447793769934e-07,2.1227748447927297e-09,3.661786607267459e-08
1856,1.925914343559043e-07,9.31894050815174e-09,5.384276624553763e-08
1857,1.5523199614619898e-07,9.763018171682347e-10,3.0753506852221335e-08
1858,1.7372549265814996e-07,3.91494070495213e-09,3.621320110447357e-08
1859,2.0470536910011106e-07,1.018434669930457e-09,2.8006953867176776e-08
1860,1.4051954355664975e-07,9.154367819341758e-10,4.7602711106264906e-08
1861,1.886385554428216e-07,3.3011745559363703e-09,6.88530692460887e-08
1862,2.3312809149800273e-07,9.487771568394976e-09,4.427626665304274e-08
1863,1.673197982388075e-07,4.495158689721279e-09,7.192253859145126e-08
1864,1.9562489761426605e-07,1.9178911792039344e-09,5.945462711043348e-08
1865,1.5438448830451534e-07,2.3534221238463715e-09,4.8951179998368843e-08
1866,1.2212688460522259e-07,3.4059290943133647e-09,4.7683007764476315e-08
1867,1.188938778540205e-07,2.91168689159349e-09,7.279217584255093e-08
1868,1.1262912957832327e-07,3.457911734727759e-09,1.0867722677332381e-07
1869,1.4845898199666863e-07,0.0,1.0108884440640509e-07
1870,1.691544393445099e-07,1.7202146374017957e-09,6.708836997049161e-08
1871,1.720630651291799e-07,2.1242354542039266e-09,2.570324806328017e-07
1872,1.0824737639580917e-07,2.4189357183956872e-09,1.4150774585441894e-07
1873,2.1130595939666819e-07,5.986004469882289e-10,2.5081358145939703e-07
1874,9.380136312131526e-08,1.1949218281515073e-09,2.3181483577161544e-07
1875,1.458989427050028e-07,1.716458086775674e-09,2.580408757779651e-07
1876,7.678439128966374e-08,4.232210137899983e-09,1.9951849239419062e-07
1877,1.1936695010206222e-07,6.184816103704804e-09,1.694639646387941e-07
1878,6.824170273311836e-08,6.039088673581716e-10,1.932508322255444e-07
1879,1.2279743444310043e-07,6.10932526790009e-10,1.2768490176284786e-07
1880,9.819304658265082e-08,1.9253538763308597e-09,1.0653624515910565e-07
1881,1.1644087827278327e-07,0.0,2.1545047790283434e-07
1882,9.384093058173448e-08,3.9932310791357395e-09,1.317766304964607e-07
1883,9.668588285549617e-08,1.2638677882037541e-09,2.199129900404273e-07
1884,6.271611940888988e-08,2.6406787867472303e-09,1.4127631953186892e-07
1885,9.797366162800358e-08,3.2228177904158883e-09,1.5018330490335075e-07
1886,7.873226248733545e-08,6.453463874400711e-10,1.587552072024323e-07
1887,4.504957962225831e-08,1.9586773869484375e-09,1.436363419315967e-07
1888,7.228300713535418e-08,1.268122939990235e-09,1.8578000826607877e-07
1889,6.202485369755095e-08,0.0,1.7166474552965383e-07
1890,7.209824914866658e-08,1.3108772956016423e-09,1.658259733972045e-07
1891,8.413970675746896e-08,1.2748440081367107e-09,2.077995802096666e-07
1892,7.89832572678506e-08,1.2537024751679837e-09,2.043535012319353e-07
1893,5.296238120289232e-08,0.0,1.4225942468470976e-07
1894,7.813908586840057e-08,2.520615716150587e-09,1.323323290947087e-07
1895,5.4769393464937366e-08,2.4074457982692365e-09,2.124570954720184e-07
1896,4.363801270335088e-08,5.89702897624278e-10,1.0260830451969127e-07
1897,2.8550895758705508e-08,5.826713556089658e-10,2.0102161180091116e-07
1898,5.997856078465702e-08,5.6583548957434e-10,1.414588668424699e-07
1899,3.371822643316591e-08,5.527578395003729e-10,1.2934533444308727e-07
1900,4.9315003192162976e-08,2.07642125715779e-09,1.1524137999430195e-07
1901,2.4590450786732276e-08,0.0,1.4754270383221524e-07
1902,4.419255539289679e-08,9.820567692386817e-10,1.3257766395824433e-07
1903,4.10416749474507e-08,0.0,1.5606635983544948e-07
1904,3.547252713786975e-08,5.374625189347171e-10,1.5693905375258055e-07
1905,3.7157464216619474e-08,0.0,2.2758946816026082e-07
1906,3.961022176923734e-08,5.144184522798412e-10,1.455804259364868e-07
1907,3.75427564591746e-08,5.142843373384665e-10,1.6251384860055396e-07
1908,5.942780623158228e-08,4.911389073214423e-10,1.37518892273647e-07
1909,5.5009836685826485e-08,2.7504918342913243e-09,1.1166996660705308e-07
1910,4.916618712158538e-08,3.206490406526541e-09,1.191745586659465e-07
1911,3.032613360431924e-08,0.0,9.470266104649738e-08
1912,7.189001105523118e-08,1.0418842455450772e-09,7.814131741668007e-08
1913,4.083302140855949e-08,0.0,8.802962980780649e-08
1914,3.549274252279133e-08,6.696743715117748e-10,1.0179050491387898e-07
1915,2.1205371236732162e-08,0.0,9.071186779507912e-08
1916,4.0653610255958483e-08,2.197492410260793e-09,1.1866459148635045e-07
1917,2.8512704197680705e-08,0.0,9.321461025280087e-08
1918,1.72295644418341e-08,5.743188147278033e-09,1.079719362806486e-07
1919,2.3019620210007474e-08,0.0,6.261336893409464e-08
1920,2.953170330499688e-08,0.0,7.269342106042131e-08
1921,3.7106462902336546e-08,0.0,7.118382372439669e-08
1922,3.098732959117001e-08,7.377935484775833e-10,8.632184300694234e-08
1923,3.503262746562541e-08,0.0,8.598917666802208e-08
1924,2.707241186783449e-08,0.0,1.6114531042887847e-07
1925,3.189471575737457e-08,0.0,1.066823269724182e-07
1926,5.2386851856489614e-08,0.0,1.0923215754132798e-07
1927,2.3413372574054847e-08,1.1149224876660924e-09,8.473410950671223e-08
1928,2.5137290915466792e-08,0.0,5.141718650847338e-08
1929,3.2307179376189765e-08,0.0,9.469345130241891e-08
1930,2.3107928015519974e-08,0.0,7.982738914336096e-08
1931,1.1405356659111021e-08,0.0,9.010231849515549e-08
1932,2.7398840973802407e-08,0.0,5.479768483418468e-08
1933,2.5235457723482568e-08,0.0,5.964744187458848e-08
1934,2.7557634396657704e-08,1.1981580172459871e-09,5.511526701695857e-08
1935,1.9149255514605557e-08,0.0,3.11175387679441e-08
1936,3.15242587589637e-08,0.0,9.093535702220379e-08
1937,3.5255132035949543e-08,0.0,8.310137777911564e-08
1938,5.056433738381827e-08,0.0,1.8151300351654243e-08
1939,4.8940961505650193e-08,1.5294050470515685e-09,3.8235125288110794e-08
1940,3.0429395447839624e-08,2.5357829169792012e-09,3.2965177032551196e-08
1941,3.836953554881006e-08,0.0,1.1806010835613279e-08
1942,2.730790527039062e-08,0.0,9.102635312174812e-09
1943,7.548411695701418e-08,0.0,1.161294105322952e-08
1944,3.213186161588055e-08,0.0,1.927911696952833e-08
1945,1.5249527862692958e-08,0.0,3.267756110147957e-08
1946,1.6705326011390298e-08,0.0,3.7586981527226726e-08
1947,3.337843779149807e-08,0.0,7.748565922227613e-08
1948,1.8482209318548826e-08,0.0,1.2067795207570953e-07
1949,3.141442661558358e-08,0.0,1.1976750258213542e-07
1950,3.190608488523594e-08,0.0,1.1273483302431941e-07
1951,2.4521223385143287e-08,0.0,1.3220138317393548e-07
1952,2.8470970803162743e-08,0.0,7.381362454594864e-08
1953,2.477980265425117e-08,0.0,6.895249216043453e-08
1954,4.9839933069506515e-08,0.0,4.299915912220342e-08
1955,2.7218263642936336e-08,9.385607846468247e-10,5.631364530245264e-08
1956,3.139611037816792e-08,0.0,6.366433513704806e-08
1957,4.1524677474313876e-08,8.835037701437898e-10,2.9155624137189307e-08
1958,2.9780076626906293e-08,0.0,4.715178869574288e-08
1959,3.410328908159954e-08,3.100299128533379e-09,7.053180528515668e-08
1960,2.353083417006019e-08,0.0,4.0832916603505964e-08
1961,4.168895584300003e-08,0.0,5.6974905848772295e-08
1962,4.8198869340154715e-08,0.0,5.136984793097099e-08
1963,2.9743845164631466e-08,0.0,5.49614522782349e-08
1964,5.110533463081879e-08,4.8671746077921796e-09,4.988854085397065e-08
1965,3.337946569148542e-08,1.0944086747954884e-09,2.462419479432043e-08
1966,2.9911004117977313e-08,5.539074754423723e-10,3.821961547245678e-08
1967,4.141481912967038e-08,4.930335584241163e-10,3.9935717843775365e-08
1968,3.0541628115443586e-08,3.143991039733507e-09,4.715986534620242e-08
1969,5.722614682124316e-08,4.5417578031781147e-10,4.8596809021361764e-08
1970,2.8971967491742134e-08,9.197450023812337e-10,5.564457161710834e-08
1971,4.881477755347419e-08,5.138397485282553e-10,4.213485915727233e-08
1972,3.4884999333684164e-08,5.130146862875051e-10,4.6684335952562606e-08
1973,3.418186467207818e-08,4.961883404153156e-09,3.9695067677314455e-08
1974,2.4189957814613194e-08,0.0,3.319087271691501e-08
1975,2.1132477101559743e-08,5.711480177694739e-10,2.8557401776652114e-08
1976,1.9997343780886467e-08,0.0,3.142439863879076e-08
1977,1.1753563289307323e-08,0.0,3.702372719516234e-08
1978,3.9207904478644195e-08,1.1881182704343018e-09,2.6732660751704884e-08
1979,2.4578287183274483e-08,1.7555920051037788e-09,3.335624909617252e-08
1980,1.6486937204351904e-08,0.0,2.6720208712305293e-08
1981,3.099519285676422e-08,0.0,4.364629191400127e-08
1982,2.296775747367974e-08,0.0,2.979601088082262e-08
1983,2.0209010909155722e-08,6.315316047889041e-10,2.9050454042334195e-08
1984,2.145633226646737e-08,0.0,3.07347454153728e-08
1985,1.7445119127046382e-08,6.015558051686298e-10,4.8124463969401177e-08
1986,1.7384007122700496e-08,5.994485463567401e-10,4.7356435217693615e-08
1987,2.1998941002188133e-08,0.0,3.422057481827778e-08
1988,2.2786904696481258e-08,0.0,3.837794415595397e-08
1989,3.567279316385452e-08,5.488122178931576e-10,3.5123982389251296e-08
1990,3.160217509901031e-08,0.0,3.487136512880795e-08
1991,1.758439494015107e-08,0.0,2.813503263698891e-08
1992,1.9835799447420754e-08,0.0,4.5181540786476404e-08
1993,1.661762283333701e-08,1.1078414852150331e-09,3.489700795000772e-08
1994,2.4792155661756965e-08,0.0,3.112206625743852e-08
1995,2.2232048202397436e-08,0.0,4.066838132921191e-08
1996,1.7615703340467803e-08,0.0,4.270473930034768e-08
1997,1.8700089254863883e-08,0.0,3.6441198947301245e-08
1998,2.4794272857064925e-08,4.768129224785866e-10,2.0502955333512318e-08
1999,3.290544903222781e-08,4.570201161957499e-10,2.9249286992438783e-08
2000,3.269343373801803e-08,0.0,2.871720505837061e-08
2001,2.5411027726462976e-08,0.0,2.5849150375734098e-08
2002,3.2859161169795925e-08,1.752488598683044e-09,3.724038410979347e-08
2003,3.1251922383290776e-08,8.333845835650777e-10,3.666892345322026e-08
2004,2.246443497888606e-08,4.404791253964646e-10,4.6250306251494067e-08
2005,2.2068372018679838e-08,4.5037495954858286e-10,3.377812163307681e-08
2006,2.8001650997921956e-08,1.2353669198716943e-09,3.664922054724684e-08
2007,2.9958595382240105e-08,3.994479469415779e-10,4.234148143211769e-08
2008,2.0861455118925676e-08,0.0,3.320802965944836e-08
2009,3.194688891205999e-08,2.384096253749135e-09,4.29137312352168e-08
2010,2.5508482881519967e-08,0.0,2.692561995587539e-08
2011,3.4415747141025577e-08,3.82397197240536e-10,3.097417300423899e-08
2012,3.98297563819483e-08,6.808505426114664e-10,4.255315833034956e-08
2013,4.155796418103819e-08,0.0,4.434708822387279e-08
2014,7.514095035077162e-08,4.330890368553497e-10,4.742324843931556e-08
2015,8.112665961235166e-08,0.0,4.211493420669399e-08
2016,6.379727279792746e-08,0.0,3.769838929912339e-08
2017,6.66637012258775e-08,5.031222660711876e-10,3.823729333163328e-08
2018,5.188748253281972e-08,5.162933414126769e-10,3.768941514437074e-08
2019,9.183556004543902e-08,0.0,3.775461721033935e-08
