year,petits_ADJ airs_NOUN,petits_ADJ verres_NOUN
1800,1.792173822678933e-07,1.1004575384276905e-07
1801,1.8335106233280385e-07,1.142967676059925e-07
1802,6.042168365638645e-08,7.161088433349505e-08
1803,9.166594150400442e-08,6.436119548425268e-08
1804,1.1370514130248921e-07,1.038177401824214e-07
1805,7.675769686521505e-08,7.675770063997334e-08
1806,3.9190699663294026e-07,9.797675204481493e-08
1807,1.9643989901396708e-07,9.964342950752325e-08
1808,1.087715486569607e-07,1.1783584596969376e-07
1809,1.6490922405409947e-07,1.423189246452239e-07
1810,1.3338723192646285e-07,1.3338723192646285e-07
1811,1.2033968488367464e-07,8.273353557797236e-08
1812,1.787029546562735e-07,7.20146218213813e-08
1813,2.386865673997818e-07,9.202373263406116e-08
1814,1.3530711839848664e-07,4.405347908686963e-08
1815,1.6183340889597275e-08,1.4295284245235962e-07
1816,2.5493642752394408e-08,5.3304887615013286e-08
1817,1.821541957269801e-07,6.694555310104988e-08
1818,6.318224166079744e-08,9.179306914575136e-08
1819,1.418093802385556e-07,2.2772310259711048e-08
1820,1.82743802312757e-07,8.899861114741725e-08
1821,1.6863144558509902e-07,3.944595405869222e-08
1822,1.2431763707354548e-07,7.619468078701175e-08
1823,9.882686669016039e-08,5.929612001409623e-08
1824,9.768490372152883e-08,1.381062446625947e-07
1825,2.562383940585278e-07,5.723537910284904e-08
1826,9.953022583886195e-08,6.870227764466108e-08
1827,6.359918103271411e-08,4.147772969531616e-08
1828,1.3941897236691148e-07,8.438517085096464e-08
1829,1.1830983287497432e-07,7.287199821348622e-08
1830,1.857756772860597e-07,1.0854309095975623e-07
1831,9.354723573551382e-08,7.951515357262906e-08
1832,1.1365174401589684e-07,1.1365174401589684e-07
1833,8.687721697597794e-08,1.2510318470049242e-07
1834,1.0361329572106115e-07,8.307732457524253e-08
1835,1.240346492181743e-07,1.3991711966809817e-07
1836,1.1694104951054385e-07,1.1559690449303162e-07
1837,1.2941677152156217e-07,9.184415716845251e-08
1838,8.016445707248465e-08,8.332053624826585e-08
1839,1.3773206630762758e-07,2.0415107826465828e-07
1840,9.936714623348664e-08,1.3949617994057917e-07
1841,8.282507391044192e-08,1.5987166079867166e-07
1842,7.312008731830133e-08,3.3474242400188814e-07
1843,5.6706346396318e-08,1.394030988421946e-07
1844,5.3239045172404076e-08,1.8496452014460374e-07
1845,5.357019006169139e-08,1.1941688171646092e-07
1846,7.43521662016633e-08,1.0538102657164927e-07
1847,6.148275133455172e-08,7.496581133636937e-08
1848,3.942158599556933e-08,8.447482713336285e-08
1849,2.5976186535103807e-08,9.971503800443315e-08
1850,4.2091777174846357e-08,1.547891059772155e-07
1851,3.9341575330809064e-08,1.1737978411474614e-07
1852,7.0313888045348e-08,9.570501902089745e-08
1853,9.555090940693844e-08,1.260077624465339e-07
1854,7.325886675069171e-08,1.2261767778909416e-07
1855,8.066544765483741e-08,2.297903733960993e-07
1856,6.730346280292565e-08,1.5428024369157356e-07
1857,7.810414454079151e-08,1.2399033266774495e-07
1858,7.976691640543265e-08,1.1206518024664547e-07
1859,8.198399092940178e-08,1.4461772934737382e-07
1860,9.795173458448936e-08,1.492161914029566e-07
1861,9.2432888898486e-08,1.810930143619771e-07
1862,9.939569925454528e-08,1.4141296844627504e-07
1863,1.023897271967833e-07,1.5633163741313183e-07
1864,8.582563137959909e-08,1.3473184878876054e-07
1865,5.883555331820389e-08,2.0615978257865208e-07
1866,1.1142253875107144e-07,1.4937431558337266e-07
1867,8.443892340892489e-08,2.0867089745024714e-07
1868,7.55800723117872e-08,1.699316669601103e-07
1869,8.106641535832182e-08,2.2610693406477367e-07
1870,9.461180727754481e-08,2.075725689110186e-07
1871,5.2043770182308435e-08,2.2092048368449468e-07
1872,6.47065334646868e-08,2.763634086022648e-07
1873,6.883905034893445e-08,2.1190456322983664e-07
1874,4.7796871516236905e-08,2.037341744198784e-07
1875,6.980262895472933e-08,1.922433057188755e-07
1876,9.250402532856583e-08,1.4449975083152822e-07
1877,1.2740720611859047e-07,2.2265336951932113e-07
1878,1.5339284908932882e-07,1.7573748323229665e-07
1879,1.1057878879228156e-07,1.8450162997396546e-07
1880,8.85662760907735e-08,2.0729643779304752e-07
1881,1.289913882374094e-07,1.812852019611455e-07
1882,1.0448954412822786e-07,1.7237447025308938e-07
1883,8.720687627583601e-08,1.6177507689008053e-07
1884,8.978307874940583e-08,1.663627671177892e-07
1885,8.894977576723306e-08,2.4622329419798916e-07
1886,5.872652208971374e-08,3.020221015503921e-07
1887,7.96528805135921e-08,2.605040947400994e-07
1888,9.764546771151572e-08,2.9674077950403444e-07
1889,1.0024218788373673e-07,2.462198835928575e-07
1890,7.734175966334078e-08,2.4054597247413767e-07
1891,6.437962229988159e-08,2.186357477285128e-07
1892,7.71027024448756e-08,2.8145620944997063e-07
1893,4.249307411496872e-08,1.7920991979281098e-07
1894,7.62486271899121e-08,2.5395203806510835e-07
1895,7.342709884561316e-08,3.2921821002673823e-07
1896,8.25584047792205e-08,2.6654569751372037e-07
1897,5.943247960438214e-08,4.002952209702926e-07
1898,7.41244515767292e-08,2.523626392303413e-07
1899,7.130576129554811e-08,2.8245926841918845e-07
1900,7.682758473848139e-08,3.3586113090677827e-07
1901,5.47696430430733e-08,2.8279018238208664e-07
1902,4.4192555059829886e-08,2.293102596695462e-07
1903,7.884321706619346e-08,2.926919364654168e-07
1904,7.309490346329994e-08,2.3970827101038594e-07
1905,6.502556426646322e-08,2.688755387225683e-07
1906,5.0413006547067596e-08,3.0196363809409377e-07
1907,4.11427484858784e-08,2.6537071562415804e-07
1908,9.822777857770859e-08,2.460605799115001e-07
1909,8.581534005625002e-08,1.8593324568882963e-07
1910,1.0581418208310822e-07,3.2438995845041063e-07
1911,9.417061996863652e-08,1.8195679274413123e-07
1912,7.657848899444986e-08,1.948323529177287e-07
1913,1.1083248385723721e-07,2.0999839023261302e-07
1914,9.24150601044893e-08,1.513464127356201e-07
1915,7.068457108516668e-08,3.1101211561690434e-07
1916,7.031975557403314e-08,1.9008309948276292e-07
1917,7.2378403381812e-08,2.4235797013716365e-07
1918,5.2837331843136326e-08,2.504029907868244e-07
1919,4.4197672688373046e-08,1.6758284004936286e-07
1920,9.768178621527568e-08,2.059647101759765e-07
1921,1.2797943083064922e-07,1.8704686510773172e-07
1922,1.0107771863943071e-07,3.017575522790139e-07
1923,9.766671915656389e-08,1.9427184838605172e-07
1924,9.797634858976778e-08,2.2302509705696139e-07
1925,1.0008341710943114e-07,2.6065680458486895e-07
1926,8.916910765321973e-08,2.351835206582109e-07
1927,1.0145794293592303e-07,3.512005832817522e-07
1928,8.683791696828536e-08,2.5023030048032524e-07
1929,9.914961429657865e-08,2.0498347907960124e-07
1930,1.197410816056177e-07,2.2372675800852448e-07
1931,6.501053473328966e-08,1.847667761012417e-07
1932,9.315606286364186e-08,1.8850403193937382e-07
1933,7.914757071958434e-08,1.869717891622713e-07
1934,5.511527056967225e-08,1.4497712186312128e-07
1935,5.385727863682632e-08,1.7832743992585165e-07
1936,8.244806171120445e-08,1.7459589685131505e-07
1937,4.029157785190307e-08,1.4605697629122005e-07
1938,3.759912092782258e-08,1.4261735259424313e-07
1939,6.576441791139587e-08,1.4682288451695058e-07
1940,3.0429394115571995e-08,1.3186071612381056e-07
1941,1.092055943452408e-07,2.095566884463551e-07
1942,6.675266206457309e-08,2.1542903994031803e-07
1943,7.548411717905879e-08,2.2354910811372974e-07
1944,1.0603513977969214e-07,2.0243072640369064e-07
1945,7.189063211399116e-08,2.614204959172639e-07
1946,6.12528578969318e-08,1.7540591557008156e-07
1947,6.198852808836364e-08,2.634512554777757e-07
1948,6.196975999017695e-08,2.0439149750473007e-07
1949,8.049946620403148e-08,1.6983423734018288e-07
1950,6.487570614055471e-08,1.510221352418739e-07
1951,4.584402590879222e-08,1.8764066567200643e-07
1952,6.643226135860658e-08,1.9507886861447332e-07
1953,7.110726008008328e-08,1.4113713575625297e-07
1954,8.893008085486542e-08,1.7590565448699635e-07
1955,6.945349717568661e-08,1.5580108936319448e-07
1956,5.7559534027973314e-08,2.2500545071579836e-07
1957,6.096176169423373e-08,1.404770983981507e-07
1958,6.700517257707261e-08,1.5303650968689908e-07
1959,6.355613180186737e-08,1.5889033022631338e-07
1960,6.297958421441763e-08,1.7163667109798553e-07
1961,6.04489848177181e-08,1.3132020626471785e-07
1962,6.532215202081915e-08,1.8074575791615644e-07
1963,5.884108655873632e-08,2.0238746856193757e-07
1964,7.665800411116308e-08,1.6974271943581698e-07
1965,6.238129401925363e-08,1.5759485449962085e-07
1966,7.976267712983542e-08,2.0051450633218337e-07
1967,7.642020460885135e-08,1.7108264671605866e-07
1968,1.0779397774385302e-07,1.5719955115400808e-07
1969,5.041351092138768e-08,1.689533917215158e-07
1970,6.254266013416832e-08,1.0715029219454664e-07
1971,9.557419544670154e-08,1.79330072569428e-07
1972,1.205584509444968e-07,1.1748036143899299e-07
1973,6.064524288307283e-08,1.5492102534153673e-07
1974,5.400548674927563e-08,1.5245299778143817e-07
1975,4.9118729972263964e-08,1.0223549651300345e-07
1976,3.9994688449951354e-08,1.159845979259444e-07
1977,4.7601932451346585e-08,1.0049296861325274e-07
1978,7.603957252744209e-08,1.0871281830304724e-07
1979,5.7934536279447e-08,1.1469867899904784e-07
1980,4.4344176552968406e-08,1.3758064199009823e-07
1981,6.705082677971319e-08,1.2081800093710626e-07
1982,6.393727314257802e-08,1.3284055455642374e-07
1983,3.6628833299801045e-08,1.1746487871278077e-07
1984,7.828661746644983e-08,1.17719871184363e-07
1985,4.8726019219458294e-08,1.371547284634289e-07
1986,5.2751473411660754e-08,1.3907205698160396e-07
1987,7.944061980458272e-08,1.002173988240429e-07
1988,3.537966714040053e-08,1.8349454933286324e-07
1989,5.1039535819974446e-08,1.3500780937647505e-07
1990,7.791570688642224e-08,1.5201736403014365e-07
1991,5.392547935967329e-08,1.0843710640529025e-07
1992,5.6752426758066576e-08,2.0717389759283833e-07
1993,5.0960709707670304e-08,1.3848018909357052e-07
1994,5.380425294188029e-08,1.0549852902386192e-07
1995,6.994961387896126e-08,1.0411105222374317e-07
1996,7.526709899785544e-08,1.2544516891921376e-07
1997,5.322332752299985e-08,1.1699542312726408e-07
1998,6.627699511430052e-08,1.0251477533529396e-07
1999,5.9412613412357373e-08,1.3207881011112477e-07
2000,6.052702983261327e-08,1.0603275768517051e-07
2001,5.564139093916509e-08,1.143496248801057e-07
2002,3.680225996172126e-08,1.489615328864602e-07
2003,5.208653752752923e-08,1.7834429399954388e-07
2004,8.192911671311975e-08,1.2421511996763002e-07
2005,5.989986806564929e-08,1.2745611854825256e-07
2006,7.082770669963878e-08,1.49891192791074e-07
2007,8.867744283325152e-08,1.3022003031437634e-07
2008,7.109924093917641e-08,1.979709480792735e-07
2009,6.198650326361133e-08,2.136150243359225e-07
2010,7.36911718313138e-08,2.2060113735733466e-07
2011,6.615471703774745e-08,2.925338549175649e-07
2012,6.638292970873039e-08,4.0646776255925943e-07
2013,7.279616043298631e-08,3.801577292961156e-07
2014,8.726743945530746e-08,4.4240044871912687e-07
2015,9.243119147850365e-08,4.43093426838459e-07
2016,9.445310353295433e-08,4.519664003055368e-07
2017,5.484032605806988e-08,3.1973419822861615e-07
2018,7.047404254612033e-08,4.1458355326540186e-07
2019,8.443769278221325e-08,4.211680675325624e-07
