year,mauvais_ADJ ans_NOUN,mauvais_ADJ vents_NOUN
1871,1.0621177271019633e-09,1.3807530230280918e-08
1872,0.0,1.6327815544059376e-08
1873,0.0,1.6760813181804224e-08
1874,0.0,2.3898437007119355e-08
1875,0.0,2.7463329388410784e-08
1876,0.0,2.478866001354163e-08
1877,0.0,2.1646856751544874e-08
1878,0.0,2.4760263173106978e-08
1879,6.10932526790009e-10,2.932476128592043e-08
1880,0.0,1.2193908105473383e-08
1881,0.0,1.8128519130300447e-08
1882,6.655385131892899e-10,2.3293848627758962e-08
1883,6.319338941018771e-10,4.802697617378726e-08
1884,0.0,2.178559910248623e-08
1885,5.156508553483263e-09,1.8692343672910283e-08
1886,0.0,2.19417763958063e-08
1887,6.528924623161458e-10,1.566941953967671e-08
1888,6.340614699951175e-10,2.8532765483646472e-08
1889,6.265136742733546e-10,4.009687515349469e-08
1890,0.0,1.8352281472289178e-08
1891,0.0,2.932141285327816e-08
1892,0.0,1.5044429702015805e-08
1893,1.847525021858587e-09,1.539604177480669e-08
1894,0.0,1.5753848003896564e-08
1895,0.0,2.2268872967856623e-08
1896,2.948514543632541e-09,1.7691087705884456e-08
1897,0.0,9.905413378419325e-09
1898,0.0,1.5277558773618694e-08
1899,5.527578395003729e-10,1.1607914629507832e-08
1900,0.0,3.2703635355346705e-08
1901,1.676621730339889e-09,3.1855812210324075e-08
1902,0.0,2.356936334990678e-08
1903,0.0,2.3220946943069976e-08
1904,0.0,2.7948050984605288e-08
1905,0.0,2.7352022868853965e-08
1906,0.0,2.0576738535282857e-08
1907,0.0,1.902852098112362e-08
1908,0.0,3.094175227147389e-08
1909,1.1001967115120692e-09,3.190570296851547e-08
1910,0.0,1.9238942883248455e-08
1911,0.0,2.7665945978583295e-08
1912,0.0,3.021464323182954e-08
1913,0.0,3.446943352969356e-08
1914,0.0,3.3483718908655646e-08
1915,1.1780761921542648e-09,1.6493066468115103e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,1.2063066989753679e-08
1918,0.0,2.8715941624568586e-08
1919,0.0,7.366278698128781e-09
1920,0.0,3.104614876292544e-08
1921,7.572747429129834e-10,6.815472630705699e-09
1922,0.0,2.4347187377316004e-08
1923,0.0,2.653987074552333e-08
1924,0.0,2.3204924204378585e-08
1925,0.0,1.8696901804560184e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,1.2264147031260109e-08
1928,0.0,3.5420729460611255e-08
1929,3.342121912552898e-09,1.893869061575515e-08
1930,0.0,8.402882833991043e-09
1931,0.0,1.2545892325022123e-08
1932,0.0,2.4110979879310435e-08
1933,0.0,1.261772819560747e-08
1934,0.0,2.156684431042777e-08
1935,1.196828414151696e-09,1.9149254626427137e-08
1936,0.0,2.0612015205756506e-08
1937,0.0,8.813782592653752e-09
1938,0.0,1.1668692678767911e-08
1939,0.0,3.058810094103137e-09
1940,0.0,2.7893612752905028e-08
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,3.944475324146879e-08
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,2.3963544037997053e-08
1946,0.0,1.3921104269343232e-08
1947,0.0,5.960435700558264e-09
1948,1.0871887834440486e-09,1.4133454406817236e-08
1949,0.0,1.2762110479513922e-08
1950,0.0,1.4889506516624351e-08
1951,0.0,1.7058242818279723e-08
1952,0.0,1.7926167217297007e-08
1953,0.0,8.619061908632375e-09
1954,0.0,4.886268278880834e-09
1955,9.385607846468247e-10,1.0324168187025862e-08
1956,8.72114158667614e-10,1.0465369904011368e-08
1957,0.0,1.501956425897788e-08
1958,0.0,4.9633461784992505e-09
1959,1.5501495642666896e-09,1.2401196514133517e-08
1960,6.920833350854139e-10,2.0070416439921246e-08
1961,2.08444772553662e-09,9.72742331128984e-09
1962,0.0,5.7077609305622445e-09
1963,0.0,1.4871922360271128e-08
1964,0.0,1.034274621503073e-08
1965,1.6416130677043839e-09,5.47204326295514e-09
1966,0.0,1.7171132071780448e-08
1967,0.0,1.429797347185513e-08
1968,4.4914158503495116e-10,1.392338955241712e-08
1969,9.083515606356229e-10,1.2262746373892242e-08
1970,4.5987250119061684e-10,1.241655755990223e-08
1971,1.0276794970565106e-09,1.1304474689666222e-08
1972,5.130146862875051e-10,9.747279428040656e-09
1973,0.0,7.1671650836435674e-09
1974,0.0,6.1881286761433785e-09
1975,0.0,1.028066431985053e-08
1976,0.0,1.085570122683066e-08
1977,0.0,1.645498848290572e-08
1978,0.0,1.4257419245211622e-08
1979,0.0,1.345953837272873e-08
1980,0.0,7.95921106799824e-09
1981,0.0,1.5181319312773667e-08
1982,0.0,1.6760255405756652e-08
1983,0.0,1.1999100379966876e-08
1984,0.0,1.797692661398287e-08
1985,0.0,1.9851341903631692e-08
1986,0.0,1.9182353483415682e-08
1987,6.110816852533674e-10,1.2832715334809564e-08
1988,0.0,6.596209356501959e-09
1989,0.0,1.3171493229435782e-08
1990,0.0,3.650596269721973e-08
1991,1.1722930404189924e-09,9.37834432335194e-09
1992,0.0,6.61193322315512e-09
1993,0.0,1.3294098266669607e-08
1994,0.0,1.6879765141197822e-08
1995,5.422450821690461e-10,2.7112253775385398e-08
1996,0.0,1.4946657245218375e-08
1997,0.0,2.061804593722627e-08
1998,0.0,2.5747898035888284e-08
1999,0.0,1.9194844824710344e-08
2000,0.0,7.068850393920911e-09
2001,0.0,1.1829271784336015e-08
2002,4.38122149670761e-10,1.0953053575235572e-08
2003,0.0,1.7084383685528337e-08
2004,1.3214374039449694e-09,9.690540814233373e-09
2005,0.0,1.0358624180639708e-08
2006,1.2353669198716943e-09,1.317724773741702e-08
2007,0.0,2.236908436259455e-08
2008,0.0,1.575252639440805e-08
2009,0.0,1.3827758493789588e-08
2010,0.0,2.4563723499682055e-08
2011,7.64794394481072e-10,1.1471915861704929e-08
2012,0.0,1.7021264397953928e-08
2013,2.789125042035323e-10,1.338780020176955e-08
2014,0.0,1.4941571535587173e-08
2015,0.0,1.7067630864175953e-08
2016,0.0,1.864206033985738e-08
2017,0.0,1.4338984222206363e-08
2018,0.0,1.7037679711506826e-08
2019,2.55098775436835e-10,2.0918099252753564e-08
