year,vos_DET îles_NOUN,vos_DET iles_NOUN,vos_DET villes_NOUN
1834,2.9870498963191494e-08,1.8669061851994684e-09,2.1282730244820414e-07
1835,3.857174846189082e-08,7.563087933704082e-10,2.730274744067174e-07
1836,7.19120265557649e-08,3.36037508930076e-09,2.9100846388185886e-07
1837,3.7572612465730515e-08,2.0873671680021744e-09,3.0614719725985395e-07
1838,1.4517972601879592e-08,1.2624323808552163e-09,2.657420061780158e-07
1839,2.6567605004856887e-08,4.1948851059459e-09,1.8457494954660092e-07
1840,3.758116173813164e-08,4.4587821212971335e-09,1.9873428236394375e-07
1841,1.8619590758106597e-08,1.926164561183441e-09,2.446228899444236e-07
1842,3.287049921141261e-08,4.024959032733477e-09,1.690482727134679e-07
1843,4.430183153658618e-08,4.1348376944583265e-09,2.410019752652204e-07
1844,2.6893950177964143e-08,1.6465683816413446e-09,1.4270259379722816e-07
1845,3.682950477923441e-08,5.5802281129224696e-09,1.4787603674903949e-07
1846,1.5807152919933287e-08,5.854501328173001e-10,1.8851493965854615e-07
1847,3.289866601363656e-08,4.314578916364553e-09,2.1087504631367437e-07
1848,2.091757700384278e-08,0.0,1.7940844543318235e-07
1849,1.0055298149680425e-08,8.379414939696517e-10,1.5501917971505463e-07
1850,1.0183494048021657e-08,7.467895635215882e-09,1.724405027658804e-07
1851,8.384270167027807e-09,0.0,1.941281040362952e-07
1852,2.4740073101270355e-08,1.3021090872200602e-09,1.529978184144909e-07
1853,3.0456853039595444e-08,1.7915795513800958e-09,1.9707374576682923e-07
1854,8.313063126763609e-09,4.67609800880453e-09,1.8236781595959428e-07
1855,1.539011762474729e-08,4.2455496895854594e-09,2.3828147277527023e-07
1856,3.209857268871019e-08,3.106313539724681e-09,1.5428023275587677e-07
1857,2.5871997877402464e-08,0.0,1.557201443347367e-07
1858,2.3000277904472455e-08,1.4681028059904122e-09,1.8449158811773003e-07
1859,3.666364989385329e-08,2.036869339860914e-09,1.2424902662289128e-07
1860,2.1512764902809067e-08,9.154367819341758e-10,1.5333566527608866e-07
1861,1.7920662287451705e-08,3.301174722469824e-09,1.6317233991758329e-07
1862,3.8402884428023754e-08,4.0661876643532935e-09,1.4773815604218754e-07
1863,1.698171053776676e-08,3.496234690647526e-09,1.4784077384533134e-07
1864,2.8768367243969806e-08,2.397363974004918e-09,1.6493863619349014e-07
1865,5.224597210418125e-08,5.648213119435752e-09,1.6097407457005275e-07
1866,2.4814625021463144e-08,9.731225825149181e-10,1.8635297927005467e-07
1867,2.717574432153924e-08,4.85281148598915e-10,1.3879041205200338e-07
1868,9.87974857480367e-09,4.93987406535723e-10,1.2003893345990946e-07
1869,2.0022428159904848e-08,9.767038289254515e-10,1.1720445658447431e-07
1870,1.0321287824410774e-08,1.1468097582678638e-09,9.977244852521494e-08
1871,1.4869648623516696e-08,0.0,1.5188282986855484e-07
1872,7.861540751719076e-09,0.0,9.73621624433818e-08
1873,1.97538145840781e-08,5.986004469882289e-10,9.158586911084399e-08
1874,5.974609251779839e-09,0.0,1.0037343112223596e-07
1875,2.460256709468922e-08,3.4329162845736505e-09,1.0184317983386038e-07
1876,1.209202959984168e-08,1.813804439976252e-09,1.2394330450860025e-07
1877,2.040989244278535e-08,3.710889595609501e-09,1.0019401874838962e-07
1878,1.7513357875031943e-08,2.4156354694326865e-09,9.843714821045069e-08
1879,1.221865097988939e-08,1.221865053580018e-09,1.8205789187319965e-07
1880,2.5671385017744797e-08,0.0,1.2835692442259017e-07
1881,1.8825771164188154e-08,2.789003084036068e-09,1.1365187418954648e-07
1882,1.0648616211028639e-08,1.3310770263785798e-09,1.078172360280405e-07
1883,5.687405213450347e-09,1.8958017378167824e-09,7.45681998370884e-08
1884,1.5183903911974994e-08,6.601696966868076e-10,7.261866841190567e-08
1885,2.5137978865164e-08,1.2891271383708158e-09,1.1602144533995329e-07
1886,2.19417763958063e-08,1.2906927748801422e-09,1.1616234729672215e-07
1887,1.4363633837888301e-08,2.6115699047757346e-09,6.137189167976231e-08
1888,6.974675947901687e-09,0.0,9.891359153968438e-08
1889,5.012109394186837e-09,1.2530273485467092e-09,1.1214595030395458e-07
1890,1.9663159989136147e-08,1.9663159434024635e-09,6.095579263565298e-08
1891,1.466070642663908e-08,3.187110020341777e-09,9.115134869119856e-08
1892,1.8805536683430546e-08,3.1342561879199593e-09,7.647584876480096e-08
1893,1.4164357686752282e-08,1.2316833108982905e-09,1.0407723760597065e-07
1894,1.5123694518948128e-08,5.671385583383426e-09,5.8604314290278126e-08
1895,3.611168697403855e-09,1.8055843487019274e-09,7.523268275022588e-08
1896,8.255840455717589e-09,4.1279202278587945e-09,7.902019166783347e-08
1897,5.826713334045053e-09,0.0,8.332200573946125e-08
1898,9.619203544808386e-09,0.0,6.05443981616105e-08
1899,1.1607914629507832e-08,2.2110313580014918e-09,7.185852091140532e-08
1900,1.038210584169974e-08,1.038210628578895e-09,8.980521626344995e-08
1901,5.58873880507349e-09,2.235495566438317e-09,7.600684970299199e-08
1902,1.4239823542538943e-08,4.910283846193408e-10,5.106695155632224e-08
1903,7.560307935250421e-09,2.1600881083827517e-09,5.886240117547459e-08
1904,7.524475265086039e-09,5.374625189347171e-10,5.750848863783631e-08
1905,9.805441791854719e-09,5.160759042333041e-10,6.089695858690902e-08
1906,4.115347618238729e-09,0.0,7.253300510212668e-08
1907,1.2342823652033985e-08,2.057137349353866e-09,4.62855911376181e-08
1908,6.875944702500192e-09,4.911389073214423e-10,6.72860309691714e-08
1909,1.265226234892225e-08,1.1001967115120692e-09,6.271121577583472e-08
1910,6.412980813053082e-09,0.0,6.359539428402172e-08
1911,3.1922244847493175e-09,0.0,7.235709009734137e-08
1912,1.614920641657136e-08,2.0837684910901544e-09,4.896855959612978e-08
1913,1.590896836489719e-08,5.30298971401777e-10,5.6741991327768915e-08
1914,9.37544086809794e-09,0.0,6.964613624704796e-08
1915,1.1780762143587253e-08,0.0,9.895840191731509e-08
1916,1.538244731591476e-08,2.197492410260793e-09,9.009718615615725e-08
1917,1.2063066989753679e-08,1.0966424435210342e-09,6.689518561309171e-08
1918,4.594550517822427e-09,0.0,1.0108011405662864e-07
1919,1.289098744416961e-08,9.207848372660976e-10,6.261336582547017e-08
1920,1.1358347151713133e-08,3.786115865267448e-09,6.43639692654574e-08
1921,8.330022005509363e-09,3.0290989716519334e-09,5.149468296217208e-08
1922,2.2133805899215986e-09,2.951174193910333e-09,5.312113565691945e-08
1923,7.431163684401554e-09,0.0,5.4141334970836397e-08
1924,1.0313299547703991e-08,5.156649773851996e-09,5.285566118118368e-08
1925,1.3197813508725176e-08,1.0998177923937646e-09,5.499088895355442e-08
1926,8.916910765321973e-09,1.1146138456652466e-09,5.795991953050361e-08
1927,2.2298449309232637e-08,0.0,5.5746123384103896e-08
1928,5.713020723163709e-09,0.0,3.999114284169991e-08
1929,0.0,5.570202965543558e-09,7.018455705498639e-08
1930,1.7856125467119455e-08,2.100720708497761e-09,3.676261128848779e-08
1931,7.983749661377715e-09,0.0,3.5356607419601005e-08
1932,0.0,0.0,2.9590749406338546e-08
1933,3.4411986593596566e-09,0.0,4.244145057619164e-08
1934,1.1981580172459871e-09,1.1981580172459871e-09,4.313368862085554e-08
1935,1.196828414151696e-08,1.196828414151696e-09,3.590485153637246e-08
1936,3.6374143697059935e-09,4.849885826274658e-09,2.909931406946953e-08
1937,6.295559185076627e-09,2.5182236296217297e-09,4.4068911853045734e-08
1938,6.482607339819424e-09,0.0,9.72391118736482e-08
1939,6.117620188206274e-09,3.058810094103137e-09,7.647025057622159e-08
1940,5.0715658339584024e-09,0.0,5.832300686847702e-08
1941,0.0,0.0,8.264207496111453e-08
1942,9.102635090130207e-09,1.2136846860855144e-08,7.888950892542823e-08
1943,2.9032352077962287e-09,0.0,7.548411673496958e-08
1944,6.4263723231761105e-09,0.0,1.3174063262511027e-07
1945,0.0,2.178504043826024e-09,9.803267886354661e-08
1946,1.5313215584455975e-08,0.0,7.79581839083221e-08
1947,1.0728784083369192e-08,2.3841741914054637e-09,6.675687602708535e-08
1948,5.435944139264848e-09,1.0871887834440486e-09,5.218506160531433e-08
1949,9.817008539414473e-09,0.0,3.8286332770809395e-08
1950,3.190608444114673e-09,1.0635361480382244e-09,6.274863162403221e-08
1951,1.0661401761424827e-09,1.0661401761424827e-09,4.051332624932513e-08
1952,3.1634410646574906e-09,1.0544803918932644e-09,4.4288177902807035e-08
1953,1.2928593307037772e-08,1.0773827385790469e-09,4.201792691560513e-08
1954,0.0,0.0,3.518113178557769e-08
1955,3.754243138587299e-09,0.0,6.194501400713648e-08
1956,3.488456634670456e-09,1.744228317335228e-09,3.3140339583681566e-08
1957,2.6505113659425206e-09,2.6505113659425206e-09,4.0641173648658935e-08
1958,6.617794756635931e-09,8.272243445794913e-10,6.369627580937731e-08
1959,6.200598257066758e-09,0.0,4.1854038901334434e-08
1960,6.920833461876441e-09,0.0,5.121416779552135e-08
1961,4.863711378089164e-09,0.0,5.558527460536311e-08
1962,8.878739354845067e-09,6.341956404476434e-10,4.502789041627153e-08
1963,3.2330267352165265e-09,0.0,6.207411340497515e-08
1964,1.034274621503073e-08,3.0419841090534305e-09,8.517555527554066e-08
1965,9.302473458205895e-09,1.0944086747954884e-09,3.939871362490521e-08
1966,8.308612464702492e-09,1.1078149508847446e-09,4.154306232351246e-08
1967,1.4791006641701188e-08,2.4651677921205817e-09,7.987143546550612e-08
1968,9.431973424511852e-09,2.245707925174756e-09,6.198153978953513e-08
1969,9.991866833924945e-09,3.179230406713529e-09,7.130559898094191e-08
1970,1.1496812390987543e-08,1.3796175035718505e-09,6.622164083758264e-08
1971,3.5968783507200897e-09,0.0,4.675941778220505e-08
1972,2.565073486948677e-09,0.0,5.335352848412356e-08
1973,1.0475087464101307e-08,3.307922213924286e-09,6.119656092984371e-08
1974,8.438357623763437e-09,0.0,4.950502963119163e-08
1975,1.7134440533084216e-09,0.0,5.0832173581483175e-08
1976,7.427584769459372e-09,5.713526873840635e-10,5.2564446795244635e-08
1977,9.990529292736028e-09,0.0,4.348818694044354e-08
1978,7.128709622605811e-09,0.0,9.029698988527457e-08
1979,8.192762912528906e-09,1.7555920051037788e-09,5.208256226296726e-08
1980,6.822181042309694e-09,0.0,5.6282990823497414e-08
1981,2.5302198114474095e-09,0.0,3.542307625004071e-08
1982,8.690503427999374e-09,1.2415004579935385e-09,5.4005269478629714e-08
1983,1.0736036948344463e-08,0.0,2.7787390832756387e-08
1984,4.059305780401701e-09,5.799008495621649e-10,4.175285950314134e-08
1985,2.4062232206745193e-09,0.0,3.910112733596094e-08
1986,2.3977941854269602e-09,3.5966913891627428e-09,3.836470807705439e-08
1987,2.4443267410134695e-09,6.110816852533674e-10,2.6887594040125862e-08
1988,5.996553809062277e-10,0.0,3.358070083114839e-08
1989,5.488121956886971e-09,0.0,3.7319232149002346e-08
1990,5.448650863826288e-09,0.0,2.233946855279001e-08
1991,2.344586080837985e-09,5.861465202094962e-10,4.278869580875977e-08
1992,3.30596661157756e-09,5.509944167592096e-10,2.4794748587630977e-08
1993,6.647049133334804e-09,0.0,3.8774450872303134e-08
1994,5.802419433820205e-09,0.0,3.9561949938260454e-08
1995,7.0491861237087505e-09,0.0,3.6872664643805564e-08
1996,4.804283193493575e-09,0.0,2.989331449043675e-08
1997,5.753873377756236e-09,9.58978896292706e-10,4.746945436728822e-08
1998,1.9072516899143466e-09,0.0,3.0516027038629545e-08
1999,1.0511462811280126e-08,0.0,4.844413292737215e-08
2000,8.394259509714175e-09,4.4180314962005696e-10,5.257457491580908e-08
2001,4.8193329327261836e-09,8.762423564512289e-10,6.265132723726197e-08
2002,5.257465574004527e-09,0.0,5.0384048932983205e-08
2003,8.750538071922165e-09,4.1669229178253886e-10,4.500276817864801e-08
2004,6.166707589017051e-09,4.404791253964646e-10,4.8893181503473215e-08
2005,8.106749382896794e-09,4.5037495954858286e-10,3.783149482572412e-08
2006,5.7650457740976435e-09,0.0,3.3766695661796575e-08
2007,9.586750948642475e-09,0.0,5.033044275792875e-08
2008,1.7029758714315335e-09,0.0,5.108927458863377e-08
2009,1.4781396551200032e-08,1.430457752249481e-09,4.815874543595555e-08
2010,6.14093115247627e-09,0.0,3.967986117459077e-08
2011,8.412738006224885e-09,7.64794394481072e-10,3.059177522413137e-08
2012,1.2255310155584453e-08,0.0,6.263825003127721e-08
2013,1.1714325509615264e-08,0.0,5.522467549923249e-08
2014,1.017759210242275e-08,0.0,5.9549740805131535e-08
2015,8.64464447247748e-09,0.0,5.497106914109651e-08
2016,1.1806638611222553e-08,0.0,7.22897706140202e-08
2017,1.1571812230659617e-08,0.0,1.609991242546016e-07
2018,1.1100306451794495e-08,0.0,4.9822306724678356e-08
2019,8.418259866971312e-09,0.0,6.453998735445055e-08
