year,mes_DET oies_NOUN,mes_DET voix_NOUN
1847,6.47186837454683e-09,3.3437987490003707e-08
1848,0.0,1.1263310673026439e-08
1849,9.217356655710773e-09,1.256912263158938e-08
1850,6.788996032014438e-10,8.146795238417326e-09
1851,1.2253933867611977e-08,6.062472479584358e-08
1852,5.859490670445666e-09,2.278690924839566e-08
1853,5.971931837933653e-10,3.1054044669076575e-08
1854,9.352196350675968e-09,2.0782657872420174e-08
1855,1.0613874223963649e-09,7.907336296852918e-08
1856,1.5531567143511893e-09,3.727576114442854e-08
1857,1.4644527812635033e-09,6.98055809267295e-08
1858,9.787352039936081e-10,2.3489645784025015e-08
1859,2.036869339860914e-09,9.675129364339341e-09
1860,1.8308735638683515e-09,6.453829293207036e-08
1861,3.3011746669586728e-09,3.348334348673987e-08
1862,9.035972858839614e-09,4.7890655913152e-08
1863,3.496234635136375e-09,1.9479021506896288e-08
1864,1.3904711160250827e-08,2.205574789471143e-08
1865,7.530950973944073e-09,6.213034486890479e-08
1866,1.0704348518686402e-08,6.714545769392899e-08
1867,0.0,4.1248899407264616e-08
1868,7.903798504571569e-09,1.516541345836231e-07
1869,9.767038289254515e-10,3.4184634123413105e-08
1870,4.013834153937523e-09,3.325748298976805e-08
1871,9.55905954391767e-09,9.55905954391767e-09
1872,6.047339518033823e-09,1.6327815988148586e-08
1873,3.591602570907071e-09,2.2746816541463488e-08
1874,4.779687312606029e-09,5.8551169912490764e-08
1875,5.721527251978387e-09,2.975194168808315e-08
1876,1.874264654588842e-08,4.232210204513365e-08
1877,1.9172929910382663e-08,3.030559836414426e-08
1878,3.0195443923020093e-09,3.683844140844883e-08
1879,3.0546627449723474e-09,3.482315480418663e-08
1880,1.9253538763308597e-09,1.8611754359909582e-08
1881,4.183504653809678e-09,1.6036767580551725e-08
1882,3.9932310791357395e-09,2.3293847517535937e-08
1883,8.847074184359371e-09,2.9068958795619437e-08
1884,4.621187876807653e-09,9.770511333329068e-08
1885,5.80107206715752e-09,2.9649923904973008e-08
1886,2.5813855497602844e-09,2.7749894160322697e-08
1887,6.528924623161458e-10,4.178511747721103e-08
1888,5.07249175996094e-09,8.87686080197625e-09
1889,3.132568426877924e-09,1.8795410561267545e-08
1890,2.6217545912032847e-09,1.0290386853739619e-07
1891,1.2748440081367107e-09,7.07538401201191e-08
1892,3.1342561879199593e-09,3.0088859626076214e-08
1893,5.542574843531156e-09,3.14079239838172e-08
1894,5.041231432301174e-09,1.0082462553739902e-07
1895,1.8055843487019274e-09,6.31954537588797e-08
1896,1.7691086373616827e-09,2.889544148398926e-08
1897,1.1653427112179315e-09,1.9228155068162778e-08
1898,4.52668391659472e-09,4.52668389439026e-08
1899,1.1055156790007459e-08,7.02002473929042e-08
1900,3.633737311048435e-09,3.270363457819059e-08
1901,3.912117296778206e-09,3.409130677756167e-08
1902,5.4013122863239005e-09,3.240787416203261e-08
1903,4.860198465905796e-09,6.696272958350846e-08
1904,1.0749250378694342e-09,5.53586412266327e-08
1905,2.0643036169332163e-09,4.8511135108952885e-08
1906,4.115347618238729e-09,3.909580292837944e-08
1907,3.5999902503469627e-09,2.4685647526112575e-08
1908,6.875944702500192e-09,3.2415168105259795e-08
1909,0.0,1.0506878389549001e-07
1910,3.740905363258662e-09,9.459146643742145e-08
1911,4.788336838146279e-09,6.810078856389623e-08
1912,7.814131564032323e-09,5.730363239475622e-08
1913,3.181793939432964e-09,5.6211690413476845e-08
1914,6.696743715117748e-10,4.2859160220842796e-08
1915,5.890381071793627e-09,7.06845719733451e-08
1916,1.0987462051303964e-09,5.823354731759878e-08
1917,3.289927441585405e-09,1.8642921206790675e-08
1918,1.4932289182922887e-08,1.9526839700745313e-08
1919,9.207848372660976e-10,4.05145330617529e-08
1920,2.2716695191604686e-09,8.480899360563399e-08
1921,3.0290989716519334e-09,4.922285878894428e-08
1922,5.164555005876537e-09,2.4347186822204492e-08
1923,6.369568872344189e-09,1.1677543376720223e-08
1924,5.156649773851996e-09,5.9301472621342555e-08
1925,4.399271169575059e-09,7.80870634820019e-08
1926,7.802296586589819e-09,7.913758448552244e-08
1927,7.804457524684949e-09,3.2332752031294376e-08
1928,3.4278122562625413e-09,3.427812300671462e-08
1929,2.2280812750352652e-09,8.689517194682139e-08
1930,5.2518016602221e-09,4.096405525899627e-08
1931,4.5621426636444085e-09,5.360517540964338e-08
1932,2.1919073223131136e-09,1.8631211795572256e-08
1933,6.882397318719313e-09,5.850037743115877e-08
1934,1.1981580172459871e-09,2.036868629318178e-08
1935,7.180970484910176e-09,2.2739739868882225e-08
1936,0.0,9.699771208460106e-09
1937,1.2591118148108649e-09,8.813782703676054e-09
1938,5.186085783037697e-09,1.4261735792331365e-08
1939,9.176430282309411e-09,1.5294050470515685e-08
1940,0.0,9.635974751454057e-08
1941,0.0,1.0035109099248984e-07
1942,0.0,6.675265740163638e-08
1943,0.0,3.774205836748479e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,6.535512131478072e-09,3.0499057057653545e-08
1946,0.0,4.454753455007676e-08
1947,3.5762612871081956e-09,2.8610090740954774e-08
1948,0.0,9.023666969198985e-08
1949,1.9634016634739737e-09,8.344456980946546e-08
1950,0.0,5.530388080821069e-08
1951,0.0,2.6653505180718184e-08
1952,1.2653764258629963e-08,1.0544803585865736e-08
1953,3.2321482157371406e-09,5.3869137817130763e-08
1954,3.029486217442923e-08,2.6385848173049453e-08
1955,2.815682353940474e-09,4.786660001698806e-08
1956,2.616342476002842e-09,5.232684863187842e-08
1957,9.718541527092839e-09,5.301022804049538e-08
1958,3.1434524760953764e-08,2.895285267090486e-08
1959,8.525822714489095e-09,2.2477167904710882e-08
1960,4.152500121534786e-09,5.74429166455559e-08
1961,4.86371165564492e-09,4.72474822599267e-08
1962,2.5367825617905737e-09,6.08827829262637e-08
1963,5.819448034571906e-09,8.082566349543185e-08
1964,3.6503808864551957e-09,5.293052529609099e-08
1965,1.6416130677043839e-09,3.666269049462656e-08
1966,9.416427082520329e-09,5.3729025228932414e-08
1967,4.930335584241163e-10,3.5005382370556504e-08
1968,1.616909695023594e-08,3.4134760545923015e-08
1969,2.7250546263957176e-09,2.7250546708046386e-08
1970,6.898087712148282e-09,3.127133063607346e-08
1971,1.541519245584766e-09,2.1067429911703073e-08
1972,4.104117490300041e-09,1.3338381843475133e-08
1973,7.167165139154719e-09,2.2052815240591883e-08
1974,5.063014507644681e-09,2.025205825262333e-08
1975,3.998036124386317e-09,2.2845920266689745e-08
1976,5.142174241967723e-09,1.4855169927496803e-08
1977,2.3507127355770763e-09,2.585784014685899e-08
1978,7.128709511583509e-09,2.3762365630730642e-08
1979,9.363157582598092e-09,1.521513048885481e-08
1980,7.95921106799824e-09,2.0466542793862175e-08
1981,2.5302198114474095e-09,3.732074171924893e-08
1982,4.966001831974154e-09,2.4830009937026887e-08
1983,7.57837881337764e-09,2.1472074784867345e-08
1984,1.739702604197646e-09,2.4355836125700137e-08
1985,1.2031116103372597e-09,2.466378790089152e-08
1986,5.994485463567401e-10,2.217959704786665e-08
1987,2.4443267410134695e-09,1.4054878594293996e-08
1988,5.9965538645734284e-09,2.4585870672666488e-08
1989,1.6464366536794728e-09,1.5915554207879268e-08
1990,3.269190529398003e-09,1.1442166936159737e-08
1991,1.0550637363770932e-08,1.8756688924259635e-08
1992,7.713921945651236e-09,6.116038164805104e-08
1993,2.7696036575264316e-09,9.970573366935298e-09
1994,6.85740436656701e-09,3.164955880707865e-08
1995,3.79571546416102e-09,1.4640617607142303e-08
1996,1.6014276571496566e-09,2.6690461174538882e-08
1997,2.3974471297094624e-09,2.7810388658622287e-08
1998,2.3840646123929332e-09,1.9072517010165768e-08
1999,3.656160929565999e-09,2.9706307913546226e-08
2000,4.418031274155965e-09,1.9881141843924865e-08
2001,1.2267393101339508e-08,1.0514908360681474e-08
2002,8.324320788233308e-09,1.708676344858162e-08
2003,9.583922655487243e-09,4.500276579166851e-08
2004,2.642874807889939e-09,1.7619165376681067e-08
2005,6.305249211635555e-09,5.404499359151771e-08
2006,7.000412693969338e-09,2.1824815898963124e-08
2007,2.7961355453243186e-09,3.2754731815742844e-08
2008,2.554463751636149e-09,2.6821870224846833e-08
2009,5.721830786953319e-09,1.7165492804949167e-08
2010,6.140930985942816e-09,3.023227623799585e-08
2011,8.41273803398046e-09,5.850677139984661e-08
2012,9.531907513293802e-09,5.8893570520357486e-08
2013,1.3945625543243523e-08,3.988448904479469e-08
2014,1.6240839117998007e-08,5.5218852157423726e-08
2015,8.866302025900552e-09,3.879006948981356e-08
2016,8.07822619908194e-09,4.018399657468308e-08
2017,7.043711836018929e-09,5.7607498105127775e-08
2018,1.523065362718512e-08,6.195520119156583e-08
2019,1.122434611922074e-08,6.581548306350271e-08
